ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,
XAO 4404.1 at 16:38 27/8/2010  Report at 19:07 Friday 27/8/2010. Processed 15:45 Sunday 29/8/2010.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low
TDO,525.6,21.548,44.358,0.031,-,-,-0.27,-,-,-,-,,3D Oil Ltd,,0.155,0.5,0.155,0.175,0.155,0.14,4.63,0.39,0.11
DDD,2662,17.486,6.419,0.008,-,-,-1.9,-,-,-,-,,3D Res Ltd,,0.039,-0.6,0.038,0.04,0.049,0.039,-12.03,0.049,0.014
AAO,-,7.558,8.266,0.007,-,-,-1.28,-,-,-,-,,A'asia Cons Ltd,,0.052,,0.055,0.08,0.052,0.052,1.30,0.109,0.044
AAOO,-,0.113,-,-,-,-,-,-,-,-,-,,  opt apr13,,0.016,,0.011,-,0.016,0.016,1.30,0.02,0.012
ARH,138.15,15.863,13.078,0.108,-,-,-1.4,-,-,-,-,,A'asian Resour,,0.245,-1,0.245,0.255,0.26,0.24,-2.62,0.67,0.21
AAM,4887.88,163.007,41.462,0.029,-,-,-3.56,-,-,-,-,,A1 Min Ltd,,0.145,-0.5,0.145,0.15,0.155,0.135,-2.03,0.42,0.105
ABU,20653.8,986.033,224.183,0.052,-,-,-4.09,-,-,-,-,,ABM Res NL,,0.029,0.1,0.028,0.029,0.029,0.027,4.87,0.07,0.016
AII,-,1.555,2.104,0.019,-,-,-1.98,-,-,-,-,,Abra Min Ltd,,0.135,,0.12,0.20,0.135,0.135,1.30,0.25,0.086
ACB,786.188,39.994,42.831,0.056,0.14,2.5,-0.91,-,-,-,-,,A-Cap Res,,0.345,0.5,0.34,0.345,0.355,0.33,2.77,0.60,0.28
ACS,1056.86,25.764,26.193,0.035,-,-,-1.53,-,-,-,-,,Accent Res NL,,0.245,3.5,0.235,0.245,0.25,0.22,17.97,0.25,0.13
AEX,18061,1787.39,249.388,0.018,-,-,-0.38,-,-,-,-,,Acclaim Explore,,0.018,-0.1,0.017,0.018,0.019,0.016,-3.96,0.029,0.004
AEXCD,-,-,-,-,-,-,-,-,-,-,-,,  ctg,,0.003,,0.002,0.025,0.003,0.003,1.30,0.003,0.003
AIV,131.45,20.226,8.422,0.006,-,-,-1.49,-,-,-,-,,Activex Ltd,,0.072,-0.4,0.063,0.076,0.076,0.072,-3.96,0.14,0.05
ADU,3742.24,119.524,15.46,0.218,-,-,-12.87,-,-,-,-,,Adamus Res,,0.56,-2.5,0.555,0.56,0.60,0.53,-2.97,0.60,0.312
ADD,1044.28,23.679,30.441,0.005,0.02,1.3,-0.96,-,-,-,-,,Adavale Resource,,0.025,0.1,0.025,0.028,0.025,0.024,5.47,0.065,0.023
ADE,942.194,50.716,30.726,0.021,-,-,0.97,9.6,-,-,-,,Adelaide Energy,,0.093,0.1,0.09,0.093,0.095,0.088,2.39,0.215,0.08
ADN,188.75,35.794,34.883,0.017,-,-,-0.56,-,-,-,-,,Adelaide Res,,0.155,-0.5,0.155,0.16,0.17,0.15,-1.82,0.395,0.11
ADI,-,176.505,41.404,0.072,-,-,-4.27,-,-,-,-,,Adelphi Energy,,0.41,,-,-,0.41,0.41,1.30,0.425,0.065
ABY,1435.7,123.04,290.95,0.276,1.51,0.6,19.61,4.5,-,-,-,,Aditya Birla,,0.88,-2,0.88,0.885,0.90,0.82,-0.92,1.65,0.62
ADY,15950,2330.85,5457.36,0.018,-,-,0.09,8.9,-,-,-,,Admiralty Res,,0.008,0.1,0.007,0.008,0.008,0.007,15.59,0.025,0.005
