ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, June 27, 2014,,,,,,,,,,,,,,,,,,,,
"XAO 5429.1 at 2014-06-27T16:41:06. Report at Friday, June 27, 2014. Processed Saturday at 2014-06-28T23:15:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
TDO,218.585,5.852,12.107,.015,-,-,-.56,-,-,-,-,,3D Oil,,.064,-2.1,.064,.07,.08,.064,-25.21,.135,.064,,
DDD,44.642,5.105,6.464,.004,-,-,-.24,-,-,-,-,,3D Res,,.015,-,.015,.016,.015,.015,-.51,.030,.012,,
ARH,418.550,8.181,8.797,.011,-,-,-4.20,-,-,-,-,,A'asian Resources,,.023,+.1,.023,.024,.023,.02,+4.04,.16,.018,,
AYC,88.287,1.095,1.617,.005,-,-,-.82,-,-,-,-,,A1 Gold,,.055,-,.055,.10,.06,.055,-.51,.186,.05,,
ABU,18367.1,456.620,712.765,.076,-,-,-.22,-,-,-,-,,ABM Res,,.02,-,.019,.02,.021,.019,-.51,.04,.016,,
AJC,3983.83,55.021,79.413,.005,-,-,-.19,-,-,-,-,,Acacia Coal,,.005,-.1,.005,.007,.006,.005,-17.18,.016,.005,,
ACB,497.687,16.637,20.583,.017,-,-,-1.33,-,-,-,-,,A-Cap Res,,.046,-.1,.046,.047,.047,.045,-2.64,.086,.042,,
ACS,48.863,.879,.822,.037,-,-,-1.44,-,-,-,-,,Accent Res,,.205,+1.5,.18,.205,.205,.19,+7.39,.23,.14,,
AIV,385.000,16.206,135.930,.009,-,-,-1.23,-,-,-,-,,ActiveX,,.018,-,.018,.019,.018,.018,-.51,.022,.01,,
ADD,34.200,4.090,8.643,-,-,-,-.26,-,-,-,-,,Adavale Resources,,.002,-,.002,.003,.002,.002,-.51,.008,.002,,
ADN,1488.07,39.868,246.865,.010,-,-,-.49,-,-,-,-,,Adelaide Res,,.043,+.3,.042,.046,.043,.04,+6.99,.10,.038,,
ABY,1249.30,15.694,57.100,.060,1.64,.12,-.07,-,-,-,-,,Aditya Birla,,.19,-1.5,.19,.20,.21,.18,-7.83,.395,.15,,
ADY,1423.95,38.789,30.021,.009,-,-,-2.92,-,-,-,-,,Admiralty Res,,.012,-,.012,.013,.012,.012,-.51,.022,.011,,
AVD,1597.84,2.312,198.671,-,-,-,-19.20,-,-,-,-,,Advance Energy,†,.003,-.1,.003,.006,.005,.003,-25.51,.06,.003,,
ADX,1758.60,23.577,90.053,.007,-,-,-1.33,-,-,-,-,,ADX Energy,,.012,-.1,.012,.013,.013,.012,-8.20,.022,.01,,
AQR,127.034,9.192,18.424,.037,-,-,-.80,-,-,-,-,,AEON Metals,,.135,+.5,.135,.14,.14,.13,+3.34,.22,.105,,
ACJ,7000.00,122.914,94.472,.004,-,-,-.14,-,-,-,-,,African Chrome Flds,,.003,+.1,.002,.003,.003,.002,+49.49,.009,.001,,
AFR,1114.55,22.625,48.075,.038,-,-,-3.35,-,-,-,-,,African Energy Res,,.08,-.2,.08,.081,.083,.078,-2.95,.175,.067,,
AGR,2196.76,21.563,37.290,.009,-,-,-1.76,-,-,-,-,,Aguia Res,,.04,-,.04,.05,.045,.04,-.51,.09,.04,,
AQG,2309.76,77.577,98.393,.234,-,-,-173.22,-,2.20,-,.86,,Alacer Gold,,2.57,-8,2.55,2.60,2.76,2.55,-3.53,3.78,2.01,,
AUQ,2537.30,78.493,50.010,.011,-,-,-.67,-,-,-,-,,Alara Res,,.046,-.4,.048,.055,.053,.042,-8.51,.14,.035,,
ALY,429.100,20.426,16.159,.003,-,-,-1.48,-,-,-,-,,Alchemy Resources,,.018,-.2,.018,.025,.019,.017,-10.51,.12,.015,,
AWD,500.000,830.480,358.650,.002,-,-,-.15,-,-,-,-,,Aleator Energy,,.001,-,-,.001,.001,.001,-.51,.011,.001,,
AWDO,-,.250,92.012,.001,-,-,-,-,-,-,-,,  opt jan15,,.001,-,-,.001,.001,.001,-.51,.003,.001,,
AQI,-,1.062,1.595,.004,-,-,-6.70,-,-,-,-,,Alicanto Min,,.18,-,.15,.16,.18,.18,-.51,.33,.145,,
ALK,4139.54,56.287,77.314,.109,-,-,20.27,1.3,-,-,-,,Alkane Res,,.265,-.5,.265,.27,.275,.26,-2.36,.48,.25,,
AHQ,-,1.471,2.838,-,-,-,-.95,-,-,-,-,,Allegiance Coal,,.007,-,.006,.015,.007,.007,-.51,.033,.007,,
AGS,1647.51,50.629,25.279,.061,-,-,-2.11,-,-,-,-,,Alliance Res,,.18,-,.18,.195,.185,.16,-.51,.27,.10,,
AGE,406.862,17.991,14.762,.007,-,-,-.68,-,-,-,-,,Alligator Energy,,.034,-.2,.034,.036,.036,.032,-6.06,.085,.024,,
AYR,8989.53,157.059,110.677,.003,-,-,-.37,-,-,-,-,,Alloy Res,,.007,+.2,.006,.007,.007,.005,+39.49,.013,.003,,
AYM,114.000,4.418,.918,.003,.04,.10,-.28,-,-,-,-,,Altuis Mining,,.004,+.1,.004,.006,.004,.003,+32.82,.009,.003,,
AOH,1069.27,44.871,69.779,.088,-,-,2.40,6.9,-,-,-,,Altona Min,,.165,-,.155,.165,.165,.155,-.51,.195,.12,,
AJM,701.800,36.275,16.417,.066,-,-,-.40,-,-,-,-,,Altura Min,,.145,+.5,.145,.15,.15,.14,+3.06,.245,.091,,
AWC,45443.7,1631.68,1675.20,3.774,1.02,1.32,.02,6725.0,-,-,-,,Alumina,,1.345,-1.5,1.34,1.355,1.40,1.32,-1.61,1.537,.935,,
AQO,3081.37,77.560,44.914,.053,-,-,-.50,-,-,-,-,,Ambassador Oil & Gas,,.37,+.5,.37,.375,.38,.365,+.86,.38,.13,,
AXZ,15.771,.348,1.916,.083,-,-,-.03,-,-,-,-,,Amex Res,,1.00,-7,.85,1.00,1.07,1.00,-7.05,1.35,.92,,
