ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,
XAO 4264.9 at 16:46 2/7/2010  Report at 19:07 Friday 2/7/2010. Processed 18:31 Sunday 4/7/2010.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low
TDO,217.166,17.689,38.323,0.037,-,-,-0.27,-,-,-,-,,3D Oil Ltd,,0.185,-1,0.185,0.20,0.20,0.185,-1.20,0.39,0.088
DDD,198.95,8.662,3.865,0.004,-,-,-1.9,-,-,-,-,,3D Res Ltd,,0.02,,0.02,0.025,0.021,0.02,3.93,0.026,0.01
AAO,1187.17,6.806,6.035,0.006,-,-,-1.28,-,-,-,-,,A'asia Gold,,0.045,,0.046,0.06,0.047,0.044,3.93,0.109,0.029
AAOO,-,0.113,-,-,-,-,-,-,-,-,-,,  opt apr13,,0.016,,0.011,-,0.016,0.016,3.93,0.02,0.012
ARH,884.087,14.495,10.153,0.106,-,-,-1.4,-,-,-,-,,A'asian Resour,,0.24,-1.5,0.24,0.25,0.27,0.21,-1.95,0.67,0.21
AAM,2267.88,91.831,31.911,0.042,-,-,-3.56,-,-,-,-,,A1 Min Ltd,,0.215,-0.5,0.215,0.22,0.225,0.205,1.66,0.42,0.13
ABU,16071.6,542.507,169.881,0.036,-,-,-4.09,-,-,-,-,,ABM Res NL,,0.02,-0.2,0.019,0.021,0.022,0.018,-5.16,0.07,0.016
AII,4.999,1.008,1.432,0.013,-,-,-1.94,-,-,-,-,,Abra Min Ltd,,0.095,-0.5,0.11,0.13,0.10,0.095,-1.07,0.25,0.095
ACB,868.069,32.1,30.873,0.05,0.14,2.2,-0.91,-,-,-,-,,A-Cap Res,,0.31,-8,0.30,0.33,0.385,0.295,-16.58,0.60,0.28
ACS,389.853,20.158,14.793,0.021,-,-,-1.53,-,-,-,-,,Accent Res NL,,0.145,0.5,0.145,0.15,0.15,0.135,7.50,0.27,0.13
AEX,2761.73,1601.3,154.165,0.014,-,-,-0.38,-,-,-,-,,Acclaim Explore,,0.014,,0.013,0.014,0.014,0.013,3.93,0.029,0.004
AEXCD,-,-,-,-,-,-,-,-,-,-,-,,  ctg,,0.003,,-,0.025,0.003,0.003,3.93,0.003,0.003
AIV,374.2,15.63,4.531,0.005,-,-,-1.49,-,-,-,-,,Activex Ltd,,0.063,-0.7,0.064,0.07,0.075,0.063,-6.07,0.14,0.055
AIVO,-,2.523,-,-,-,-,-,-,-,-,-,,  opt jul10,,0.01,,0.001,0.01,0.01,0.01,3.93,0.06,0.001
ADU,3418.65,99.475,10.248,0.199,-,-,-12.87,-,-,-,-,,Adamus Res,,0.51,-3,0.50,0.54,0.585,0.48,-1.62,0.595,0.303
ADD,1163.27,19.78,15.58,0.005,0.02,1.4,-0.96,-,-,-,-,,Adavale Resource,,0.028,-0.5,0.028,0.034,0.04,0.028,-11.22,0.065,0.019
ADE,278.845,45.566,23.029,0.021,-,-,0.97,9.7,-,-,-,,Adelaide Energy,,0.094,-0.4,0.089,0.094,0.097,0.085,-0.15,0.215,0.085
ADN,697.528,31.622,23.526,0.015,-,-,-0.56,-,-,-,-,,Adelaide Res,,0.135,,0.135,0.145,0.145,0.125,3.93,0.395,0.089
ADI,50824.4,150.73,31.716,0.071,-,-,-4.27,-,-,-,-,,Adelphi Energy,,0.42,,0.42,0.425,0.425,0.42,3.93,0.425,0.06
ABY,3829.51,101.365,242.741,0.201,1.51,0.4,19.61,3.3,-,-,-,,Aditya Birla,,0.64,-8.5,0.64,0.68,0.74,0.62,-7.79,1.65,0.50
ADY,59675.2,2067.37,4680.9,0.016,-,-,0.09,7.8,-,-,-,,Admiralty Res,,0.007,,0.006,0.007,0.007,0.005,3.93,0.025,0.005
AVD,1010.71,9.545,7.143,0.002,-,-,-3.1,-,-,-,-,,Advance Energy,,0.01,,0.01,0.012,0.012,0.01,3.93,0.125,0.007
ADX,11499.6,189.952,98.144,0.083,-,-,-0.89,-,-,-,-,,ADX Energy Ltd,,0.245,-0.5,0.24,0.245,0.25,0.195,1.93,0.265,0.081
ADXO,200.084,2.04,-,0.002,-,-,-,-,-,-,-,,  opt mar11,,0.08,,0.08,0.085,0.09,0.075,3.93,0.09,0.05
AED,2960.1,42.812,68.268,0.093,1.03,0.4,-48.17,-,-,-,-,,AED Oil Ltd,,0.46,-4.5,0.46,0.475,0.505,0.435,-4.98,0.85,0.435
AFR,2225.95,29.236,10.722,0.02,-,-,-1.13,-,-,-,-,,African Energy Res cdi,,0.069,-0.1,0.066,0.069,0.08,0.064,2.50,0.24,0.05
AAE,5140.12,85.735,-,0.005,-,-,15.8,0.1,-,-,-,,Agri Energy Ltd,,0.012,0.1,0.012,0.013,0.013,0.011,13.02,0.027,0.009
ALG,87,1.066,0.065,0.004,-,-,-1.34,-,-,-,-,,Alamar Res Ltd,,0.17,,0.17,0.19,0.17,0.17,3.93,0.245,0.14
ALGO,22.5,0.022,-,-,-,-,-,-,-,-,-,,  opt mar13,,0.03,,0.023,0.04,0.03,0.03,-,0.03,0.03
AUQ,421.334,5.861,5.914,0.008,-,-,-1.9,-,-,-,-,,Alara Res Ltd,,0.095,1.4,0.086,0.10,0.095,0.082,21.22,0.25,0.048
ALY,1816.33,57.959,31.752,0.029,-,-,-3.2,-,-,-,-,,Alchemy Resource,,0.38,-3,0.38,0.39,0.42,0.365,-3.39,1.27,0.16
ALYO,81.5,5.087,5.064,0.003,-,-,-,-,-,-,-,,  opt aug10,,0.15,-3,0.11,0.16,0.18,0.15,-12.74,0.96,0.05
AYN,5757.1,146.094,-,0.017,-,-,-6.05,-,-,-,-,,Alcyone Res Ltd,,0.022,-0.1,0.022,0.023,0.024,0.02,-0.42,0.06,0.02
AYNOB,-,-,-,-,-,-,-,-,-,-,-,,  opt sep11,,-,,-,-,-,-,-,0.021,0.021
ALK,1398.2,27.041,26.879,0.06,-,-,0.93,25.8,-,-,-,,Alkane Res Ltd,,0.24,-2,0.24,0.245,0.27,0.23,-3.76,0.49,0.23
AGS,2534.57,48.181,67.233,0.102,-,-,-1.97,-,-,-,-,,Alliance Res,,0.30,-0.5,0.29,0.305,0.305,0.28,2.29,0.98,0.28
ALD,1208.48,92.141,48.811,0.364,0.26,1.3,-3.42,-,-,-,-,,Allied Gold Ltd,,0.35,0.5,0.355,0.38,0.38,0.34,5.38,0.545,0.25
AYR,802.5,22.521,6.514,0.003,-,-,-0.62,-,-,-,-,,Alloy Res,,0.029,-0.1,0.024,0.03,0.03,0.027,0.60,0.042,0.019
AJM,1729.45,16.729,5.975,0.027,-,-,-5.11,-,-,-,-,,Altura Min Ltd,,0.14,-3,0.13,0.14,0.16,0.135,-13.72,0.37,0.098
AWC,92028.6,2341.04,1854.03,3.685,1.21,1.2,-1.2,-,2,-,1.32,f,Alumina Ltd,,1.51,-7.5,1.51,1.515,1.61,1.47,-0.80,2.06,1.285
AMU,1686.26,74.681,20.118,0.067,0.34,0.6,-10.17,-,-,-,-,,Amadeus Energy,,0.22,-0.5,0.215,0.22,0.225,0.205,1.71,0.35,0.175
AXZ,225,2.015,0.724,0.008,-,-,-2.85,-,-,-,-,,Amex Res,,0.16,4,0.12,0.17,0.16,0.115,37.26,0.25,0.09
AMX,1416.91,90.714,29.737,0.237,-,-,-7,-,-,-,-,,Ampella Min,,1.435,-30.5,1.41,1.44,1.79,1.385,-13.60,1.94,0.275
AMXO,50,2.453,1.17,0.015,-,-,-,-,-,-,-,,  opt jul10,,1.25,-25,1.21,1.25,1.50,1.20,-12.74,1.755,0.13
AHR,159.082,7.821,1.605,0.005,-,-,-2.05,-,-,-,-,,Anchor Res,,0.12,-2,0.125,0.135,0.15,0.12,-10.35,0.28,0.047
AND,1135.65,47.456,59.257,1.479,-,-,-4.64,-,-,-,-,,Andean Res Ltd,,3.14,-18,3.13,3.19,3.38,3.06,-1.49,3.58,1.74
ATM,-,0.012,0.011,2.289,0.10,12.0,0.7,171.4,1.37,0.51,1.14,,Aneka Tambang cdi,,1.20,,1.20,-,1.20,1.20,3.93,1.30,1.00
AAR,-,198.999,101.046,0.022,-,-,-0.14,-,-,-,-,,Anglo Aust,,0.043,,-,-,0.043,0.043,3.93,0.066,0.018
AGG,10.706,1.814,4.323,0.91,8.69,1.2,-99.23,-,3.87,-,0.38,,Anglogold Ashanti,,10.20,5,9.50,10.21,10.20,10.00,4.42,10.50,7.65
