ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, April 19, 2013,,,,,,,,,,,,,,,,,,,,
"XAO 4923.0 at 2013-04-19T16:46:06. Report at Friday, April 19, 2013. Processed Saturday at 2013-04-20T23:15:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
TDO,182.050,1.962,5.122,.024,-,-,-3.61,-,-,-,-,,3D Oil,,.10,-1.5,.085,.11,.12,.10,-11.19,.14,.06,,
DDD,559.448,3.978,6.593,.006,-,-,-.10,-,-,-,-,,3D Res,,.026,-.9,.021,.026,.035,.026,-23.86,.045,.023,,
ARH,641.041,4.701,7.046,.015,-,-,-2.33,-,-,-,-,,A'asian Resources,,.03,-.4,.026,.03,.035,.03,-9.91,.17,.03,,
AYC,95.715,.915,-,.011,-,-,-.47,-,-,-,-,,A1 Gold,,.19,-.5,.10,.20,.21,.19,-.71,.30,.18,,
ABU,61393.9,456.552,796.595,.098,-,-,-.43,-,-,-,-,,ABM Res,,.03,-.8,.03,.031,.037,.028,-19.20,.065,.028,,
AJC,2012.66,44.958,136.055,.012,-,-,-.42,-,-,-,-,,Acacia Coal,,.013,+.1,.013,.014,.014,.013,+9.55,.04,.013,,
ACB,674.167,13.323,21.541,.024,-,-,-1.08,-,-,-,-,,A-Cap Res,,.09,-,.086,.09,.09,.085,+1.85,.26,.085,,
ACS,-,.526,89.844,.033,-,-,-.86,-,-,-,-,,Accent Res,,.185,-,.18,.21,.185,.185,+1.85,.335,.18,,
AIV,6622.00,16.848,8.477,.004,-,-,-.48,-,-,-,-,,ActiveX,,.018,+.3,.018,.019,.018,.015,+21.85,.025,.011,,
ADD,266.667,3.928,15.538,.003,-,-,-1.58,-,-,-,-,,Adavale Resources,,.008,+.3,.008,.014,.008,.005,+61.85,.021,.004,,
ADN,2136.51,9.917,53.860,.007,-,-,-3.84,-,-,-,-,,Adelaide Res,,.036,-.5,.036,.04,.046,.036,-10.34,.09,.035,,
ABY,5607.02,25.914,25.388,.108,1.61,.21,1.34,25.7,5.00,.27,14.49,,Aditya Birla,,.345,-7,.345,.35,.415,.345,-15.01,.695,.345,,
ADY,634.560,15.919,34.160,.023,-,-,-2.52,-,-,-,-,,Admiralty Res,,.031,-,.03,.033,.033,.03,+1.85,.052,.03,,
AVD,1000.00,193.171,4.884,.001,-,-,-.30,-,-,-,-,,Advance Energy,,.001,-,-,.001,.001,.001,+1.85,.007,.001,,
ADX,2821.48,77.880,65.601,.008,-,-,-3.10,-,-,-,-,,ADX Energy,,.016,+.1,.015,.017,.018,.015,+8.52,.093,.013,,
AQR,211.404,14.334,2.908,.031,-,-,-.13,-,-,-,-,,AEON Metals,,.18,-,.16,.175,.18,.16,+1.85,.335,.06,,
AFR,1264.00,34.509,65.262,.044,-,-,-3.36,-,-,-,-,,African Energy Res,,.125,-,.12,.125,.125,.10,+1.85,.275,.095,,
AGR,561.711,6.346,11.989,.011,-,-,-11.68,-,-,-,-,,Aguia Res,,.088,-1.2,.088,.095,.10,.08,-10.15,.27,.08,,
AQG,5295.90,63.457,44.303,.264,-,-,-130.01,-,-,-,-,,Alacer Gold,,2.53,-95.1,2.52,2.64,3.25,2.34,-25.48,7.836,2.34,,
AUQ,1883.60,39.293,26.844,.028,-,-,-2.58,-,-,-,-,,Alara Res,,.115,-3,.11,.115,.145,.095,-18.84,.405,.095,,
ALY,286.525,12.669,14.752,.010,-,-,-.39,-,-,-,-,,Alchemy Resources,,.061,-.5,.046,.065,.071,.062,-5.19,.16,.062,,
AYN,-,407.681,439.543,.019,-,-,-.13,-,-,-,-,,Alcyone Res,,.012,-,-,-,.012,.012,+1.85,.066,.01,,
AYNO,-,32.911,-,-,-,-,-,-,-,-,-,,  opt may15,,.002,-,-,-,.002,.002,+1.85,.03,.002,,
AQI,-,1.293,-,.003,-,-,-1.50,-,-,-,-,,Alicanto Min,,.22,-,.20,-,.22,.22,+1.85,.26,.20,,
ALK,2234.56,47.101,83.563,.197,-,-,19.00,2.8,-,-,-,,Alkane Res,,.53,-10,.52,.53,.575,.475,-15.09,1.38,.45,,
AHQ,269.000,2.006,-,.002,-,-,-.29,-,-,-,-,,Allegiance Coal,,.04,-1.5,.03,.048,.055,.035,-25.42,.19,.035,,
AHQO,-,.538,-,-,-,-,-,-,-,-,-,,  opt mar14,,.003,-,-,.01,.003,.003,+1.85,.025,.003,,
AGS,918.629,12.770,147.965,.055,-,-,-1.25,-,-,-,-,,Alliance Res,,.16,-,.16,.165,.17,.135,+1.85,.415,.135,,
AGE,342.400,6.422,23.307,.005,-,-,-.64,-,-,-,-,,Alligator Energy,,.035,-1.3,.03,.041,.05,.035,-25.23,.16,.035,,
AYR,2817.00,78.278,12.013,.002,-,-,-.34,-,-,-,-,,Alloy Res,,.007,-.1,.007,.008,.008,.007,-10.65,.022,.007,,
AYM,61.750,.759,25.285,.008,.04,.45,-1.04,-,-,-,-,,Altuis Mining,,.018,+.2,.01,.05,.018,.016,+14.35,.05,.013,,
AOH,3436.17,54.024,58.122,.100,-,-,.90,21.1,-,-,-,,Altona Min,,.19,-2.5,.185,.195,.215,.185,-9.77,.33,.175,,
AJM,949.600,11.212,50.081,.059,-,-,-.72,-,-,-,-,,Altura Min,,.13,-,.125,.135,.14,.13,+1.85,.225,.125,,
AWC,107551,1195.34,1338.32,2.666,.93,1.02,-2.41,-,2.80,-,2.95,,Alumina,,.95,-7.5,.945,.96,1.022,.90,-5.46,1.405,.625,,
AQO,2055.53,37.153,38.135,.021,-,-,-4.44,-,-,-,-,,Ambassador Oil & Gas,,.245,-,.24,.245,.25,.215,+1.85,.275,.075,,
