ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Thursday, April 17, 2014,,,,,,,,,,,,,,,,,,,,
"XAO 5444.8 at 2014-04-17T16:37:36. Report at Thursday, April 17, 2014. Processed Saturday at 2014-04-19T23:15:04+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
TDO,7.535,4.668,1.930,.021,-,-,-.56,-,-,-,-,,3D Oil,,.09,-,.085,.099,.09,.09,-.39,.14,.075,,
DDD,120.000,3.422,3.978,.005,-,-,-.24,-,-,-,-,,3D Res,,.019,+.1,.018,.02,.019,.018,+5.16,.030,.012,,
ARH,50.000,3.558,4.617,.015,-,-,-4.20,-,-,-,-,,A'asian Resources,,.031,+.2,.029,.033,.031,.029,+6.50,.16,.021,,
AYC,10.000,.785,.855,.010,-,-,-.82,-,-,-,-,,A1 Gold,,.10,-1.5,.075,.115,.115,.10,-13.44,.215,.085,,
ABU,9169.75,312.633,454.630,.087,-,-,-.22,-,-,-,-,,ABM Res,,.023,-.1,.023,.024,.025,.023,-4.56,.04,.021,,
AJC,1608.00,28.831,44.958,.008,-,-,-.19,-,-,-,-,,Acacia Coal,,.009,-.1,.009,.01,.01,.009,-10.39,.016,.007,,
ACB,295.605,9.812,13.206,.013,-,-,-1.33,-,-,-,-,,A-Cap Res,,.05,-.3,.05,.053,.054,.05,-6.05,.086,.042,,
ACS,4.000,.400,.526,.034,-,-,-1.44,-,-,-,-,,Accent Res,,.19,-.5,.19,.22,.19,.19,-2.96,.23,.14,,
AIV,1359.53,10.930,16.848,.010,-,-,-1.23,-,-,-,-,,ActiveX,,.02,+.3,.02,.05,.02,.018,+17.25,.021,.01,,
ADD,-,1.386,3.786,-,-,-,-.26,-,-,-,-,,Adavale Resources,,.003,-,.003,.004,.003,.003,-.39,.009,.002,,
ADN,95.569,22.263,9.376,.011,-,-,-.49,-,-,-,-,,Adelaide Res,,.05,-.4,.05,.053,.054,.05,-7.80,.25,.038,,
ABY,-,6.083,25.128,.092,1.59,.19,-.21,-,-,-,-,,Aditya Birla,,.295,-,-,-,.295,.295,-.39,.42,.295,,
ADY,187.467,26.896,15.693,.009,-,-,-2.92,-,-,-,-,,Admiralty Res,,.013,-,.013,.014,.013,.013,-.39,.035,.012,,
AVD,-,-,193.171,.001,-,-,-.32,-,-,-,-,,Advance Energy,,.001,-,-,.001,.001,.001,-.39,.001,.001,,
ADX,100.000,13.000,77.787,.006,-,-,-1.33,-,-,-,-,,ADX Energy,,.011,-.1,.011,.012,.012,.011,-8.73,.022,.011,,
AQR,188.965,1.409,14.293,.027,-,-,-.80,-,-,-,-,,AEON Metals,,.15,-3,.14,.15,.15,.14,-17.06,.27,.105,,
ACJ,6020.00,72.713,37.897,.004,-,-,-.14,-,-,-,-,,African Chrome Flds,,.003,-.2,.003,.004,.005,.003,-40.39,.009,.001,,
AFR,1875.30,13.928,34.210,.036,-,-,-3.35,-,-,-,-,,African Energy Res,,.083,-.5,.085,.089,.089,.075,-6.08,.175,.063,,
AGR,260.500,12.925,6.325,.013,-,-,-1.76,-,-,-,-,,Aguia Res,,.064,+.7,.058,.062,.064,.057,+11.89,.09,.045,,
AQG,1443.97,61.781,62.805,.240,-,-,-173.22,-,2.20,-,.84,,Alacer Gold,,2.62,-27,2.62,2.66,2.79,2.61,-9.74,3.78,1.94,,
AUQ,903.090,49.628,37.424,.024,-,-,-.67,-,-,-,-,,Alara Res,,.10,+.5,.10,.105,.11,.095,+4.87,.115,.035,,
ALY,648.693,13.612,12.669,.005,-,-,-1.48,-,-,-,-,,Alchemy Resources,,.027,-.6,.023,.03,.03,.027,-18.58,.12,.021,,
AWD,11484.0,478.267,-,.002,-,-,-.15,-,-,-,-,,Aleator Energy,,.001,-,.001,.001,.001,.001,-.39,.013,.001,,
AWDO,-,.250,-,.001,-,-,-,-,-,-,-,,  opt jan15,,.001,-,-,.001,.001,.001,-.39,.004,.001,,
AQI,125.000,.941,1.293,.005,-,-,-6.70,-,-,-,-,,Alicanto Min,,.23,-3,.21,.25,.26,.23,-11.93,.33,.145,,
ALK,1248.59,40.169,47.101,.119,-,-,20.27,1.6,-,-,-,,Alkane Res,,.32,+.5,.31,.32,.32,.295,+1.19,.585,.245,,
AHQ,-,1.285,1.936,-,-,-,-.95,-,-,-,-,,Allegiance Coal,,.011,-,.011,.024,.011,.011,-.39,.041,.011,,
AGS,2556.58,37.182,12.512,.087,-,-,-2.11,-,-,-,-,,Alliance Res,,.255,+1.5,.25,.255,.27,.235,+5.86,.27,.093,,
AGE,975.786,12.624,6.372,.010,-,-,-.68,-,-,-,-,,Alligator Energy,,.05,-,.048,.05,.05,.047,-.39,.085,.023,,
AYR,4621.24,121.524,78.078,.002,-,-,-.37,-,-,-,-,,Alloy Res,,.005,-,.005,.006,.006,.005,-.39,.013,.003,,
AYM,-,.460,.759,.003,.04,.15,-.28,-,-,-,-,,Altuis Mining,,.006,-,.008,.018,.006,.006,-.39,.018,.005,,
AOH,276.175,35.911,53.846,.090,-,-,2.40,7.1,-,-,-,,Altona Min,,.17,-.5,.16,.17,.175,.162,-3.25,.21,.115,,
AJM,249.000,28.014,11.212,.082,-,-,-.40,-,-,-,-,,Altura Min,,.18,-,.18,.19,.19,.18,-.39,.245,.076,,
AWC,66820.6,1086.56,1170.31,3.859,1.02,1.35,.02,6875.0,-,-,-,,Alumina,,1.375,+6.5,1.365,1.38,1.385,1.29,+4.57,1.385,.89,,
AQO,688.500,17.609,36.981,.026,-,-,-.50,-,-,-,-,,Ambassador Oil & Gas,,.185,+.5,.175,.185,.185,.17,+2.38,.245,.13,,
AXZ,5.000,.271,1.386,.100,-,-,-.03,-,-,-,-,,Amex Res,,1.20,-10,1.15,1.275,1.30,1.20,-8.09,1.40,.92,,
AEK,312.692,6.529,3.780,.019,-,-,-.58,-,-,-,-,,Anatolia Energy,,.08,-,.08,.09,.08,.08,-.39,.10,.032,,
AEKO,-,-,-,-,-,-,-,-,-,-,-,,  opt jun17,,.002,-,.01,-,.002,.002,-.39,.002,.002,,
AHR,-,-,-,.010,-,-,-2.51,-,-,-,-,,Anchor Res,,.19,-,.03,.175,.19,.19,-.39,.19,.19,,
ATM,-,-,-,.001,-,-,394.49,.3,2.11,186.96,1.92,,Aneka Tambang,,1.10,-,1.12,-,1.079,1.079,-.39,1.25,1.079,,
AAR,14.000,4.499,79.857,.001,-,-,-1.52,-,-,-,-,,Anglo Aust Res,†,.014,-,.014,.018,.014,.014,-.39,.06,.004,,
AGG,.210,.400,7.212,.345,8.89,.44,-401.41,-,1.81,-,.47,,Anglogold Ashanti,,3.87,-4,3.68,3.85,3.91,3.70,-1.42,4.31,2.49,,
AWV,10.000,12.374,18.819,.007,-,-,-.81,-,-,-,-,,Anova Metals,,.035,-.3,.035,.037,.038,.035,-8.29,.05,.019,,
AZZ,908.255,48.425,34.865,.106,-,-,8.90,4.7,-,-,-,,Antares Energy,,.415,+.5,.405,.425,.425,.40,+.83,.58,.27,,
AZY,760.938,12.914,181.639,.004,-,-,-.78,-,-,-,-,,Antipa Min,,.02,-.2,.019,.023,.022,.019,-9.48,.10,.019,,
AZYOA,250.000,1.603,39.916,-,-,-,-,-,-,-,-,,  opt dec14,,.002,-.3,.001,.002,.005,.002,-60.39,.036,.002,,
AOM,350.912,22.653,6.766,.012,-,-,-1.73,-,-,-,-,,AO Energy,†,.25,-,.25,.28,.26,.025,-.39,.39,.025,,
AAL,-,.085,.316,-,-,-,-.27,-,-,-,-,,APAC Coal,,.003,-,.003,.01,.003,.003,-.39,.004,.002,,
AQQ,-,6.641,211.383,.005,-,-,.06,35.0,-,-,-,,Aphrodite Gold,,.021,-,.02,.021,.021,.021,-.39,.044,.017,,
AOP,76.927,4.009,2.015,.003,-,-,-2.05,-,-,-,-,,Apollo Cons,,.062,-.8,.062,.069,.07,.06,-11.82,.080,.019,,
AON,5353.66,48.830,64.081,.007,-,-,-4.13,-,-,-,-,,Apollo Minerals,,.016,+.2,.015,.017,.016,.014,+13.89,.048,.012,,
AQP,6862.73,25.702,74.500,.344,-,-,-34.48,-,-,-,-,,Aquarius Platinum,,.705,+11.5,.70,.715,.725,.66,+19.10,.92,.53,,
AQA,1989.07,30.231,54.969,1.087,-,-,21.86,12.1,-,-,-,,Aquila Res,,2.64,-8,2.60,2.80,2.895,2.61,-3.33,2.895,1.68,,
ARU,648.294,18.680,36.204,.031,-,-,-3.28,-,-,-,-,,Arafura Resources,,.071,-.3,.071,.075,.079,.071,-4.45,.135,.062,,
ARX,5010.04,30.435,66.584,.005,-,-,-.16,-,-,-,-,,ARC Explore,,.006,-,.005,.006,.007,.005,-.39,.009,.002,,
AXE,122.539,11.178,19.901,.014,-,-,-.64,-,-,-,-,,Archer Explore,,.17,+.5,.17,.175,.17,.16,+2.64,.23,.11,,
ARD,1117.50,8.140,9.952,.004,-,-,-.79,-,-,-,-,,Argent Minerals,,.025,-,.022,.033,.025,.022,-.39,.072,.022,,
ARDO,-,1.128,-,-,-,-,-,-,-,-,-,,  opt mar16,,.01,-,.01,-,.01,.01,-.39,.015,.01,,
AVK,-,3.012,.977,.003,-,-,-7.42,-,-,-,-,,Argentina Min,,.015,-,.009,.013,.015,.015,-.39,.033,.008,,
AVKO,-,.070,.274,-,-,-,-,-,-,-,-,,  opt mar15,,.001,-,-,.001,.001,.001,-.39,.002,.001,,
AXT,42.000,1.240,13.025,.001,-,-,-.91,-,-,-,-,,Argo Explore,,.01,-.7,.011,.018,.017,.01,-41.57,.031,.01,,
ARE,148.114,15.482,13.720,.007,-,-,-3.69,-,-,-,-,,Argonaut Res,,.022,+.1,.021,.022,.022,.021,+4.37,.045,.018,,
AGY,-,.070,2.853,.007,-,-,-1.31,-,-,-,-,,Argosy Minerals,,.045,-,.001,.029,.016,.016,-.39,.053,.007,,
AHK,-,-,1.536,.003,-,-,-5.72,-,-,-,-,,Ark Mines,,.095,-,.002,.07,.095,.095,-.39,.13,.05,,
AJQ,436.776,11.228,35.030,.038,-,-,1.29,13.2,-,-,-,,Armour Energy,,.17,+1,.165,.17,.175,.16,+5.86,.375,.15,,
AJQO,5.000,1.627,3.993,-,-,-,-,-,-,-,-,,  opt aug14,,.006,-,.006,.011,.006,.006,-.39,.10,.003,,
ARV,574.980,31.682,106.914,.003,-,-,-.34,-,-,-,-,,Artemis Res,,.004,+.1,.003,.004,.004,.003,+32.94,.013,.003,,
ARVOA,-,15.269,-,-,-,-,-,-,-,-,-,,  opt aug16,,.001,-,.001,.002,.001,.001,-.39,.002,.001,,
AAJ,2350.58,14.362,8.475,.004,-,-,-1.97,-,-,-,-,,Aruma Res,,.03,+.1,.03,.037,.035,.029,+3.05,.055,.015,,
AJY,-,-,.032,.006,-,-,-.21,-,-,-,-,,Asaplus Res,,.245,-,-,-,.245,.245,-.39,.245,.225,,
AZQ,142.000,9.887,3.640,.007,-,-,-9.67,-,-,-,-,,Ascot Res,,.094,+.3,.088,.095,.094,.091,+2.90,.145,.048,,
AKM,1311.53,23.606,194.358,.026,-,-,-.54,-,-,-,-,,Aspire Min,,.04,-.6,.04,.044,.046,.04,-13.44,.083,.031,,
ARO,-,2.950,92.291,.003,-,-,-.04,-,-,-,-,,Astro Res,,.001,-,-,.001,.001,.001,-.39,.001,.001,,
AROOA,-,-,-,-,-,-,-,-,-,-,-,,  opt jun14,,.001,-,-,.001,.001,.001,-.39,.001,.001,,
AHN,91.125,4.635,2.740,.007,-,-,-.33,-,-,-,-,,Athena Res,,.056,+.3,.053,.057,.056,.053,+5.27,.06,.015,,
ATV,1090.00,10.387,8.963,.017,-,-,-.28,-,-,-,-,,Atlantic Gold,,.021,-.5,.021,.024,.024,.02,-19.62,.039,.014,,
ATVCD,2.500,.003,-,-,-,-,-,-,-,-,-,,  ctg,,.001,-,.001,-,.001,.001,-.39,.003,.001,,
AGO,29542.7,1148.28,921.958,.888,1.67,.58,9.40,10.3,3.00,3.13,3.09,,Atlas Iron,,.97,-4,.97,.975,1.005,.96,-4.35,1.24,.685,,
ATU,415.367,11.803,54.058,.135,-,-,-12.97,-,-,-,-,,Atrum Coal,,1.77,+2,1.73,1.775,1.78,1.655,+.75,2.10,.59,,
AYA,106.575,3.477,2.623,.029,-,-,-13.54,-,-,-,-,,Attila Res,,.40,-2,.40,.41,.42,.39,-5.16,.70,.33,,
AYAO,-,.086,.192,.002,-,-,-,-,-,-,-,,  opt jun14,,.20,-,-,.20,.20,.20,-.39,.47,.20,,
ACP,-,.143,.005,.029,-,-,-.33,-,-,-,-,,Audalia Res,,.125,-,.11,.13,.125,.125,-.39,.25,.039,,
ACPO,-,.300,.025,-,-,-,-,-,-,-,-,,  opt apr14,,.015,-,-,-,.015,.015,-.39,.02,.015,,
