ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,
XAO 4773.4 at 16:35 5/3/2010  Report at 19:08 Friday 5/3/2010. Processed 11:18 Sunday 7/3/2010.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low
TDO,1025.64,9.024,6.213,0.054,-,-,-0.46,-,-,-,-,,3D Oil Ltd,,0.27,2,0.26,0.27,0.29,0.21,5.37,0.39,0.07
DDD,602.827,2.964,0.28,0.003,-,-,-4.66,-,-,-,-,,3D Res Ltd,,0.021,0.1,0.02,0.029,0.021,0.018,2.37,0.026,0.007
AAO,175.918,1.02,1.747,0.006,-,-,-5.03,-,-,-,-,,A'asia Gold,,0.06,,0.038,0.065,0.06,0.06,-2.63,0.12,0.018
ARH,301.097,5.682,1.868,0.201,-,-,-2.85,-,-,-,-,,A'asian Resour,,0.455,1.5,0.455,0.46,0.465,0.43,0.78,0.70,0.29
AAM,1592.36,26.244,9.269,0.061,-,-,-3.99,-,-,-,-,,A1 Min Ltd,,0.335,2.5,0.50,0.34,0.35,0.32,5.44,0.42,0.11
ABU,12976.6,108.306,8.771,0.024,-,-,-0.65,-,-,-,-,,ABM Res NL,,0.025,-0.3,0.025,0.026,0.029,0.024,-13.34,0.07,0.006
AII,6.25,0.427,0.468,0.023,-,-,-1.39,-,-,-,-,,Abra Min Ltd,,0.16,,0.165,0.18,0.16,0.16,-2.63,0.25,0.15
ACB,447.881,12.296,6.355,0.061,-,-,-2.93,-,-,-,-,,A-Cap Res,,0.375,3.5,0.37,0.385,0.40,0.355,7.66,0.60,0.11
ACS,2198.43,10.354,1.894,0.027,-,-,-1.37,-,-,-,-,,Accent Res NL,,0.19,,0.19,0.20,0.20,0.18,-2.63,0.27,0.075
AEX,225697,1118.12,23.42,0.023,-,-,-1.52,-,-,-,-,,Acclaim Explore,,0.024,0.2,0.027,0.021,0.024,0.018,6.46,0.026,0.003
AEXCD,-,-,-,-,-,-,-,-,-,-,-,,  ctg,,0.003,,0.001,0.02,0.003,0.003,-2.63,0.003,0.003
AIV,140,3.378,1.384,0.007,-,-,-1.66,-,-,-,-,,Activex Ltd,,0.082,0.2,0.08,0.082,0.083,0.08,-0.13,0.12,0.046
AIVO,215,0.687,-,-,-,-,-,-,-,-,-,,  opt jul10,,0.012,0.1,0.011,0.016,0.012,0.011,6.46,0.06,0.001
ADU,994.003,15.687,3.743,0.114,-,-,-10.25,-,-,-,-,,Adamus Res,,0.40,1.5,0.395,0.405,0.42,0.385,1.27,0.53,0.31
ADD,675.337,6.326,2.354,0.005,0.03,0.9,-0.3,-,-,-,-,,Adavale Resource,,0.027,-0.1,0.026,0.027,0.032,0.027,-6.20,0.065,0.016
