ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, May 1, 2015,,,,,,,,,,,,,,,,,,,,
"XAO 5798.8 at 2015-05-01T16:17:07. Report at Friday, May 1, 2015. Processed Saturday at 2015-05-02T23:15:04+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
1PG,2772.86,52.091,305.031,.132,.03,57.00,-8.67,-,-,-,-,,1-Page,†,1.71,-19,1.71,1.715,1.90,1.655,-8.17,2.29,.006,,
TDO,-,14.925,4.682,.012,-,-,.90,5.6,-,-,-,,3D Oil,,.05,-,.051,.053,.05,.05,+1.83,.10,.044,,
DDD,440.000,2.727,3.772,.002,-,-,.28,2.5,-,-,-,,3D Res,,.007,+.1,.005,.012,.007,.006,+18.49,.017,.004,,
88E,9775.66,431.072,12.297,.011,-,-,-10.79,-,-,-,-,,88 Energy,,.01,-,.009,.01,.01,.009,+1.83,.325,.006,,
88EO,3175.00,73.171,-,.001,-,-,-,-,-,-,-,,  opt mar18,,.003,-,.003,.004,.003,.003,+1.83,.004,.002,,
ARH,463.963,2.694,4.231,.004,-,-,-3.90,-,-,-,-,,A'asian Resources,,.008,-,.007,.008,.009,.008,+1.83,.03,.006,,
AYC,34.717,4.342,.785,.008,-,-,-6.91,-,-,-,-,,A1 Gold,,.028,-.6,.029,.034,.034,.028,-15.82,.078,.025,,
AYCO,6.667,4.996,-,.002,-,-,-,-,-,-,-,,  opt nov19,,.014,-,.014,.017,.014,.014,+1.83,.017,.004,,
ABL,517.727,1.429,40.911,.006,-,-,-6.27,-,-,-,-,,Abilene Oil & Gas,†,.016,-.9,.016,.025,.016,.016,-34.17,.043,.001,,
ABU,1266.51,36.049,325.504,.089,-,-,-55.10,-,-,-,-,,ABM Res,†,.26,+1.5,.255,.26,.265,.24,+7.95,.449,.209,,
AJC,3100.00,48.654,32.523,.003,-,-,-.02,-,-,-,-,,Acacia Coal,,.003,-,.002,.003,.003,.003,+1.83,.01,.002,,
ACB,1098.01,7.223,12.555,.015,-,-,-.72,-,-,-,-,,A-Cap Res,,.039,-.3,.039,.05,.043,.039,-5.31,.07,.038,,
ACS,4.000,.097,.427,.024,-,-,-7.57,-,-,-,-,,Accent Resources,,.13,-,.13,-,.13,.13,+1.83,.22,.13,,
AIV,-,32.466,12.328,.019,-,-,-.16,-,-,-,-,,ActiveX,,.031,-,.014,.028,.031,.031,+1.83,.033,.013,,
ADD,-,.449,1.969,-,-,-,-5.05,-,-,-,-,,Adavale Resources,†,.017,-,.017,.05,.017,.017,+1.83,.08,.002,,
ADN,201.488,6.312,23.361,.007,-,-,-3.07,-,-,-,-,,Adelaide Resources,,.022,-.1,.022,.025,.023,.022,-2.52,.052,.021,,
ADNO,-,.020,-,-,-,-,-,-,-,-,-,,  opt sep16,,.004,-,.004,.008,.004,.004,+1.83,.009,.004,,
ABY,187.374,12.986,7.912,.061,1.07,.18,-53.74,-,-,-,-,,Aditya Birla,,.195,+1,.195,.20,.195,.185,+7.23,.295,.175,,
ADY,204.872,55.362,28.419,.015,-,-,-.42,-,-,-,-,,Admiralty Res,,.02,-,.02,.027,.021,.019,+1.83,.037,.011,,
ADX,282.179,36.664,14.702,.003,-,-,.11,3.6,-,-,-,,ADX Energy,,.004,-,.004,.005,.004,.004,+1.83,.014,.003,,
AQR,1284.54,5.428,1.744,.026,-,-,-2.18,-,-,-,-,,AEON Metals,,.085,+.5,.085,.09,.085,.06,+8.08,.24,.06,,
AFR,727.761,24.658,14.708,.045,-,-,-1.34,-,-,-,-,,African Energy Res,,.073,+.3,.07,.073,.073,.07,+6.11,.106,.051,,
AMN,131.250,3.859,1.758,.012,-,-,-.85,-,-,-,-,,Agrimin,,.14,-2,.14,.15,.15,.12,-10.67,.20,.065,,
AMNOA,100.000,1.532,-,.001,-,-,-,-,-,-,-,,  opt dec15,,.08,+2,.065,.09,.08,.06,+35.16,.095,.03,,
AGR,3678.59,19.036,13.151,.019,-,-,-10.03,-,-,-,-,,Aguia Res,,.063,+1.6,.058,.063,.085,.048,+35.87,.085,.025,,
AQG,858.094,26.243,64.860,.214,-,-,28.04,10.3,2.20,12.75,.76,,Alacer Gold,,2.89,+5,2.88,2.95,3.02,2.79,+3.59,3.13,1.815,,
AUQ,4135.07,68.186,54.416,.003,-,-,-.45,-,-,-,-,,Alara Res,,.011,-,.01,.011,.012,.01,+1.83,.10,.007,,
ALY,149.629,10.045,13.921,.003,-,-,-2.98,-,-,-,-,,Alchemy Resources,,.015,-.1,.015,.018,.018,.015,-4.42,.029,.013,,
AWD,17347.0,58.990,525.124,.002,-,-,-1.02,-,-,-,-,,Aleator Energy,†,.004,+.1,.004,.005,.004,.003,+35.16,.03,.002,,
AQI,875.000,2.012,.991,.003,-,-,-7.00,-,-,-,-,,Alicanto Min,,.051,+.1,.051,-,.053,.05,+3.83,.215,.05,,
ALK,2069.21,41.597,41.481,.110,-,-,-2.00,-,-,-,-,,Alkane Res,,.265,-5,.265,.28,.32,.265,-14.05,.405,.17,,
AHQ,666.667,.975,1.285,.001,-,-,-.84,-,-,-,-,,Allegiance Coal,,.008,-.2,.008,.02,.01,.008,-18.17,.028,.007,,
