ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,
XAO 4596.9 at 16:34 29/1/2010  Report at 19:06 Friday 29/1/2010. Processed 19:14 Sunday 31/1/2010.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low
TDO,948.265,4.427,3.779,0.062,-,-,-0.46,-,-,-,-,,3D Oil Ltd,,0.31,-2,0.31,0.33,0.33,0.305,-2.39,0.39,0.07
DDD,620,1.834,0.267,0.003,-,-,-4.66,-,-,-,-,,3D Res Ltd,,0.022,0.3,0.021,0.025,0.022,0.019,19.46,0.026,0.007
AAO,39.5,0.483,0.44,0.008,-,-,-5.03,-,-,-,-,,A'asia Gold,,0.08,,0.08,0.09,0.08,0.08,3.67,0.12,0.018
ARH,557.276,2.378,0.839,0.195,-,-,-2.85,-,-,-,-,,A'asian Resour,,0.44,-6.5,0.43,0.45,0.48,0.44,-9.20,0.70,0.29
AAM,3080.12,13.262,1.42,0.057,-,-,-3.99,-,-,-,-,,A1 Min Ltd,,0.33,-4.5,0.33,0.34,0.38,0.31,-8.33,0.42,0.10
ABU,12305.1,59.454,4.73,0.035,-,-,-0.65,-,-,-,-,,ABM Res NL,,0.036,0.1,0.034,0.036,0.037,0.033,6.52,0.07,0.006
AII,-,0.128,0.286,0.025,-,-,-1.39,-,-,-,-,,Abra Min Ltd,,0.18,,0.18,0.20,0.18,0.18,3.67,0.25,0.13
ACB,3317.02,7.081,3.539,0.066,-,-,-2.93,-,-,-,-,,A-Cap Res,,0.405,-1.5,0.405,0.42,0.45,0.405,0.10,0.60,0.105
ACS,563.1,4.079,0.295,0.025,-,-,-1.37,-,-,-,-,,Accent Res NL,,0.195,-1,0.17,0.19,0.215,0.195,-1.21,0.27,0.055
AEX,8758.12,91.687,13.595,0.004,-,-,-1.52,-,-,-,-,,Acclaim Explore,,0.005,,0.005,0.006,0.005,0.005,3.67,0.008,0.003
AEXCD,-,-,-,-,-,-,-,-,-,-,-,,  ctg,,0.003,,-,-,0.003,0.003,3.67,0.003,0.003
AIV,318.309,1.406,0.772,0.006,-,-,-1.66,-,-,-,-,,Activex Ltd,,0.091,0.1,0.087,0.091,0.091,0.085,4.78,0.12,0.032
AIVO,20,0.135,-,-,-,-,-,-,-,-,-,,  opt jul10,,0.02,,0.012,0.03,0.02,0.02,3.67,0.06,0.001
ADU,1865.26,9.872,1.301,0.118,-,-,-10.25,-,-,-,-,,Adamus Res,,0.415,-2,0.415,0.435,0.43,0.385,-0.93,0.53,0.165
ADD,634.447,1.961,1.18,0.007,0.03,1.3,-0.3,-,-,-,-,,Adavale Resource,,0.04,0.2,0.036,0.041,0.04,0.036,8.93,0.065,0.014
ADE,1291.54,7.82,1.98,0.027,-,-,1.39,10.8,-,-,-,,Adelaide Energy,,0.15,,0.15,0.155,0.16,0.14,3.67,0.16,0.037
ADN,1582.67,6.843,1.997,0.023,-,-,4.86,4.2,-,-,-,,Adelaide Res,,0.205,-3,0.205,0.21,0.255,0.20,-9.10,0.395,0.046
ADI,920.81,3.973,0.52,0.025,-,-,-5.87,-,-,-,-,,Adelphi Energy,,0.17,-0.5,0.15,0.17,0.175,0.155,0.81,0.185,0.045
ABY,2218.99,8.661,27.582,0.326,1.42,0.7,-17.34,-,-,-,-,,Aditya Birla,,1.04,-16.5,1.04,1.13,1.235,1.04,-10.03,1.65,0.096
ADY,43238.2,414.556,1430.06,0.034,-,-,-2.73,-,-,-,-,,Admiralty Res,,0.016,-0.1,0.016,0.017,0.017,0.015,-2.22,0.037,0.011
