ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,
XAO 4833.9 at 16:43 30/4/2010  Report at 19:08 Friday 30/4/2010. Processed 12:55 Sunday 2/5/2010.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low
TDO,464.999,14.385,12.656,0.036,-,-,-0.27,-,-,-,-,,3D Oil Ltd,,0.18,-2,0.18,0.195,0.20,0.18,-8.38,0.39,0.086
DDD,154.539,5.309,1.915,0.003,-,-,-1.9,-,-,-,-,,3D Res Ltd,,0.02,,0.02,0.025,0.021,0.02,1.62,0.026,0.007
AAO,180.593,4.007,3.152,0.007,-,-,-1.28,-,-,-,-,,A'asia Gold,,0.065,0.5,0.065,0.075,0.065,0.065,9.95,0.109,0.023
AAOO,-,0.049,-,-,-,-,-,-,-,-,-,,  opt apr13,,0.012,,0.017,-,0.012,0.012,1.62,0.012,0.012
ARH,248.74,8.581,5.364,0.195,-,-,-1.4,-,-,-,-,,A'asian Resour,,0.44,-1.5,0.44,0.46,0.47,0.43,-1.68,0.70,0.375
AAM,2580.39,56.357,15.164,0.043,-,-,-3.56,-,-,-,-,,A1 Min Ltd,,0.22,-1.5,0.21,0.22,0.24,0.21,-4.76,0.42,0.12
ABU,17212.5,300.053,41.614,0.037,-,-,-4.09,-,-,-,-,,ABM Res NL,,0.024,,0.023,0.025,0.025,0.023,1.62,0.07,0.007
AII,-,0.613,0.766,0.026,-,-,-1.94,-,-,-,-,,Abra Min Ltd,,0.185,,0.135,0.20,0.185,0.185,1.62,0.25,0.14
ACB,532.04,25.177,10.608,0.062,0.14,2.7,-0.91,-,-,-,-,,A-Cap Res,,0.38,1,0.355,0.38,0.38,0.35,4.32,0.60,0.30
ACS,361,16.963,2.818,0.027,-,-,-1.53,-,-,-,-,,Accent Res NL,,0.19,,0.19,0.20,0.19,0.18,1.62,0.27,0.088
AEX,15053.3,1464.08,52.382,0.017,-,-,-0.38,-,-,-,-,,Acclaim Explore,,0.017,,0.016,0.018,0.018,0.015,1.62,0.029,0.004
AEXCD,-,-,-,-,-,-,-,-,-,-,-,,  ctg,,0.003,,0.001,0.02,0.003,0.003,1.62,0.003,0.003
AEXO,-,-,-,-,-,-,-,-,-,-,-,,  opt jun10,,-,,-,0.002,-,-,-,-,-
AIV,702.211,12.684,3.139,0.01,-,-,-1.49,-,-,-,-,,Activex Ltd,,0.115,,0.11,0.115,0.12,0.11,1.62,0.14,0.05
AIVO,-,2.353,-,-,-,-,-,-,-,-,-,,  opt jul10,,0.044,,0.025,0.049,0.044,0.044,1.62,0.06,0.001
ADU,5533.27,49.553,6.78,0.166,-,-,-12.87,-,-,-,-,,Adamus Res,,0.425,2,0.425,0.435,0.445,0.40,6.56,0.517,0.303
ADD,1657.88,12.987,10.134,0.007,0.02,2.0,-0.96,-,-,-,-,,Adavale Resource,,0.04,0.1,0.039,0.045,0.049,0.038,4.18,0.065,0.018
ADE,997.981,29.333,12.323,0.032,-,-,0.97,16.0,-,-,-,,Adelaide Energy,,0.155,-1,0.155,0.16,0.175,0.155,-4.44,0.215,0.10
ADN,912.65,24.895,16.917,0.019,-,-,-0.56,-,-,-,-,,Adelaide Res,,0.175,-1.5,0.175,0.18,0.19,0.17,-6.27,0.395,0.065
ADI,119.47,22.192,7.112,0.043,-,-,-4.27,-,-,-,-,,Adelphi Energy,,0.295,,0.295,0.30,0.30,0.29,1.62,0.385,0.052
ABY,4381.34,60.35,140.931,0.338,1.42,0.8,-17.34,-,-,-,-,,Aditya Birla,,1.08,-4.5,1.08,1.115,1.215,1.07,-2.38,1.65,0.35
ADY,22413,1630.85,3118.47,0.023,-,-,0.09,11.1,-,-,-,,Admiralty Res,,0.01,-0.1,0.01,0.011,0.011,0.01,-7.47,0.037,0.009
AVD,133.333,1.004,3.107,0.006,-,-,-3.1,-,-,-,-,,Advance Energy,,0.037,-0.5,0.037,0.05,0.04,0.037,-10.28,0.125,0.036
AED,1565.11,27.149,32.085,0.11,1.03,0.6,-48.17,-,-,-,-,,AED Oil Ltd,,0.58,-2,0.575,0.58,0.60,0.55,-1.71,1.24,0.50
AFR,534.049,19.717,5.443,0.026,-,-,-1.13,-,-,-,-,,African Energy Res cdi,,0.091,-0.4,0.088,0.092,0.10,0.083,-2.59,0.24,0.035
AAE,3660.83,46.459,-,0.006,-,-,15.8,0.1,-,-,-,,Agri Energy Ltd,,0.014,0.1,0.013,0.014,0.015,0.012,9.31,0.027,0.009
ALG,-,0.649,0.01,0.004,-,-,-1.34,-,-,-,-,,Alamar Res Ltd,,0.19,,0.18,0.22,0.19,0.19,1.62,0.245,0.14
ALGO,-,-,-,-,-,-,-,-,-,-,-,,  opt mar13,,-,,0.021,0.08,-,-,-,-,-
AUQ,46.305,3.291,3.45,0.009,-,-,-1.9,-,-,-,-,,Alara Res Ltd,,0.11,-1,0.11,0.12,0.12,0.11,-6.71,0.25,0.048
ALY,2318.32,36.995,1.552,0.047,-,-,-3.2,-,-,-,-,,Alchemy Resource,,0.62,-3.5,0.615,0.62,0.695,0.62,-3.72,1.27,0.059
ALYO,128.252,2.666,0.84,0.008,-,-,-,-,-,-,-,,  opt aug10,,0.37,-2,0.37,0.40,0.42,0.37,-3.51,0.96,0.002
AYN,973.834,92.039,-,0.018,-,-,-6.05,-,-,-,-,,Alcyone Res Ltd,,0.029,,0.028,0.03,0.03,0.028,1.62,0.06,0.028
AYNOB,-,-,-,-,-,-,-,-,-,-,-,,  opt sep11,,-,,-,-,0.021,0.021,1.62,0.021,0.021
ALK,960.585,18.596,13.638,0.088,-,-,0.93,38.2,-,-,-,,Alkane Res Ltd,,0.355,-1,0.35,0.355,0.37,0.33,-1.12,0.49,0.23
AGS,1318.65,30.448,32.583,0.145,-,-,-1.97,-,-,-,-,,Alliance Res,,0.425,-3,0.425,0.435,0.495,0.42,-4.97,0.98,0.40
ALD,2368.77,66.577,23.009,0.406,0.26,1.5,-3.42,-,-,-,-,,Allied Gold Ltd,,0.39,2,0.38,0.395,0.395,0.37,7.03,0.55,0.25
AYR,3670,12.956,3.221,0.004,-,-,-0.62,-,-,-,-,,Alloy Res,,0.039,0.7,0.035,0.039,0.04,0.031,23.50,0.042,0.019
AJM,641.19,9.626,3.703,0.05,-,-,-5.11,-,-,-,-,,Altura Min Ltd,,0.255,-2,0.25,0.255,0.275,0.25,-5.65,0.37,0.067
AJMO,553.47,2.488,0.05,-,-,-,-,-,-,-,-,,  opt may10,,0.007,-0.2,-,0.007,0.009,0.007,-20.60,0.08,0.005
AWC,108912,1424.39,703.433,3.807,1.21,1.3,-1.2,-,2,-,1.28,f,Alumina Ltd,,1.56,-12.5,1.56,1.565,1.70,1.55,-5.80,2.06,1.08
AMU,1852.88,41.697,7.514,0.065,0.34,0.6,-10.17,-,-,-,-,,Amadeus Energy,,0.215,-1.5,0.215,0.225,0.23,0.215,-4.90,0.43,0.20
AXZ,15,0.481,0.234,0.006,-,-,-2.85,-,-,-,-,,Amex Res,,0.125,-0.5,0.12,0.135,0.135,0.125,-2.23,0.25,0.085
AMX,1582.4,63.458,13.881,0.249,-,-,-7,-,-,-,-,,Ampella Min,,1.52,16,1.50,1.525,1.55,1.34,13.38,1.55,0.22
AMXO,8.568,2.212,0.463,0.018,-,-,-,-,-,-,-,,  opt jul10,,1.30,8,1.30,1.39,1.30,1.22,8.18,1.30,0.125
AHR,169.2,5.783,0.48,0.008,-,-,-2.05,-,-,-,-,,Anchor Res,,0.20,-4,0.195,0.205,0.24,0.19,-15.05,0.28,0.035
AND,1284.6,28.402,41.975,1.507,-,-,-4.64,-,-,-,-,,Andean Res Ltd,,3.20,-12,3.11,3.31,3.39,3.20,-1.99,3.45,1.45
ATM,-,0.008,0.011,2.48,0.10,13.0,0.7,185.7,2.94,0.24,2.26,,Aneka Tambang cdi  1:5,,1.30,,1.25,-,1.30,1.30,1.62,1.30,0.97
AAR,725,21.247,42.542,0.012,-,-,-0.14,-,-,-,-,,Anglo Aust,,0.024,,0.024,0.025,0.025,0.024,1.62,0.044,0.021
AGP,0.18,0.005,-,0.329,-,-,34.4,8.9,15.87,2.17,5.19,,Anglo Pacific Grp,,3.06,-9,3.06,-,3.15,3.06,-1.24,3.50,2.581
AGG,268.094,0.833,2.769,0.789,8.69,1.0,-99.23,-,3.87,-,0.44,,Anglogold Ashanti  5:1,,8.85,45,8.85,9.00,9.00,8.40,6.98,11.00,7.65
AZZ,4744.97,113.853,8.137,0.232,-,-,-1.6,-,-,-,-,,Antares Energy,,0.84,6,0.835,0.84,0.84,0.78,9.31,0.885,0.081
AVM,32.516,2.193,0.722,0.037,-,-,-23.97,-,-,-,-,,Anvil Min cdi,,3.99,-13,3.97,4.25,4.20,3.99,-1.54,4.56,1.24
AAL,80,1.685,0.889,0.006,-,-,1.53,3.9,-,-,-,,Apac Coal,,0.059,-0.3,0.059,0.066,0.065,0.059,-3.22,0.08,0.035
AXM,24489.8,1071.72,159.454,0.066,-,-,-26.39,-,-,-,-,,Apex Min NL,,0.02,,0.019,0.02,0.021,0.019,1.62,0.223,0.019
AXMO,3647.52,168.566,-,0.003,-,-,-,-,-,-,-,,  opt nov12,,0.005,-0.1,0.005,0.007,0.007,0.005,-15.05,0.025,0.005
AZO,1151.06,24.519,-,0.066,-,-,-,-,-,-,-,,Apollo Gas Ltd,,0.785,-6.5,0.78,0.785,0.87,0.69,-6.03,0.87,0.35
AON,106.27,7.718,0.782,0.019,-,-,-6.59,-,-,-,-,,Apollo Min Ltd,,0.165,-0.5,0.16,0.175,0.18,0.165,-1.32,0.40,0.15
AONO,130,0.434,-,-,-,-,-,-,-,-,-,,  opt nov11,,0.025,0.5,0.025,0.035,0.025,0.02,26.62,0.025,0.012
AQP,4902.24,118.014,64.544,3.291,-,-,20.79,34.2,2.26,9.20,0.32,,Aquarius Platinum,,7.11,1,7.05,7.16,7.54,6.94,1.76,7.95,3.74
AQA,2443.96,68.771,21.208,3.31,-,-,-14.8,-,-,-,-,,Aquila Res,,10.27,-25,10.22,10.34,10.72,10.09,-0.76,11.38,3.227
ARU,1471.08,45.546,26.794,0.173,-,-,-5.1,-,-,-,-,,Arafura Resource,,0.595,,0.585,0.595,0.605,0.58,1.62,1.285,0.45
AAG,5645.4,37.872,0.413,0.046,-,-,-3.87,-,-,-,-,,Aragon Res,,0.225,2,0.21,0.225,0.24,0.20,11.38,0.27,0.072
AAGO,100,1.258,0.118,-,-,-,-,-,-,-,-,,  opt sep10,,0.039,,0.012,0.039,0.039,0.038,1.62,0.05,0.003
ARX,3747.1,109.512,5.041,0.012,-,-,8.42,0.4,-,-,-,,ARC Explore Ltd,,0.036,-0.4,0.034,0.036,0.04,0.035,-8.38,0.065,0.009
ARXO,-,4.063,0.246,-,-,-,-,-,-,-,-,,  opt jun12,,0.003,,0.003,0.019,0.003,0.003,1.62,0.016,0.001
ARXOA,320,32.087,-,0.002,-,-,-,-,-,-,-,,  opt jan11,,0.01,-0.1,0.009,0.01,0.011,0.01,-7.47,0.026,0.009
AXE,203.51,4.739,1.632,0.008,-,-,-1.93,-,-,-,-,,Archer Explore,,0.13,-2,0.12,0.13,0.145,0.13,-11.71,0.21,0.052
ARD,434.5,10.295,4.717,0.007,-,-,-3.42,-,-,-,-,,Argent Min,,0.18,-3,0.18,0.19,0.21,0.18,-12.67,0.23,0.10
