ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, October 31, 2014,,,,,,,,,,,,,,,,,,,,
"XAO 5505.0 at 2014-10-31T16:39:36. Report at Friday, October 31, 2014. Processed Saturday at 2014-11-01T23:15:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
1PG,2458.35,715.500,5.056,.026,-,-,-.20,-,-,-,-,,1-Page,†,.38,-.5,.375,.38,.38,.35,-3.26,.43,.003,,
TDO,419.367,9.955,22.733,.021,-,-,-.54,-,-,-,-,,3D Oil,,.09,+1,.085,.09,.091,.08,+10.54,.135,.064,,
DDD,6.100,15.261,8.490,.002,-,-,.25,2.8,-,-,-,,3D Res,,.007,-,.007,.009,.007,.007,-1.96,.029,.007,,
ARH,36.500,12.565,15.897,.007,-,-,-1.30,-,-,-,-,,A'asian Resources,,.015,-.6,.012,.015,.016,.015,-30.53,.07,.015,,
AYC,-,1.483,2.170,.006,-,-,-.61,-,-,-,-,,A1 Gold,,.035,-,.026,.035,.035,.035,-1.96,.147,.035,,
ABU,576.095,479.558,1366.32,.090,-,-,-53.55,-,-,-,-,,ABM Res,†,.33,-2.5,.33,.355,.36,.33,-9.00,.48,.24,,
AJC,1655.00,112.085,131.569,.004,-,-,-.68,-,-,-,-,,Acacia Coal,,.004,-,.003,.004,.004,.004,-1.96,.015,.004,,
ACB,32.000,23.805,31.734,.019,-,-,-.79,-,-,-,-,,A-Cap Res,,.051,-.1,.047,.051,.051,.05,-3.88,.08,.041,,
ACS,10.000,1.162,.996,.027,-,-,-1.47,-,-,-,-,,Accent Res,,.15,-,.14,.20,.15,.15,-1.96,.23,.14,,
AIV,10.000,22.332,144.516,.008,-,-,-.21,-,-,-,-,,ActiveX,,.014,-1,.014,.02,.014,.014,-43.62,.025,.011,,
ADD,-,8.760,10.322,-,-,-,-.33,-,-,-,-,,Adavale Resources,,.003,-,.003,.004,.003,.003,-1.96,.007,.001,,
