ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,
XAO 4604.4 at 16:47 6/11/2009  Report at 19:06 Friday 6/11/2009. Processed 12:01 Sunday 8/11/2009.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low
TDO,813.373,61.765,112.375,0.053,-,-,-0.46,-,-,-,-,,3D Oil Ltd,,0.265,,0.265,0.275,0.28,0.245,0.91,0.325,0.048
DDD,907.3,12.217,7.956,0.002,-,-,-4.66,-,-,-,-,,3D Res Ltd,,0.02,-0.3,0.019,0.025,0.022,0.02,-12.13,0.026,0.007
AAO,420.5,16.83,5.93,0.01,-,-,-5.03,-,-,-,-,,A'asia Gold,,0.10,-1.5,0.087,0.10,0.10,0.085,-12.13,0.12,0.014
ARH,329.201,20.112,43.195,0.208,-,-,-2.85,-,-,-,-,,A'asian Resour,,0.47,-1.5,0.465,0.47,0.495,0.44,-2.18,0.70,0.29
AAM,2504.88,69.716,37.723,0.039,-,-,-3.99,-,-,-,-,,A1 Min Ltd,,0.245,2,0.24,0.25,0.245,0.20,9.80,0.245,0.06
ABU,5266.36,307.042,80.151,0.026,-,-,-0.65,-,-,-,-,,ABM Res NL,,0.034,-0.3,0.033,0.034,0.037,0.033,-7.19,0.07,0.006
AII,20.8,2.812,18.629,0.029,-,-,-1.39,-,-,-,-,,Abra Min Ltd,,0.205,-1,0.215,0.225,0.215,0.205,-3.74,0.31,0.13
ACB,441.449,73.883,61.825,0.06,-,-,-2.93,-,-,-,-,,A-Cap Res,,0.375,-2,0.375,0.39,0.39,0.36,-4.15,0.60,0.08
ACS,306.966,33.851,67.036,0.02,-,-,-1.37,-,-,-,-,,Accent Res NL,,0.16,0.5,0.155,0.16,0.16,0.15,4.14,0.27,0.055
AEX,3724.5,561.053,485.772,0.005,-,-,-1.52,-,-,-,-,,Acclaim Explore,,0.006,,0.005,0.006,0.006,0.006,0.91,0.008,0.003
AEXCD,-,-,0.726,-,-,-,-,-,-,-,-,,  ctg,,0.003,,-,-,0.003,0.003,0.91,0.003,0.003
AIV,215.468,17.018,6.821,0.006,-,-,-1.66,-,-,-,-,,Activex Ltd,,0.10,0.5,0.095,0.10,0.10,0.095,6.18,0.12,0.028
AIVO,35.7,0.957,-,-,-,-,-,-,-,-,-,,  opt jul10,,0.045,-1,0.045,0.06,0.055,0.045,-17.27,0.06,0.001
ADU,1439.56,46.827,22.132,0.118,-,-,-10.25,-,-,-,-,,Adamus Res,,0.415,-0.5,0.40,0.425,0.435,0.375,-0.28,0.53,0.10
ADD,1497.27,48.454,41.993,0.009,0.03,1.6,-0.3,-,-,-,-,,Adavale Resource,,0.048,,0.046,0.048,0.05,0.045,0.91,0.065,0.01
