ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,
XAO 4656.3 at 16:34 19/2/2010  Report at 19:06 Friday 19/2/2010. Processed 14:56 Sunday 21/2/2010.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low
TDO,554.395,7.322,5.431,0.054,-,-,-0.46,-,-,-,-,,3D Oil Ltd,,0.27,-1,0.27,0.28,0.31,0.26,-5.04,0.39,0.07
DDD,122.173,2.156,0.28,0.003,-,-,-4.66,-,-,-,-,,3D Res Ltd,,0.02,-0.1,0.02,0.021,0.021,0.02,-6.23,0.026,0.007
AAO,65,0.829,1.124,0.007,-,-,-5.03,-,-,-,-,,A'asia Gold,,0.065,-0.5,0.06,0.065,0.065,0.06,-8.61,0.12,0.018
ARH,248.079,4.766,1.231,0.212,-,-,-2.85,-,-,-,-,,A'asian Resour,,0.48,0.5,0.48,0.485,0.485,0.475,-0.42,0.70,0.29
AAM,2487.94,21.075,7.854,0.054,-,-,-3.99,-,-,-,-,,A1 Min Ltd,,0.305,-4.5,0.305,0.32,0.35,0.305,-14.33,0.42,0.11
ABU,1167.58,90.67,5.386,0.027,-,-,-0.65,-,-,-,-,,ABM Res NL,,0.028,-0.2,-,-,0.03,0.027,-8.14,0.07,0.006
AII,50.957,0.368,0.366,0.023,-,-,-1.39,-,-,-,-,,Abra Min Ltd,,0.16,,0.16,0.19,0.18,0.16,-1.47,0.25,0.13
ACB,1309.6,10.773,4.384,0.058,-,-,-2.93,-,-,-,-,,A-Cap Res,,0.36,-1.5,0.34,0.36,0.39,0.33,-5.47,0.60,0.105
ACS,1112.11,6.865,1.564,0.027,-,-,-1.37,-,-,-,-,,Accent Res NL,,0.19,-2,0.185,0.19,0.21,0.18,-10.99,0.27,0.071
AEX,13738.9,110.746,21.168,0.005,-,-,-1.52,-,-,-,-,,Acclaim Explore,,0.006,0.1,0.005,0.006,0.006,0.004,18.53,0.008,0.003
AEXCD,-,-,-,-,-,-,-,-,-,-,-,,  ctg,,0.003,,-,0.02,0.003,0.003,-1.47,0.003,0.003
AIV,189.433,2.802,1.067,0.006,-,-,-1.66,-,-,-,-,,Activex Ltd,,0.08,-0.6,0.08,0.089,0.086,0.08,-8.45,0.12,0.032
AIVO,307.397,0.442,-,-,-,-,-,-,-,-,-,,  opt jul10,,0.012,-0.8,0.011,0.02,0.02,0.012,-41.47,0.06,0.001
ADU,1423.33,13.92,2.436,0.114,-,-,-10.25,-,-,-,-,,Adamus Res,,0.40,-1.5,0.395,0.415,0.42,0.395,-5.08,0.53,0.29
ADD,1249.23,5.29,1.583,0.006,0.03,1.0,-0.3,-,-,-,-,,Adavale Resource,,0.03,0.1,0.03,0.038,0.039,0.026,1.98,0.065,0.016
ADE,956.037,10.376,3.58,0.026,-,-,1.39,10.1,-,-,-,,Adelaide Energy,,0.14,1.5,0.13,0.14,0.14,0.12,10.53,0.16,0.04
ADN,1103.6,16.361,2.568,0.022,-,-,4.86,4.0,-,-,-,,Adelaide Res,,0.195,-0.5,0.20,0.205,0.22,0.19,-3.97,0.395,0.049
ADI,2934.11,11.468,1.632,0.04,-,-,-5.87,-,-,-,-,,Adelphi Energy,,0.275,7.5,0.265,0.275,0.28,0.20,36.03,0.28,0.045
ABY,4110.03,20.628,42.892,0.32,1.42,0.7,-17.34,-,-,-,-,,Aditya Birla,,1.02,-5,1.005,1.03,1.115,0.985,-6.14,1.65,0.096
ADY,23822.5,638.223,1852.04,0.025,-,-,-2.73,-,-,-,-,,Admiralty Res,,0.012,,0.012,0.013,0.013,0.012,-1.47,0.037,0.011
AVD,-,0.417,1.01,0.009,0.04,1.5,-1.06,-,-,-,-,,Advance Energy,,0.06,,0.044,0.055,0.06,0.06,-1.47,0.125,0.03
AED,609.303,11.549,10.853,0.094,-,-,-66.9,-,-,-,-,,AED Oil Ltd,,0.57,-0.5,0.57,0.575,0.60,0.56,-2.34,1.24,0.50
AFR,570.395,11.08,4.343,0.025,-,-,-1.5,-,-,-,-,,African Energy Res cdi,,0.089,-0.2,0.088,0.089,0.095,0.081,-3.67,0.24,0.02
AAE,2267.33,11.198,-,0.004,0.19,0.0,-10.8,-,-,-,-,,Agri Energy Ltd,,0.009,-0.1,0.01,0.012,0.013,0.009,-11.47,0.027,0.009
ALG,-,0.389,-,0.004,-,-,-1.12,-,-,-,-,,Alamar Res Ltd,,0.185,,0.18,0.24,0.185,0.185,-1.47,0.245,0.14
AUQ,70.229,1.238,2.458,0.011,-,-,-11.01,-,-,-,-,,Alara Res Ltd,,0.135,,0.135,0.15,0.135,0.135,-1.47,0.25,0.035
ALY,6844.64,14.312,0.565,0.05,-,-,-3.27,-,-,-,-,,Alchemy Resource,,0.755,0.5,0.75,0.755,0.875,0.74,-0.80,1.27,0.042
ALYO,857.88,1.46,0.37,0.011,-,-,-,-,-,-,-,,  opt aug10,,0.50,1.5,0.48,0.56,0.61,0.50,1.62,0.96,0.001
AYN,7110.57,34.526,-,0.021,-,-,-8.29,-,-,-,-,,Alcyone Res Ltd,,0.034,-0.2,0.031,0.033,0.036,0.029,-7.03,0.06,0.029
AYNOB,-,-,-,-,-,-,-,-,-,-,-,,  opt sep11,,-,,-,0.001,0.021,0.021,-1.47,0.021,0.021
ALK,505.959,7.362,4.875,0.077,-,-,-0.25,-,-,-,-,,Alkane Res Ltd,,0.31,,0.305,0.31,0.335,0.30,-1.47,0.49,0.18
AGS,727.744,12.541,9.803,0.186,-,-,-8.3,-,-,-,-,,Alliance Res,,0.545,0.5,0.535,0.545,0.55,0.525,-0.54,0.98,0.363
ALD,4611.99,40.128,9.819,0.301,0.26,1.1,-3.42,-,-,-,-,,Allied Gold Ltd,,0.29,-0.5,0.275,0.295,0.295,0.28,-3.16,0.55,0.25
AYR,543.6,1.653,1.407,0.002,-,-,-0.82,-,-,-,-,,Alloy Res,,0.031,0.3,0.025,0.031,0.032,0.028,9.24,0.045,0.011
AJM,766.4,1.747,1.345,0.039,-,-,-4.6,-,-,-,-,,Altura Min Ltd,,0.20,1,0.195,0.20,0.20,0.19,3.79,0.37,0.065
AJMO,-,0.156,-,-,-,-,-,-,-,-,-,,  opt may10,,0.018,,0.006,0.018,0.018,0.018,-1.47,0.08,0.01
AWC,78072.1,553.033,206.479,3.953,1.21,1.3,-1.2,-,2,-,1.23,f,Alumina Ltd,,1.62,-0.5,1.61,1.62,1.67,1.54,-1.78,2.06,0.683
AMU,1030.9,16.363,1.463,0.071,0.48,0.5,3.5,6.7,-,-,-,,Amadeus Energy,,0.235,1.5,0.23,0.235,0.24,0.215,5.35,0.43,0.205
AXZ,-,0.357,0.03,0.009,-,-,-5.32,-,-,-,-,,Amex Res,,0.175,,0.08,0.195,0.175,0.175,-1.47,0.25,0.08
AMX,5632.89,26.007,0.91,0.135,-,-,-6.37,-,-,-,-,,Ampella Min,,0.85,6,0.85,0.86,0.95,0.80,6.12,0.95,0.076
AMXO,223.581,1.384,-,0.011,-,-,-,-,-,-,-,,  opt jul10,,0.70,11,0.70,0.72,0.70,0.59,17.17,0.70,0.03
AHR,156.502,2.352,-,0.009,-,-,-1.57,-,-,-,-,,Anchor Res,,0.25,1,0.20,0.25,0.265,0.235,2.70,0.28,0.032
AHRO,500,0.632,-,-,-,-,-,-,-,-,-,,  opt mar10,,0.01,,0.001,0.02,0.011,0.01,-1.47,0.03,0.001
AND,894.154,9.58,16.629,1.191,-,-,-1.8,-,-,-,-,,Andean Res Ltd,,2.53,-2,2.47,2.55,2.64,2.45,-2.25,2.72,1.31
ATM,-,0.004,0.011,2.175,-,-,0.36,316.7,2.94,0.12,2.58,,Aneka Tambang cdi 1:5,,1.14,,1.06,1.14,1.14,1.14,-1.47,1.14,0.97
AAR,90,9.74,24.667,0.013,-,-,-0.16,-,-,-,-,,Anglo Aust,,0.025,0.1,0.026,0.029,0.025,0.025,2.70,0.044,0.021
AGP,-,-,-,0.313,-,-,45.18,6.4,15.87,2.85,5.45,,Anglo Pacific Grp,,2.91,,2.91,-,2.91,2.91,-1.47,3.50,2.581
AGG,39.167,0.346,0.363,0.74,-,-,-71.44,-,3.33,-,0.40,,Anglogold Ashanti cdi 5:1,,8.29,-9,8.21,8.60,8.69,8.22,-2.54,11.50,8.00
AZZ,703.532,43.064,2.689,0.172,-,-,0.26,269.2,-,-,-,,Antares Energy,,0.70,-1,-,-,0.715,0.685,-2.88,0.77,0.035
AVM,192.077,1.515,0.15,0.036,-,-,-370.7,-,-,-,-,,Anvil Min cdi,,3.70,14,3.62,3.67,3.70,3.56,2.46,3.75,1.19
AAL,21.014,0.271,0.082,0.004,-,-,-0.75,-,-,-,-,,Apac Coal,,0.039,-0.1,0.035,0.039,0.04,0.036,-3.97,0.115,0.036
AXM,23015.1,331.338,45.768,0.09,-,-,-31.41,-,-,-,-,,Apex Min NL,,0.027,-0.2,0.027,0.029,0.029,0.027,-8.37,0.276,0.027
AXMO,5413.97,92.679,-,0.005,-,-,-,-,-,-,-,,  opt nov12,,0.007,-0.2,0.007,0.008,0.009,0.007,-23.69,0.025,0.007
AZO,449.458,7.05,-,0.038,-,-,-,-,-,-,-,,Apollo Gas Ltd,,0.455,1.5,0.455,0.48,0.455,0.405,1.94,0.76,0.35
AON,130.241,1.776,0.025,0.018,-,-,-8.92,-,-,-,-,,Apollo Min Ltd,,0.165,,0.165,0.185,0.165,0.16,-1.47,0.40,0.135
AQP,6905.53,51.785,20.998,2.948,-,-,20.79,30.6,-,-,-,,Aquarius Platinum,,6.37,-35,6.37,6.42,6.71,6.25,-6.68,7.95,3.088
AQA,4208.79,30.355,5.126,3.232,-,-,-10.5,-,-,-,-,,Aquila Res,,10.03,63,9.78,10.10,10.20,8.90,5.23,11.38,1.727
ARU,3286.98,19.363,6.645,0.168,-,-,-7.7,-,-,-,-,,Arafura Resource,,0.65,-15.5,0.65,0.655,0.805,0.635,-20.72,1.285,0.245
AAG,2992.16,9.196,0.045,0.027,-,-,-3.81,-,-,-,-,,Aragon Res,,0.135,0.5,0.13,0.14,0.14,0.13,2.38,0.27,0.055
AAGO,-,0.096,0.014,-,-,-,-,-,-,-,-,,  opt sep10,,0.01,,0.001,0.01,0.01,0.01,-1.47,0.05,0.002
ARX,5942.53,52.653,1.71,0.016,-,-,16.13,0.3,-,-,-,,ARC Explore Ltd,,0.047,-0.1,0.047,0.048,0.052,0.046,-3.55,0.056,0.007
ARXO,183.069,2.33,0.146,-,-,-,-,-,-,-,-,,  opt jun12,,0.01,0.2,0.005,0.01,0.01,0.01,23.53,0.016,0.001
ARXOA,1615,9.278,-,0.003,-,-,-,-,-,-,-,,  opt jan11,,0.022,0.1,0.017,0.022,0.025,0.02,3.29,0.025,0.009
AXE,37.5,3.452,0.756,0.01,-,-,-1.93,-,-,-,-,,Archer Explore,,0.15,-2,0.15,0.17,0.16,0.15,-13.23,0.21,0.052
ARD,409.8,2.201,1.204,0.007,-,-,-3.8,-,-,-,-,,Argent Min,,0.165,5.5,0.16,0.18,0.165,0.11,48.53,0.20,0.046
ARDO,-,0.937,0.4,-,-,-,-,-,-,-,-,,  opt jun11,,0.015,,0.018,0.038,0.015,0.015,-1.47,0.06,0.01
AXT,155.557,3.2,1.32,0.004,-,-,-0.42,-,-,-,-,,Argo Explore,,0.047,0.4,0.045,0.052,0.052,0.043,7.83,0.08,0.027
ARE,637.512,11.7,5.469,0.013,-,-,-0.79,-,-,-,-,,Argonaut Res,,0.076,0.4,0.076,0.083,0.076,0.074,4.09,0.105,0.048
AGY,12.11,0.775,0.802,0.004,-,-,-1.41,-,-,-,-,,Argosy Min cdi,,0.045,,0.045,0.05,0.045,0.045,-1.47,0.13,0.025
AOE,12827.5,130.095,114.117,2.563,2.13,1.6,15.38,22.8,-,-,-,,Arrow Energy,,3.50,-15,3.50,3.53,3.72,3.50,-5.58,4.73,2.36
ARV,127.5,19.526,0.017,0.014,-,-,-8.47,-,-,-,-,,Artemis Res,,0.079,0.2,0.075,0.076,0.08,0.077,1.13,0.199,0.029
ARVOB,63,1.473,-,0.003,-,-,-,-,-,-,-,,  opt jun11,,0.036,-1.4,0.036,0.04,0.05,0.036,-29.47,0.058,0.019
