ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,
XAO 4942.2 at 16:42 8/1/2010  Report at 19:06 Friday 8/1/2010. Processed 12:04 Saturday 9/1/2010.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low
ATM,-,-,-,2.022,-,-,0.36,294.4,2.94,0.12,2.77,,Aneka Tambang cdi 1:5,,1.06,,1.15,-,1.06,1.06,-1.22,1.70,0.97
AAR,2120.26,2.12,2.776,0.016,-,-,-0.16,-,-,-,-,,Anglo Aust,,0.031,0.2,0.03,0.032,0.033,0.029,5.68,0.044,0.02
AGP,-,-,-,0.295,-,-,45.18,6.1,15.87,2.85,5.77,,Anglo Pacific Grp,,2.75,,2.75,-,2.75,2.75,-1.22,3.50,2.581
AGG,9.72,0.01,0.003,0.847,-,-,-71.44,-,3.33,-,0.35,,Anglogold Ashanti cdi 5:1,,9.50,50,9.00,9.50,9.60,9.00,4.34,11.50,6.80
AZZ,4636.69,4.637,0.614,0.171,-,-,0.26,267.3,-,-,-,,Antares Energy,,0.695,9,0.69,0.695,0.70,0.615,13.66,0.70,0.035
AVM,45.376,0.045,0.034,0.033,-,-,-370.7,-,-,-,-,,Anvil Min cdi,,3.49,4,3.34,3.56,3.62,3.45,-0.06,3.62,1.19
AAL,-,-,-,0.005,-,-,-0.75,-,-,-,-,,Apac Coal,,0.045,,0.04,0.059,0.045,0.045,-1.22,0.115,0.03
AXM,47216.1,47.216,6.332,0.119,-,-,-31.41,-,-,-,-,,Apex Min NL,,0.036,,0.036,0.037,0.039,0.033,-1.22,0.361,0.029
AXMO,12257,12.257,-,0.008,-,-,-,-,-,-,-,,  opt nov12,,0.012,0.1,0.011,0.012,0.013,0.011,7.87,0.025,0.01
AZO,2288.96,2.289,-,0.061,-,-,-,-,-,-,-,,Apollo Gas Ltd,,0.73,14,0.72,0.73,0.76,0.57,22.51,0.76,0.35
AON,263.044,0.263,0.009,0.022,-,-,-8.92,-,-,-,-,,Apollo Min Ltd,,0.205,-0.5,0.205,0.22,0.22,0.20,-3.60,0.40,0.135
AQP,5785.25,5.785,3.238,3.561,-,-,-16.39,-,-,-,-,,Aquarius Platinum,,7.70,35,7.60,7.75,7.93,7.26,3.54,7.93,3.002
AQA,4256.07,4.256,0.751,3.561,-,-,-10.5,-,-,-,-,,Aquila Res,,11.05,-6,10.95,11.05,11.38,10.65,-1.76,11.38,1.727
ARU,3224.86,3.225,2.15,0.228,-,-,-7.7,-,-,-,-,,Arafura Resource,,0.88,17,0.845,0.89,0.91,0.72,22.73,1.285,0.245
AAG,242.36,0.242,0.019,0.015,-,-,-3.81,-,-,-,-,,Aragon Res,,0.19,0.5,0.19,0.215,0.23,0.185,1.48,0.27,0.055
AAGO,5.843,0.006,-,-,-,-,-,-,-,-,-,,  opt sep10,,0.03,,0.005,0.06,0.03,0.03,-1.22,0.05,0.002
ARX,1224.56,1.225,0.036,0.011,-,-,16.13,0.2,-,-,-,,ARC Explore Ltd,,0.031,-0.5,0.031,0.033,0.035,0.031,-15.11,0.044,0.007
ARXO,-,-,-,-,-,-,-,-,-,-,-,,  opt jun12,,0.005,,0.003,0.005,0.005,0.005,-1.22,0.01,0.001
ARXOA,95.665,0.096,-,0.002,-,-,-,-,-,-,-,,  opt jan11,,0.013,,0.013,0.015,0.013,0.013,-1.22,0.016,0.01
AXE,498.672,0.499,0.43,0.01,-,-,-1.8,-,-,-,-,,Archer Explore,,0.16,1,0.15,0.16,0.16,0.15,5.45,0.17,0.05
AXEO,-,-,-,-,-,-,-,-,-,-,-,,  opt feb10,,0.003,,-,0.001,0.003,0.003,-1.22,0.025,0.002
ARD,227,0.227,-,0.005,-,-,-3.8,-,-,-,-,,Argent Min,,0.125,-0.5,0.105,0.125,0.13,0.125,-5.06,0.20,0.04
ARDO,235,0.235,-,0.002,-,-,-,-,-,-,-,,  opt jun11,,0.035,,0.026,0.04,0.035,0.035,-1.22,0.06,0.01
AXT,678.095,0.678,0.218,0.004,-,-,-0.42,-,-,-,-,,Argo Explore,,0.05,-0.2,0.059,0.06,0.06,0.05,-5.06,0.08,0.027
ARE,1160.46,1.16,0.47,0.012,-,-,-0.79,-,-,-,-,,Argonaut Res,,0.072,0.4,0.07,0.072,0.072,0.067,4.66,0.105,0.048
AGY,58.2,0.058,0.028,0.005,-,-,-1.41,-,-,-,-,,Argosy Min cdi,,0.05,-1,0.05,0.075,0.06,0.05,-17.88,0.13,0.025
AOE,16269.1,16.269,9.48,3.215,0.82,5.4,52,8.4,-,-,-,,Arrow Energy,,4.39,23,4.38,4.40,4.51,4.17,4.31,4.73,2.05
ARV,1085.46,1.085,-,0.012,-,-,-8.47,-,-,-,-,,Artemis Res,,0.067,0.1,0.068,0.071,0.071,0.065,0.30,0.199,0.026
ARVOB,107.508,0.108,-,0.002,-,-,-,-,-,-,-,,  opt jun11,,0.033,,0.034,0.037,0.033,0.033,-1.22,0.04,0.019
ATN,2176.4,2.176,3.685,0.011,-,-,-0.78,-,-,-,-,,Ashburton Min,,0.026,0.1,0.025,0.027,0.026,0.024,2.78,0.099,0.004
ATNN,-,-,-,-,-,-,-,-,-,-,-,,  def x opt,,-,,-,-,-,-,-,-,-
ATNOA,1150,1.15,0.3,-,-,-,-,-,-,-,-,,  opt feb10,,0.001,,-,0.002,0.001,0.001,-1.22,0.025,0.001
ARO,15255,15.255,0.25,0.011,-,-,-0.24,-,-,-,-,,Astro Res NL,,0.011,,0.01,0.011,0.011,0.009,-1.22,0.016,0.002
AROOB,333,0.333,-,-,-,-,-,-,-,-,-,,  opt nov12,,0.003,0.1,0.002,0.003,0.003,0.002,48.78,0.004,0.001
AHN,376.932,0.377,-,0.003,-,-,-4.08,-,-,-,-,,Athena Res,,0.05,-1,0.05,0.063,0.06,0.05,-17.88,0.08,0.017
ATV,2688.43,2.688,0.3,0.024,-,-,-0.74,-,-,-,-,,Atlantic Gold NL,,0.06,0.3,0.058,0.061,0.063,0.057,4.04,0.10,0.04
ATVCD,-,-,-,-,-,-,-,-,-,-,-,,  ctg,,0.03,,-,0.03,0.03,0.03,-1.22,0.03,0.011
ATVOA,-,-,-,-,-,-,-,-,-,-,-,,  opt jan11,,0.025,,0.021,0.025,0.025,0.025,-1.22,0.045,0.016
AGO,17016.1,17.016,18.483,0.961,-,-,-21.3,-,-,-,-,,Atlas Iron Ltd,,2.15,26,2.15,2.16,2.27,1.88,12.54,2.27,1.05
AXY,7025.52,7.026,-,0.021,-,-,-3.02,-,-,-,-,,Atom Energy Ltd,,0.10,1,0.095,0.10,0.10,0.09,9.89,0.125,0.017
AXYO,435,0.435,-,-,-,-,-,-,-,-,-,,  opt oct10,,0.006,-0.1,0.006,0.008,0.007,0.006,-15.50,0.01,0.001
ATQ,876,0.876,0.006,0.011,-,-,-4.7,-,-,-,-,,Atomic Res,,0.11,1,0.105,0.11,0.11,0.10,8.78,0.17,0.068
ATQO,-,-,-,-,-,-,-,-,-,-,-,,  opt aug11,,0.023,,0.018,0.049,0.023,0.023,-1.22,0.035,0.001
ACZ,27.375,0.027,0.035,0.005,-,-,-0.71,-,-,-,-,,Atticus Resource,,0.18,-2,0.18,0.21,0.20,0.18,-11.22,0.26,0.125
ACZO,-,-,0.015,0.001,-,-,-,-,-,-,-,,  opt sep12,,0.043,,0.04,0.10,0.043,0.043,-1.22,0.09,0.025
ADX,2006.12,2.006,0.557,0.029,-,-,-1.6,-,-,-,-,,Audax Res,,0.10,,0.10,0.105,0.105,0.098,-1.22,0.175,0.017
AUK,599.3,0.599,-,0.019,-,-,-1.34,-,-,-,-,,Augur Res Ltd,,0.18,6,0.17,0.18,0.18,0.12,48.78,0.18,0.007
AUKO,494.75,0.495,-,-,-,-,-,-,-,-,-,,  opt jun10,,0.02,0.8,0.021,0.03,0.02,0.011,65.45,0.02,0.009
AUJ,-,-,0.18,0.005,-,-,0.26,57.7,-,-,-,,Augustus Min,,0.15,,0.18,0.20,0.15,0.15,-1.22,0.22,0.10
AEE,864.898,0.865,0.2,0.012,-,-,-4.46,-,-,-,-,,Aura Energy,,0.14,1,0.13,0.14,0.145,0.13,6.47,0.26,0.08
AGU,1896.66,1.897,-,0.009,-,-,-4.41,-,-,-,-,,Aurium Res,,0.03,-0.2,0.03,0.031,0.031,0.028,-7.47,0.075,0.011
AGUO,-,-,-,-,-,-,-,-,-,-,-,,  opt may10,,0.002,,0.001,0.002,0.002,0.002,-1.22,0.024,0.001
AGUOA,-,-,-,0.003,-,-,-,-,-,-,-,,  opt sep12,,0.025,,0.011,-,0.025,0.025,-1.22,0.025,0.025
ARM,4993.46,4.993,0.032,0.074,-,-,-5,-,-,-,-,,Aurora Min Ltd,,0.92,18,0.91,0.92,0.97,0.725,23.11,0.97,0.07
AUT,612.107,0.612,0.412,0.059,-,-,-8.9,-,-,-,-,,Aurora Oil & Gas,,0.29,2,0.275,0.29,0.30,0.27,6.19,0.305,0.10
AXO,6920.32,6.92,1.565,0.064,-,-,-19.38,-,-,-,-,,Aurox Res,,0.33,6,0.325,0.335,0.35,0.275,21.00,0.49,0.09
AUC,624.089,0.624,-,0.013,-,-,-,-,-,-,-,,Ausgold Ltd,,0.23,2,0.22,0.23,0.24,0.205,8.31,0.25,0.20
AOA,178.375,0.178,-,0.008,-,-,-,-,-,-,-,,Ausmon Resources,,0.285,-1.5,0.285,0.30,0.30,0.285,-6.22,0.34,0.18
AOAO,-,-,-,-,-,-,-,-,-,-,-,,  opt jun14,,-,,0.005,-,-,-,-,-,-
AQD,195.673,0.196,1.471,0.031,-,-,-1.92,-,-,-,-,,Ausquest Ltd,,0.135,,0.135,0.14,0.14,0.13,-1.22,0.195,0.08
AQR,26668.1,26.668,0.1,0.033,-,-,-0.9,-,-,-,-,,Aussie Q Res,,0.275,19.5,0.275,0.29,0.335,0.09,242.50,0.335,0.03
ABZ,1182.35,1.182,-,0.007,-,-,-,-,-,-,-,,Aust Bauxite Ltd,,0.365,-0.5,0.35,0.38,0.395,0.315,-2.57,0.49,0.25
AGV,2131.39,2.131,-,0.002,-,-,-2.4,-,-,-,-,,Aust Gold Invest,,0.04,0.5,0.035,0.04,0.042,0.024,13.07,0.115,0.024
AUZ,191807,191.807,-,0.014,-,-,-0.75,-,-,-,-,,Aust Mines Ltd,,0.002,0.1,0.001,0.002,0.002,0.001,98.78,0.02,0.001
AUZO,-,-,-,0.001,-,-,-,-,-,-,-,,  opt jun13,,0.001,,-,0.001,0.001,0.001,-1.22,0.001,0.001
AOC,5.4,0.005,0.11,0.005,-,-,-4.1,-,-,-,-,,Aust Oil Co,,0.095,,0.085,0.093,0.095,0.095,-1.22,0.135,0.036
AOM,13378.1,13.378,0.429,0.011,-,-,-0.16,-,-,-,-,,Aust Oriental,,0.005,0.1,0.003,0.005,0.005,0.004,23.78,0.009,0.003
ARW,6230.72,6.231,1.293,0.011,0.01,1.8,-2.65,-,-,-,-,,Aust Renewable,,0.018,0.2,0.016,0.018,0.018,0.015,11.28,0.033,0.004
AOK,1485.05,1.485,0.05,0.022,-,-,-4.22,-,-,-,-,,Austex Oil Ltd,,0.17,,0.17,0.175,0.175,0.165,-1.22,0.20,0.05
AKK,13275.7,13.276,0.56,0.016,-,-,-3.44,-,-,-,-,,Austin Explore,,0.055,0.5,0.055,0.056,0.061,0.048,8.78,0.096,0.02
AKKO,2951.55,2.952,-,0.002,-,-,-,-,-,-,-,,  opt nov11,,0.025,0.8,0.025,0.027,0.028,0.017,45.84,0.028,0.015
APG,1406.72,1.407,2.072,0.039,-,-,-0.28,-,-,-,-,,Austpac Res NL,,0.049,0.1,0.049,0.05,0.05,0.048,0.87,0.059,0.028
AAF,4951.11,4.951,3.786,0.007,-,-,-0.6,-,-,-,-,,Austral Africa Res,,0.004,-0.1,0.004,0.005,0.005,0.004,-21.22,0.007,0.001
AGD,6.726,0.007,-,0.02,-,-,-2.53,-,-,-,-,,Austral Gold,,0.12,,0.12,0.17,0.12,0.12,-1.22,0.23,0.065
AZX,63.636,0.064,-,0.008,-,-,-15.3,-,-,-,-,,Auzex Res,,0.20,4.5,0.20,0.22,0.205,0.155,27.81,0.26,0.11
AZXO,20,0.02,-,-,-,-,-,-,-,-,-,,  opt sep10,,0.009,-0.6,0.005,0.063,0.015,0.009,-41.22,0.07,0.006
AVI,560.833,0.561,-,0.027,-,-,-5.87,-,-,-,-,,Avalon Min,,0.23,1,0.225,0.23,0.25,0.22,3.33,0.297,0.054
AVB,8149.42,8.149,-,0.009,-,-,-1.45,-,-,-,-,,Avanco Res Ltd,,0.03,0.3,0.029,0.03,0.03,0.025,9.89,0.045,0.006
AVBO,10,0.01,-,-,-,-,-,-,-,-,-,,  opt jun10,,0.001,,0.001,0.004,0.001,0.001,-1.22,0.15,0.001
AVBOB,1253.45,1.253,-,0.003,-,-,-,-,-,-,-,,  opt apr12,,0.018,0.1,0.016,0.018,0.018,0.016,4.66,0.027,0.004
AVA,1322.26,1.322,0.297,0.008,-,-,-2.78,-,-,-,-,,Aviva Corp,,0.066,0.5,0.061,0.066,0.067,0.056,6.98,0.215,0.056
AVO,3407.61,3.408,2.881,0.519,0.61,3.1,-6.97,-,-,-,-,,Avoca Res,,1.90,9,1.895,1.93,1.99,1.81,3.75,2.26,1.415
AVZ,428.53,0.429,-,0.007,-,-,-5.2,-,-,-,-,,Avonlea Min,,0.12,1,0.12,0.15,0.12,0.12,7.87,0.17,0.03
AWE,16609.6,16.61,8.146,1.607,1.80,1.7,17.36,17.7,-,-,-,,AWE Ltd,,3.08,28,3.07,3.08,3.15,2.80,8.78,3.15,2.11
AXC,574,0.574,-,0.002,-,-,-1.4,-,-,-,-,,AXG Min Ltd,,0.022,,0.022,0.027,0.022,0.022,-1.22,0.04,0.015
AXCO,-,-,-,-,-,-,-,-,-,-,-,,  opt aug10,,0.001,,0.002,0.003,0.001,0.001,-1.22,0.006,0.001
AVQ,1620,1.62,-,0.006,-,-,-0.73,-,-,-,-,,Axiom Min Ltd cdi,,0.017,0.1,0.015,0.019,0.02,0.015,5.03,0.03,0.011
AZM,1950.18,1.95,0.013,0.049,-,-,-2.8,-,-,-,-,,Azumah Res,,0.28,1.5,0.265,0.28,0.28,0.26,4.44,0.325,0.055
AZS,1082.66,1.083,2.098,0.011,-,-,-1.9,-,-,-,-,,Azure Min,,0.047,-0.5,0.047,0.049,0.053,0.041,-10.83,0.092,0.036
BND,207.315,0.207,0.131,0.07,-,-,-0.22,-,-,-,-,,Bandanna Energy,,0.55,1,0.55,0.57,0.59,0.55,0.63,0.66,0.18
BMN,10191.7,10.192,2.787,0.161,-,-,-6.22,-,-,-,-,,Bannerman Res,,0.80,7.5,0.785,0.81,0.825,0.69,9.13,1.485,0.555
BKP,100655,100.655,-,0.011,-,-,-0.15,-,-,-,-,,Baraka Pet,,0.006,0.1,0.005,0.006,0.007,0.005,18.78,0.03,0.003
BAR,317.968,0.318,0.665,0.03,-,-,-1.78,-,-,-,-,,Barra Res,,0.094,0.4,0.094,0.10,0.094,0.091,3.23,0.22,0.044
BARO,40,0.04,-,-,-,-,-,-,-,-,-,,  opt dec10,,0.007,,0.003,0.009,0.007,0.007,-1.22,0.04,0.002
BSE,57,0.057,0.113,0.003,-,-,-3.53,-,-,-,-,,Base Iron Ltd,,0.099,0.3,0.096,0.12,0.099,0.096,1.91,0.13,0.045
BSM,3173.29,3.173,0.705,0.037,-,-,18.46,1.4,-,-,-,,Bass Metals Ltd,,0.265,1,0.26,0.265,0.27,0.255,2.70,0.349,0.089
BSMOA,6.25,0.006,-,-,-,-,-,-,-,-,-,,  opt apr10,,0.03,,0.03,0.04,0.03,0.03,-1.22,0.08,0.02
BAS,4911.79,4.912,0.015,0.011,-,-,-0.7,-,-,-,-,,Bass Strait Oil Co,,0.038,0.1,0.036,0.039,0.04,0.035,1.48,0.068,0.013
BSR,710.61,0.711,1.432,0.042,-,-,-0.9,-,-,-,-,,Bassari Res,,0.40,3,0.39,0.395,0.40,0.35,6.89,0.42,0.039
BTV,1975.84,1.976,0.069,0.021,-,-,4.8,3.2,-,-,-,,Batavia Min,,0.155,-2,0.15,0.155,0.19,0.15,-12.65,0.19,0.062
BTVO,574.157,0.574,-,0.003,-,-,-,-,-,-,-,,  opt jun12,,0.065,-1,0.07,0.08,0.08,0.065,-14.55,0.08,0.011
BAU,1549.62,1.55,0.754,0.221,-,-,-4.4,-,-,-,-,,Bauxite Resource,,1.035,16.5,1.03,1.035,1.04,0.885,17.75,1.345,0.18
BCI,1845.97,1.846,0.735,0.106,-,-,-2.2,-,-,-,-,,BC Iron Ltd,,1.27,8.5,1.27,1.30,1.335,1.20,5.95,1.476,0.299
BCD,1263.47,1.263,0.554,0.051,0.09,1.4,2.29,5.5,-,-,-,,BCD Res NL,,0.125,0.5,0.125,0.13,0.13,0.12,2.95,0.21,0.105
BPT,26246.1,26.246,25.237,1.043,-,-,25.21,3.8,1.75,14.41,1.81,p,Beach Energy Ltd,,0.965,4.5,0.965,0.97,1.04,0.915,3.67,1.04,0.678
BPTO,4469.31,4.469,2.063,0.002,-,-,-,-,-,-,-,,  opt jun10,,0.015,-0.1,0.015,0.017,0.02,0.015,-7.47,0.047,0.012
BCN,43452.7,43.453,0.537,0.017,-,-,-3.44,-,-,-,-,,Beacon Min,,0.023,0.2,0.023,0.024,0.024,0.021,8.31,0.034,0.003
BCNO,-,-,0.045,-,-,-,-,-,-,-,-,,  opt aug10,,0.002,,0.001,0.003,0.002,0.002,-1.22,0.015,0.001
BCNOA,6797.41,6.797,-,0.004,-,-,-,-,-,-,-,,  opt aug10,,0.015,0.2,0.014,0.016,0.016,0.013,14.17,0.021,0.001
BDR,13656.9,13.657,0.209,0.029,-,-,-4,-,-,-,-,,Beadell Resource,,0.31,8,0.31,0.325,0.40,0.225,33.56,0.40,0.041
BDG,4195.6,4.196,2.749,0.132,0.15,1.7,1.7,15.3,0.5,3.40,1.92,,Bendigo Min Ltd,,0.26,1,0.25,0.26,0.265,0.245,2.78,0.32,0.135
BKY,2018.06,2.018,0.68,0.16,-,-,-9.47,-,-,-,-,,Berkeley Res,,1.29,10.5,1.26,1.315,1.315,1.15,7.64,1.50,0.20
BKYO,16.719,0.017,-,0.007,-,-,-,-,-,-,-,,  opt may13,,0.55,,0.51,0.65,0.55,0.52,-1.22,0.76,0.40
BHP,30482.4,30.482,57.434,146.392,8.84,4.9,130.15,33.5,113.63,1.15,2.60,f,BHP Billiton Ltd,,43.62,50,43.60,43.64,44.14,42.71,-0.06,44.14,26.64
BFE,416.487,0.416,-,0.015,-,-,-3.48,-,-,-,-,,Black Fire Min,,0.135,0.5,0.13,0.135,0.135,0.125,2.63,0.20,0.025
BFEO,80,0.08,-,-,-,-,-,-,-,-,-,,  opt jun10,,0.02,0.5,0.016,0.02,0.02,0.015,32.12,0.038,0.002
BLR,11344.1,11.344,42.8,0.032,-,-,-0.48,-,-,-,-,,Black Range Min,,0.05,0.6,0.049,0.05,0.054,0.044,12.42,0.105,0.024
BLRO,110,0.11,1.992,0.003,-,-,-,-,-,-,-,,  opt feb11,,0.032,1,0.021,0.03,0.032,0.022,44.24,0.07,0.008
BLK,113.509,0.114,0.497,0.009,-,-,-1.4,-,-,-,-,,Blackham Res,,0.28,2,0.28,0.32,0.285,0.26,6.47,0.44,0.064
BLKO,-,-,-,0.002,-,-,-,-,-,-,-,,  opt oct11,,0.12,,0.11,0.15,0.12,0.12,-1.22,0.12,0.06
