ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,
XAO 4600.7 at 16:40 10/9/2010  Report at 19:07 Friday 10/9/2010. Processed 16:38 Sunday 12/9/2010.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low
TDO,1663.19,23.912,46.604,0.035,-,-,-0.27,-,-,-,-,,3D Oil Ltd,,0.175,1.5,0.17,0.175,0.175,0.155,8.87,0.39,0.13
DDD,1977.31,20.509,6.53,0.006,-,-,-1.9,-,-,-,-,,3D Res Ltd,,0.03,-0.5,0.03,0.034,0.035,0.028,-14.79,0.049,0.016
AAO,692.439,8.743,9.968,0.008,-,-,-1.28,-,-,-,-,,A'asia Cons Ltd,,0.06,0.9,0.058,0.06,0.08,0.051,17.14,0.109,0.044
AAOO,45.34,0.241,-,-,-,-,-,-,-,-,-,,  opt apr13,,0.02,0.9,0.02,0.039,0.02,0.011,81.31,0.02,0.011
ARH,530.885,16.573,14.139,0.102,-,-,-1.4,-,-,-,-,,A'asian Resour,,0.23,-1,0.23,0.24,0.26,0.23,-4.67,0.67,0.21
AAM,2686.17,169.608,47.581,0.027,-,-,-3.56,-,-,-,-,,A1 Min Ltd,,0.135,-0.5,0.135,0.14,0.145,0.135,-4.08,0.42,0.105
ABU,129084,1326.03,242.027,0.068,-,-,-4.09,-,-,-,-,,ABM Res NL,,0.038,-0.1,0.038,0.039,0.041,0.036,-3.07,0.07,0.016
AII,1.768,1.666,2.218,0.018,-,-,-1.98,-,-,-,-,,Abra Min Ltd,,0.125,-1,0.125,0.135,0.135,0.125,-7.91,0.25,0.086
ACB,360.443,40.871,49.6,0.053,0.14,2.4,-0.91,-,-,-,-,,A-Cap Res,,0.33,-0.5,0.32,0.33,0.335,0.32,-2.00,0.60,0.28
ACS,965.473,27.01,28.484,0.039,-,-,-1.53,-,-,-,-,,Accent Res NL,,0.25,0.5,0.25,0.26,0.26,0.22,1.54,0.26,0.13
AEX,6542.26,1801.52,275.838,0.017,-,-,-0.38,-,-,-,-,,Acclaim Explore,,0.017,-0.1,0.017,0.018,0.019,0.017,-6.06,0.029,0.004
AEXCD,-,-,-,-,-,-,-,-,-,-,-,,  ctg,,0.003,,0.002,0.02,0.003,0.003,-0.50,0.003,0.003
AIV,1157.88,21.434,9.075,0.007,-,-,-1.13,-,-,-,-,,Activex Ltd,,0.076,1.1,0.076,0.08,0.076,0.06,16.42,0.14,0.05
ADU,-,123.358,20.599,0.252,-,-,-28.16,-,-,-,-,,Adamus Res,,0.645,,-,-,0.645,0.645,-0.50,0.65,0.347
ADD,843.96,24.761,33.481,0.004,0.02,1.1,-1.13,-,-,-,-,,Adavale Resource,,0.022,-0.3,0.021,0.023,0.024,0.02,-12.50,0.062,0.02
ADE,955.791,52.423,35.834,0.02,-,-,0.97,9.1,-,-,-,,Adelaide Energy,,0.088,0.1,0.088,0.093,0.094,0.087,0.65,0.215,0.08
ADN,364.486,36.654,42.505,0.02,-,-,-0.56,-,-,-,-,,Adelaide Res,,0.18,2,0.18,0.19,0.19,0.17,12.00,0.395,0.125
ABY,4921.49,130.87,303.942,0.348,1.51,0.7,19.61,5.7,-,-,-,,Aditya Birla,,1.11,12,1.11,1.13,1.165,0.99,11.62,1.65,0.62
ADY,18704.9,2397.76,5688.03,0.018,-,-,0.09,8.9,-,-,-,,Admiralty Res,,0.008,,0.007,0.008,0.008,0.007,-0.50,0.025,0.005
AVD,104.087,11.883,11.474,0.002,0.03,0.3,-2.4,-,-,-,-,,Advance Energy,,0.01,,0.01,0.012,0.01,0.01,-0.50,0.125,0.007
ADX,19476.8,319.969,139.853,0.033,-,-,-0.89,-,-,-,-,,ADX Energy Ltd,,0.096,-2.4,0.093,0.096,0.12,0.087,-20.50,0.265,0.081
ADXO,364.003,6.846,-,-,-,-,-,-,-,-,-,,  opt mar11,,0.016,-0.5,0.015,0.021,0.021,0.014,-24.31,0.09,0.014
AED,1008.49,56.368,86.549,0.104,1.03,0.5,-48.17,-,-,-,-,,AED Oil Ltd,,0.515,-2.5,0.51,0.515,0.55,0.515,-5.13,0.73,0.435
AFR,1756.43,37.044,31.163,0.024,-,-,-0.76,-,-,-,-,,African Energy Res cdi,,0.086,0.6,0.082,0.092,0.095,0.086,7.00,0.24,0.064
AAE,150,110.863,-,0.005,-,-,3.8,0.3,-,-,-,,Agri Energy Ltd,,0.011,,0.01,0.012,0.012,0.011,-0.50,0.027,0.009
ALG,17,1.286,0.264,0.005,-,-,-1.34,-,-,-,-,,Alamar Res Ltd,,0.205,1.5,0.20,0.205,0.205,0.19,7.39,0.245,0.15
ALGO,-,0.045,-,-,-,-,-,-,-,-,-,,  opt mar13,,0.04,,0.028,0.08,0.04,0.04,-0.50,0.04,0.03
AUQ,118.755,7.178,8.606,0.008,-,-,-1.9,-,-,-,-,,Alara Res Ltd,,0.10,0.9,0.10,0.11,0.10,0.091,9.39,0.25,0.078
ALY,1397.33,80.81,48.765,0.03,-,-,-3.2,-,-,-,-,,Alchemy Resource,,0.38,-1.5,0.38,0.39,0.405,0.365,-4.30,1.27,0.305
AYN,17947.2,298.164,-,0.018,-,-,-6.05,-,-,-,-,,Alcyone Res Ltd,,0.023,,0.022,0.023,0.023,0.021,-0.50,0.06,0.02
AYNOB,-,-,-,-,-,-,-,-,-,-,-,,  opt sep11,,-,,0.001,-,0.021,0.021,-0.50,0.021,0.021
ALK,12486.7,85.393,47.699,0.158,-,-,0.93,68.3,-,-,-,,Alkane Res Ltd,,0.635,4.5,0.625,0.635,0.71,0.57,7.12,0.71,0.23
AGS,850.182,62.207,121.408,0.107,-,-,-1.97,-,-,-,-,,Alliance Res,,0.315,,0.315,0.32,0.335,0.31,-0.50,0.825,0.28
ALD,7183.64,120.173,65.438,0.478,0.33,1.4,1.31,35.1,-,-,-,,Allied Gold Ltd,,0.46,3.5,0.46,0.48,0.50,0.44,7.73,0.545,0.25
AYR,100,27.855,7.282,0.002,-,-,-0.62,-,-,-,-,,Alloy Res,,0.019,0.1,0.019,0.024,0.019,0.018,5.05,0.042,0.018
AOH,5574.82,108.273,799.494,0.04,-,-,-1.09,-,-,-,-,,Altona Min Ltd,,0.165,-0.5,0.16,0.165,0.18,0.15,-3.44,0.29,0.089
AJM,2051.94,24.989,11.127,0.039,-,-,-5.11,-,-,-,-,,Altura Min Ltd,,0.14,-2.5,0.14,0.15,0.18,0.135,-15.66,0.359,0.115
AJMOA,416.865,1.189,-,0.003,-,-,-,-,-,-,-,,  opt aug11,,0.04,1,0.031,0.04,0.04,0.04,32.83,0.04,0.03
AWC,93212.7,3407.17,2690.03,4.478,1.22,1.5,0.59,311.0,4.23,0.14,2.31,f,Alumina Ltd,,1.835,2,1.83,1.84,1.88,1.79,0.60,2.06,1.45
AMU,1282.57,95.806,49.291,0.068,0.38,0.6,-0.14,-,-,-,-,,Amadeus Energy,,0.225,-0.5,0.23,0.235,0.23,0.22,-2.68,0.335,0.175
AXZ,38.3,2.296,2.214,0.007,-,-,-2.13,-,-,-,-,,Amex Res,,0.14,2,0.14,0.16,0.14,0.12,16.16,0.25,0.115
AMX,2691.73,109.479,48.183,0.427,-,-,-7,-,-,-,-,,Ampella Min,,2.40,26,2.40,2.41,2.48,2.07,11.65,2.48,0.49
AHR,73.704,8.599,3.124,0.005,-,-,-2.05,-,-,-,-,,Anchor Res,,0.135,-1,0.135,0.15,0.15,0.135,-7.40,0.28,0.087
AND,30274.6,99.89,78.604,3.438,-,-,-3.93,-,-,-,-,,Andean Res Ltd,,6.34,-6,6.32,6.35,7.19,6.30,-1.44,7.19,2.00
ATM,-,0.012,0.012,2.289,-,-,5.55,21.6,1.42,3.91,1.18,,Aneka Tambang cdi,,1.20,1.4,1.00,1.25,1.186,1.186,0.65,1.30,1.02
AAR,3191.69,285.282,123.623,0.021,-,-,-0.14,-,-,-,-,,Anglo Aust,,0.04,,0.038,0.04,0.041,0.037,-0.50,0.066,0.018
AGG,18.117,2.704,6.163,0.869,8.69,1.1,-99.23,-,4.16,-,0.43,,Anglogold Ashanti,,9.74,1,9.00,9.68,9.75,9.60,-0.40,10.50,7.65
AZZ,5461.2,266.374,78.847,0.133,-,-,-1.6,-,-,-,-,,Antares Energy,,0.445,1,0.435,0.45,0.465,0.415,1.80,0.885,0.21
AVM,59.034,4.087,8.053,0.035,-,-,-23.97,-,-,-,-,,Anvil Min cdi,,3.30,11,3.25,3.30,3.53,3.21,2.94,4.56,2.68
AAL,-,2.265,2.173,0.007,-,-,1.53,1.8,-,-,-,,Apac Coal,,0.027,,0.03,0.035,0.027,0.027,-0.50,0.08,0.027
AXM,80002.1,2153.7,775.464,0.078,-,-,-26.39,-,-,-,-,,Apex Min NL,,0.022,0.1,0.021,0.022,0.023,0.02,4.26,0.085,0.014
AXMO,3224.48,283.89,-,0.003,-,-,-,-,-,-,-,,  opt nov12,,0.004,,0.005,0.006,0.005,0.004,-0.50,0.025,0.004
AQQ,1179.74,11.239,-,0.009,-,-,-,-,-,-,-,,Aphrodite Gold,,0.115,0.5,0.115,0.12,0.115,0.10,4.04,0.175,0.10
AQQO,275,5.015,-,0.001,-,-,-,-,-,-,-,,  opt dec13,,0.027,-0.2,0.028,0.03,0.029,0.027,-7.40,0.035,0.025
AZO,486.575,32.096,-,0.054,-,-,-,-,-,-,-,,Apollo Gas Ltd,,0.60,3,0.60,0.61,0.61,0.56,4.76,0.87,0.35
AON,117.062,15.998,10.119,0.017,-,-,-5.7,-,-,-,-,,Apollo Min Ltd,,0.11,0.5,0.11,0.115,0.115,0.10,4.26,0.40,0.097
AONO,-,0.589,-,-,-,-,-,-,-,-,-,,  opt nov11,,0.01,,-,0.015,0.01,0.01,-0.50,0.025,0.01
AQP,5968.18,291.583,183.16,2.381,-,-,7.15,71.9,6.74,1.06,1.31,,Aquarius Platinum,,5.14,-3,5.13,5.17,5.33,5.02,-1.08,7.95,3.89
AQA,1765.41,119.385,93.073,2.796,-,-,-10.9,-,-,-,-,,Aquila Res,,8.66,-21,8.50,8.75,8.98,8.55,-2.87,11.38,6.009
ARU,12902.5,128.996,96.345,0.259,-,-,-5.1,-,-,-,-,,Arafura Resource,,0.89,14,0.89,0.90,0.93,0.79,18.16,1.285,0.38
AAG,1225.28,60.99,1.927,0.034,-,-,-3.87,-,-,-,-,,Aragon Res,,0.17,-2,0.17,0.18,0.19,0.17,-11.03,0.27,0.115
AAGO,328,3.706,0.643,-,-,-,-,-,-,-,-,,  opt sep10,,0.001,,0.001,0.002,0.001,0.001,-0.50,0.05,0.001
ARX,6215.53,152.255,17.661,0.006,-,-,7.67,0.2,-,-,-,,ARC Explore Ltd,,0.017,-0.1,0.017,0.018,0.021,0.016,-6.06,0.065,0.015
ARXO,-,4.487,0.417,-,-,-,-,-,-,-,-,,  opt jun12,,0.001,-0.3,-,0.005,0.004,0.004,-75.50,0.016,0.001
ARXOA,11760.1,63.299,-,-,-,-,-,-,-,-,-,,  opt jan11,,0.001,-0.1,0.001,0.002,0.002,0.001,-50.50,0.026,0.001
