ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, May 29, 2015,,,,,,,,,,,,,,,,,,,,
"XAO 5792.9 at 2015-05-29T15:32:06. Report at Friday, May 29, 2015. Processed Saturday at 2015-05-30T23:15:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
1PG,4330.10,69.202,396.286,.124,.03,53.17,-8.67,-,-,-,-,,1-Page,†,1.595,-5.5,1.595,1.61,1.64,1.35,-5.53,2.29,.009,,
TDO,1126.50,17.226,5.260,.018,-,-,.90,8.4,-,-,-,,3D Oil,,.076,+.6,.07,.076,.076,.059,+6.37,.096,.044,,
DDD,472.179,4.469,4.751,.002,-,-,.28,2.9,-,-,-,,3D Res,,.008,+.1,.006,.008,.008,.007,+12.09,.016,.004,,
88E,58702.1,552.921,46.381,.017,-,-,-10.79,-,-,-,-,,88 Energy,,.015,+.2,.015,.016,.016,.012,+13.18,.325,.006,,
88EO,13002.0,112.493,-,.002,-,-,-,-,-,-,-,,  opt mar18,,.005,+.1,.004,.005,.005,.004,+22.80,.005,.002,,
ARH,119.071,4.083,6.833,.003,-,-,-3.90,-,-,-,-,,A'asian Resources,,.006,-,.006,.01,.007,.006,-2.20,.03,.005,,
AYC,360.673,10.388,.785,.011,-,-,-6.91,-,-,-,-,,A1 Gold,,.041,+.3,.041,.046,.043,.04,+5.69,.054,.025,,
AYCO,170.000,6.520,-,.003,-,-,-,-,-,-,-,,  opt nov19,,.023,-,.023,.032,.023,.021,-2.20,.03,.004,,
ABL,77.580,1.718,42.111,.008,-,-,-6.27,-,-,-,-,,Abilene Oil & Gas,†,.022,-.3,.022,.031,.025,.021,-14.20,.043,.001,,
ABU,3122.71,43.288,381.636,.091,-,-,-55.10,-,-,-,-,,ABM Res,†,.265,+2,.265,.275,.29,.25,+5.96,.449,.209,,
AJC,3824.00,54.648,35.960,.002,-,-,-.02,-,-,-,-,,Acacia Coal,,.002,-,.002,.003,.002,.002,-2.20,.009,.002,,
ACB,532.909,9.745,14.827,.011,-,-,-.72,-,-,-,-,,A-Cap Res,,.03,-.1,.03,.035,.035,.03,-5.43,.07,.03,,
ACS,181.253,.440,.737,.065,-,-,-7.57,-,-,-,-,,Accent Resources,,.36,+23,.34,.38,.36,.21,+174.7,.36,.13,,
AIV,1352.51,34.926,12.930,.019,-,-,-.16,-,-,-,-,,ActiveX,,.031,-,.016,.031,.031,.03,-2.20,.033,.013,,
ADD,.200,.461,2.287,-,-,-,-5.05,-,-,-,-,,Adavale Resources,†,.018,-,.018,.02,.018,.018,-2.20,.08,.002,,
ADN,175.451,10.125,34.165,.008,-,-,-3.07,-,-,-,-,,Adelaide Resources,,.027,-,.027,.03,.03,.027,-2.20,.050,.021,,
ADNO,-,.175,-,-,-,-,-,-,-,-,-,,  opt sep16,,.008,-,.004,.007,.008,.008,-2.20,.009,.004,,
ABY,248.402,14.805,12.330,.067,.91,.24,-70.11,-,-,-,-,,Aditya Birla,,.215,-.5,.215,.225,.225,.215,-4.47,.295,.175,,
ADY,1411.39,58.558,35.737,.016,-,-,-.42,-,-,-,-,,Admiralty Res,,.021,-.1,.019,.025,.023,.018,-6.75,.037,.012,,
ADX,1425.00,47.299,20.396,.003,-,-,.11,4.5,-,-,-,,ADX Energy,,.005,+.1,.003,.005,.005,.003,+22.80,.014,.003,,
AQR,491.285,6.951,6.013,.024,-,-,-2.18,-,-,-,-,,AEON Metals,,.08,+.5,.08,.09,.08,.065,+4.47,.24,.06,,
