ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,
XAO 4462.1 at 16:37 20/8/2010  Report at 19:06 Friday 20/8/2010. Processed 11:42 Sunday 22/8/2010.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low
TDO,712.372,21.022,43.366,0.03,-,-,-0.27,-,-,-,-,,3D Oil Ltd,,0.15,-1.5,0.155,0.175,0.17,0.15,-8.67,0.39,0.095
DDD,3077.54,14.824,6.169,0.009,-,-,-1.9,-,-,-,-,,3D Res Ltd,,0.045,1.3,0.044,0.045,0.045,0.032,41.05,0.045,0.014
AAO,80,7.558,7.866,0.007,-,-,-1.28,-,-,-,-,,A'asia Cons Ltd,,0.052,0.4,0.053,0.06,0.055,0.048,8.75,0.109,0.044
AAOO,-,0.113,-,-,-,-,-,-,-,-,-,,  opt apr13,,0.016,,0.011,0.053,0.016,0.016,0.42,0.02,0.012
ARH,163.308,15.724,12.34,0.113,-,-,-1.4,-,-,-,-,,A'asian Resour,,0.255,0.5,0.25,0.26,0.27,0.245,2.42,0.67,0.21
AAM,19155.4,158.119,40.803,0.03,-,-,-3.56,-,-,-,-,,A1 Min Ltd,,0.15,4,0.15,0.155,0.15,0.11,36.78,0.42,0.105
ABU,44809,965.379,218.181,0.05,-,-,-4.09,-,-,-,-,,ABM Res NL,,0.028,-0.1,0.027,0.028,0.03,0.027,-3.03,0.07,0.016
AII,15,1.555,2.062,0.019,-,-,-1.98,-,-,-,-,,Abra Min Ltd,,0.135,3.5,0.12,0.20,0.135,0.10,35.42,0.25,0.086
ACB,546.813,39.207,38.192,0.055,0.14,2.4,-0.91,-,-,-,-,,A-Cap Res,,0.34,-2,0.34,0.355,0.365,0.34,-5.14,0.60,0.28
ACS,931,24.707,24.979,0.03,-,-,-1.53,-,-,-,-,,Accent Res NL,,0.21,-1,0.21,0.22,0.235,0.21,-4.13,0.25,0.13
AEX,9520.55,1769.33,244.835,0.019,-,-,-0.38,-,-,-,-,,Acclaim Explore,,0.019,0.1,0.018,0.019,0.02,0.018,5.98,0.029,0.004
AEXCD,-,-,-,-,-,-,-,-,-,-,-,,  ctg,,0.003,,-,0.025,0.003,0.003,0.42,0.003,0.003
AIV,456.55,20.094,7.848,0.006,-,-,-1.49,-,-,-,-,,Activex Ltd,,0.076,-1.3,0.076,0.08,0.089,0.076,-14.19,0.14,0.05
ADU,2921.39,115.782,13.882,0.228,-,-,-12.87,-,-,-,-,,Adamus Res,,0.585,3,0.57,0.585,0.60,0.545,5.83,0.60,0.312
ADD,406.411,22.635,27.321,0.004,0.02,1.2,-0.96,-,-,-,-,,Adavale Resource,,0.024,0.1,0.025,0.03,0.027,0.024,4.77,0.065,0.023
ADE,647.258,49.774,29.793,0.021,-,-,0.97,9.5,-,-,-,,Adelaide Energy,,0.092,-0.3,0.09,0.092,0.095,0.09,-2.74,0.215,0.08
ADN,283,35.605,31.055,0.018,-,-,-0.56,-,-,-,-,,Adelaide Res,,0.16,-0.5,0.16,0.17,0.175,0.16,-2.61,0.395,0.11
ADI,-,176.505,40.397,0.072,-,-,-4.27,-,-,-,-,,Adelphi Energy,,0.41,,-,-,0.41,0.41,0.42,0.425,0.063
ABY,1173.96,121.605,280.533,0.282,1.51,0.6,19.61,4.6,-,-,-,,Aditya Birla,,0.90,-2.5,0.90,0.91,0.945,0.88,-2.28,1.65,0.62
ADY,32123.9,2314.9,5204.59,0.016,-,-,0.09,7.8,-,-,-,,Admiralty Res,,0.007,-0.2,0.007,0.008,0.009,0.007,-21.80,0.025,0.005
AVD,120,11.75,10.136,0.002,-,-,-3.1,-,-,-,-,,Advance Energy,,0.01,,0.009,0.017,0.01,0.01,0.42,0.125,0.007
ADX,15506.2,250.978,117.085,0.041,-,-,-0.89,-,-,-,-,,ADX Energy Ltd,,0.12,-7.5,0.115,0.12,0.17,0.11,-38.04,0.265,0.081
ADXO,676.334,6.003,-,-,-,-,-,-,-,-,-,,  opt mar11,,0.034,-2.4,0.034,0.065,0.041,0.034,-40.96,0.09,0.034
AED,813.833,49.471,80.737,0.098,1.03,0.5,-48.17,-,-,-,-,,AED Oil Ltd,,0.485,-1,0.485,0.495,0.50,0.485,-1.60,0.75,0.435
AFR,2290.23,34.553,23.336,0.028,-,-,-1.13,-,-,-,-,,African Energy Res cdi,,0.10,0.5,0.092,0.10,0.105,0.09,5.68,0.24,0.059
AAE,1031.56,107.195,-,0.005,-,-,15.8,0.1,-,-,-,,Agri Energy Ltd,,0.011,-0.1,0.01,0.012,0.012,0.01,-7.91,0.027,0.009
