ASX Mining & Oil Market - Weekly
"Trading data for the week ending Friday, September 18, 2015"
"XAO 5194.3 at 2015-09-18T17:03:05. Report at Friday, September 18, 2015. Processed Monday at 21/09/2015 3:58:10 PM."



ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change [see notes],Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
TMK,-,28.079,6.977,.004,-,-,-5.10,-,-,-,-,,Tamaska Oil Gas,-,.006,-,.004,.005,.006,.006,-1.92,.017,.003,
TAM,5296.64,220.291,158.227,.058,-,-,-1.88,-,-,-,-,,Tanami Gold,-,.049,+.8,.049,.05,.05,.041,+17.59,.05,.011,
TRL,351.901,18.284,19.620,.007,-,-,-1.23,-,-,-,-,,Tanga Resources,-,.028,-,.025,.028,.029,.028,-1.92,.04,.017,
TRLOA,-,.600,.200,-,-,-,-,-,-,-,-,,  opt dec16,-,.004,-,.003,-,.004,.004,-1.92,.004,.002,
TAP,1118.05,99.646,71.792,.044,.40,.45,-29.80,-,-,-,-,,Tap Oil,-,.18,-5.5,.175,.185,.24,.18,-25.33,.67,.18,
TEX,-,38.254,35.275,.004,-,-,-1.63,-,-,-,-,,Target Energy,-,-,-,.003,.004,.004,.004,-1.92,.05,.003,
TEXO,-,2.455,-,-,-,-,-,-,-,-,-,,  opt feb17,-,-,-,-,.001,.001,.001,-1.92,.001,.001,
TAR,1.193,52.315,7.619,.002,-,-,-39.75,-,-,-,-,,Taruga Gold,X,.094,+.4,.085,.097,.094,.09,+2.52,.325,.005,
TAS,1357.74,88.441,24.912,.015,-,-,-.62,-,-,-,-,,Tasman Res,-,.048,+.3,.045,.051,.05,.04,+4.74,.08,.014,
TASO,429.892,11.973,-,.002,-,-,-,-,-,-,-,,  opt mar18,-,.022,-,.02,.022,.022,.017,-1.92,.041,.004,
TMM,9.000,.078,.298,.018,2.77,.36,35.20,2.8,3.00,11.73,3.00,f,Tasmania Mines,-,1.00,-,1.01,1.65,1.00,1.00,-1.92,1.80,1.00,
TAW,825.804,331.785,468.827,.006,-,-,-.12,-,-,-,-,,Tawana Res,-,.004,-,.004,.005,.004,.004,-1.92,.02,.004,
TMP,380.450,25.012,1.181,.022,-,-,-.30,-,-,-,-,,Tech Mpire,-,.43,+3,.405,.425,.43,.375,+5.58,.68,.165,
TGZ,1628.50,32.947,76.430,.037,1.84,.35,15.97,4.0,-,-,-,,Teranga Gold,-,.64,+5,.635,.80,.655,.60,+6.55,.82,.395,
TMX,200.000,42.752,23.924,.002,-,-,-1.58,-,-,-,-,,Terrain Minerals,-,.006,+.1,.006,.007,.006,.005,+18.08,.009,.002,
TZN,310.885,61.490,91.846,.293,.02,8.25,-.72,-,-,-,-,,Terramin Aust,-,.165,-1.5,.16,.165,.18,.16,-10.26,.225,.057,
TMZ,-,4.661,1.731,.004,-,-,-2.82,-,-,-,-,,Thomson Res,-,-,-,.04,.044,.04,.04,-1.92,.048,.01,
THR,7.000,93.495,180.359,.001,-,-,-.09,-,-,-,-,,Thor Min Plc,-,.001,-,.001,.002,.001,.001,-1.92,.004,.001,
TPS,7283.90,47.050,46.336,.011,-,-,-.30,-,-,-,-,,Threat Protect,X,.025,+.2,.024,.025,.026,.023,+6.77,.027,.002,
THX,312.343,75.700,224.791,.023,-,-,-.61,-,-,-,-,,Thundelarra Explore,-,.072,-.2,.072,.079,.079,.072,-4.63,.17,.063,
TPO,-,2.422,-,.009,-,-,-.35,-,-,-,-,,Tian Poh Res,-,.20,-,.001,.20,.20,.20,-1.92,.21,.105,
TGS,32966.2,1350.85,502.951,.069,.30,.20,-.93,-,-,-,-,,Tiger Res,-,.06,-,.059,.061,.063,.057,-1.92,.30,.034,
TIG,13.679,4.535,11.924,.053,-,-,-9.86,-,-,-,-,,Tigers Realm Coal,-,.059,-.1,.059,.065,.06,.059,-3.59,.145,.059,
TPR,27.800,2.266,19.887,.001,-,-,10.32,.2,-,-,-,,Timpetra Res,-,.017,-.3,.017,.039,.020,.015,-16.79,.031,.015,
TOU,-,5.019,13.948,.027,-,-,-1.80,-,-,-,-,,Tlou Energy,-,.145,-,.021,.135,.145,.145,-1.92,.321,.11,
TNG,28422.0,338.730,401.096,.128,-,-,-.78,-,-,-,-,,TNG,-,.18,-2.5,.18,.185,.215,.16,-14.12,.29,.071,
TND,-,14.996,1.766,.003,-,-,-3.92,-,-,-,-,,Top End Minerals,-,-,-,.011,.024,.025,.025,-1.92,.036,.005,
TTW,51.480,21.621,27.016,.002,-,-,5.79,.4,-,-,-,,Toptung,-,.025,-,.02,.025,.025,.021,-1.92,.027,.016,
TTWO,4.120,4.844,3.696,-,-,-,-,-,-,-,-,,  opt jan16,X,.02,-,.001,.023,.02,.02,-1.92,.033,.016,
TNR,211.597,13.312,24.687,.011,-,-,-.15,-,-,-,-,,Torian Res,X,.245,-,.24,.245,.255,.245,-1.92,.27,.003,
TOE,1135.81,104.542,238.405,.118,-,-,-1.27,-,-,-,-,,Toro Energy,-,.059,+.2,.058,.06,.06,.058,+1.59,.105,.049,
TKL,-,19.052,4.435,.002,-,-,-.73,-,-,-,-,,Traka Res,-,-,-,.014,.019,.013,.013,-1.92,.037,.010,
TSV,8932.44,87.284,231.204,.028,-,-,-.89,-,-,-,-,,Transerv Energy,X,.035,-.1,.034,.035,.038,.033,-4.70,.045,.01,
TEG,2000.00,188.499,195.906,.003,-,-,-.16,-,-,-,-,,Triangle Energy,-,.001,-,-,.001,.001,.001,-1.92,.002,.001,
TBR,27.050,4.603,2.515,.200,-,-,1.43,279.7,-,-,-,,Tribune Res,-,4.00,+27,3.80,4.00,4.00,3.73,+5.32,4.10,2.50,
TNP,650.000,73.252,112.039,.007,-,-,-.10,-,-,-,-,,Triple Energy,-,.006,-.1,.006,.007,.007,.006,-16.21,.008,.003,
TON,7938.08,702.573,1103.32,.098,-,-,-1.91,-,-,-,-,,Triton Minerals,-,.26,-.5,.26,.265,.29,.255,-3.81,.71,.135,
TRY,1013.26,188.909,221.546,.081,.59,.47,-49.40,-,-,-,-,f,Troy Resources,-,.28,-,.275,.295,.29,.265,-1.92,.81,.265,
TRM,-,3.991,1.919,.002,-,-,-.33,-,-,-,-,,Truscott Min Corp,-,.024,-,.024,.027,.024,.024,-1.92,.04,.022,
TTE,902.999,196.003,343.424,.017,-,-,-1.62,-,-,-,-,,Titan Energy,-,.025,-.3,.024,.025,.028,.025,-12.64,.041,.016,
TGN,52.632,1.318,5.465,.008,-,-,-1.78,-,-,-,-,,Tungsten Min,-,.038,-.2,.004,.038,.04,.038,-6.92,.13,.038,
TYK,9999.96,488.726,590.222,.003,-,-,-.03,-,-,-,-,,Tychean Res,-,.001,-,-,.001,.001,.001,-1.92,.003,.001,
TYX,1598.45,32.184,12.519,.006,-,-,-21.00,-,-,-,-,,Tyranna Res,-,.021,+.3,.019,.021,.021,.018,+14.74,.08,.015,
UIL,23.900,7.994,-,.004,-,-,-1.50,-,-,-,-,,UIL Energy,-,.054,-,.051,.054,.054,.054,-1.92,.185,.05,
UML,11273.8,1050.88,315.589,.021,.04,.45,-.05,-,-,-,-,,Unity Min,-,.018,-.2,.018,.019,.021,.014,-11.92,.025,.005,
UNV,1669.37,44.611,31.276,.078,-,-,-1.44,-,-,-,-,,Universal Coal,-,.155,+.5,.15,.16,.165,.15,+1.41,.165,.094,
UEQ,720.000,97.290,85.414,.003,-,-,-.65,-,-,-,-,,Uranium Equities,-,.005,-.1,.006,.007,.006,.005,-18.59,.014,.005,
USA,34.590,14.663,40.444,.003,-,-,-.44,-,-,-,-,,UraniumSA,-,.019,-,.02,.021,.019,.019,-1.92,.028,.017,
VXL,244.602,43.842,80.662,.032,-,-,-2.07,-,-,-,-,,Valence Industries,-,.195,-.5,.195,.20,.20,.195,-4.42,.735,.19,
VXLO,-,10.172,15.911,.003,-,-,-,-,-,-,-,,  opt jul16,-,.055,-,.032,.05,.055,.055,-1.92,.53,.042,
VAN,-,9.560,418.861,.002,-,-,-17.48,-,-,-,-,,Vango Mining,X,.009,-,.007,.01,.009,.009,-1.92,.06,.002,
VAR,40.000,58.029,13.410,.008,-,-,-3.76,-,-,-,-,,Variscan Mines,-,.026,-,.026,.03,.026,.026,-1.92,.081,.01,
VARO,-,7.238,-,.002,-,-,-,-,-,-,-,,  opt may17,-,.012,-,.013,.05,.012,.012,-1.92,.042,.004,
VEC,2410.00,42.769,48.749,.016,-,-,-6.50,-,-,-,-,,Vector Res,-,.012,-.2,.01,.012,.015,.012,-16.21,.02,.003,
VRX,1766.12,92.419,69.825,.006,-,-,-.75,-,-,-,-,,Ventnor Res,-,.04,-1.2,.038,.04,.056,.036,-25.00,.07,.02,
VMS,139.550,30.766,48.102,.005,-,-,-1.81,-,-,-,-,,Venture Minerals,-,.019,-.1,.02,.021,.02,.019,-6.92,.065,.015,
VXR,1500.00,90.281,92.506,.006,-,-,-.38,-,-,-,-,,Venturex Res,-,.004,+.1,.003,.004,.004,.003,+31.41,.009,.003,
VMC,40.300,6.444,8.711,.013,-,-,-2.80,-,-,-,-,,Venus Metals,-,.22,-,.18,.22,.22,.22,-1.92,.27,.10,
VMCO,-,1.865,1.587,.001,-,-,-,-,-,-,-,,  opt nov16,-,.032,-,.02,.04,.032,.032,-1.92,.105,.016,
VICDA,64.105,.064,-,-,-,-,-10.85,-,-,-,-,,Victory Mines,X,.009,-,.01,.017,.029,.009,-,.029,.009,
VKA,-,27.409,6.011,.003,-,-,-1.00,-,-,-,-,,Viking Mines,-,.011,-,.011,.012,.011,.011,-1.92,.039,.008,
VMY,16.214,2.305,47.054,.087,-,-,-10.71,-,-,-,-,,Vimy Res,X,.38,+1,.36,.39,.38,.37,+.78,.58,.06,
VML,30.000,47.367,29.105,.008,-,-,-.57,-,-,-,-,,Vital Metals,-,.025,-,.02,.023,.027,.025,-4.70,.057,.014,
VTM,1369.94,18.648,45.732,.003,-,-,-3.55,-,-,-,-,,Volta Min,-,.014,+.1,.013,.02,.014,.013,+5.77,.046,.007,
WKT,8405.36,331.044,79.063,.005,-,-,-.23,-,-,-,-,,Walkabout Res,-,.004,-,.003,.004,.004,.003,-1.92,.006,.001,
WGO,495.700,87.993,44.027,.003,-,-,-.38,-,-,-,-,,Waratah Res,-,.006,+.1,.005,.006,.006,.005,+18.08,.013,.001,
WAL,-,.360,.765,-,.12,.06,-3.73,-,-,-,-,,Wavenet Int'l,-,.007,-,.007,-,.007,.007,-1.92,.017,.004,
WCP,-,12.437,23.310,.006,-,-,-.59,-,-,-,-,,WCP Res,-,.014,-,.014,.016,.014,.014,-1.92,.033,.01,
WAF,339.879,12.882,16.498,.019,-,-,-6.20,-,-,-,-,,West African Res,-,.07,-1,.062,.079,.08,.07,-14.42,.11,.05,
WPI,2886.09,80.470,1.663,.004,-,-,-2.85,-,-,-,-,,West Peak Iron,-,.021,+.3,.021,.022,.022,.019,+14.74,.029,.006,
WWI,523.948,27.483,39.676,.004,.20,.07,-.60,-,-,-,-,,West Wits Min,-,.014,-.6,.014,.017,.02,.014,-31.92,.021,.006,
WSA,5506.22,344.212,290.897,.605,1.80,1.44,15.10,17.2,7.00,2.16,2.70,f,Western Areas,-,2.59,-1,2.55,2.62,2.62,2.46,-2.31,4.90,2.39,
WMN,101.811,79.435,34.493,.044,-,-,-9.34,-,-,-,-,,Western Mining,-,.27,-.5,.27,.275,.275,.235,-3.74,.55,.235,
WCN,28712.5,342.248,532.971,.005,-,-,-.50,-,-,-,-,,White Cliff Minerals,-,.008,-,.008,.009,.009,.007,-1.92,.014,.005,
WCNOA,1000.00,41.097,52.176,-,-,-,-,-,-,-,-,,  opt mar17,-,.002,-,.001,.002,.002,.002,-1.92,.003,.001,
WEC,127.691,25.219,25.578,.059,-,-,-8.48,-,-,-,-,,White Energy,-,.18,-1,.175,.20,.20,.18,-7.19,.39,.13,
WRM,-,7.420,7.152,.003,-,-,-.49,-,-,-,-,,White Rock Minerals,-,.013,-,.016,.027,.013,.013,-1.92,.036,.009,
WHC,14409.9,541.048,550.810,1.047,2.77,.37,-33.30,-,-,-,-,,Whitehaven Coal,-,1.02,-2.5,1.01,1.025,1.09,.975,-4.32,1.79,.955,
WHN,57251.2,895.184,556.378,.003,-,-,-3.70,-,-,-,-,,WHL Energy,X,.001,-,.001,.001,.001,.001,-1.92,.12,.001,
WHNO,-,.434,-,-,-,-,-,-,-,-,-,,  opt nov16,X,.01,-,-,.002,.01,.01,-1.92,.25,.001,
WNH,412.430,9.946,1.440,.016,-,-,-6.40,-,-,-,-,,Whole New Home,-,.205,+1.5,.20,.205,.205,.18,+5.97,.245,.09,
WAC,-,20.892,7.509,.004,-,-,-.76,-,-,-,-,,Wild Acre Metals,-,.023,-,-,-,.023,.023,-1.92,.036,.004,
WHE,496.436,32.908,68.870,.013,-,-,-64.93,-,-,-,-,,Wildhorse Energy,X,.12,-.5,.115,.12,.13,.12,-5.92,.19,.004,
WEL,675.000,16.551,-,.009,-,-,-.30,-,-,-,-,,Winchester Engy,-,.06,-,.06,.08,.06,.06,-1.92,.21,.04,
WVL,-,58.645,31.294,.002,-,-,-.10,-,-,-,-,,Windimurra Vanad,-,.005,-,.005,.006,.005,.005,-1.92,.02,.005,
WIN,385.591,109.972,32.679,.009,-,-,-1.01,-,-,-,-,,Windward Res,-,.082,-.3,.072,.081,.082,.073,-5.45,.48,.07,
WFE,533.333,26.615,44.413,.001,-,-,-.22,-,-,-,-,,Winmar Res,-,.003,-,.002,.004,.003,.003,-1.92,.007,.002,
WLF,101.142,17.930,15.677,.263,-,-,-1.08,-,-,-,-,,Wolf Minerals,-,.325,-1.5,.325,.33,.34,.325,-6.33,.45,.23,
WOF,-,21.789,17.301,.004,-,-,-.78,-,-,-,-,,Wolf Pet,-,-,-,.01,.013,.009,.009,-1.92,.068,.008,
WOFO,-,-,.860,-,-,-,-,-,-,-,-,,  opt dec15,-,-,-,-,.001,.01,.01,-1.92,.01,.005,
WOFOA,-,11.256,24.105,.001,-,-,-,-,-,-,-,,  opt jul18,-,.006,-,.002,.006,.006,.006,-1.92,.03,.002,
WPL,14017.0,513.297,444.596,24.462,27.02,1.10,323.05,9.2,276.43,1.17,9.31,f,Woodside Petroleum,-,29.69,+128,29.60,29.70,30.15,27.43,+2.58,41.79,27.43,
WTR,52.869,15.158,26.528,.011,-,-,-.93,-,-,-,-,,World Titanium Res,-,.024,-,.024,.029,.024,.024,-1.92,.057,.015,
WPG,8.300,33.055,44.640,.008,-,-,-1.22,-,-,-,-,f,WPG Resources,-,.03,-,.03,.036,.03,.03,-1.92,.048,.026,
XAM,1424.20,29.980,34.638,.032,-,-,-1.73,-,-,-,-,,Xanadu Mines,-,.086,+1.1,.08,.09,.09,.075,+12.74,.18,.073,
XST,1838.70,18.054,38.470,.001,-,-,-.45,-,-,-,-,,XState Res,-,.005,-,.005,.006,.007,.005,-1.92,.046,.002,
XTD,461.700,25.021,203.146,.019,-,-,-10.40,-,-,-,-,,XTD,X,.18,+3,.15,.17,.18,.15,+18.08,.28,.013,
XTV,7408.51,1246.36,220.554,.011,-,-,-.64,-,-,-,-,,xTV Networks,X,.014,-.1,.014,.015,.015,.014,-8.59,.036,.002,
XTVO,9901.78,307.097,-,.003,-,-,-,-,-,-,-,,  opt jun18,-,.005,-,.004,.006,.006,.005,-1.92,.008,.004,
YAL,-,42.334,18.310,.104,.10,1.05,-32.00,-,-,-,-,,Yancoal Aust,-,.105,-,.10,.105,.105,.105,-1.92,.28,.03,
YRR,4114.63,541.446,1280.82,.008,-,-,.79,1.3,-,-,-,,Yellow Rock,-,.01,-,.009,.01,.011,.01,-1.92,.018,.007,
YNB,100.376,6.563,40.904,.006,-,-,-6.59,-,-,-,-,,Yonder And Beyond,X,.13,+1,.125,.13,.13,.12,+6.41,.24,.009,
ZAM,-,4.461,2.100,.003,-,-,-.43,-,-,-,-,,Zamanco Min,-,.05,-,.052,.06,.05,.05,-1.92,.05,.041,
ZRL,100.000,3.816,6.737,.001,-,-,-2.15,-,-,-,-,,Zambezi Res,-,.025,-.5,.022,.029,.03,.025,-18.59,.097,.018,
ZGM,327.795,14.274,5.470,.001,-,-,-.25,-,-,-,-,,Zamia Metals,-,.002,-,.002,.003,.002,.002,-1.92,.008,.002,
ZNC,223.834,3.796,5.423,.004,-,-,-3.44,-,-,-,-,,Zenith Minerals,-,.03,-,.03,.035,.035,.029,-1.92,.09,.027,
ZTA,-,9.429,10.613,-,-,-,-54.55,-,-,-,-,,Zeta Pet,X,.13,-,-,.095,.13,.13,-1.92,.60,.003,
ZEU,228.233,26.827,8.363,.003,-,-,-.65,-,-,-,-,,Zeus Res,-,.015,-,.014,.018,.016,.015,-1.92,.026,.011,
ZIM,4.989,1.336,2.215,.635,-,-,-89.84,-,16.95,-,2.87,,Zimplats Hldgs,-,5.90,-16,5.90,5.85,6.06,5.90,-4.56,9.05,5.90,
ZML,-,34.480,7.519,-,-,-,-.77,-,-,-,-,,Zipmoney,X,-,-,-,-,.03,.03,-1.92,.038,.007,

"Notes: R: ex rights issue; B: ex bonus issue; X: ex capital return or ex premium or reconstructed past 12 months"
