ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, June 22, 2012,,,,,,,,,,,,,,,,,,,,
"XAO 4093.8 at 2012-06-22T16:56:37. Report at Friday, June 22, 2012. Processed Saturday at 2012-06-23T23:15:07+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
TDO,33.000,7.453,8.270,.014,-,-,-.62,-,-,-,-,,3D Oil,,.07,-,.061,.07,.07,.067,+.32,.17,.067,,
DDD,54.295,9.834,12.857,.007,-,-,-.44,-,-,-,-,,3D Res,,.03,-.1,.025,.031,.031,.03,-2.90,.055,.029,,
ARH,352.993,9.224,13.502,.069,-,-,.47,31.9,-,-,-,,A'asian Resources,,.15,+2,.145,.15,.16,.12,+15.71,.335,.115,,
AYC,1117.75,1.118,-,.011,-,-,-,-,-,-,-,,A1 Gold,,.20,-,.19,.26,.295,.20,-,.295,.20,,
ABU,15386.3,1008.03,1850.85,.123,-,-,-.43,-,-,-,-,,ABM Res,,.038,-.5,.038,.039,.043,.038,-11.31,.082,.033,,
AJC,6605.12,175.199,1212.08,.023,-,-,-1.14,-,-,-,-,,Acacia Coal,,.026,-.1,.023,.026,.03,.024,-3.38,.11,.024,,
ACB,830.896,35.415,87.253,.025,-,-,-2.06,-,-,-,-,,A-Cap Res,,.125,+.5,.125,.13,.145,.12,+4.49,.45,.12,,
ACS,23.030,90.351,15.243,.043,-,-,-.42,-,-,-,-,,Accent Res,,.24,-,.22,.23,.245,.24,+.32,.405,.22,,
ACN,1710.52,75.843,106.699,.057,-,-,-4.59,-,-,-,-,,Acer Energy,,.125,-.5,.125,.13,.135,.125,-3.52,.245,.105,,
AIV,973.208,12.449,83.633,.003,-,-,-.78,-,-,-,-,,ActiveX,,.018,-.2,.015,.02,.02,.017,-9.68,.055,.016,,
AIVO,-,2.974,-,-,-,-,-,-,-,-,-,,  opt jul12,,.001,-,-,-,.001,.001,+.32,.014,.001,,
ADD,225.207,22.118,138.766,.004,.01,1.4,-.51,-,-,-,-,,Adavale Resources,,.014,-,.014,.016,.014,.014,+.32,.034,.01,,
ADN,1156.89,63.537,20.727,.008,-,-,-.95,-,-,-,-,,Adelaide Res,,.055,-.1,.053,.055,.057,.052,-1.46,.13,.052,,
AAO,50.861,2.102,16.932,.006,.10,1.0,-9.92,-,-,-,-,,Adept Solutions,†,.10,+.5,.095,.19,.103,.098,+5.58,.784,.093,,
AAOO,-,-,3.789,-,-,-,-,-,-,-,-,,  opt apr13,†,-,-,-,-,.066,.066,+.32,.066,.066,,
ABY,1946.82,46.778,68.066,.141,-,-,8.48,5.3,5.00,1.70,11.11,,Aditya Birla,,.45,+1,.45,.46,.495,.445,+2.59,1.655,.42,,
ADY,1268.50,51.949,565.651,.032,-,-,-.44,-,-,-,-,,Admiralty Res,,.044,-,.044,.045,.046,.044,+.32,.071,.043,,
AVD,-,7.486,156.388,.002,-,-,-.73,-,-,-,-,,Advance Energy,,.005,-,-,-,.005,.005,+.32,.012,.003,,
AVDOA,-,-,68.502,-,-,-,-,-,-,-,-,,  opt aug12,,.001,-,-,-,.001,.001,+.32,.003,.001,,
ADX,3586.11,99.082,189.497,.031,-,-,-1.93,-,-,-,-,,ADX Energy,,.071,-.5,.069,.072,.077,.069,-6.26,.11,.062,,
AFR,8406.88,127.859,320.320,.060,-,-,-1.92,-,-,-,-,,African Energy Res,,.185,-.5,.18,.185,.20,.18,-2.31,.65,.16,,
AAE,1000.66,77.916,338.715,.004,-,-,-.23,-,-,-,-,,Agri Energy,,.006,-.1,-,-,.007,.006,-13.96,.01,.004,,
AGR,675.725,15.517,15.613,.013,-,-,-9.22,-,-,-,-,,Aguia Res,,.155,-4.5,.15,.165,.18,.14,-22.18,.80,.14,,
AQG,3377.67,80.681,40.209,.527,-,-,28.59,20.0,-,-,-,,Alacer Gold,,5.71,-76,5.68,5.71,6.65,5.53,-11.42,12.30,4.95,,
AUQ,462.334,37.177,66.484,.065,-,-,-2.59,-,-,-,-,,Alara Res,,.31,+1,.295,.345,.32,.30,+3.65,.42,.23,,
ALY,195.611,20.654,35.460,.013,-,-,-1.68,-,-,-,-,,Alchemy Resources,,.086,-.6,.085,.086,.092,.085,-6.20,.258,.085,,
AYN,21025.2,679.957,3253.19,.053,-,-,-.52,-,-,-,-,,Alcyone Res,,.038,-.1,.038,.039,.041,.038,-2.24,.125,.037,,
AWD,13699.6,691.615,262.077,.019,-,-,.05,32.0,-,-,-,,Aleator Energy,,.016,+.2,.016,.017,.017,.014,+14.61,.023,.011,,
AWDO,21188.4,401.921,-,.003,-,-,-,-,-,-,-,,  opt jan15,,.004,-,.004,.005,.005,.004,+.32,.013,.003,,
