ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, December 6, 2013,,,,,,,,,,,,,,,,,,,,
"XAO 5186.0 at 2013-12-06T16:41:36. Report at Friday, December 6, 2013. Processed Saturday at 2013-12-07T23:15:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
TDO,136.250,24.188,33.715,.024,-,-,-.92,-,-,-,-,,3D Oil,,.10,+1,.09,.10,.09,.08,+14.91,.14,.075,,
DDD,1645.83,11.075,18.109,.005,-,-,-.12,-,-,-,-,,3D Res,,.019,+.7,.019,.021,.02,.014,+56.26,.042,.012,,
ARH,-,16.345,17.455,.027,-,-,-4.70,-,-,-,-,,A'asian Resources,,.056,-,.056,.065,.056,.056,+2.41,.16,.021,,
AYC,-,2.191,3.726,.013,-,-,-.89,-,-,-,-,,A1 Gold,,.16,-,.10,.15,.16,.16,+2.41,.274,.122,,
ABU,19155.0,1469.73,2112.19,.079,-,-,-.46,-,-,-,-,,ABM Res,,.024,-.1,.023,.024,.026,.023,-1.59,.048,.021,,
AJC,1089.40,152.506,252.964,.010,-,-,-.08,-,-,-,-,,Acacia Coal,,.011,+.1,.011,.013,.013,.012,+10.75,.023,.007,,
ACB,759.629,33.763,57.895,.013,-,-,-.93,-,-,-,-,,A-Cap Res,,.051,+.8,.052,.056,.051,.045,+21.02,.13,.042,,
ACS,30.525,1.257,91.294,.036,-,-,-.40,-,-,-,-,,Accent Res,,.20,-1,.20,.22,.20,.20,-2.35,.24,.15,,
AIV,75.000,141.914,33.241,.007,-,-,-1.33,-,-,-,-,,ActiveX,,.018,-.1,.015,.018,.015,.015,-3.84,.022,.010,,
ADD,-,12.150,27.245,.002,-,-,-1.38,-,-,-,-,,Adavale Resources,,.006,-,.004,.011,.006,.006,+2.41,.021,.002,,
ADN,1140.05,273.291,78.057,.012,-,-,-3.63,-,-,-,-,,Adelaide Res,,.054,-,.054,.056,.055,.05,+2.41,.25,.036,,
ABY,314.511,70.868,145.694,.107,1.59,.21,-.21,-,-,-,-,,Aditya Birla,,.34,-,.34,.345,.34,.33,+2.41,.60,.33,,
ADY,190.980,45.947,82.941,.012,-,-,-2.90,-,-,-,-,,Admiralty Res,,.017,-,.017,.018,.018,.017,+2.41,.045,.017,,
AVD,-,202.741,232.328,.001,-,-,-.13,-,-,-,-,,Advance Energy,,.001,-,-,.001,.001,.001,+2.41,.003,.001,,
ADX,1465.13,123.062,232.469,.009,-,-,-3.21,-,-,-,-,,ADX Energy,,.017,+.2,.015,.017,.017,.014,+15.75,.04,.012,,
AQR,30.000,20.850,10.953,.025,-,-,-.04,-,-,-,-,,AEON Metals,,.14,-,.14,.17,.14,.14,+2.41,.335,.06,,
AFR,117.600,73.508,244.448,.052,-,-,-3.86,-,-,-,-,,African Energy Res,,.12,-,.11,.12,.12,.11,+2.41,.19,.063,,
AGR,655.778,63.634,21.392,.009,-,-,-2.01,-,-,-,-,,Aguia Res,,.05,-,.05,.052,.052,.05,+2.41,.19,.045,,
