ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,
XAO 4685.1 at 16:41 17/9/2010  Report at 19:07 Friday 17/9/2010. Processed 18:09 Sunday 19/9/2010.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low
TDO,737.351,24.65,48.551,0.04,-,-,-0.27,-,-,-,-,,3D Oil Ltd,,0.20,2.5,0.195,0.20,0.20,0.17,12.45,0.39,0.14
DDD,1161.1,21.67,7.601,0.006,-,-,-1.9,-,-,-,-,,3D Res Ltd,,0.033,0.3,0.032,0.034,0.033,0.03,8.16,0.049,0.016
AAO,260.561,9.004,12.026,0.008,-,-,-1.28,-,-,-,-,,A'asia Cons Ltd,,0.06,,0.06,0.075,0.069,0.06,-1.84,0.109,0.044
AAOO,-,0.241,-,-,-,-,-,-,-,-,-,,  opt apr13,,0.02,,0.02,0.027,0.02,0.02,-1.84,0.02,0.011
ARH,1844.35,18.417,16.373,0.093,-,-,-1.4,-,-,-,-,,A'asian Resour,,0.21,-2,0.20,0.22,0.25,0.20,-10.53,0.61,0.20
AAM,7506.32,177.114,49.968,0.03,-,-,-3.56,-,-,-,-,,A1 Min Ltd,,0.15,1.5,0.15,0.155,0.165,0.135,9.28,0.42,0.105
ABU,144180,1470.21,258.751,0.073,-,-,-4.09,-,-,-,-,,ABM Res NL,,0.041,0.3,0.041,0.042,0.043,0.036,6.06,0.053,0.016
AII,3,1.669,2.218,0.017,-,-,-1.98,-,-,-,-,,Abra Min Ltd,,0.12,-0.5,0.12,0.135,0.125,0.12,-5.84,0.25,0.086
ACB,908.031,41.779,53.047,0.049,0.14,2.2,-0.91,-,-,-,-,,A-Cap Res,,0.305,-2.5,0.305,0.31,0.36,0.285,-9.41,0.60,0.28
ACS,1259.79,28.27,29.069,0.044,-,-,-1.53,-,-,-,-,,Accent Res NL,,0.26,1,0.255,0.26,0.285,0.25,2.16,0.285,0.13
AEX,3884.45,1805.4,282.091,0.018,-,-,-0.38,-,-,-,-,,Acclaim Explore,,0.018,0.1,0.017,0.018,0.018,0.016,4.05,0.029,0.004
AEXCD,-,-,-,-,-,-,-,-,-,-,-,,  ctg,,0.003,,0.003,0.01,0.003,0.003,-1.84,0.003,0.003
AIV,446.409,21.881,9.76,0.005,-,-,-1.13,-,-,-,-,,Activex Ltd,,0.058,-1.8,0.059,0.06,0.076,0.058,-25.52,0.14,0.05
ADU,6837.94,130.195,26.601,0.25,-,-,-28.16,-,-,-,-,,Adamus Res,,0.64,-0.5,0.64,0.645,0.69,0.60,-2.61,0.69,0.347
ADD,557.885,25.319,34.206,0.004,0.02,1.0,-1.13,-,-,-,-,,Adavale Resource,,0.02,-0.2,0.021,0.024,0.021,0.02,-10.93,0.062,0.02
ADE,845.824,53.269,37.838,0.019,-,-,0.97,8.8,-,-,-,,Adelaide Energy,,0.085,-0.3,0.085,0.087,0.093,0.085,-5.24,0.215,0.08
ADN,517.763,37.172,51.721,0.021,-,-,-0.63,-,-,-,-,,Adelaide Res,,0.185,0.5,0.185,0.19,0.19,0.16,0.94,0.395,0.125
ABY,2619.96,133.489,310.213,0.356,1.51,0.8,19.61,5.8,-,-,-,,Aditya Birla,,1.135,2.5,1.13,1.14,1.165,1.085,0.42,1.65,0.62
ADY,77942.1,2475.7,5753.88,0.014,-,-,0.09,6.7,-,-,-,,Admiralty Res,,0.006,-0.2,0.006,0.007,0.008,0.006,-26.84,0.025,0.005
AVD,1326.15,13.209,11.504,0.002,0.03,0.3,-2.4,-,-,-,-,,Advance Energy,,0.01,,0.01,0.012,0.01,0.009,-1.84,0.125,0.007
ADX,4842.2,324.811,148.926,0.03,-,-,-0.89,-,-,-,-,,ADX Energy Ltd,,0.09,-0.6,0.089,0.09,0.098,0.085,-8.09,0.265,0.081
ADXO,1153.34,7.999,-,-,-,-,-,-,-,-,-,,  opt mar11,,0.02,0.4,0.02,0.03,0.04,0.019,23.16,0.09,0.014
AED,1893,58.261,89.606,0.104,1.03,0.5,-48.17,-,-,-,-,,AED Oil Ltd,,0.515,,0.50,0.515,0.525,0.485,-1.84,0.73,0.435
AFR,5540.5,42.584,34.003,0.038,-,-,-0.76,-,-,-,-,,African Energy Res cdi,,0.135,4.9,0.13,0.135,0.135,0.085,55.14,0.24,0.064
AAE,151.333,111.014,-,0.004,-,-,3.8,0.3,-,-,-,,Agri Energy Ltd,,0.01,-0.1,0.01,0.011,0.011,0.01,-10.93,0.027,0.009
ALG,174,1.46,0.301,0.005,-,-,-1.34,-,-,-,-,,Alamar Res Ltd,,0.20,-0.5,0.20,0.22,0.215,0.195,-4.27,0.245,0.15
ALGO,-,0.045,-,-,-,-,-,-,-,-,-,,  opt mar13,,0.04,,0.03,0.08,0.04,0.04,-1.84,0.04,0.03
AUQ,1025.33,8.203,10.27,0.013,-,-,-1.9,-,-,-,-,,Alara Res Ltd,,0.16,6,0.135,0.25,0.16,0.10,58.16,0.25,0.08
ALY,858.42,81.669,61.813,0.028,-,-,-3.2,-,-,-,-,,Alchemy Resource,,0.36,-2,0.36,0.365,0.39,0.36,-7.10,1.27,0.33
AYN,99145.1,397.309,-,0.023,-,-,-6.05,-,-,-,-,,Alcyone Res Ltd,,0.03,0.7,0.03,0.031,0.032,0.022,28.60,0.06,0.02
AYNOB,-,-,-,-,-,-,-,-,-,-,-,,  opt sep11,,-,,0.001,-,0.021,0.021,-1.84,0.021,0.021
ALK,10681.4,96.074,50.038,0.167,-,-,4.8,14.0,-,-,-,,Alkane Res Ltd,,0.67,3.5,0.67,0.68,0.73,0.605,3.68,0.73,0.23
AGS,4958.64,67.166,126.369,0.107,-,-,-1.97,-,-,-,-,,Alliance Res,,0.315,,0.315,0.32,0.34,0.31,-1.84,0.825,0.28
ALD,5877.83,126.051,67.434,0.478,0.33,1.4,1.31,35.1,-,-,-,,Allied Gold Ltd,,0.46,,0.455,0.47,0.49,0.43,-1.84,0.545,0.25
AYR,2019.36,29.874,7.612,0.003,-,-,-0.62,-,-,-,-,,Alloy Res,,0.027,0.8,0.026,0.029,0.027,0.022,40.27,0.042,0.018
AOH,1241.51,109.515,835.758,0.039,-,-,-1.09,-,-,-,-,,Altona Min Ltd,,0.16,-0.5,0.16,0.165,0.165,0.155,-4.87,0.28,0.089
AJM,1160.56,26.149,11.292,0.043,-,-,-5.11,-,-,-,-,,Altura Min Ltd,,0.155,1.5,0.15,0.16,0.165,0.14,8.88,0.359,0.115
AJMOA,158.82,1.347,-,0.004,-,-,-,-,-,-,-,,  opt aug11,,0.05,1,0.052,0.089,0.055,0.04,23.16,0.055,0.03
AWC,133338,3540.51,2787.98,4.636,1.22,1.6,0.59,322.0,4.23,0.14,2.23,f,Alumina Ltd,,1.90,6.5,1.895,1.905,1.955,1.84,1.71,2.06,1.45
AMU,2031.57,97.838,54.779,0.074,0.38,0.6,-0.14,-,-,-,-,,Amadeus Energy,,0.245,2,0.24,0.245,0.245,0.225,7.05,0.335,0.175
AXZ,28.82,2.325,2.407,0.007,-,-,-2.13,-,-,-,-,,Amex Res,,0.14,,0.135,0.155,0.14,0.14,-1.84,0.25,0.115
AMX,9667.62,119.147,50.182,0.478,-,-,-7,-,-,-,-,,Ampella Min,,2.68,28,2.62,2.75,2.87,2.37,9.83,2.87,0.49
AHR,251.51,8.85,3.337,0.006,-,-,-2.05,-,-,-,-,,Anchor Res,,0.15,1.5,0.145,0.155,0.15,0.135,9.28,0.28,0.116
AND,19824.1,119.714,82.304,3.515,-,-,-3.93,-,-,-,-,,Andean Res Ltd,,6.47,13,6.45,6.47,6.47,6.21,0.21,7.19,2.00
ATM,1.67,0.014,0.012,2.385,-,-,5.55,22.5,1.42,3.91,1.14,,Aneka Tambang cdi,,1.25,6.4,1.00,1.25,1.25,1.186,3.54,1.30,1.05
AAR,9939.28,295.222,135.317,0.021,-,-,-0.14,-,-,-,-,,Anglo Aust,,0.037,-0.3,0.037,0.038,0.04,0.035,-9.34,0.066,0.018
AGG,73.921,2.778,6.177,0.874,8.69,1.1,-99.23,-,4.08,-,0.42,,Anglogold Ashanti,,9.80,6,9.60,10.00,9.85,9.43,-1.22,10.50,7.65
AZZ,6902.94,273.277,83.347,0.145,-,-,-0.54,-,-,-,-,,Antares Energy,,0.485,4,0.465,0.49,0.49,0.44,7.15,0.885,0.21
AVM,349.997,4.437,8.467,0.036,-,-,-23.97,-,-,-,-,,Anvil Min cdi,,3.32,2,3.22,3.46,3.46,3.24,-1.23,4.56,2.68
AAL,250,2.515,2.588,0.007,-,-,1.53,2.0,-,-,-,,Apac Coal,,0.03,0.3,0.015,0.035,0.031,0.027,9.28,0.08,0.027
AXM,43557.5,2197.26,810.054,0.078,-,-,-26.39,-,-,-,-,,Apex Min NL,,0.022,,0.022,0.023,0.023,0.02,-1.84,0.081,0.014
