ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, April 26, 2013,,,,,,,,,,,,,,,,,,,,
"XAO 5082.7 at 2013-04-26T16:45:06. Report at Friday, April 26, 2013. Processed Saturday at 2013-04-27T23:15:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
TDO,2283.28,4.245,5.709,.030,-,-,-3.61,-,-,-,-,,3D Oil,,.125,+2.5,.11,.125,.125,.10,+21.76,.14,.06,,
DDD,25.000,4.083,7.974,.006,-,-,-.10,-,-,-,-,,3D Res,,.026,-,.02,.023,.026,.026,-3.24,.045,.023,,
ARH,98.520,4.799,7.185,.013,-,-,-2.33,-,-,-,-,,A'asian Resources,,.026,-.4,.026,.032,.03,.026,-16.58,.165,.026,,
AYC,67.100,.982,-,.011,-,-,-.47,-,-,-,-,,A1 Gold,,.195,+.5,.19,.195,.20,.19,-.61,.30,.18,,
ABU,32659.0,489.212,825.536,.108,-,-,-.43,-,-,-,-,,ABM Res,,.033,+.3,.032,.033,.034,.029,+6.76,.065,.028,,
AJC,5363.03,54.404,143.255,.012,-,-,-.42,-,-,-,-,,Acacia Coal,,.013,-,.012,.014,.014,.012,-3.24,.04,.012,,
ACB,362.283,13.686,23.417,.018,-,-,-1.08,-,-,-,-,,A-Cap Res,,.07,-2,.064,.07,.086,.068,-25.47,.23,.068,,
ACS,70.000,.596,89.868,.029,-,-,-.86,-,-,-,-,,Accent Res,,.16,-2.5,.15,.21,.185,.16,-16.76,.335,.16,,
AIV,20364.1,38.315,8.727,.005,-,-,-.48,-,-,-,-,,ActiveX,,.019,+.1,.018,.02,.02,.018,+2.31,.025,.011,,
ADD,360.030,4.288,16.518,.003,-,-,-1.58,-,-,-,-,,Adavale Resources,,.008,-,.008,.01,.008,.008,-3.24,.021,.004,,
