ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,
XAO 4859.7 at 16:47 23/10/2009  Report at 19:05 Friday 23/10/2009. Processed 12:58 Sunday 25/10/2009.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low
TDO,2791.96,59.756,108.346,0.06,-,-,-0.46,-,-,-,-,,3D Oil Ltd,,0.30,6,0.29,0.315,0.325,0.26,24.65,0.325,0.048
DDD,625,11.27,7.746,0.003,-,-,-4.66,-,-,-,-,,3D Res Ltd,,0.024,,0.023,0.026,0.026,0.022,-0.35,0.026,0.007
AAO,1584.35,15.198,5.758,0.01,-,-,-5.03,-,-,-,-,,A'asia Gold,,0.095,1.3,0.095,0.099,0.12,0.085,15.50,0.12,0.014
ARH,658.565,19.183,40.993,0.223,-,-,-2.85,-,-,-,-,,A'asian Resour,,0.505,0.5,0.50,0.52,0.53,0.50,0.65,0.70,0.26
AAM,3872.2,63.942,37.372,0.039,-,-,-3.99,-,-,-,-,,A1 Min Ltd,,0.24,3,0.24,0.245,0.245,0.20,13.93,0.245,0.06
ABU,3673.6,296.901,43.921,0.028,-,-,-0.65,-,-,-,-,,ABM Res NL,,0.037,0.1,0.037,0.038,0.038,0.036,2.42,0.07,0.006
AII,45.987,2.641,18.302,0.035,-,-,-1.39,-,-,-,-,,Abra Min Ltd,,0.25,,0.25,0.28,0.25,0.25,-0.35,0.33,0.13
ACB,2149.3,71.366,60.961,0.069,-,-,-2.93,-,-,-,-,,A-Cap Res,,0.425,,0.415,0.425,0.425,0.40,-0.35,0.60,0.08
ACS,790.637,31.613,66.762,0.019,-,-,-1.37,-,-,-,-,,Accent Res NL,,0.16,0.5,0.16,0.165,0.16,0.15,2.87,0.27,0.055
ACSN,-,-,-,-,-,-,-,-,-,-,-,,  def x opt,,-,,-,-,-,-,-,-,-
AEX,29295.2,513.504,479.857,0.006,-,-,-1.52,-,-,-,-,,Acclaim Explore,,0.007,0.1,0.007,0.006,0.008,0.006,16.31,0.008,0.003
AEXCD,-,-,0.726,-,-,-,-,-,-,-,-,,  ctg,,0.003,,0.001,-,0.003,0.003,-0.35,0.003,0.003
AIV,2868.07,15.08,5.881,0.006,-,-,-1.66,-,-,-,-,,Activex Ltd,,0.10,1.4,0.095,0.10,0.105,0.086,15.93,0.105,0.028
AIVO,-,0.882,-,-,-,-,-,-,-,-,-,,  opt jul10,,0.06,,0.035,0.055,0.06,0.06,-0.35,0.06,0.001
