ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,
XAO 4651.1 at 16:35 26/2/2010  Report at 19:07 Friday 26/2/2010. Processed 17:31 Sunday 28/2/2010.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low
TDO,676.799,7.998,5.486,0.05,-,-,-0.46,-,-,-,-,,3D Oil Ltd,,0.25,-2,0.24,0.25,0.275,0.24,-7.30,0.39,0.07
DDD,205,2.361,0.28,0.003,-,-,-4.66,-,-,-,-,,3D Res Ltd,,0.02,,0.018,0.021,0.02,0.018,0.11,0.026,0.007
AAO,15,0.844,1.623,0.006,-,-,-5.03,-,-,-,-,,A'asia Gold,,0.06,-0.5,0.06,0.065,0.065,0.06,-7.58,0.12,0.018
ARH,614.883,5.381,1.683,0.195,-,-,-2.85,-,-,-,-,,A'asian Resour,,0.44,-4,0.44,0.46,0.495,0.44,-8.22,0.70,0.29
AAM,3576.72,24.651,8.72,0.056,-,-,-3.99,-,-,-,-,,A1 Min Ltd,,0.31,0.5,0.31,0.315,0.325,0.265,1.75,0.42,0.11
ABU,4659.35,95.329,7.471,0.027,-,-,-0.65,-,-,-,-,,ABM Res NL,,0.028,,0.028,0.029,0.03,0.025,0.11,0.07,0.006
AII,52.5,0.42,0.404,0.023,-,-,-1.39,-,-,-,-,,Abra Min Ltd,,0.16,,0.16,0.18,0.16,0.16,0.11,0.25,0.15
ACB,1075.08,11.848,5.045,0.055,-,-,-2.93,-,-,-,-,,A-Cap Res,,0.34,-2,0.34,0.35,0.36,0.33,-5.44,0.60,0.105
ACS,1291,8.156,1.809,0.027,-,-,-1.37,-,-,-,-,,Accent Res NL,,0.19,,0.175,0.19,0.21,0.165,0.11,0.27,0.071
AEX,781681,892.426,21.495,0.018,-,-,-1.52,-,-,-,-,,Acclaim Explore,,0.022,1.6,0.022,0.023,0.026,0.006,266.80,0.026,0.003
AEXCD,-,-,-,-,-,-,-,-,-,-,-,,  ctg,,0.003,,0.001,0.006,0.003,0.003,0.11,0.003,0.003
AIV,435.965,3.238,1.319,0.006,-,-,-1.66,-,-,-,-,,Activex Ltd,,0.08,,0.081,0.088,0.09,0.075,0.11,0.12,0.042
AIVO,30,0.472,-,-,-,-,-,-,-,-,-,,  opt jul10,,0.011,-0.1,0.011,0.02,0.012,0.011,-8.22,0.06,0.001
ADU,772.803,14.693,3.045,0.11,-,-,-10.25,-,-,-,-,,Adamus Res,,0.385,-1.5,0.385,0.39,0.405,0.38,-3.64,0.53,0.29
ADD,360.566,5.651,1.942,0.005,0.03,0.9,-0.3,-,-,-,-,,Adavale Resource,,0.028,-0.2,0.028,0.038,0.03,0.028,-6.56,0.065,0.016
ADE,793.317,11.17,4.209,0.025,-,-,1.39,9.7,-,-,-,,Adelaide Energy,,0.135,-0.5,0.13,0.14,0.15,0.135,-3.46,0.16,0.04
ADN,1346.08,17.707,2.677,0.024,-,-,4.86,4.5,-,-,-,,Adelaide Res,,0.22,2.5,0.21,0.225,0.23,0.205,12.93,0.395,0.049
ADI,4214.81,15.682,2.089,0.05,-,-,-5.87,-,-,-,-,,Adelphi Energy,,0.34,6.5,0.325,0.34,0.385,0.28,23.75,0.385,0.045
ABY,2858.35,23.486,46.31,0.298,1.42,0.7,-17.34,-,-,-,-,,Aditya Birla,,0.95,-7,0.95,0.97,1.06,0.945,-6.75,1.65,0.096
ADY,69249.6,707.473,1883.78,0.025,-,-,-2.73,-,-,-,-,,Admiralty Res,,0.012,,0.012,0.013,0.014,0.012,0.11,0.037,0.011
