ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,
XAO 4507.4 at 16:37 7/5/2010  Report at 19:07 Friday 7/5/2010. Processed 15:02 Sunday 9/5/2010.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low
TDO,701.77,15.087,13.388,0.035,-,-,-0.27,-,-,-,-,,3D Oil Ltd,,0.175,-0.5,0.16,0.185,0.195,0.16,3.98,0.39,0.086
DDD,245.461,5.555,2.02,0.003,-,-,-1.9,-,-,-,-,,3D Res Ltd,,0.02,,0.02,0.025,0.02,0.02,6.75,0.026,0.009
AAO,105.053,4.112,3.38,0.007,-,-,-1.28,-,-,-,-,,A'asia Gold,,0.065,,0.06,0.065,0.065,0.065,6.75,0.109,0.023
AAOO,13.9,0.063,-,-,-,-,-,-,-,-,-,,  opt apr13,,0.02,0.8,0.016,0.02,0.02,0.02,73.42,0.02,0.012
ARH,1165.16,9.746,6.064,0.155,-,-,-1.4,-,-,-,-,,A'asian Resour,,0.35,-9,0.35,0.37,0.46,0.33,-13.70,0.70,0.33
AAM,6646.41,63.004,16.692,0.041,-,-,-3.56,-,-,-,-,,A1 Min Ltd,,0.21,-1,0.205,0.215,0.23,0.19,2.21,0.42,0.13
ABU,14975.9,315.029,54.287,0.034,-,-,-4.09,-,-,-,-,,ABM Res NL,,0.022,-0.2,0.022,0.023,0.024,0.019,-1.58,0.07,0.01
AII,6.936,0.62,0.766,0.016,-,-,-1.94,-,-,-,-,,Abra Min Ltd,,0.11,-7.5,0.12,0.185,0.185,0.11,-33.79,0.25,0.11
ACB,1243.49,26.42,14.288,0.055,0.14,2.4,-0.91,-,-,-,-,,A-Cap Res,,0.34,-4,0.34,0.35,0.37,0.32,-3.77,0.60,0.30
ACS,712.165,17.675,2.846,0.024,-,-,-1.53,-,-,-,-,,Accent Res NL,,0.17,-2,0.165,0.19,0.21,0.17,-3.77,0.27,0.093
