ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,
XAO 4588.8 at 16:39 12/2/2010  Report at 19:07 Friday 12/2/2010. Processed 17:51 Sunday 14/2/2010.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low
TDO,827.643,6.767,5.136,0.056,-,-,-0.46,-,-,-,-,,3D Oil Ltd,,0.28,2,0.28,0.30,0.29,0.26,6.45,0.39,0.07
DDD,-,2.034,0.28,0.003,-,-,-4.66,-,-,-,-,,3D Res Ltd,,0.021,,0.02,0.023,0.021,0.021,-1.24,0.026,0.007
AAO,12.247,0.764,0.93,0.007,-,-,-5.03,-,-,-,-,,A'asia Gold,,0.07,,0.066,0.069,0.07,0.07,-1.24,0.12,0.018
ARH,1299.86,4.518,1.139,0.21,-,-,-2.85,-,-,-,-,,A'asian Resour,,0.475,,0.475,0.49,0.57,0.455,-1.24,0.70,0.29
AAM,2576.66,18.587,5.262,0.061,-,-,-3.99,-,-,-,-,,A1 Min Ltd,,0.35,2,0.34,0.35,0.355,0.31,4.82,0.42,0.11
ABU,3845.29,89.502,5.376,0.029,-,-,-0.65,-,-,-,-,,ABM Res NL,,0.03,,0.028,0.03,0.032,0.029,-1.24,0.07,0.006
AII,73.644,0.317,0.366,0.023,-,-,-1.39,-,-,-,-,,Abra Min Ltd,,0.16,-2,0.17,0.18,0.18,0.16,-12.35,0.25,0.13
ACB,1139.17,9.464,4.222,0.061,-,-,-2.93,-,-,-,-,,A-Cap Res,,0.375,0.5,0.375,0.40,0.40,0.35,0.11,0.60,0.105
ACS,1051.29,5.753,1.364,0.03,-,-,-1.37,-,-,-,-,,Accent Res NL,,0.21,3.5,0.195,0.20,0.215,0.165,18.76,0.27,0.071
AEX,2678.41,97.007,19.802,0.004,-,-,-1.52,-,-,-,-,,Acclaim Explore,,0.005,,0.004,0.005,0.005,0.004,-1.24,0.008,0.003
AEXCD,-,-,-,-,-,-,-,-,-,-,-,,  ctg,,0.003,,-,0.02,0.003,0.003,-1.24,0.003,0.003
AIV,306.241,2.612,0.902,0.007,-,-,-1.66,-,-,-,-,,Activex Ltd,,0.086,0.4,0.084,0.09,0.086,0.081,3.64,0.12,0.032
AIVO,-,0.135,-,-,-,-,-,-,-,-,-,,  opt jul10,,0.02,,0.012,0.03,0.02,0.02,-1.24,0.06,0.001
ADU,1255.54,12.497,2.048,0.118,-,-,-10.25,-,-,-,-,,Adamus Res,,0.415,1.5,0.41,0.415,0.415,0.37,2.51,0.53,0.26
ADD,508.639,4.041,1.553,0.005,0.03,1.0,-0.3,-,-,-,-,,Adavale Resource,,0.029,0.2,0.027,0.029,0.03,0.029,6.17,0.065,0.016
ADE,756.021,9.42,2.975,0.023,-,-,1.39,9.0,-,-,-,,Adelaide Energy,,0.125,-1.5,0.125,0.13,0.135,0.125,-11.96,0.16,0.037
ADN,7028.75,15.257,2.263,0.022,-,-,4.86,4.1,-,-,-,,Adelaide Res,,0.20,2.5,0.195,0.20,0.30,0.165,13.04,0.395,0.046
ADI,1996.36,8.533,1.166,0.029,-,-,-5.87,-,-,-,-,,Adelphi Energy,,0.20,1,0.195,0.21,0.22,0.19,4.02,0.22,0.045
ABY,3131.42,16.518,33.215,0.335,1.42,0.8,-17.34,-,-,-,-,,Aditya Birla,,1.07,5,1.045,1.07,1.12,0.94,3.66,1.65,0.096
ADY,144649,614.4,1763,0.025,-,-,-2.73,-,-,-,-,,Admiralty Res,,0.012,-0.2,0.012,0.013,0.015,0.011,-15.53,0.037,0.011
AVD,-,0.417,1.01,0.009,0.04,1.5,-1.06,-,-,-,-,,Advance Energy,,0.06,,0.044,0.055,0.06,0.06,-1.24,0.125,0.03
AED,1659.4,10.94,9.094,0.095,-,-,-66.9,-,-,-,-,,AED Oil Ltd,,0.575,2,0.575,0.585,0.62,0.525,2.36,1.24,0.50
AFR,2488.66,10.51,4.212,0.026,-,-,-1.5,-,-,-,-,,African Energy Res cdi,,0.091,-0.5,0.091,0.098,0.10,0.09,-6.45,0.24,0.02
AAE,3416.14,8.931,-,0.004,0.19,0.1,-10.8,-,-,-,-,,Agri Energy Ltd,,0.01,-0.2,0.01,0.011,0.012,0.009,-17.91,0.027,0.009
ALG,44,0.389,-,0.004,-,-,-1.12,-,-,-,-,,Alamar Res Ltd,,0.185,,0.165,0.24,0.185,0.185,-1.24,0.245,0.14
AUQ,102.335,1.168,2.365,0.011,-,-,-11.01,-,-,-,-,,Alara Res Ltd,,0.135,1,0.135,0.15,0.15,0.125,6.76,0.25,0.035
ALY,2579,7.467,0.565,0.05,-,-,-3.27,-,-,-,-,,Alchemy Resource,,0.75,11,0.745,0.75,0.77,0.65,15.95,1.27,0.042
ALYO,184.008,0.602,0.37,0.011,-,-,-,-,-,-,-,,  opt aug10,,0.485,6.5,0.42,0.50,0.50,0.41,14.23,0.96,0.001
AYN,1838.04,27.415,-,0.022,-,-,-8.29,-,-,-,-,,Alcyone Res Ltd,,0.036,0.3,0.034,0.036,0.037,0.034,7.85,0.06,0.032
AYNOB,-,-,-,-,-,-,-,-,-,-,-,,  opt sep11,,-,,-,0.001,0.021,0.021,-1.24,0.021,0.021
ALK,545.968,6.856,2.702,0.077,-,-,-0.25,-,-,-,-,,Alkane Res Ltd,,0.31,0.5,0.31,0.315,0.34,0.30,0.40,0.49,0.18
AGS,2133.82,11.813,9.227,0.184,-,-,-8.3,-,-,-,-,,Alliance Res,,0.54,1.5,0.53,0.54,0.54,0.51,1.61,0.98,0.363
ALD,3077.16,35.516,6.671,0.306,0.29,1.0,-1.92,-,-,-,-,,Allied Gold Ltd,,0.295,,0.29,0.295,0.295,0.25,-1.24,0.57,0.25
AYR,167,1.109,1.377,0.002,-,-,-0.82,-,-,-,-,,Alloy Res,,0.028,-0.2,0.028,0.032,0.028,0.028,-7.91,0.045,0.011
AJM,182.699,0.98,1.033,0.037,-,-,-4.6,-,-,-,-,,Altura Min Ltd,,0.19,-2,0.195,0.20,0.21,0.19,-10.77,0.37,0.065
