ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, August 5, 2011,,,,,,,,,,,,,,,,,,,,
"XAO 4169.7 at 2011-08-05T16:39:05. Report at Friday, August 5, 2011. Processed Saturday at 2011-08-06T23:15:07+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
TDO,662.615,10.271,20.100,.026,-,-,-.44,-,-,-,-,,3D Oil,,.13,-2,.105,.13,.145,.13,-5.98,.285,.125,,
DDD,-,13.102,10.244,.009,-,-,-.93,-,-,-,-,,3D Res,,.042,-,.039,.045,.045,.045,+7.35,.062,.027,,
ARH,235.072,15.615,15.277,.087,-,-,.57,33.3,-,-,-,,A'asian Resources,,.19,-7.5,.19,.195,.265,.19,-20.95,.63,.185,,
AAM,-,87.276,117.547,.006,-,-,-2.95,-,-,-,-,,A1 Minerals,,.03,-,-,-,.03,.03,+7.35,.165,.022,,
ABU,40392.6,2007.08,865.942,.104,-,-,.82,4.8,-,-,-,,ABM Res,,.039,-.8,.039,.04,.048,.036,-9.67,.058,.024,,
AII,-,3.785,1.540,.055,-,-,-1.98,-,-,-,-,,Abra Min,,.39,-,-,-,.39,.39,+7.35,.40,.10,,
ACB,6269.39,121.280,37.496,.068,-,-,-2.10,-,-,-,-,,A-Cap Res,,.34,-6.5,.34,.36,.45,.34,-8.70,.76,.165,,
ACS,1182.08,16.331,22.870,.064,-,-,-.69,-,-,-,-,,Accent Res,,.37,+2.5,.35,.385,.385,.35,+14.60,.46,.205,,
AEX,45484.0,920.469,1744.30,.003,-,-,-.21,-,-,-,-,,Acclaim Explore,,.002,-.1,.002,.003,.003,.002,-25.98,.027,.002,,
AEXCD,-,1.000,-,-,-,-,-,-,-,-,-,,  ctg,,.004,-,-,-,.004,.004,+7.35,.004,.003,,
AIV,2634.95,87.724,19.008,.005,-,-,-1.06,-,-,-,-,,ActiveX,,.03,-1.1,.029,.031,.041,.026,-19.48,.124,.026,,
AIVO,17.500,1.858,-,-,-,-,-,-,-,-,-,,  opt jul12,,.006,-,.006,.011,.006,.006,+7.35,.014,.006,,
ADU,3175.33,111.489,109.580,.284,-,-,-38.53,-,-,-,-,,Adamus Res,,.63,-7,.63,.64,.715,.60,-2.65,.895,.496,,
ADD,3284.80,144.353,21.685,.009,.02,1.3,-.61,-,-,-,-,,Adavale Resources,,.027,-.2,.024,.027,.033,.027,+.45,.042,.015,,
AAO,133.444,17.171,7.417,.034,-,-,-1.22,-,-,-,-,,Adept Solutions,†,.55,-12,.50,.55,.65,.45,-10.56,.80,.048,,
AAOO,-,3.922,.113,-,-,-,-,-,-,-,-,,  opt apr13,†,-,-,-,-,.066,.066,+7.35,.16,.011,,
ADE,5831.00,122.198,48.491,.037,-,-,.37,25.4,-,-,-,,Adelaide Energy,,.094,-2.6,.094,.095,.125,.081,-14.32,.185,.06,,
ADN,1300.81,23.936,34.669,.014,-,-,-.58,-,-,-,-,,Adelaide Res,,.10,-2.5,.096,.105,.125,.092,-12.65,.27,.092,,
ABY,2940.91,76.389,116.951,.404,1.69,.8,18.32,7.0,9.00,2.04,6.98,f,Aditya Birla,,1.29,-20,1.265,1.295,1.58,1.26,-6.07,1.95,.82,,
ADY,10135.4,529.518,2160.66,.032,-,-,3.01,1.8,-,-,-,,Admiralty Res,†,.053,-.6,.053,.055,.058,.052,-2.82,.097,.023,,
AVD,70.000,157.747,10.954,.002,-.02,-,-4.95,-,-,-,-,,Advance Energy,,.008,-.1,.008,.012,.009,.008,-3.76,.035,.008,,
AVDOA,220.000,69.569,-,-,-,-,-,-,-,-,-,,  opt aug12,,.002,-,.002,.008,.002,.002,+7.35,.01,.002,,
ADX,4229.74,224.253,231.005,.032,-,-,-.76,-,-,-,-,,ADX Energy,,.08,-1.5,.08,.09,.098,.07,-8.44,.195,.07,,
AED,908.456,90.212,47.152,.035,.89,.2,-3.48,-,-,-,-,,AED Oil,,.145,+1,-,-,.15,.135,+14.76,.585,.074,,
