ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, July 31, 2015,,,,,,,,,,,,,,,,,,,,
"XAO 5681.7 at 2015-07-31T16:43:36. Report at Friday, July 31, 2015. Processed Saturday at 2015-08-01T23:15:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
1PG,1435.94,88.186,563.202,.207,.03,89.00,-8.67,-,-,-,-,,1-Page,†,2.67,-4,2.65,2.67,2.78,2.50,-3.72,2.78,.013,,
TDO,530.000,24.092,7.000,.015,-,-,.90,7.2,-,-,-,,3D Oil,,.065,+.8,.057,.065,.067,.062,+11.79,.096,.044,,
DDD,250.000,20.845,5.862,.001,-,-,.28,1.4,-,-,-,,3D Res,,.004,-.1,.004,.005,.004,.004,-22.25,.014,.004,,
88E,34671.1,1021.11,171.332,.014,-,-,-10.79,-,-,-,-,,88 Energy,,.011,-.2,.011,.012,.013,.011,-17.63,.13,.006,,
88EO,11266.7,248.289,-,.002,-,-,-,-,-,-,-,,  opt mar18,,.005,+.1,.004,.005,.005,.003,+22.75,.006,.002,,
ARH,2.500,5.999,9.181,.003,-,-,-3.90,-,-,-,-,,A'asian Resources,,.006,-,.007,.009,.006,.006,-2.25,.028,.004,,
AYC,772.218,18.342,1.181,.015,-,-,-6.91,-,-,-,-,,A1 Gold,,.033,-.1,.033,.037,.033,.03,-5.19,.054,.025,,
AYCO,135.750,7.312,-,.003,-,-,-,-,-,-,-,,  opt nov19,,.015,-.4,.015,.019,.019,.015,-23.30,.03,.004,,
ABL,-,4.466,77.644,.015,-,-,-6.27,-,-,-,-,,Abilene Oil & Gas,†,.04,-,.031,.04,.04,.04,-2.25,.043,.001,,
ABU,1147.74,58.664,466.087,.070,-,-,-55.10,-,-,-,-,,ABM Res,,.205,-.5,.20,.205,.215,.20,-4.63,.449,.20,,
AJC,1619.98,64.967,64.517,.002,-,-,-.02,-,-,-,-,,Acacia Coal,,.002,-,.001,.003,.002,.002,-2.25,.007,.002,,
ACB,1025.00,14.779,18.334,.012,-,-,-.72,-,-,-,-,,A-Cap Res,,.025,-.1,.025,.03,.028,.025,-6.09,.07,.025,,
ACS,4.000,.532,.985,.027,-,-,-7.57,-,-,-,-,,Accent Resources,,.15,+3,.15,.21,.15,.12,+22.75,.36,.115,,
