ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, July 18, 2014,,,,,,,,,,,,,,,,,,,,
"XAO 5519.2 at 2014-07-18T16:41:35. Report at Friday, July 18, 2014. Processed Saturday at 2014-07-19T23:15:04+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
TDO,163.000,6.750,13.413,.017,-,-,-.56,-,-,-,-,,3D Oil,,.07,-,.063,.069,.07,.065,-.81,.135,.064,,
DDD,130.000,5.643,6.464,.004,-,-,-.24,-,-,-,-,,3D Res,,.015,-,.013,.014,.015,.014,-.81,.029,.012,,
ARH,80.492,8.640,9.310,.015,-,-,-4.20,-,-,-,-,,A'asian Resources,,.03,+.7,.025,.03,.03,.023,+29.62,.16,.018,,
AYC,77.447,1.181,1.715,.011,-,-,-.82,-,-,-,-,,A1 Gold,,.06,-,.036,.089,.06,.057,-.81,.186,.05,,
ABU,2152.39,463.418,775.490,.110,-,-,-3.30,-,-,-,-,,ABM Res,†,.40,+5,.40,.41,.425,.33,+13.47,.60,.24,,
AJC,2506.79,63.067,83.074,.006,-,-,-.19,-,-,-,-,,Acacia Coal,,.007,+.1,.005,.007,.007,.005,+15.85,.016,.005,,
ACB,68.414,17.987,22.032,.018,-,-,-1.33,-,-,-,-,,A-Cap Res,,.049,+.4,.049,.05,.05,.045,+8.07,.086,.042,,
ACS,25.000,.917,.840,.036,-,-,-1.44,-,-,-,-,,Accent Res,,.20,-2,.19,.21,.22,.20,-9.91,.23,.14,,
AIV,4.850,18.275,141.519,.009,-,-,-1.23,-,-,-,-,,ActiveX,,.017,-.1,.017,.018,.018,.017,-6.37,.022,.011,,
ADD,-,7.112,8.718,-,-,-,-.26,-,-,-,-,,Adavale Resources,,.002,-,.001,.002,.002,.002,-.81,.008,.001,,
