ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, January 11, 2013,,,,,,,,,,,,,,,,,,,,
"XAO 4733.8 at 2013-01-11T16:53:35. Report at Friday, January 11, 2013. Processed Saturday at 2013-01-12T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
TDO,146.636,.282,.335,.019,-,-,-3.38,-,-,-,-,,3D Oil,,.08,-3,.08,.10,.11,.08,-27.08,.14,.06,,
DDD,1265.41,1.293,.108,.010,-,-,-.34,-,-,-,-,,3D Res,,.041,+.7,.041,.043,.043,.032,+20.78,.047,.023,,
ARH,151.904,.216,.617,.037,-,-,-1.26,-,-,-,-,,A'asian Resources,,.075,+.4,.075,.078,.075,.071,+5.82,.215,.06,,
AYC,-,.004,-,.016,-,-,-,-,-,-,-,,A1 Gold,,.275,-,.18,.275,.275,.275,+.19,.30,.20,,
ABU,13100.2,23.795,62.881,.141,-,-,-.41,-,-,-,-,,ABM Res,,.043,+.2,.043,.044,.045,.04,+5.07,.065,.035,,
AJC,3932.47,11.702,4.716,.019,-,-,-.29,-,-,-,-,,Acacia Coal,,.021,+.1,.019,.021,.021,.019,+5.19,.056,.013,,
ACB,275.906,.435,1.004,.025,-,-,-2.00,-,-,-,-,,A-Cap Res,,.11,-,.105,.115,.115,.11,+.19,.325,.10,,
ACS,-,-,.536,.036,-,-,-.91,-,-,-,-,,Accent Res,,.20,-,.20,.21,.20,.20,+.19,.34,.20,,
AIV,200.000,.355,.965,.003,-,-,-.59,-,-,-,-,,ActiveX,,.014,-.3,.014,.016,.017,.014,-17.46,.03,.013,,
ADD,-,-,1.600,.005,-,-,-.58,-,-,-,-,,Adavale Resources,,.016,-,.012,.024,.016,.016,+.19,.02,.012,,
ADN,217.040,.743,.119,.010,-,-,-.68,-,-,-,-,,Adelaide Res,,.053,-.8,.053,.059,.057,.053,-12.92,.115,.035,,
ABY,1795.67,2.785,1.370,.150,1.61,.30,1.34,35.8,5.00,.27,10.42,,Aditya Birla,,.48,-2,.47,.485,.50,.455,-3.81,.91,.385,,
ADY,196.193,.649,6.330,.024,-,-,-2.45,-,-,-,-,,Admiralty Res,,.033,-,.033,.035,.033,.032,+.19,.071,.031,,
AVD,308.357,.558,.137,.002,-,-,-.60,-,-,-,-,,Advance Energy,,.002,-,.001,.002,.002,.001,+.19,.007,.001,,
ADX,6378.13,8.492,3.139,.009,-,-,-3.10,-,-,-,-,,ADX Energy,,.019,+.2,.018,.019,.02,.017,+11.96,.099,.014,,
