ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, May 20, 2011,,,,,,,,,,,,,,,,,,,,
"XAO 4807.7 at 2011-05-20T16:37:03. Report at Friday, May 20, 2011. Processed Saturday at 2011-05-21T23:15:07+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
TDO,694.000,6.643,16.177,.037,-,-,-.44,-,-,-,-,,3D Oil,,.185,+1,.175,.19,.20,.175,+5.29,.285,.14,,
DDD,122.192,11.782,7.680,.012,-,-,-.93,-,-,-,-,,3D Res,,.06,+1,.051,.06,.06,.052,+19.57,.062,.019,,
AAO,1554.50,14.131,4.368,.041,-,-,-1.22,-,-,-,-,,A'asia Consolidated,,.215,+5,.20,.22,.22,.15,+29.88,.295,.044,,
AAOO,83.900,3.565,.063,.008,-,-,-,-,-,-,-,,  opt apr13,,.06,-,.052,.10,.06,.052,-.43,.16,.011,,
ARH,894.415,10.707,10.853,.146,-,-,.57,57.9,-,-,-,,A'asian Resources,,.33,+3,.32,.34,.34,.275,+9.57,.63,.20,,
AAM,1852.18,74.898,71.165,.008,-,-,-2.95,-,-,-,-,,A1 Minerals,,.038,-.3,.037,.038,.042,.035,-7.74,.27,.035,,
ABU,80995.2,1666.82,389.092,.116,-,-,.82,6.3,-,-,-,,ABM Res,,.052,-.2,.051,.052,.058,.051,-4.13,.058,.016,,
AII,216.243,2.903,.672,.055,-,-,-1.98,-,-,-,-,,Abra Min,,.385,+1,.38,.39,.385,.375,+2.24,.39,.086,,
ACB,1527.40,81.733,28.005,.058,-,-,-2.10,-,-,-,-,,A-Cap Res,,.29,-2,.29,.30,.31,.28,-6.88,.76,.28,,
ACS,1198.40,9.998,18.049,.052,-,-,-.69,-,-,-,-,,Accent Res,,.305,-3.5,.295,.305,.33,.285,-10.72,.46,.135,,
AEX,5480.00,560.370,1495.16,.004,-,-,-.21,-,-,-,-,,Acclaim Explore,,.003,-.1,.003,.004,.004,.003,-25.43,.027,.003,,
AEXCD,-,1.000,-,-,-,-,-,-,-,-,-,,  ctg,,.004,-,-,.005,.004,.004,-.43,.004,.003,,
AIV,751.041,79.306,14.815,.006,-,-,-1.06,-,-,-,-,,Activex,,.047,-.1,.045,.047,.05,.047,-2.51,.124,.046,,
ADU,1361.71,83.605,74.874,.306,-,-,-38.53,-,-,-,-,,Adamus Res,,.68,+.5,.675,.69,.69,.645,+.32,.895,.436,,
ADD,20582.7,109.327,14.727,.012,.02,1.8,-.61,-,-,-,-,,Adavale Resources,,.037,+.6,.035,.036,.037,.028,+18.93,.042,.015,,
ADE,2490.40,93.157,35.099,.051,-,-,.37,35.1,-,-,-,,Adelaide Energy,,.13,-.5,.13,.135,.135,.12,-4.13,.185,.06,,
ADN,335.245,17.248,28.043,.019,-,-,-.58,-,-,-,-,,Adelaide Res,,.13,-1,.125,.13,.14,.125,-7.57,.27,.125,,
ABY,2558.41,58.971,73.359,.573,1.69,1.1,18.32,10.0,9.00,2.04,4.92,f,Aditya Birla,,1.83,+3.5,1.75,1.84,1.86,1.73,+1.52,1.95,.62,,
ADY,94849.6,313.000,1760.58,.042,-,-,3.01,2.3,-,-,-,,Admiralty Res,†,.069,+1.4,.068,.069,.072,.055,+25.03,.072,.023,,
AVD,4660.56,146.708,1.066,.003,-.02,-,-4.95,-,-,-,-,,Advance Energy,,.015,+.1,.013,.017,.016,.01,+6.72,.035,.007,,
AVDOA,600.000,66.395,-,.001,-,-,-,-,-,-,-,,  opt aug12,,.005,+.1,.003,.005,.005,.004,+24.57,.01,.002,,
ADX,916.147,169.273,113.746,.034,-,-,-.76,-,-,-,-,,ADX Energy,,.084,-.3,.08,.084,.089,.08,-3.87,.265,.07,,
AED,1106.78,42.247,30.738,.049,.89,.3,-3.48,-,-,-,-,,AED Oil,,.235,-2.5,.235,.25,.26,.23,-10.04,.585,.21,,
AFR,20642.1,268.987,22.246,.243,-,-,-.63,-,-,-,-,,African Energy Res,,.82,-3,.82,.83,.915,.80,-3.95,1.045,.064,,
AKI,4908.68,146.500,2.809,.079,-,-,1.05,21.0,-,-,-,,African Iron,†,.22,-.5,.215,.22,.23,.22,-2.65,.45,.086,,
AKIOA,-,5.845,1.368,.002,-,-,-,-,-,-,-,,  opt dec13,†,.088,-,.08,.10,.088,.088,-.43,.25,.015,,
AAE,14863.3,272.503,58.628,.007,-,-,-15.73,-,-,-,-,,Agri Energy,,.011,-,.011,.012,.011,.01,-.43,.033,.009,,
AGR,352.322,14.411,5.899,.047,-,-,-5.47,-,-,-,-,,Aguia Res,,.77,-3,.77,.795,.83,.76,-4.18,1.56,.405,,
AQG,1917.20,29.130,-,.578,-,-,-,-,-,-,-,,Alacer Gold,,8.18,-20,8.18,8.35,8.25,7.81,-2.81,10.53,7.61,,
AUQ,2240.32,46.607,3.939,.043,-,-,-3.44,-,-,-,-,,Alara Res,,.30,-2.5,.30,.315,.325,.285,-8.12,.51,.08,,
ALB,1770.03,70.940,-,.040,-,-,18.52,.6,-,-,-,,Albidon,,.115,-,.11,.115,.12,.105,-.43,.30,.039,,
ALY,1435.86,30.447,49.050,.021,-,-,-2.22,-,-,-,-,,Alchemy Resources,,.22,+.5,.215,.22,.23,.205,+1.90,.815,.205,,
AYN,87415.5,2954.16,115.104,.145,-,-,-.20,-,-,-,-,,Alcyone Res,,.11,-.5,.11,.115,.12,.11,-4.77,.145,.019,,
AYNOB,1.334,.115,-,-,-,-,-,-,-,-,-,,  opt sep11,,.024,-,.024,.032,.024,.024,-.43,.039,.021,,
ALK,10274.4,180.818,21.961,.491,-,-,3.00,60.8,-,-,-,,Alkane Res,,1.825,-8,1.825,1.855,2.05,1.735,-4.62,2.73,.23,,
AGS,5345.33,44.153,34.433,.096,-,-,-1.90,-,-,-,-,,Alliance Res,,.28,+5.5,.28,.29,.31,.235,+24.02,.54,.20,,
ALD,2568.65,135.614,79.433,.551,.35,1.3,6.45,7.1,-,-,-,,Allied Gold,,.46,-7,.455,.475,.515,.45,-13.63,.76,.29,,
AGE,3599.46,54.173,-,.012,-,-,-,-,-,-,-,,Alligator Energy,,.11,-.5,.105,.11,.115,.09,-4.77,.245,.09,,
AYR,1177.50,48.647,18.818,.005,-,-,-.31,-,-,-,-,,Alloy Res,,.033,+.1,.035,.038,.035,.033,+2.70,.067,.018,,
AOH,4569.50,158.997,68.480,.156,-,-,.57,57.9,-,-,-,,Altona Min,,.33,+2,.32,.33,.335,.295,+6.03,.452,.084,,
AJM,1990.54,51.582,11.466,.057,-,-,1.30,13.5,-,-,-,,Altura Min,,.175,-,.175,.18,.18,.165,-.43,.22,.115,,
AJMOA,1568.18,29.103,-,.004,-,-,-,-,-,-,-,,  opt aug11,,.033,+.3,.03,.033,.033,.028,+9.57,.065,.015,,
AWC,66603.7,1589.02,1828.73,5.515,1.13,2.0,1.38,163.8,6.17,.22,2.73,f,Alumina,,2.26,-9,2.25,2.27,2.35,2.26,-4.26,2.72,1.45,,
