ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, February 10, 2012,,,,,,,,,,,,,,,,,,,,
"XAO 4322.6 at 2012-02-10T16:50:09. Report at Friday, February 10, 2012. Processed Saturday at 2012-02-11T23:15:07+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
TDO,104.854,1.568,2.057,.016,-,-,-.49,-,-,-,-,,3D Oil,,.08,-,.078,.08,.08,.077,-.06,.25,.076,,
DDD,583.185,4.412,2.390,.008,-,-,-.33,-,-,-,-,,3D Res,,.037,+.2,.038,.04,.037,.035,+5.66,.062,.035,,
ARH,405.244,1.243,4.303,.094,-,-,-.07,-,-,-,-,,A'asian Resources,,.205,+1.5,.21,.215,.21,.19,+7.84,.455,.15,,
ABU,61738.2,254.628,278.424,.162,-,-,-.41,-,-,-,-,,ABM Res,,.055,-.2,.054,.055,.059,.053,-3.57,.082,.03,,
AJC,5192.17,32.999,119.389,.043,-,-,-.02,-,-,-,-,,Acacia Coal,,.048,+.3,.048,.049,.05,.044,+6.61,.185,.038,,
ACB,1440.27,9.739,30.051,.054,-,-,-2.30,-,-,-,-,,A-Cap Res,,.27,+.5,.27,.28,.29,.25,+1.83,.755,.165,,
ACS,27549.7,63.440,3.061,.057,-,-,-.54,-,-,-,-,,Accent Res,,.33,-,.33,.335,.335,.33,-.06,.405,.205,,
ACN,2313.32,8.208,38.242,.067,-,-,-5.10,-,-,-,-,,Acer Energy,,.145,+1.5,.145,.15,.16,.13,+11.48,.245,.105,,
AIV,885.500,3.364,12.304,.004,-,-,-.95,-,-,-,-,,ActiveX,,.024,-.1,.021,.024,.026,.024,-4.06,.124,.02,,
AIVO,50.000,1.474,-,-,-,-,-,-,-,-,-,,  opt jul12,,.001,-,.001,.002,.001,.001,-.06,.014,.001,,
