ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, September 2, 2011,,,,,,,,,,,,,,,,,,,,
"XAO 4321.5 at 2011-09-02T16:39:27. Report at Friday, September 2, 2011. Processed Saturday at 2011-09-03T23:15:07+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
TDO,32.500,11.658,22.109,.030,-,-,-.44,-,-,-,-,,3D Oil,,.15,-,-,-,.15,.15,-1.18,.285,.105,,
DDD,54.051,15.919,18.531,.011,-,-,-.93,-,-,-,-,,3D Res,,.054,+.6,.048,.05,.054,.05,+11.32,.062,.028,,
ARH,136.917,18.109,16.019,.094,-,-,.57,36.0,-,-,-,,A'asian Resources,,.205,-.5,.205,.22,.23,.205,-3.56,.63,.15,,
AAM,2502.05,97.147,166.148,.005,-,-,-2.95,-,-,-,-,,A1 Minerals,,.027,-.1,.027,.029,.029,.026,-4.75,.165,.022,,
ABU,93063.1,2334.47,1123.57,.144,-,-,.82,6.6,-,-,-,,ABM Res,,.054,+.6,.053,.054,.055,.048,+11.32,.058,.024,,
ACB,2072.13,135.108,40.337,.058,-,-,-2.10,-,-,-,-,,A-Cap Res,,.29,+2,.29,.30,.32,.275,+6.23,.76,.165,,
ACS,1402.18,23.262,26.044,.066,-,-,-.69,-,-,-,-,,Accent Res,,.38,+4.5,.37,.375,.385,.355,+12.25,.46,.205,,
AEX,4690.00,995.958,1793.08,.003,-,-,-.21,-,-,-,-,,Acclaim Explore,,.002,-.1,.002,.003,.002,.002,-34.51,.027,.002,,
AEXCD,-,1.000,-,-,-,-,-,-,-,-,-,,  ctg,,.004,-,-,-,.004,.004,-1.18,.004,.003,,
ACN,384.895,114.634,95.526,.062,-,-,-2.20,-,-,-,-,,Acer Energy Ltd,,.135,+.5,.13,.135,.14,.13,+2.66,.245,.072,,
AIV,684.802,93.567,20.266,.006,-,-,-1.06,-,-,-,-,,ActiveX,,.035,+.6,.031,.035,.035,.029,+19.51,.124,.025,,
AIVO,192.407,2.499,-,-,-,-,-,-,-,-,-,,  opt jul12,,.007,+.4,.004,.01,.007,.003,+132.2,.014,.002,,
ADU,7452.48,160.924,123.358,.302,-,-,-38.53,-,-,-,-,,Adamus Res,,.67,-,.66,.68,.68,.64,-1.18,.895,.525,,
ADD,3485.66,162.996,23.918,.009,.02,1.4,-.61,-,-,-,-,,Adavale Resources,,.028,+.3,.026,.028,.028,.026,+10.82,.042,.015,,
AAO,104.940,19.057,7.810,.034,-,-,-1.22,-,-,-,-,,Adept Solutions,†,.55,-6,.52,.58,.62,.52,-11.02,.80,.051,,
AAOO,-,4.089,.113,-,-,-,-,-,-,-,-,,  opt apr13,†,-,-,-,-,.066,.066,-1.18,.16,.011,,
ADE,3423.83,166.900,51.249,.051,-,-,.37,33.8,-,-,-,,Adelaide Energy,,.125,-,.12,.125,.13,.115,-1.18,.185,.06,,
ADN,400.628,28.278,36.275,.014,-,-,-.58,-,-,-,-,,Adelaide Res,,.097,+.5,.097,.098,.097,.089,+4.25,.27,.087,,
ABY,2931.63,101.932,125.267,.370,1.69,.7,18.32,6.4,9.00,2.04,7.63,f,Aditya Birla,,1.18,-1,1.165,1.19,1.295,1.18,-2.02,1.95,.99,,
ADY,957.969,633.230,2355.42,.032,-,-,3.01,1.8,-,-,-,,Admiralty Res,†,.053,+.4,.051,.053,.055,.05,+6.98,.097,.023,,
AVD,2022.02,166.364,11.750,.002,-.02,-,-4.95,-,-,-,-,,Advance Energy,,.008,-.4,.007,.008,.012,.008,-34.51,.035,.007,,
AVDOA,-,74.380,-,-,-,-,-,-,-,-,-,,  opt aug12,,.002,-,-,-,.002,.002,-1.18,.01,.002,,
ADX,8322.91,258.914,299.716,.040,-,-,-.76,-,-,-,-,,ADX Energy,,.10,-,.099,.10,.105,.096,-1.18,.13,.07,,
AFR,14374.9,440.579,35.213,.147,-,-,-.63,-,-,-,-,,African Energy Res,,.45,+7.5,.45,.46,.47,.37,+18.82,1.045,.085,,
AKI,3412.65,311.210,3.989,.111,-,-,1.05,29.5,-,-,-,,African Iron,†,.31,+2,.30,.315,.32,.30,+5.72,.45,.10,,
AKIOA,503.000,16.778,1.701,.003,-,-,-,-,-,-,-,,  opt dec13,†,.12,+1.5,.115,.12,.13,.115,+13.10,.25,.025,,
AAE,3250.00,435.288,110.713,.005,-,-,-15.73,-,-,-,-,,Agri Energy,,.008,-,.008,.009,.009,.008,-1.18,.033,.005,,
AGR,307.028,20.497,10.204,.051,-,-,-5.47,-,-,-,-,,Aguia Res,,.64,-5,.64,.68,.68,.625,-8.43,1.56,.405,,
AQG,2336.27,73.577,-,.837,-,-,-,-,-,-,-,,Alacer Gold,,10.36,-10,10.20,10.39,10.67,10.22,-2.14,10.98,7.60,,
AUQ,1010.29,88.695,7.057,.069,-,-,-3.44,-,-,-,-,,Alara Res,,.33,+3,.315,.34,.34,.315,+8.82,.51,.091,,
ALB,20.000,88.961,-,.026,-,-,18.52,.4,-,-,-,,Albidon,,.075,+.6,-,-,.075,.075,+7.51,.30,.039,,
ALY,722.622,59.651,78.593,.016,-,-,-2.22,-,-,-,-,,Alchemy Resources,,.165,+.5,.16,.165,.17,.155,+1.94,.815,.125,,
AYN,31370.3,3892.18,275.319,.130,-,-,-.20,-,-,-,-,,Alcyone Res,,.099,-.1,.098,.099,.105,.098,-2.18,.145,.02,,
AYNOB,-,.117,-,-,-,-,-,-,-,-,-,,  opt sep11,,.024,-,-,-,.024,.024,-1.18,.039,.021,,
ALK,4916.91,293.024,68.424,.506,-,-,3.00,62.7,-,-,-,,Alkane Res,,1.88,+22,1.86,1.89,1.965,1.685,+12.07,2.73,.57,,
AGS,2378.11,76.080,61.010,.061,-,-,-1.90,-,-,-,-,,Alliance Res,,.18,+1.5,.18,.185,.19,.165,+7.91,.54,.135,,
ALD,2286.28,165.832,111.117,.222,-,-,-.75,-,-,-,-,,Allied Gold,†,2.60,-,2.52,2.63,2.65,2.26,-1.18,3.13,.425,,
AGE,698.617,76.693,-,.013,-,-,-,-,-,-,-,,Alligator Energy,,.105,+1.3,.105,.11,.105,.093,+12.95,.245,.076,,
AYR,1219.58,282.241,27.755,.004,-,-,-.31,-,-,-,-,,Alloy Res,,.03,-,.027,.03,.03,.028,-1.18,.076,.018,,
AOH,2593.29,285.809,100.877,.150,-,-,.57,50.9,-,-,-,,Altona Min,,.29,+1.5,.28,.29,.29,.28,+4.27,.452,.141,,
AJM,3075.63,94.069,22.585,.059,-,-,1.30,13.8,-,-,-,,Altura Min,,.18,+.5,.175,.18,.185,.175,+1.68,.225,.13,,
AWC,58559.7,2796.84,3265.29,4.222,1.14,1.5,1.88,92.0,6.84,.27,3.95,f,Alumina,,1.73,+1.5,1.725,1.735,1.80,1.71,-.31,2.72,1.625,,
AMU,1358.59,134.902,94.110,.062,.29,.7,-2.64,-,-,-,-,,Amadeus Energy,,.215,-,.215,.22,.22,.215,-1.18,.315,.19,,
