ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, January 27, 2012,,,,,,,,,,,,,,,,,,,,
"XAO 4348.5 at 2012-01-27T16:37:48. Report at Friday, January 27, 2012. Processed Saturday at 2012-01-28T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
TDO,178.593,1.293,1.488,.017,-,-,-.49,-,-,-,-,,3D Oil,,.085,+.9,.085,.094,.087,.082,+10.79,.275,.076,,
DDD,669.742,1.784,1.743,.010,-,-,-.33,-,-,-,-,,3D Res,,.045,+.1,.044,.047,.047,.044,+1.22,.062,.036,,
ARH,78.500,.771,3.161,.085,-,-,-.07,-,-,-,-,,A'asian Resources,,.185,-1.5,.185,.19,.20,.185,-8.56,.50,.15,,
ABU,7880.32,138.955,167.580,.168,-,-,-.41,-,-,-,-,,ABM Res,,.063,+.1,-,-,.064,.062,+.56,.082,.025,,
AJC,3916.92,21.536,68.578,.043,-,-,-.02,-,-,-,-,,Acacia Coal Ltd,,.048,+.8,.046,.048,.05,.04,+18.94,.185,.038,,
ACB,962.457,7.235,23.287,.058,-,-,-2.30,-,-,-,-,,A-Cap Res,,.29,-,.285,.29,.30,.28,-1.06,.755,.165,,
ACS,5171.68,11.983,1.484,.058,-,-,-.54,-,-,-,-,,Accent Res,,.335,+.5,.33,.335,.34,.33,+.46,.405,.205,,
ACN,339.270,2.178,10.873,.057,-,-,-5.10,-,-,-,-,,Acer Energy Ltd,,.125,-1,.125,.13,.135,.125,-8.46,.245,.105,,
AIV,490.000,2.070,4.452,.004,-,-,-.95,-,-,-,-,,ActiveX,,.027,+.3,.023,.027,.027,.023,+11.44,.124,.02,,
AIVO,56.250,.264,-,-,-,-,-,-,-,-,-,,  opt jul12,,.001,-.1,-,-,.002,.001,-51.06,.014,.001,,
ADD,1063.64,4.414,18.459,.004,.01,1.3,-.47,-,-,-,-,,Adavale Resources,,.013,+.1,.014,.016,.015,.012,+7.28,.038,.01,,
ADN,395.271,1.097,2.890,.009,-,-,-.98,-,-,-,-,,Adelaide Res,,.062,-.4,.06,.063,.067,.062,-7.12,.20,.062,,
AAO,-,.141,3.008,.018,-,-,-3.04,-,-,-,-,,Adept Solutions,†,.30,-,-,-,.30,.30,-1.06,.80,.135,,
AAOO,-,-,1.137,-,-,-,-,-,-,-,-,,  opt apr13,†,-,-,-,-,.066,.066,-1.06,.13,.051,,
ABY,1132.92,6.424,4.814,.280,1.67,.5,12.66,7.1,9.00,1.41,10.06,,Aditya Birla,,.895,+3,.895,.91,.91,.845,+2.41,1.95,.68,,
ADY,1657.74,9.610,21.927,.039,-,-,2.84,2.3,-,-,-,,Admiralty Res,,.065,-.1,.061,.066,.066,.064,-2.57,.097,.032,,
AVD,-,.137,62.750,.001,-.03,-,-4.44,-,-,-,-,,Advance Energy,,.006,-,.005,.007,.006,.006,-1.06,.035,.005,,
AVDOA,-,-,40.661,-,-,-,-,-,-,-,-,,  opt aug12,,.001,-,-,-,.001,.001,-1.06,.01,.001,,
ADX,2907.54,10.029,66.940,.031,-,-,-1.57,-,-,-,-,,ADX Energy,,.07,-,.07,.071,.073,.065,-1.06,.13,.062,,
AFR,2202.23,8.565,44.667,.121,-,-,-1.58,-,-,-,-,,African Energy Res,,.37,+5.5,.365,.37,.37,.32,+16.40,1.045,.225,,
AKI,12779.4,186.878,61.887,.281,-,-,-2.70,-,-,-,-,,African Iron,,.56,-,.56,.565,.565,.56,-1.06,.565,.175,,
AKIOA,2091.12,20.966,1.317,.009,-,-,-,-,-,-,-,,  opt dec13,,.36,-,.365,.37,.365,.36,-1.06,.365,.055,,
AAE,875.000,29.295,42.685,.006,-,-,-.17,-,-,-,-,,Agri Energy,,.009,-,-,-,.009,.008,-1.06,.024,.004,,
AGR,323.715,.625,1.962,.038,-,-,-4.62,-,-,-,-,,Aguia Res,,.465,-3.5,.46,.49,.49,.45,-8.06,1.56,.405,,
AQG,6197.75,11.253,-,.734,-,-,-,-,-,-,-,,Alacer Gold,,8.95,-148,8.91,9.00,10.41,8.81,-15.25,12.30,7.60,,
AUQ,153.755,1.875,10.536,.061,-,-,-3.84,-,-,-,-,,Alara Res,,.29,-,.285,.295,.29,.275,-1.06,.44,.23,,
ALY,202.934,1.706,5.825,.013,-,-,-1.58,-,-,-,-,,Alchemy Resources,,.135,-.5,.135,.145,.14,.135,-4.63,.535,.114,,
AYN,57449.3,119.708,123.383,.117,-,-,-.39,-,-,-,-,,Alcyone Res,,.088,+.6,.088,.089,.093,.083,+6.26,.145,.038,,
ALK,2266.38,6.427,25.695,.269,-,-,-1.22,-,-,-,-,,Alkane Res,,1.00,-6.5,1.00,1.02,1.08,.99,-7.16,2.73,.89,,
AGS,9791.71,45.841,7.221,.123,-,-,-2.53,-,-,-,-,,Alliance Res,,.36,+3.5,.36,.365,.38,.32,+9.71,.43,.115,,
ALD,149.404,.739,41.063,.153,-,-,-.64,-,-,-,-,,Allied Gold,†,2.20,-16,2.18,2.36,2.32,2.16,-7.84,4.00,.45,,
AGE,1177.13,3.305,-,.017,-,-,-,-,-,-,-,,Alligator Energy,,.125,+.5,.115,.125,.125,.11,+3.11,.245,.076,,
AYR,1347.00,3.330,22.541,.004,-,-,-.30,-,-,-,-,,Alloy Res,,.024,-.2,.024,.025,.026,.024,-8.75,.076,.021,,
AYM,1225.08,9.531,-,.022,-,-,-,-,-,-,-,,Altuis Mining,,.11,+.5,.08,.11,.11,.105,+3.71,.15,.06,,
AOH,5658.44,9.303,14.907,.137,-,-,-3.83,-,-,-,-,,Altona Min,,.265,+3.5,.265,.27,.275,.225,+14.16,.39,.19,,
AJM,5591.62,10.717,7.299,.079,-,-,-.59,-,-,-,-,,Altura Min,,.175,-.5,.175,.18,.19,.175,-3.83,.225,.13,,
AWC,53125.9,281.252,286.013,3.172,1.14,1.1,1.88,69.1,6.83,.28,5.25,f,Alumina,,1.30,-1,1.30,1.31,1.35,1.285,-1.82,2.72,1.085,,
AMU,886.740,7.384,30.983,.062,.27,.8,-2.23,-,-,-,-,,Amadeus Energy,,.225,-,.225,.23,.225,.22,-1.06,.315,.19,,
AQO,3893.40,17.283,-,.018,-,-,-,-,-,-,-,,Ambassador Oil & Gas,,.22,-1,.22,.23,.235,.22,-5.40,.245,.175,,
AXZ,101.025,.242,1.249,.088,-,-,-3.29,-,-,-,-,,Amex Res,,1.21,+2,1.20,1.21,1.23,1.19,+.62,1.50,.24,,
AMX,492.410,2.193,8.158,.353,-,-,-12.25,-,-,-,-,,Ampella Min,,1.715,-4.5,1.715,1.795,1.80,1.565,-3.61,3.13,1.42,,
AHR,-,.003,2.269,.010,-,-,-2.96,-,-,-,-,,Anchor Res,,.195,-,-,-,.195,.195,-1.06,.34,.15,,
ATM,-,-,-,2.385,-,-,2.60,48.1,3.28,.79,2.62,,Aneka Tambang,,1.25,-,-,-,1.217,1.217,-1.06,1.365,1.217,,
AAR,1585.06,4.931,19.119,.006,-,-,-.13,-,-,-,-,,Anglo Aust Res,,.009,-.1,-,-,.01,.009,-11.06,.031,.008,,
AGG,3.542,.319,.044,.747,2.60,3.2,55.83,15.0,6.82,8.19,.81,,Anglogold Ashanti,,8.37,+14,8.27,8.65,8.50,8.23,+.64,9.80,6.50,,
AZZ,912.358,4.971,23.730,.101,-,-,26.90,1.4,-,-,-,,Antares Energy,,.39,-.5,.39,.395,.395,.385,-2.32,.56,.345,,
AZY,952.316,1.311,-,.004,-,-,-,-,-,-,-,,Antipa Min Ltd,,.077,-1.5,.077,.088,.095,.077,-17.36,.31,.077,,
AZYO,-,.103,-,-,-,-,-,-,-,-,-,,  opt mar13,,.025,-,-,-,.025,.025,-1.06,.13,.025,,
AVM,109.850,.586,.608,.078,-,-,-23.97,-,-,-,-,,Anvil Min,,7.13,+5,6.51,7.13,7.13,7.08,-.35,7.68,5.10,,
AAL,300.000,.320,1.563,.004,-,-,-.32,-,-,-,-,,APAC Coal,,.018,+.9,-,-,.018,.009,+98.94,.033,.009,,
AXM,6381.99,31.557,238.286,.028,-,-,.49,1.0,-,-,-,,Apex Minerals,,.005,-,.005,.006,.006,.005,-1.06,.019,.004,,
AXMO,-,.382,22.108,.001,-,-,-,-,-,-,-,,  opt nov12,,.002,-,-,-,.002,.002,-1.06,.006,.001,,
AQQ,791.111,2.083,8.851,.007,-,-,-.60,-,-,-,-,,Aphrodite Gold,,.054,-,.054,.06,.059,.054,-1.67,.128,.053,,
AQQO,657.500,.919,1.885,.001,-,-,-,-,-,-,-,,  opt dec13,,.015,+.5,.01,.015,.015,.01,+48.94,.036,.01,,
AON,330.382,1.704,2.098,.009,-,-,-1.80,-,-,-,-,,Apollo Minerals,,.051,+.1,.046,.051,.051,.05,+.94,.10,.045,,
AQP,3539.93,16.340,17.510,1.336,-,-,-2.10,-,7.71,-,2.71,,Aquarius Platinum,,2.84,+14,2.82,2.90,2.88,2.68,+4.13,6.81,2.28,,
AQA,1592.97,5.294,6.457,2.557,-,-,-17.70,-,-,-,-,,Aquila Res,,6.21,-10,6.20,6.25,6.38,6.07,-2.64,9.236,3.927,,
ARU,6373.88,25.114,43.746,.175,-,-,-2.20,-,-,-,-,,Arafura Resources,,.475,+2.5,.47,.475,.495,.435,+4.50,1.465,.34,,
ARX,4325.27,73.042,248.012,.006,-,-,-.44,-,-,-,-,,ARC Explore,,.007,-,.006,.007,.007,.006,-1.06,.045,.005,,
ARXO,-,-,.725,-,-,-,-,-,-,-,-,,  opt jun12,,.002,-,-,-,.002,.002,-1.06,.016,.001,,
AXE,127.000,.604,.344,.010,-,-,-1.50,-,-,-,-,,Archer Explore,,.15,-2,.14,.15,.17,.15,-12.82,.32,.11,,
ARD,824.725,3.874,8.309,.019,-,-,-8.40,-,-,-,-,,Argent Minerals,,.135,+1,.135,.14,.135,.125,+6.94,.29,.073,,
AVK,36.000,.260,-,.004,-,-,-,-,-,-,-,,Argentina Min,,.10,-,-,-,.10,.095,-1.06,.375,.085,,
AVKO,-,.041,-,-,-,-,-,-,-,-,-,,  opt mar15,,.03,-,-,-,.03,.03,-1.06,.22,.025,,
AXT,810.361,1.259,5.179,.004,-,-,-1.51,-,-,-,-,,Argo Explore,,.045,-.4,.045,.05,.049,.04,-9.22,.165,.029,,
ARE,3110.53,5.832,27.539,.010,-,-,-1.75,-,-,-,-,,Argonaut Res,,.04,-.4,.04,.041,.045,.04,-10.15,.115,.04,,
AGY,81.689,.344,.978,.015,-,-,-1.12,-,-,-,-,,Argosy Minerals,†,.125,-.5,.125,.145,.13,.125,-4.90,.365,.062,,
AHK,117.576,.554,-,.005,-,-,-,-,-,-,-,,Ark Mines,,.185,-,.185,.19,.185,.17,-1.06,.425,.14,,
ARV,1478.00,5.266,41.865,.005,-,-,-1.70,-,-,-,-,,Artemis Res,,.016,-.1,.016,.018,.019,.016,-6.94,.067,.012,,
AAJ,54.100,.109,.129,.003,-,-,-,-,-,-,-,,Aruma Res,,.07,-,.053,.072,.07,.07,-1.06,.14,.06,,
ATN,17391.2,21.484,54.393,.005,-,-,-.22,-,-,-,-,,Ashburton Min,,.007,-,.007,.008,.008,.007,-1.06,.071,.007,,
AKM,7935.73,24.078,37.254,.236,-,-,-.93,-,-,-,-,,Aspire Min,,.38,-,.38,.39,.42,.37,-1.06,1.14,.275,,
AZT,2264.10,12.665,5.866,1.948,-,-,127.00,7.5,-,-,-,,Aston Res,,9.52,-16,9.00,9.55,9.76,9.06,-2.71,12.22,8.17,,
ARO,2681.18,14.535,152.997,.004,-,-,-.06,-,-,-,-,,Astro Res,,.002,-,-,-,.002,.002,-1.06,.007,.002,,
AROOB,-,-,26.576,-,-,-,-,-,-,-,-,,  opt nov12,,.001,-,-,-,.001,.001,-1.06,.003,.001,,
AHN,98.500,.453,9.153,.010,-,-,-.79,-,-,-,-,,Athena Res,,.09,-1,.084,.09,.09,.084,-11.06,.221,.072,,
