ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, November 9, 2012,,,,,,,,,,,,,,,,,,,,
"XAO 4482.5 at 2012-11-09T16:45:06. Report at Friday, November 9, 2012. Processed Saturday at 2012-11-10T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
TDO,150.000,32.389,16.085,.019,-,-,-3.38,-,-,-,-,,3D Oil,,.09,-,.09,.095,.09,.088,+.02,.14,.06,,
DDD,57.500,16.245,18.453,.007,-,-,-.34,-,-,-,-,,3D Res,,.031,-.8,-,-,.039,.031,-20.49,.049,.023,,
ARH,61.469,16.335,22.934,.034,-,-,-1.26,-,-,-,-,,A'asian Resources,,.07,-,.07,.079,.071,.07,+.02,.26,.07,,
AYC,79.271,3.300,-,.016,-,-,-,-,-,-,-,,A1 Gold,,.29,+2,.18,.28,.29,.25,+7.43,.30,.20,,
ABU,28345.4,1987.64,2974.39,.159,-,-,-.41,-,-,-,-,,ABM Res,,.049,-.1,.049,.05,.05,.048,-1.98,.082,.035,,
AJC,225.419,243.457,1379.63,.014,-,-,-.29,-,-,-,-,,Acacia Coal,,.016,-,.015,.017,.016,.016,+.02,.065,.015,,
ACB,1768.35,56.047,159.245,.027,-,-,-2.00,-,-,-,-,,A-Cap Res,,.12,-1.5,.11,.12,.14,.11,-11.09,.325,.11,,
ACS,.100,91.253,30.385,.036,-,-,-.91,-,-,-,-,,Accent Res,,.20,-,.20,.30,.20,.20,+.02,.40,.20,,
ACN,28710.1,339.899,122.393,.132,-,-,-.90,-,-,-,-,,Acer Energy,,.285,-,.285,.29,.29,.285,+.02,.295,.105,,
AIV,150.000,29.890,144.007,.003,-,-,-.59,-,-,-,-,,ActiveX,,.015,-.3,.014,.015,.018,.015,-16.65,.032,.013,,
ADD,230.000,26.737,171.243,.005,-,-,-.58,-,-,-,-,,Adavale Resources,,.015,-,.015,.017,.015,.015,+.02,.02,.01,,
ADN,839.325,76.083,34.942,.012,-,-,-.68,-,-,-,-,,Adelaide Res,,.063,+.4,.06,.063,.063,.056,+6.80,.115,.035,,
AAO,220.000,5.606,20.570,.011,.04,2.75,-16.11,-,-,-,-,,Adept Solutions,,.11,+2.5,.105,.11,.12,.085,+29.43,.372,.05,,
AAOO,-,-,4.089,-,-,-,-,-,-,-,-,,  opt apr13,,-,-,-,-,.066,.066,+.02,.066,.066,,
ABY,1613.55,133.372,127.444,.144,1.61,.29,1.34,34.3,5.00,.27,10.87,,Aditya Birla,,.46,-1,.445,.46,.465,.44,-2.11,.97,.395,,
ADY,1326.74,77.743,651.090,.025,-,-,-2.45,-,-,-,-,,Admiralty Res,,.035,+.2,.034,.035,.035,.032,+6.08,.071,.031,,
AVD,23299.5,161.531,171.668,.003,-,-,-.60,-,-,-,-,,Advance Energy,,.003,-,.002,.003,.003,.002,+.02,.008,.002,,
ADX,1877.33,218.659,327.932,.008,-,-,-3.10,-,-,-,-,,ADX Energy,,.016,-.1,.016,.017,.017,.016,-5.86,.10,.016,,
AQR,390.000,10.802,18.950,.013,-,-,-1.36,-,-,-,-,,AEON Metals,,.082,+1.7,.066,.08,.09,.065,+26.17,.225,.06,,
AFR,564.537,239.531,508.585,.050,-,-,-2.89,-,-,-,-,,African Energy Res,,.15,-,.145,.15,.15,.14,+.02,.465,.14,,
AAE,36446.7,179.907,492.572,.008,-,-,-.18,-,-,-,-,,Agri Energy,,.01,+.2,.009,.01,.012,.008,+25.02,.012,.002,,
AGR,296.800,20.616,23.703,.019,-,-,-17.92,-,-,-,-,,Aguia Res,,.18,+2.5,.13,.20,.215,.16,+16.15,.74,.12,,
AQG,3049.06,152.308,96.638,.550,-,-,28.59,18.4,-,-,-,,Alacer Gold,,5.25,-5,5.23,5.33,5.36,5.10,-.92,12.30,4.66,,
AUQ,2640.67,59.941,99.433,.061,-,-,-1.50,-,-,-,-,,Alara Res,,.25,-1,.25,.26,.265,.245,-3.83,.42,.23,,
ALY,1497.37,28.300,72.051,.014,-,-,-1.19,-,-,-,-,,Alchemy Resources,,.092,-.3,.092,.10,.115,.092,-3.14,.185,.072,,
AYN,6673.65,1148.92,4228.15,.072,-,-,-.24,-,-,-,-,,Alcyone Res,,.048,-.3,.048,.05,.049,.047,-5.86,.095,.031,,
AYNO,270.000,23.276,-,.001,-,-,-,-,-,-,-,,  opt may15,,.022,-.1,.02,.03,.023,.022,-4.33,.03,.008,,
AQI,24.000,1.031,-,.004,-,-,-,-,-,-,-,,Alicanto Min,,.26,+1,.24,-,.26,.25,+4.02,.26,.20,,
ALK,1668.77,185.468,357.324,.313,-,-,-.52,-,-,-,-,,Alkane Res,,.84,-.5,.82,.84,.85,.78,-.57,1.615,.735,,
AHQ,25.000,6.230,-,.004,-,-,-,-,-,-,-,,Allegiance Coal,,.075,+.5,.07,.078,.075,.07,+7.16,.19,.06,,
AHQO,-,.918,-,-,-,-,-,-,-,-,-,,  opt mar14,,.008,-,-,.02,.008,.008,+.02,.025,.008,,
AGS,1022.28,210.366,114.942,.080,-,-,-1.12,-,-,-,-,,Alliance Res,,.235,-1,.23,.235,.255,.225,-4.06,.615,.13,,
AGE,550.000,39.349,86.098,.012,-,-,-.50,-,-,-,-,,Alligator Energy,,.089,+.3,.085,.089,.091,.085,+3.51,.195,.08,,
AYR,4808.83,70.908,290.427,.002,-,-,-.39,-,-,-,-,,Alloy Res,,.01,-.5,.009,.01,.016,.01,-33.31,.028,.008,,
AYM,-,31.027,14.223,.010,-,-,-1.31,-,-,-,-,,Altuis Mining,,.021,-,.016,.05,.021,.021,+.02,.081,.015,,
AOH,740.660,169.270,321.818,.145,-,-,-4.82,-,-,-,-,,Altona Min,,.275,-,.275,.285,.285,.27,+.02,.33,.19,,
AJM,524.500,88.739,114.786,.082,-,-,-.45,-,-,-,-,,Altura Min,,.18,-.5,.185,.19,.20,.18,-2.68,.23,.125,,
AWC,86904.5,3905.24,3662.00,2.099,.96,.90,1.92,44.8,2.80,.69,3.26,,Alumina,,.86,-7.5,.86,.87,.96,.82,-8.00,1.54,.625,,
AMU,5623.71,140.371,164.603,.051,.32,.67,1.44,14.9,-,-,-,,Amadeus Energy,,.215,+1.5,.21,.215,.225,.20,+7.52,.255,.185,,
AQO,4134.22,86.729,-,.015,-,-,-2.20,-,-,-,-,,Ambassador Oil & Gas,,.175,-.5,.165,.175,.20,.165,-2.76,.245,.075,,
AQOO,32.500,3.525,-,.001,-,-,-,-,-,-,-,,  opt oct13,,.03,+1.4,.02,.026,.03,.03,+87.52,.052,.006,,
AXZ,36.500,2.603,11.129,.070,-,-,-1.44,-,-,-,-,,Amex Res,,.92,-,.92,.95,.96,.92,+.02,1.25,.73,,
AMX,1703.27,252.185,89.196,.110,-,-,-16.83,-,-,-,-,,Ampella Min,,.445,-.5,.44,.45,.46,.41,-1.09,2.11,.35,,
AEK,9.329,6.407,9.014,.008,-,-,-1.20,-,-,-,-,,Anatolia Energy,,.05,+.4,.05,.055,.05,.046,+8.71,.15,.041,,
AHR,33.127,.086,13.370,.009,-,-,-4.01,-,-,-,-,,Anchor Res,,.18,+6,.15,.19,.18,.17,+50.02,.24,.12,,
ATM,-,.002,-,.002,-,-,-1.07,-,4.05,-,3.24,,Aneka Tambang,,1.25,-,-,1.25,1.25,1.25,+.02,1.25,1.209,,
AAR,3021.00,126.695,153.807,.005,-,-,-1.15,-,-,-,-,,Anglo Aust Res,,.007,-,.006,.007,.007,.006,+.02,.015,.005,,
AGG,9.756,2.802,3.273,.578,14.62,.44,1979.13,.3,11.18,177.02,1.73,,Anglogold Ashanti,,6.48,+7,6.05,7.00,6.48,6.06,+1.11,9.48,5.70,,
AZZ,2410.63,111.739,218.700,.140,-,-,-2.20,-,-,-,-,,Antares Energy,,.545,-,.54,.545,.57,.535,+.02,.60,.355,,
AZY,865.486,12.264,45.959,.005,-,-,-1.52,-,-,-,-,,Antipa Min,,.04,-.1,.04,.043,.043,.04,-2.42,.217,.037,,
AZYO,-,3.504,9.513,-,-,-,-,-,-,-,-,,  opt mar13,,.005,-,.001,.01,.005,.005,+.02,.087,.005,,
AZYOA,62.500,.063,-,-,-,-,-,-,-,-,-,,  opt dec14,,.01,-,.01,-,.01,.01,-,.01,.01,,
AAL,-,1.619,3.777,.001,-,-,-.12,-,-,-,-,,APAC Coal,,.005,-,.001,.005,.005,.005,+.02,.018,.005,,
AXM,4056.24,1979.53,3224.76,.017,-,-,-66.10,-,-,-,-,,Apex Minerals,†,.078,+.2,.078,.08,.082,.075,+2.65,.781,.072,,
AQQ,2164.04,139.811,70.390,.011,-,-,-.40,-,-,-,-,,Aphrodite Gold,,.047,-.1,.046,.048,.05,.045,-2.06,.095,.033,,
AQQO,800.000,28.831,15.676,-,-,-,-,-,-,-,-,,  opt dec13,,.004,-,.003,.005,.004,.004,+.02,.025,.002,,
AOP,97.155,26.462,550.489,.006,-,-,-9.17,-,-,-,-,,Apollo Cons,†,.135,+1,.13,.135,.135,.11,+8.02,.295,.002,,
AON,970.000,30.881,28.389,.010,-,-,-1.35,-,-,-,-,,Apollo Minerals,,.038,+.8,.032,.038,.038,.027,+26.69,.066,.026,,
AQP,7745.53,487.587,301.702,.314,-,-,-33.14,-,3.76,-,5.83,,Aquarius Platinum,,.645,+3,.615,.665,.695,.58,+4.90,2.88,.475,,
