ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, March 4, 2011,,,,,,,,,,,,,,,,,,,,
"XAO 4958.6 at 2011-03-04T16:43:10. Report at Friday, March 4, 2011. Processed Saturday at 2011-03-05T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
TDO,348.184,2.928,9.014,.046,-,-,-.42,-,-,-,-,,3D Oil,,.23,+1,.215,.235,.235,.215,+3.86,.285,.14,,
DDD,3482.00,6.678,2.864,.012,-,-,-1.15,-,-,-,-,,3D Res,,.061,+1.2,.06,.061,.062,.05,+23.81,.062,.019,,
AAO,978.869,6.348,1.010,.036,-,-,-.37,-,-,-,-,,A'asia Consolidated,,.19,-1,.185,.195,.195,.16,-5.68,.295,.044,,
AAOO,3.988,2.356,-,.012,-,-,-,-,-,-,-,,  opt apr13,,.09,+1,.095,.10,.09,.08,+11.82,.16,.011,,
ARH,320.235,5.696,5.659,.157,-,-,-.09,-,-,-,-,,A'asian Resources,,.355,+.5,.355,.36,.38,.335,+.74,.63,.20,,
AAM,6740.98,43.431,26.244,.013,-,-,-3.50,-,-,-,-,,A1 Minerals,,.066,-1.3,.066,.067,.077,.064,-17.14,.345,.063,,
ABU,124486,631.447,106.135,.089,-,-,.82,4.9,-,-,-,,ABM Res,,.04,+.5,.039,.04,.041,.033,+13.60,.043,.016,,
AII,3.000,.525,.427,.031,-,-,-1.98,-,-,-,-,,Abra Min,,.22,-3,.22,.26,.25,.22,-12.68,.32,.086,,
ACB,4771.33,41.338,12.177,.124,-,-,-1.05,-,-,-,-,,A-Cap Res,,.62,-2,.61,.635,.65,.58,-3.81,.76,.28,,
ACS,30.319,4.152,10.156,.051,-,-,-1.06,-,-,-,-,,Accent Res,,.30,-2,.30,.315,.34,.30,-6.93,.46,.13,,
AEX,12005.6,136.091,1118.12,.012,-,-,-.21,-,-,-,-,,Acclaim Explore,,.008,-.2,.008,.009,.01,.008,-20.68,.029,.008,,
AEXCD,-,1.000,-,-,-,-,-,-,-,-,-,,  ctg,,.004,-,.002,.005,.004,.004,-.68,.004,.003,,
AIV,41447.9,55.646,3.238,.008,-,-,-1.13,-,-,-,-,,Activex,,.08,+.6,.076,.08,.13,.073,+7.42,.14,.05,,
ADU,5323.65,44.089,15.687,.345,-,-,-28.16,-,-,-,-,,Adamus Res,,.77,+.5,.77,.785,.795,.74,-.03,.895,.344,,
ADD,1377.37,42.698,6.054,.011,.02,1.7,-.61,-,-,-,-,,Adavale Resources,,.034,-.1,.034,.035,.035,.032,-3.54,.046,.015,,
ADE,7067.49,41.883,13.032,.050,-,-,-1.14,-,-,-,-,,Adelaide Energy,,.145,+.5,.145,.15,.16,.14,+2.89,.197,.06,,
ADN,2187.74,9.432,18.229,.025,-,-,-.58,-,-,-,-,,Adelaide Res,,.175,+.5,.175,.18,.20,.17,+2.26,.27,.125,,
ABY,2119.41,19.613,27.463,.423,1.61,.8,18.71,7.2,-,-,-,,Aditya Birla,,1.35,+1,1.35,1.37,1.375,1.285,+.06,1.47,.62,,
ADY,15184.5,68.155,735.686,.016,-,-,-.09,-,-,-,-,,Admiralty Res,†,.034,-.1,.034,.035,.038,.033,-3.54,.07,.023,,
AVD,1974.23,127.968,.417,.004,-.02,-,-4.95,-,-,-,-,,Advance Energy,,.021,-.2,.021,.022,.026,.02,-9.38,.06,.007,,
AVDOA,1000.00,58.616,-,.001,-,-,-,-,-,-,-,,  opt aug12,,.005,-,.004,.006,.005,.005,-.68,.01,.002,,
ADX,8156.73,131.454,24.935,.042,-,-,-.77,-,-,-,-,,ADX Energy,,.105,-1,.105,.11,.12,.10,-9.38,.265,.085,,
ADXO,792.993,3.193,-,-,-,-,-,-,-,-,-,,  opt mar11,,.001,-.1,.001,.003,.002,.001,-50.68,.09,.001,,
AED,3565.12,17.600,13.059,.064,-,-,-6.90,-,-,-,-,,AED Oil,,.32,-,.315,.325,.32,.28,-.68,.70,.28,,
AFR,9285.83,121.915,12.662,.281,-,-,-.63,-,-,-,-,,African Energy Res,,.955,+3.5,.955,.96,1.025,.915,+3.12,1.045,.064,,
AKI,8102.47,107.665,1.259,.122,-,-,2.26,15.0,-,-,-,,African Iron,†,.34,+1,.33,.345,.35,.315,+2.35,.45,.086,,
AKIOA,161.918,2.593,.661,.004,-,-,-,-,-,-,-,,  opt dec13,†,.16,+2,.14,.16,.16,.14,+13.60,.25,.015,,
AAE,5472.93,100.595,15.630,.008,-,-,-15.73,-,-,-,-,,Agri Energy,,.015,-,.015,.016,.016,.014,-.68,.033,.009,,
AGR,3451.43,8.938,2.061,.082,-,-,-4.62,-,-,-,-,,Aguia Res,,1.355,+28.5,1.34,1.355,1.56,1.15,+25.95,1.56,.25,,
AQG,2081.99,6.405,-,1.045,-,-,-,-,-,-,-,,Alacer Gold Corp,,9.20,+28,9.11,9.25,9.50,9.05,+2.46,9.50,7.61,,
ALG,167.500,.591,.389,.011,-,-,-1.31,-,-,-,-,,Alamar Res,,.42,-12,.40,.42,.52,.42,-22.91,.56,.15,,
ALGO,7.500,.169,-,.002,-,-,-,-,-,-,-,,  opt mar13,,.20,-2.5,.18,.27,.225,.20,-11.80,.28,.03,,
AUQ,3118.71,24.922,2.059,.042,-,-,-2.24,-,-,-,-,,Alara Res,,.33,-1.5,.325,.345,.38,.29,-5.03,.51,.08,,
ALB,2189.52,46.618,-,.052,-,-,-86.56,-,-,-,-,,Albidon,,.15,+.5,.15,.155,.155,.14,+2.76,.30,.039,,
ALY,1062.27,15.767,18.413,.040,-,-,-2.42,-,-,-,-,,Alchemy Resources,,.41,-,.41,.415,.43,.40,-.68,.815,.33,,
AYN,526266,1255.14,45.512,.095,-,-,-.20,-,-,-,-,,Alcyone Res,,.073,+1,.072,.074,.086,.064,+15.19,.086,.019,,
AYNOB,100.000,.100,-,-,-,-,-,-,-,-,-,,  opt sep11,,.033,-.6,-,.033,.039,.033,-16.07,.039,.021,,
ALK,9556.99,59.356,9.265,.362,-,-,4.80,28.0,-,-,-,,Alkane Res,,1.345,+18,1.345,1.35,1.35,1.16,+14.77,1.35,.23,,
AGS,1674.85,14.935,13.859,.135,-,-,-1.42,-,-,-,-,,Alliance Res,,.395,-.5,.39,.41,.415,.38,-1.93,.55,.28,,
ALD,19885.3,74.355,43.436,.677,.35,1.9,6.45,10.1,-,-,-,,Allied Gold,,.65,-,.64,.66,.76,.625,-.68,.76,.27,,
AGE,3945.91,29.221,-,.022,-,-,-,-,-,-,-,,Alligator Energy,,.22,+.5,.215,.22,.22,.20,+1.64,.245,.20,,
AYR,1651.38,31.557,3.538,.006,-,-,-.50,-,-,-,-,,Alloy Res,,.039,+.2,.035,.039,.039,.036,+4.72,.067,.018,,
AOH,5581.51,46.095,47.909,.098,-,-,2.46,13.0,-,-,-,,Altona Min,,.32,+1,.32,.33,.32,.30,+2.54,.452,.084,,
AJM,3898.35,31.389,2.385,.060,-,-,-.54,-,-,-,-,,Altura Min,,.185,+1,.18,.185,.20,.175,+5.03,.33,.115,,
AJMOA,2465.81,16.001,-,.005,-,-,-,-,-,-,-,,  opt aug11,,.042,-.4,.042,.049,.056,.04,-9.38,.065,.03,,
AWC,56686.5,646.419,764.215,5.978,1.13,2.2,1.38,177.5,6.17,.22,2.52,f,Alumina,,2.45,+6,2.44,2.45,2.46,2.35,+1.83,2.67,1.45,,
AXZ,323.653,5.192,.358,.029,-,-,-2.13,-,-,-,-,,Amex Res,,.50,+5,.485,.54,.51,.44,+10.43,.51,.115,,
AMX,2285.79,20.187,41.227,.583,-,-,-10.79,-,-,-,-,,Ampella Min,,2.87,+29,2.78,2.90,2.95,2.59,+10.56,3.42,.92,,
AHR,431.293,4.790,2.714,.014,-,-,-1.46,-,-,-,-,,Anchor Res,,.275,-.5,.27,.275,.275,.27,-2.47,.33,.12,,
ATM,-,-,.004,2.385,.11,11.4,1.91,65.4,1.42,1.35,1.14,,Aneka Tambang,,1.25,-,1.25,-,1.25,1.25,-.68,1.365,1.14,,
AAR,2351.23,51.060,11.648,.014,-,-,-.15,-,-,-,-,,Anglo Aust Res,,.025,+.1,.025,.027,.027,.023,+3.48,.066,.018,,
AGG,9.671,.188,.388,.858,8.69,1.1,-99.23,-,4.29,-,.45,,Anglogold Ashanti,,9.62,-5,9.60,9.80,9.70,9.54,-1.20,10.50,7.96,,
AZZ,5726.07,56.517,58.169,.109,-,-,-.54,-,-,-,-,,Antares Energy,,.385,-,.385,.39,.39,.355,-.68,.885,.29,,
AVM,81.657,1.147,1.693,.063,-,-,-23.97,-,-,-,-,,Anvil Min,,5.97,+17,5.96,6.00,6.14,5.88,+2.25,7.30,2.96,,
AAL,154.000,1.963,.788,.006,-,-,-.29,-,-,-,-,,APAC Coal,,.025,-,.018,.025,.025,.025,-.68,.065,.021,,
AXM,38449.1,827.730,391.004,.055,-,-,-4.97,-,-,-,-,,Apex Minerals,*,.014,-.1,.013,.014,.015,.013,-7.35,.028,.012,,
AXMO,2867.88,55.619,96.358,.002,-,-,-,-,-,-,-,,  opt nov12,,.003,-,.003,.004,.003,.003,-.68,.009,.003,,
AXMR,119700,149.937,-,.005,-,-,-,-,-,-,-,,  rts 07mar,,.003,-,.002,.003,.004,.002,-.68,.006,.002,,
AQQ,449.158,12.802,-,.011,-,-,-,-,-,-,-,,Aphrodite Gold,,.095,-.3,.095,.098,.098,.095,-3.75,.175,.095,,
AQQO,75.000,4.213,-,.002,-,-,-,-,-,-,-,,  opt dec13,,.029,-.2,.024,.03,.031,.021,-7.14,.042,.021,,
AON,702.500,8.650,2.538,.013,-,-,-5.70,-,-,-,-,,Apollo Minerals,,.085,-.7,.08,.085,.095,.084,-8.29,.185,.08,,
AONO,33.000,.651,.200,-,-,-,-,-,-,-,-,,  opt nov11,,.011,-,.011,-,.011,.011,-.68,.025,.01,,
AQP,8389.79,56.245,66.050,3.016,-,-,26.29,24.8,8.29,3.17,1.27,,Aquarius Platinum,,6.51,+13,6.48,6.52,6.61,6.23,+1.35,7.66,3.89,,
AQA,2321.68,14.736,37.398,3.275,-,-,-10.50,-,-,-,-,,Aquila Res,,8.75,+12,8.70,8.80,8.82,8.46,+.71,10.31,6.464,,
ARU,15269.4,92.770,27.551,.456,-,-,-3.00,-,-,-,-,,Arafura Resources,,1.24,+2,1.235,1.24,1.31,1.225,+.96,1.79,.38,,
AAG,2243.57,26.125,9.726,.065,-,-,-1.77,-,-,-,-,,Aragon Res,,.28,-.5,.28,.285,.29,.265,-2.44,.325,.125,,
ARX,15423.2,380.052,65.387,.031,-,-,7.67,.5,-,-,-,,ARC Explore,,.039,+.3,.038,.039,.039,.033,+7.65,.065,.015,,
ARXO,-,1.200,2.345,-,-,-,-,-,-,-,-,,  opt jun12,,.008,-,.003,.015,.008,.008,-.68,.016,.001,,
AXE,923.336,7.495,3.656,.012,-,-,-1.07,-,-,-,-,,Archer Explore,,.19,-.5,.19,.205,.21,.19,-3.25,.32,.085,,
ARD,2521.49,21.455,3.314,.025,-,-,-3.40,-,-,-,-,,Argent Minerals,,.24,+3.5,.225,.24,.25,.19,+16.39,.25,.14,,
ARDO,1229.50,9.748,1.410,.001,-,-,-,-,-,-,-,,  opt jun11,,.03,+1,.025,.035,.035,.02,+49.32,.05,.011,,
AXT,320.894,11.346,3.404,.008,-,-,.92,10.9,-,-,-,,Argo Explore,,.10,-,.10,.105,.11,.092,-.68,.16,.034,,
ARE,1190.31,42.189,12.451,.025,-,-,.18,55.6,-,-,-,,Argonaut Res,,.10,-1,.098,.105,.11,.098,-9.77,.195,.047,,
AGYDA,392.361,.392,-,.030,-,-,-.84,-,-,-,-,,Argosy Minerals,†,.305,-,.33,.345,.33,.27,-,.33,.27,,
ARV,7197.28,88.624,20.553,.017,-,-,-2.79,-,-,-,-,,Artemis Res,,.052,-,.052,.054,.053,.045,-.68,.10,.034,,
ARVOB,3589.22,27.015,1.734,.001,-,-,-,-,-,-,-,,  opt jun11,,.014,+.1,.012,.014,.015,.01,+7.01,.049,.009,,
AAJ,160.000,1.278,-,.003,-,-,-,-,-,-,-,,Aruma Res,,.10,-.5,.10,.135,.105,.10,-5.45,.25,.10,,
ATN,37129.4,152.411,20.803,.032,-,-,-.06,-,-,-,-,,Ashburton Min,,.044,+.8,.044,.047,.055,.036,+21.54,.055,.011,,
AKM,6922.95,70.375,32.871,.388,-,-,-.40,-,-,-,-,,Aspire Min,,.725,+3.5,.715,.75,.77,.67,+4.39,.825,.068,,
AZT,1515.05,16.105,-,1.839,-,-,36.00,25.0,-,-,-,,Aston Res,,8.99,+17,8.94,9.33,9.25,8.65,+1.24,9.30,5.49,,
ARO,5529.85,248.606,698.877,.009,-,-,-.11,-,-,-,-,,Astro Res,,.005,-,.004,.005,.005,.004,-.68,.015,.003,,
AROOB,212.500,31.573,48.364,-,-,-,-,-,-,-,-,,  opt nov12,,.003,+.1,.002,.003,.003,.002,+49.32,.007,.001,,
AHN,1270.50,31.341,2.006,.013,-,-,-.78,-,-,-,-,,Athena Res,,.125,-,.125,.13,.14,.12,-.68,.225,.05,,
AHNOA,40.000,.507,.946,.002,-,-,-,-,-,-,-,,  opt apr12,,.066,-1.4,.066,.18,.08,.066,-18.18,.09,.029,,
ATV,735.473,16.247,16.759,.021,-,-,-.22,-,-,-,-,,Atlantic Gold,,.046,-.5,.047,.051,.051,.046,-10.49,.078,.034,,
ATVCD,-,-,-,-,-,-,-,-,-,-,-,,  ctg,,.03,-,-,-,.03,.03,-.68,.03,.012,,
ATI,2403.21,11.127,81.216,.217,-,-,-.71,-,-,-,-,,Atlantic,†,1.93,+21.5,1.825,1.94,1.95,1.74,+11.85,1.995,.027,,
ATIO,93.001,.885,35.399,.011,-,-,-,-,-,-,-,,  opt dec11,†,1.70,-,1.695,1.74,1.70,1.53,-.68,1.735,.016,,
AGO,21122.3,278.627,148.380,3.153,-,-,2.00,193.5,-,-,-,,Atlas Iron,,3.87,-3,3.85,3.88,4.00,3.80,-1.45,4.09,1.68,,
ATQ,6264.40,18.962,6.988,.068,-,-,-2.30,-,-,-,-,,Atomic Res,,.495,-2.5,.49,.495,.51,.475,-5.49,.59,.10,,
ATQO,494.945,2.650,.025,.007,-,-,-,-,-,-,-,,  opt aug11,,.25,-1.5,.25,.28,.25,.22,-6.34,.31,.015,,
ACZ,227.283,.737,.372,.005,-,-,-.05,-,-,-,-,,Atticus Resources,,.18,-1,.165,.195,.185,.17,-5.95,.24,.12,,
ACZO,-,.199,.200,.001,-,-,-,-,-,-,-,,  opt sep12,,.045,-,.045,.06,.045,.045,-.68,.06,.03,,
AYA,31.810,1.401,-,.008,-,-,-,-,-,-,-,,Attila Res,,.68,+3,.64,.68,.70,.64,+3.93,1.23,.25,,
AUK,1380.06,5.363,7.389,.031,-,-,-1.40,-,-,-,-,,Augur Res,,.23,+3.5,.225,.23,.235,.19,+17.26,.35,.09,,
AUJ,904.810,6.221,2.523,.017,-,-,-7.66,-,-,-,-,,Augustus Min,,.38,-1,.375,.395,.41,.37,-3.25,.47,.15,,
AEE,2825.10,43.371,11.104,.055,-,-,-2.15,-,-,-,-,,Aura Energy,,.415,-3.5,.415,.43,.485,.415,-8.46,.56,.118,,
AGU,5529.68,159.194,17.948,.023,-,-,-1.90,-,-,-,-,,Aurium Res,,.075,+.3,.075,.078,.077,.06,+3.48,.097,.015,,
AGUOA,2306.72,47.486,.800,.005,-,-,-,-,-,-,-,,  opt sep12,,.044,+.4,.038,.043,.044,.03,+9.32,.062,.006,,
ARM,989.554,20.875,25.293,.028,-,-,-8.33,-,-,-,-,,Aurora Minerals,,.27,-1.5,.265,.27,.295,.265,-5.95,1.175,.265,,
AUT,7644.22,108.220,14.290,1.251,-,-,-1.19,-,-,-,-,,Aurora Oil & Gas,,3.10,-16,3.10,3.15,3.37,3.07,-5.59,3.37,.395,,
AIW,32380.0,121.578,7.821,.025,-,-,-5.07,-,-,-,-,,Aust-American Min,,.075,+.2,.071,.074,.082,.07,+2.06,.105,.03,,
AIWO,5919.22,23.732,-,.005,-,-,-,-,-,-,-,,  opt dec12,,.03,-,.026,.03,.034,.03,-.68,.034,.02,,
AUC,936.927,8.189,9.776,.091,-,-,-1.39,-,-,-,-,,Ausgold,,1.50,+10,1.44,1.50,1.55,1.235,+6.46,1.75,.12,,
AUCO,212.666,2.575,2.939,.066,-,-,-,-,-,-,-,,  opt mar13,,1.26,+6,1.26,1.30,1.26,1.14,+4.32,1.46,.035,,
AOA,7.300,.297,1.106,.010,-,-,-4.46,-,-,-,-,,Ausmon Resources,,.21,+.5,.18,.21,.21,.195,+1.76,.27,.14,,
ANW,104.000,.762,-,.006,-,-,-,-,-,-,-,,AusNiCo,,.155,-1.5,.155,.17,.155,.15,-9.51,.23,.145,,
AQC,13070.9,183.753,33.668,.035,.01,6.6,-1.00,-,-,-,-,,Aust Pacific Coal,,.066,-,.065,.067,.068,.062,-.68,.081,.01,,
AQD,730.000,14.893,3.983,.031,-,-,-1.39,-,-,-,-,,AusQuest,,.135,-1,.135,.14,.145,.135,-7.58,.22,.105,,
AQR,509.681,6.143,103.606,.059,-,-,-.79,-,-,-,-,,Aussie Q Res,,.41,-.5,.41,.425,.425,.40,-1.89,.79,.26,,
ABZ,120.989,4.205,6.793,.035,-,-,-.49,-,-,-,-,,Aust Bauxite,,.77,-,.755,.77,.77,.755,-.68,.89,.30,,
AKA,855.932,9.573,6.553,.012,-,-,-,-,-,-,-,,Aust Minerals &  Min,,.225,+.5,.20,.225,.235,.21,+1.59,.235,.10,,
AKAO,4202.70,11.685,-,.002,-,-,-,-,-,-,-,,  opt oct11,,.04,+.5,.037,.041,.041,.036,+13.60,.045,.01,,
AUZ,4028.71,91.886,1132.88,.009,-,-,-,-,-,-,-,,Aust Mines,†,.023,-.2,.023,.024,.026,.023,-8.68,.04,.018,,
AUZO,1127.01,26.141,.500,-,-,-,-,-,-,-,-,,  opt jun13,†,.007,-.1,.007,.008,.009,.007,-13.18,.017,.001,,
AOC,483.400,2.103,1.410,.008,-,-,-1.01,-,-,-,-,,Aust Oil Co,,.155,-.5,.11,.15,.155,.135,-3.81,.16,.08,,
AOCOA,-,1.605,1.324,-,-,-,-,-,-,-,-,,  opt dec11,,.024,-,.022,.027,.024,.024,-.68,.03,.007,,
AOM,626.167,7.862,18.189,.007,-,-,-.16,-,-,-,-,,Aust Oriental Min,,.003,-,.003,.004,.004,.003,-.68,.005,.002,,
ARW,22163.9,154.230,59.350,.027,.01,2.2,-.83,-,-,-,-,,Aust Renewable,,.022,-,.022,.023,.023,.021,-.68,.029,.008,,
ARWO,113077,141.393,-,.008,-,-,-,-,-,-,-,,  opt dec11,,.013,+.4,.013,.014,.014,.009,+43.76,.02,.004,,
AOK,2972.78,17.985,41.614,.020,-,-,-1.72,-,-,-,-,,AusTex Oil,,.10,+.6,.10,.105,.10,.092,+5.70,.201,.09,,
AOKO,650.000,3.204,-,-,-,-,-,-,-,-,-,,  opt dec11,,.019,+.4,.013,.019,.019,.015,+25.98,.04,.015,,
AKK,34076.9,131.197,77.187,.010,-,-,-2.06,-,-,-,-,,Austin Explore,,.031,-,.03,.031,.039,.029,-.68,.071,.025,,
AKKO,7543.00,19.414,27.462,-,-,-,-,-,-,-,-,,  opt nov11,,.003,-,.003,.004,.004,.003,-.68,.023,.002,,
APG,28001.1,142.734,26.091,.071,-,-,.15,52.0,-,-,-,,Austpac Res,,.078,+1.4,.077,.078,.085,.06,+21.19,.085,.031,,
AGD,-,.204,.497,.042,-,-,-5.40,-,-,-,-,,Austral Gold,,.25,-,.15,.28,.25,.25,-.68,.36,.095,,
AZX,1140.43,18.521,.464,.061,-,-,.45,143.3,-,-,-,,Auzex Res,,.645,+1.5,.65,.66,.67,.63,+1.70,.76,.09,,
AZXOA,12.100,1.161,-,.005,-,-,-,-,-,-,-,,  opt feb12,,.43,+1.5,.43,.46,.47,.43,+2.93,.53,.03,,
AVI,2122.76,15.087,8.181,.054,-,-,-1.10,-,-,-,-,,Avalon Minerals,,.26,+2.5,.255,.26,.265,.25,+9.95,.29,.145,,
AVB,58214.7,641.972,179.825,.117,-,-,-.45,-,-,-,-,,Avanco Res,,.15,-1,.145,.15,.165,.14,-6.93,.235,.014,,
AVBOB,4386.33,70.040,32.885,.021,-,-,-,-,-,-,-,,  opt apr12,,.125,-1.5,.125,.135,.15,.125,-11.40,.195,.006,,
AVY,40.000,.233,-,.006,-,-,-,-,-,-,-,,Avenue Res,,.35,+5,.36,-,.35,.30,+15.98,.35,.21,,
AVA,2017.93,29.728,5.098,.032,-,-,-18.97,-,-,-,-,,Aviva Corp,,.235,+.5,.235,.24,.24,.22,+1.49,.285,.062,,
AVZ,1073.31,7.852,1.661,.018,-,-,-1.90,-,-,-,-,,Avonlea Minerals,,.21,+4,.21,.22,.22,.18,+22.85,.32,.07,,
AWE,16433.7,104.627,117.257,.911,1.59,1.1,-18.42,-,-,-,-,,AWE,,1.745,+11,1.74,1.745,1.76,1.61,+6.04,2.89,1.465,,
AXC,-,7.584,2.083,.003,-,-,-1.40,-,-,-,-,,AXG Min,,.015,-,.016,.02,.015,.015,-.68,.035,.007,,
AVQ,252402,496.230,39.534,.042,-,-,-.43,-,-,-,-,,Axiom Min,,.045,+1.4,.045,.046,.047,.03,+44.48,.047,.016,,
AZH,1038.97,29.526,21.451,.059,-,-,-1.65,-,-,-,-,,Azimuth Res,,.21,+3,.205,.215,.21,.18,+15.98,.275,.044,,
AZM,2412.53,35.203,25.909,.164,-,-,-6.00,-,-,-,-,,Azumah Res,,.60,+.5,.595,.62,.63,.575,+.16,.825,.205,,
AZS,6265.16,60.060,6.791,.034,-,-,-.78,-,-,-,-,,Azure Minerals,,.099,-.1,.096,.10,.105,.09,-1.68,.12,.033,,
BAA,997.896,2.537,-,.014,-,-,-.61,-,-,-,-,,Baily Minerals,,.82,+33,.77,.82,.90,.52,+66.66,.90,.21,,
BND,4337.59,37.810,2.581,.804,-,-,-3.76,-,-,-,-,,Bandanna Energy,,1.885,+13,1.88,1.89,1.95,1.71,+6.72,1.97,.49,,
BMN,3704.26,68.012,62.919,.175,-,-,-4.01,-,-,-,-,,Bannerman Res,,.745,-2,.725,.745,.80,.72,-3.30,.905,.24,,
BKP,70034.1,1056.49,258.672,.034,-,-,-.03,-,-,-,-,,Baraka Pet,,.019,+.2,.019,.02,.02,.016,+11.08,.023,.003,,
