ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,
XAO 4516.5 at 16:37 11/6/2010  Report at 19:07 Friday 11/6/2010. Processed 19:26 Friday 11/6/2010.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low
TDO,36.45,17.222,34.304,0.038,-,-,-0.27,-,-,-,-,,3D Oil Ltd,,0.19,-1,0.185,0.20,0.20,0.18,-5.99,0.39,0.088
DDD,5,8.316,3.261,0.003,-,-,-1.9,-,-,-,-,,3D Res Ltd,,0.02,,0.02,0.025,0.02,0.02,-0.99,0.026,0.01
AAO,112,4.956,5.476,0.007,-,-,-1.28,-,-,-,-,,A'asia Gold,,0.058,-0.7,0.052,0.06,0.065,0.058,-11.76,0.109,0.027
AAOO,-,0.113,-,-,-,-,-,-,-,-,-,,  opt apr13,,0.016,,0.015,-,0.016,0.016,-0.99,0.02,0.012
ARH,656.971,12.93,8.444,0.124,-,-,-1.4,-,-,-,-,,A'asian Resour,,0.28,4,0.29,0.295,0.295,0.23,15.68,0.67,0.215
AAM,5690.17,85.186,27.913,0.051,-,-,-3.56,-,-,-,-,,A1 Min Ltd,,0.26,3.5,0.26,0.265,0.27,0.205,14.57,0.42,0.13
ABU,8142.91,454.308,150.551,0.032,-,-,-4.09,-,-,-,-,,ABM Res NL,,0.02,,0.02,0.021,0.021,0.019,-0.99,0.07,0.016
AII,6,0.784,1.134,0.017,-,-,-1.94,-,-,-,-,,Abra Min Ltd,,0.12,,0.13,0.135,0.12,0.12,-0.99,0.25,0.11
ACB,458.709,29.698,26.732,0.045,0.14,2.0,-0.91,-,-,-,-,,A-Cap Res,,0.28,-3.5,0.28,0.30,0.315,0.28,-12.10,0.60,0.28
ACS,201.23,19.073,13.745,0.022,-,-,-1.53,-,-,-,-,,Accent Res NL,,0.15,,0.15,0.165,0.15,0.14,-0.99,0.27,0.13
AEX,8919.27,1583.09,120.665,0.013,-,-,-0.38,-,-,-,-,,Acclaim Explore,,0.013,,0.011,0.013,0.014,0.012,-0.99,0.029,0.004
AEXCD,-,-,-,-,-,-,-,-,-,-,-,,  ctg,,0.003,,0.001,0.025,0.003,0.003,-0.99,0.003,0.003
AIV,-,15.065,4.006,0.007,-,-,-1.49,-,-,-,-,,Activex Ltd,,0.08,,0.08,0.09,0.08,0.08,-0.99,0.14,0.05
AIVO,-,2.523,-,-,-,-,-,-,-,-,-,,  opt jul10,,0.01,,0.001,0.01,0.01,0.01,-0.99,0.06,0.001
ADU,3238.12,87.27,8.724,0.199,-,-,-12.87,-,-,-,-,,Adamus Res,,0.51,6,0.505,0.52,0.53,0.445,12.35,0.58,0.303
ADD,249.041,16.716,13.195,0.006,0.02,1.5,-0.96,-,-,-,-,,Adavale Resource,,0.03,-0.4,0.028,0.042,0.034,0.03,-12.75,0.065,0.019
ADE,1710.71,42.508,21.181,0.023,-,-,0.97,10.3,-,-,-,,Adelaide Energy,,0.10,-0.5,0.098,0.10,0.10,0.095,-5.75,0.215,0.095
ADN,423.446,29.125,21.684,0.014,-,-,-0.56,-,-,-,-,,Adelaide Res,,0.13,-0.5,0.13,0.14,0.14,0.125,-4.69,0.395,0.089
ADI,2006.88,65.214,24.32,0.069,-,-,-4.27,-,-,-,-,,Adelphi Energy,,0.41,,0.41,0.415,0.42,0.41,-0.99,0.42,0.06
ABY,2901.67,90.301,216.36,0.233,1.51,0.5,19.61,3.8,-,-,-,,Aditya Birla,,0.745,1,0.745,0.75,0.775,0.69,0.37,1.65,0.50
ADY,58852.3,1937.03,4407.87,0.018,-,-,0.09,8.9,-,-,-,,Admiralty Res,,0.008,-0.1,0.008,0.009,0.009,0.007,-12.10,0.031,0.007
AVD,1091.24,3.215,5.794,0.002,-,-,-3.1,-,-,-,-,,Advance Energy,,0.015,-0.1,0.014,0.017,0.02,0.013,-7.24,0.125,0.013
ADX,7063.33,138.076,86.055,0.055,-,-,-0.89,-,-,-,-,,ADX Energy Ltd,,0.175,-1,0.17,0.175,0.195,0.17,-6.39,0.212,0.081
ADXO,877.615,0.878,-,0.001,-,-,-,-,-,-,-,,  opt mar11,,0.075,,0.06,0.075,0.075,0.05,-,0.075,0.05
AED,1778.08,36.282,61.988,0.104,1.03,0.5,-48.17,-,-,-,-,,AED Oil Ltd,,0.515,-1,0.515,0.52,0.565,0.495,-2.89,0.97,0.485
AFR,1029.97,25.443,8.695,0.022,-,-,-1.13,-,-,-,-,,African Energy Res cdi,,0.077,-0.3,0.076,0.077,0.08,0.076,-4.74,0.24,0.05
AAE,11218.8,73.403,-,0.004,-,-,15.8,0.1,-,-,-,,Agri Energy Ltd,,0.009,-0.1,0.009,0.011,0.012,0.009,-10.99,0.027,0.009
ALG,-,0.844,0.05,0.004,-,-,-1.34,-,-,-,-,,Alamar Res Ltd,,0.17,,0.17,0.19,0.17,0.17,-0.99,0.245,0.14
AUQ,269.7,4.721,4.858,0.007,-,-,-1.9,-,-,-,-,,Alara Res Ltd,,0.082,-0.8,0.082,0.099,0.09,0.08,-9.87,0.25,0.048
ALY,886.032,53.314,21.448,0.035,-,-,-3.2,-,-,-,-,,Alchemy Resource,,0.465,1.5,0.46,0.465,0.50,0.42,2.35,1.27,0.16
ALYO,493,4.163,4.15,0.004,-,-,-,-,-,-,-,,  opt aug10,,0.21,-1,0.185,0.22,0.22,0.16,-5.53,0.96,0.041
AYN,1669.81,121.892,-,0.016,-,-,-6.05,-,-,-,-,,Alcyone Res Ltd,,0.023,-0.1,0.022,0.025,0.025,0.022,-5.15,0.06,0.022
AYNOB,-,-,-,-,-,-,-,-,-,-,-,,  opt sep11,,-,,-,-,-,-,-,0.021,0.021
ALK,471.722,24.074,23.415,0.067,-,-,0.93,29.0,-,-,-,,Alkane Res Ltd,,0.27,,0.265,0.27,0.29,0.26,-0.99,0.49,0.25
AGS,1021.17,39.349,57.509,0.121,-,-,-1.97,-,-,-,-,,Alliance Res,,0.355,2,0.35,0.355,0.37,0.315,4.98,0.98,0.315
ALD,999.931,87.841,42.636,0.395,0.26,1.5,-3.42,-,-,-,-,,Allied Gold Ltd,,0.38,-1,0.36,0.38,0.385,0.35,-3.55,0.545,0.25
AYR,300.769,20.154,4.64,0.002,-,-,-0.62,-,-,-,-,,Alloy Res,,0.021,-0.5,0.023,0.025,0.026,0.021,-20.22,0.042,0.019
AJM,707.073,14.117,4.813,0.033,-,-,-5.11,-,-,-,-,,Altura Min Ltd,,0.17,0.5,0.17,0.18,0.18,0.16,2.04,0.37,0.094
AWC,84400,2123.55,1579.08,3.819,1.21,1.3,-1.2,-,2,-,1.28,f,Alumina Ltd,,1.565,-2.5,1.555,1.565,1.58,1.515,-2.56,2.06,1.285
AMU,1545.88,55.346,13.664,0.055,0.34,0.5,-10.17,-,-,-,-,,Amadeus Energy,,0.18,-1,0.18,0.185,0.185,0.175,-6.25,0.43,0.175
AXZ,26.158,1.408,0.387,0.007,-,-,-2.85,-,-,-,-,,Amex Res,,0.135,0.5,0.135,0.155,0.135,0.13,2.86,0.25,0.09
AMX,1898.72,86.264,25.889,0.266,-,-,-7,-,-,-,-,,Ampella Min,,1.62,-18,1.62,1.695,1.835,1.51,-10.99,1.94,0.275
AMXO,2,2.389,1.014,0.021,-,-,-,-,-,-,-,,  opt jul10,,1.60,6,1.30,1.755,1.60,1.54,2.91,1.755,0.13
AHR,263.506,7.349,1.001,0.006,-,-,-2.05,-,-,-,-,,Anchor Res,,0.155,,0.14,0.155,0.155,0.14,-0.99,0.28,0.046
AND,1525.65,40.913,55.728,1.569,-,-,-4.64,-,-,-,-,,Andean Res Ltd,,3.33,6,3.26,3.35,3.43,3.27,0.85,3.58,1.68
ATM,-,0.012,0.011,2.289,0.10,12.0,0.7,171.4,2.94,0.24,2.45,,Aneka Tambang cdi,,1.20,,1.20,-,1.20,1.20,-0.99,1.30,1.00
AAR,1394.5,74.337,75.237,0.014,-,-,-0.14,-,-,-,-,,Anglo Aust,,0.028,-0.1,0.027,0.029,0.03,0.025,-4.43,0.044,0.018
AGP,1.943,0.008,-,0.302,-,-,34.4,8.2,14.64,2.35,5.21,,Anglo Pacific Grp,,2.81,,2.81,-,2.81,2.81,-0.99,3.50,2.581
AGG,445.142,1.764,3.938,0.908,8.69,1.2,-99.23,-,3.87,-,0.38,,Anglogold Ashanti,,10.18,-2,9.85,10.50,10.50,9.85,-1.18,10.50,7.65
AZZ,3591.73,159.866,44.809,0.158,-,-,-1.6,-,-,-,-,,Antares Energy,,0.57,-7.5,0.565,0.57,0.62,0.54,-12.61,0.885,0.21
AVM,192.548,3.036,2.815,0.031,-,-,-23.97,-,-,-,-,,Anvil Min cdi,,3.30,-48,3.30,3.40,3.59,3.27,-13.68,4.56,1.50
AAL,-,1.893,1.112,0.004,-,-,1.53,2.7,-,-,-,,Apac Coal,,0.041,,0.036,0.041,0.041,0.041,-0.99,0.08,0.035
AXM,83089,1577.72,352.574,0.07,-,-,-26.39,-,-,-,-,,Apex Min NL,,0.021,0.2,0.02,0.021,0.023,0.017,9.54,0.166,0.014
AXMO,3019.94,218.753,-,0.003,-,-,-,-,-,-,-,,  opt nov12,,0.005,,0.005,0.006,0.006,0.005,-0.99,0.025,0.005
AZO,166.92,28.219,-,0.05,-,-,-,-,-,-,-,,Apollo Gas Ltd,,0.60,,0.565,0.60,0.60,0.53,-0.99,0.87,0.35
AON,308.191,12.071,3.127,0.018,-,-,-6.59,-,-,-,-,,Apollo Min Ltd,,0.15,1.5,0.135,0.165,0.155,0.125,10.13,0.40,0.10
AONO,-,0.515,-,-,-,-,-,-,-,-,-,,  opt nov11,,0.02,,0.005,-,0.02,0.02,-0.99,0.025,0.012
