ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, November 15, 2013,,,,,,,,,,,,,,,,,,,,
"XAO 5396.2 at 2013-11-15T16:52:06. Report at Friday, November 15, 2013. Processed Saturday at 2013-11-16T23:15:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
TDO,374.350,23.654,32.582,.021,-,-,-.92,-,-,-,-,,3D Oil,,.09,+1,.09,.095,.09,.075,+12.47,.14,.075,,
DDD,-,8.997,16.963,.005,-,-,-.12,-,-,-,-,,3D Res,,.019,-,.015,.019,.019,.019,-.03,.042,.012,,
ARH,145.100,16.049,16.515,.029,-,-,-4.70,-,-,-,-,,A'asian Resources,,.059,+.6,.059,.07,.06,.052,+11.29,.16,.021,,
AYC,17.833,2.173,3.545,.013,-,-,-.89,-,-,-,-,,A1 Gold,,.155,-3,.155,.16,.185,.155,-16.25,.28,.125,,
ABU,22188.0,1408.18,2047.49,.079,-,-,-.46,-,-,-,-,,ABM Res,,.024,-.1,.024,.025,.026,.023,-4.03,.052,.021,,
AJC,6441.55,133.712,245.522,.014,-,-,-.08,-,-,-,-,,Acacia Coal,,.015,+.2,.014,.015,.012,.009,+19.97,.023,.007,,
ACB,35.000,32.102,56.618,.013,-,-,-.93,-,-,-,-,,A-Cap Res,,.048,-.2,.048,.05,.05,.048,-4.03,.13,.045,,
ACS,76.500,1.167,91.253,.036,-,-,-.40,-,-,-,-,,Accent Res,,.20,-,.19,.25,.20,.20,-.03,.24,.15,,
AIV,-,141.430,30.471,.005,-,-,-1.33,-,-,-,-,,ActiveX,,.014,-,.011,.016,.014,.014,-.03,.022,.010,,
ADD,235.819,10.670,26.737,-,-,-,-1.38,-,-,-,-,,Adavale Resources,,.003,-,.003,.005,.003,.003,-.03,.021,.002,,
ADN,784.533,271.449,76.736,.014,-,-,-3.63,-,-,-,-,,Adelaide Res,,.062,+.6,.059,.062,.063,.052,+10.68,.25,.036,,
ABY,473.756,69.606,135.660,.108,1.63,.21,-2.66,-,-,-,-,,Aditya Birla,,.345,+.5,.345,.35,.35,.34,+1.44,.60,.335,,
ADY,590.855,42.039,79.837,.013,-,-,-2.90,-,-,-,-,,Admiralty Res,,.018,-,.018,.02,.018,.018,-.03,.045,.017,,
AVD,1000.00,202.741,162.963,.001,-,-,-.13,-,-,-,-,,Advance Energy,,.001,-,-,.001,.001,.001,-.03,.003,.001,,
ADX,1453.52,118.555,221.285,.009,-,-,-3.21,-,-,-,-,,ADX Energy,,.017,-,.016,.018,.018,.017,-.03,.04,.012,,
AQR,34.051,20.675,10.808,.024,-,-,-.04,-,-,-,-,,AEON Metals,,.13,-3,.13,.195,.135,.13,-18.78,.335,.06,,
AFR,1432.28,71.466,240.320,.060,-,-,-3.86,-,-,-,-,,African Energy Res,,.14,-,.135,.14,.155,.135,-.03,.19,.063,,
AGR,75.000,61.606,20.771,.010,-,-,-2.01,-,-,-,-,,Aguia Res,,.052,-,.043,.052,.05,.05,-.03,.19,.045,,
AQG,4384.80,180.989,156.456,.242,-,-,-318.93,-,-,-,-,,Alacer Gold,,2.38,-13,2.37,2.49,2.525,2.38,-5.21,4.730,1.94,,
AUQ,3682.44,107.426,61.669,.019,-,-,-2.84,-,-,-,-,,Alara Res,,.08,-.2,.078,.083,.10,.078,-2.47,.245,.035,,
ALY,202.000,21.876,28.371,.007,-,-,-1.36,-,-,-,-,,Alchemy Resources,,.046,-.4,.042,.047,.05,.043,-8.03,.16,.028,,
AYN,25081.0,2305.22,1154.66,.017,-,-,-.68,-,-,-,-,,Alcyone Res,,.003,-,.002,.003,.003,.002,-.03,.030,.002,,
AYNO,214.167,66.331,24.806,-,-,-,-,-,-,-,-,,  opt may15,,.001,-,-,.001,.001,.001,-.03,.02,.001,,
AYNOA,-,419.732,-,.001,-,-,-,-,-,-,-,,  opt jul15,,.001,-,-,.001,.001,.001,-.03,.002,.001,,
AWD,6870.00,926.170,876.271,.010,-,-,-.19,-,-,-,-,,Aleator Energy,,.006,-,.005,.005,.006,.006,-.03,.013,.004,,
AWDO,-,360.507,646.326,.003,-,-,-,-,-,-,-,,  opt jan15,,.002,-,.001,.002,.002,.002,-.03,.004,.001,,
AQI,400.000,3.093,1.076,.004,-,-,-4.80,-,-,-,-,,Alicanto Min,,.235,+1.5,.21,.235,.235,.21,+6.78,.25,.145,,
ALK,2072.07,109.456,188.975,.142,-,-,19.00,2.0,-,-,-,,Alkane Res,,.38,-4.5,.37,.38,.43,.36,-10.88,.885,.245,,
AHQ,220.000,4.843,6.232,.002,-,-,-.88,-,-,-,-,,Allegiance Coal,,.03,+.2,.03,.033,.03,.028,+7.11,.07,.012,,
AHQO,-,.566,.918,-,-,-,-,-,-,-,-,,  opt mar14,,-,-,-,.001,.001,.001,-.03,.01,.001,,
AGS,694.088,50.388,211.030,.041,-,-,-2.14,-,-,-,-,,Alliance Res,,.12,-.5,.12,.125,.13,.12,-4.03,.265,.093,,
AGE,1394.01,42.234,39.580,.014,-,-,-.93,-,-,-,-,,Alligator Energy,,.069,-.6,.069,.072,.075,.069,-8.03,.089,.023,,
AYR,6180.00,333.175,74.468,.004,-,-,-.42,-,-,-,-,,Alloy Res,,.008,-,.008,.009,.009,.008,-.03,.018,.003,,
AYM,-,1.461,31.027,.005,-,-,-.52,-,-,-,-,,Altuis Mining,,.009,-,.005,.018,.009,.009,-.03,.022,.005,,
AOH,11395.8,150.088,172.271,.077,-,-,2.40,6.0,-,-,-,,Altona Min,,.145,+.5,.14,.145,.15,.14,+3.54,.31,.115,,
AJM,981.278,38.012,88.957,.057,-,-,-.22,-,-,-,-,,Altura Min,,.125,-1.5,.125,.13,.145,.125,-10.75,.19,.076,,
AWC,38586.7,2824.24,3939.90,2.736,1.01,.97,-1.92,-,-,-,-,,Alumina,,.975,-2.5,.975,.98,1.025,.98,-2.52,1.405,.825,,
AQO,301.500,62.442,87.415,.013,-,-,-3.78,-,-,-,-,,Ambassador Oil & Gas,,.16,-.5,.155,.165,.16,.15,-3.06,.275,.13,,
AXZ,10.989,2.557,2.636,.079,-,-,-4.51,-,-,-,-,,Amex Res,,1.00,-5,1.00,1.05,1.05,1.00,-4.80,1.73,.89,,
AMX,1794.85,155.684,258.341,.024,-,-,-10.56,-,-,-,-,,Ampella Min,,.097,-.3,.097,.10,.105,.096,-3.06,.44,.096,,
AEK,1553.24,32.477,6.607,.016,-,-,-.60,-,-,-,-,,Anatolia Energy,,.072,+.7,.067,.08,.072,.065,+10.74,.10,.032,,
AEKO,-,.250,-,-,-,-,-,-,-,-,-,,  opt jun17,,.002,-,.002,-,.002,.002,-.03,.002,.002,,
AHR,-,.023,.086,.010,-,-,-2.61,-,-,-,-,,Anchor Res,,.19,-,.05,.21,.19,.19,-.03,.19,.18,,
ATM,-,.002,.002,.001,-,-,5.18,-,2.11,2.45,-,,Aneka Tambang,,-,-2.1,-,-,1.10,1.079,-1.96,1.25,1.079,,
AAR,1095.50,149.211,131.174,.003,-,-,-.17,-,-,-,-,,Anglo Aust Res,,.003,-,.003,.004,.003,.003,-.03,.009,.003,,
AGG,34.203,9.163,2.805,.308,8.89,.39,-401.41,-,4.69,-,1.36,,Anglogold Ashanti,,3.45,+33,3.30,3.45,3.45,3.11,+10.54,6.02,2.63,,
AWV,662.596,45.936,30.761,.004,-,-,-8.67,-,-,-,-,,Anova Metals,,.021,+.1,.02,.021,.021,.02,+4.97,.08,.019,,
AZZ,1053.44,117.610,113.741,.134,-,-,5.50,9.5,-,-,-,,Antares Energy,,.525,+3,.525,.53,.53,.485,+6.03,.585,.27,,
AZY,319.568,223.016,13.360,.007,-,-,-1.10,-,-,-,-,,Antipa Min,,.035,-.2,.032,.037,.037,.035,-5.44,.255,.03,,
AZYOA,100.000,54.490,.063,-,-,-,-,-,-,-,-,,  opt dec14,,.008,+.2,.006,.015,.008,.008,+33.30,.155,.006,,
AOM,771.216,14.358,2529.78,.002,-,-,-9.20,-,-,-,-,,AO Energy,†,.013,-,.012,.02,.014,.012,-.03,.052,.002,,
AAL,25.000,.686,1.619,-,-,-,-.11,-,-,-,-,,APAC Coal,,.004,+.1,.002,.027,.004,.003,+33.30,.005,.002,,
AQQ,341.168,239.887,141.069,.005,-,-,-.54,-,-,-,-,,Aphrodite Gold,,.023,+.1,.022,.029,.03,.023,+4.51,.088,.022,,
AQQO,-,18.505,28.831,-,-,-,-,-,-,-,-,,  opt dec13,,-,-,-,.001,.001,.001,-.03,.008,.001,,
AOP,9.524,3.913,26.567,.002,-,-,-2.13,-,-,-,-,,Apollo Cons,,.035,-.5,.035,.044,.04,.035,-12.53,.165,.021,,
AON,338.634,97.672,31.719,.008,-,-,-.56,-,-,-,-,,Apollo Minerals,,.025,-.2,.025,.029,.028,.025,-7.44,.08,.023,,
AQP,483.397,124.149,491.097,.377,-,-,-65.91,-,-,-,-,,Aquarius Platinum,,.775,+2,.735,.78,.775,.705,+2.62,1.20,.535,,
AQA,2170.67,116.881,128.900,.889,-,-,77.10,2.8,-,-,-,,Aquila Res,,2.16,-18,2.16,2.18,2.35,2.15,-7.73,3.27,1.63,,
ARU,1401.90,82.884,291.829,.040,-,-,-2.80,-,-,-,-,,Arafura Resources,,.09,-.5,.089,.09,.097,.088,-5.30,.225,.062,,
ARX,3128.33,226.452,298.333,.006,-,-,-.06,-,-,-,-,,ARC Explore,,.007,+.1,.006,.007,.007,.006,+16.63,.009,.002,,
AXE,481.026,45.475,209.231,.013,-,-,-.44,-,-,-,-,,Archer Explore,,.155,-,.155,.17,.16,.15,-.03,.25,.11,,
ARD,12.600,22.625,29.689,.006,-,-,-2.40,-,-,-,-,,Argent Minerals,,.04,-,.035,.04,.04,.04,-.03,.105,.027,,
AVK,129.867,2.995,9.624,.002,-,-,-7.42,-,-,-,-,,Argentina Min,,.02,-,.02,.024,.02,.02,-.03,.08,.008,,
AVKO,-,.469,2.194,-,-,-,-,-,-,-,-,,  opt mar15,,.001,-,.001,.003,.001,.001,-.03,.01,.001,,
AXT,27.777,20.208,21.136,.002,-,-,-7.08,-,-,-,-,,Argo Explore,,.018,-.2,.017,.02,.02,.018,-10.03,.032,.009,,
ARE,573.825,29.977,62.071,.005,-,-,-4.33,-,-,-,-,,Argonaut Res,,.02,-.4,.022,.024,.025,.02,-16.70,.093,.019,,
AGY,-,5.442,11.137,.004,-,-,-1.22,-,-,-,-,,Argosy Minerals,,.03,-,.025,.04,.03,.03,-.03,.145,.02,,
AHK,-,3.002,5.194,.003,-,-,-8.22,-,-,-,-,,Ark Mines,,.095,-,-,.09,.095,.095,-.03,.14,.05,,
AJQ,1551.22,87.731,128.661,.053,-,-,.53,45.3,-,-,-,,Armour Energy,,.24,-1.5,.235,.24,.265,.235,-5.92,.40,.185,,
AJQO,70.418,13.074,15.905,.003,-,-,-,-,-,-,-,,  opt aug14,,.048,-.2,.025,.05,.05,.048,-4.03,.135,.035,,
ARV,37318.4,402.201,111.626,.003,-,-,-.23,-,-,-,-,,Artemis Res,,.004,-,.004,.005,.006,.004,-.03,.022,.004,,
ARVO,-,2.662,-,-,-,-,-,-,-,-,-,,  opt mar14,,.001,-,-,.001,.001,.001,-.03,.001,.001,,
ARVOA,250.000,22.763,-,-,-,-,-,-,-,-,-,,  opt aug16,,.002,+.1,.001,.002,.002,.001,+100.0,.002,.001,,
AAJ,-,14.458,4.692,.002,-,-,-2.31,-,-,-,-,,Aruma Res,,.017,-,.02,.03,.017,.017,-.03,.069,.017,,
AJY,-,.116,-,.006,-,-,-,-,-,-,-,,Asaplus Res,,.245,-,-,.25,.245,.245,-.03,.245,.20,,
AZQ,549.250,7.421,8.246,.002,-,-,-8.63,-,-,-,-,,Ascot Res,,.05,-.9,.05,.058,.059,.05,-15.29,.19,.05,,
AKM,215.335,238.555,208.531,.046,-,-,-1.22,-,-,-,-,,Aspire Min,,.07,-,.068,.072,.072,.065,-.03,.18,.035,,
ARO,500.000,119.652,616.364,.003,-,-,-.02,-,-,-,-,,Astro Res,,.001,-,-,.001,.001,.001,-.03,.002,.001,,
AROOA,-,-,7.325,-,-,-,-,-,-,-,-,,  opt jun14,,-,-,-,.001,.001,.001,-.03,.001,.001,,
AHN,95.000,8.720,7.728,.004,-,-,.02,150.0,-,-,-,,Athena Res,,.03,-,.03,.049,.035,.03,-.03,.052,.015,,
ATI,710.004,29.555,26.758,.031,-,-,-14.80,-,-,-,-,,Atlantic,,.20,-,.195,.20,.205,.20,-.03,.30,.12,,
ATV,184.477,34.680,45.159,.017,-,-,-.33,-,-,-,-,,Atlantic Gold,,.021,-,.017,.021,.021,.021,-.03,.038,.016,,
ATVCD,-,.002,1.335,-,-,-,-,-,-,-,-,,  ctg,,.001,-,.002,-,.001,.001,-.03,.003,.001,,
AGO,103374,3186.21,1813.05,1.099,1.62,.74,-27.00,-,3.00,-,2.50,,Atlas Iron,,1.20,+6,1.195,1.205,1.215,1.145,+5.23,1.945,.685,,
