ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, December 18, 2015,,,,,,,,,,,,,,,,,,,,
"XAO 5156.5 at 2015-12-18T16:46:05. Report at Friday, December 18, 2015. Processed Saturday at 2015-12-19T23:15:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
1PG,1938.37,159.260,741.876,.267,.08,29.63,-15.05,-,-,-,-,,1-Page,,2.37,-12,2.31,2.40,2.45,2.27,-6.35,5.69,.90,,
TDO,176.750,38.675,16.132,.007,-,-,.97,2.9,-,-,-,,3D Oil,,.028,-.7,.028,.034,.035,.028,-21.53,.086,.028,,
DDD,-,34.640,20.788,-,-,-,-.20,-,-,-,-,,3D Res,,.003,-,.002,.004,.003,.003,-1.53,.008,.003,,
4DS,12203.6,92.592,7.901,.018,-,-,-6.71,-,-,-,-,,4DS Memory,†,.033,-1.5,.03,.034,.048,.03,-32.78,.077,.009,,
88E,87770.0,3092.66,415.537,.026,-,-,-8.45,-,-,-,-,,88 Energy,,.01,-.1,.01,.011,.012,.01,-10.62,.019,.007,,
88EO,5166.66,478.972,-,.002,-,-,-,-,-,-,-,,  opt mar18,,.005,-,.005,.006,.006,.005,-1.53,.007,.002,,
AYC,174.454,37.495,4.984,.011,-,-,-5.90,-,-,-,-,,A1 Gold,,.025,+.1,.025,.026,.025,.025,+2.63,.054,.02,,
AYCO,-,9.820,3.406,.002,-,-,-,-,-,-,-,,  opt nov19,,.007,-,.007,.01,.007,.007,-1.53,.03,.006,,
ABL,-,6.846,98.243,.004,-,-,-4.89,-,-,-,-,,Abilene Oil & Gas,,.012,-,.007,.034,.012,.012,-1.53,.04,.002,,
ABU,1121.74,108.068,484.499,.022,-,-,-3.81,-,-,-,-,,ABM Res,,.064,-.8,.063,.068,.074,.064,-12.64,.359,.064,,
AJC,150.000,198.785,124.638,.003,-,-,-.02,-,-,-,-,,Acacia Coal,,.003,-.1,.003,.004,.003,.003,-26.53,.004,.001,,
ACB,852.716,23.144,32.730,.008,-,-,-.78,-,-,-,-,,A-Cap Res,,.017,-.3,.017,.02,.022,.017,-16.53,.061,.016,,
ACS,10.000,.716,1.175,.022,-,-,-7.67,-,-,-,-,,Accent Resources,,.12,-,.08,.15,.12,.12,-1.53,.36,.10,,
AIV,78.499,38.111,27.898,.006,-,-,-.15,-,-,-,-,,ActiveX,,.01,+.1,.008,.012,.01,.008,+9.58,.035,.008,,
ADD,-,.631,9.867,-,-,-,-3.69,-,-,-,-,,Adavale Resources,,.014,-,.015,.035,.014,.014,-1.53,.027,.013,,
ADN,171.200,46.891,53.398,.004,-,-,-.44,-,-,-,-,,Adelaide Resources,,.01,-.1,.01,.011,.011,.01,-10.62,.041,.009,,
ADNO,-,1.110,.522,-,-,-,-,-,-,-,-,,  opt sep16,,.001,-,.001,.004,.001,.001,-1.53,.009,.001,,
ABY,114.952,28.197,33.868,.060,.59,.32,-48.00,-,-,-,-,,Aditya Birla,,.19,-1,.175,.19,.20,.17,-6.53,.26,.145,,
