ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, June 15, 2012,,,,,,,,,,,,,,,,,,,,
"XAO 4107.0 at 2012-06-15T17:04:36. Report at Friday, June 15, 2012. Processed Saturday at 2012-06-16T23:15:07+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
TDO,124.750,7.420,8.124,.014,-,-,-.62,-,-,-,-,,3D Oil,,.07,-2,.06,.069,.09,.07,-22.12,.17,.068,,
DDD,91.800,9.780,12.133,.007,-,-,-.44,-,-,-,-,,3D Res,,.031,-.2,-,-,.033,.03,-5.96,.055,.029,,
ARH,414.349,8.871,12.799,.060,-,-,.47,27.7,-,-,-,,A'asian Resources,,.13,+.5,.12,.13,.13,.12,+4.10,.335,.115,,
ABU,35906.8,992.648,1811.48,.139,-,-,-.43,-,-,-,-,,ABM Res,,.043,+.4,.042,.043,.044,.037,+10.36,.082,.033,,
AJC,3853.16,168.594,1196.82,.024,-,-,-1.14,-,-,-,-,,Acacia Coal,,.027,-.3,.027,.03,.03,.027,-9.90,.11,.027,,
ACB,703.752,34.584,85.476,.024,-,-,-2.06,-,-,-,-,,A-Cap Res,,.12,-2,.12,.13,.14,.12,-14.18,.45,.12,,
ACS,64.870,90.328,14.533,.043,-,-,-.42,-,-,-,-,,Accent Res,,.24,-,.24,.275,.24,.24,+.10,.405,.22,,
ACN,1238.93,74.132,105.776,.060,-,-,-4.59,-,-,-,-,,Acer Energy,,.13,-.5,.125,.13,.135,.125,-3.60,.245,.105,,
AIV,220.890,11.475,83.241,.004,-,-,-.78,-,-,-,-,,ActiveX,,.02,-,.02,.023,.02,.019,+.10,.055,.016,,
AIVO,-,2.974,-,-,-,-,-,-,-,-,-,,  opt jul12,,.001,-,-,-,.001,.001,+.10,.014,.001,,
ADD,549.711,21.893,124.395,.004,.01,1.4,-.51,-,-,-,-,,Adavale Resources,,.014,-,-,-,.014,.014,+.10,.037,.01,,
ADN,1067.76,62.380,19.636,.008,-,-,-.95,-,-,-,-,,Adelaide Res,,.056,-,.056,.058,.058,.055,+.10,.13,.055,,
AAO,173.753,2.052,16.753,.006,.10,.9,-9.92,-,-,-,-,,Adept Solutions,†,.095,-2.5,.07,.11,.12,.095,-20.73,.80,.095,,
AAOO,-,-,3.749,-,-,-,-,-,-,-,-,,  opt apr13,†,-,-,-,-,.066,.066,+.10,.075,.066,,
ABY,2495.85,44.831,66.014,.138,-,-,8.48,5.2,5.00,1.70,11.36,,Aditya Birla,,.44,-3,.435,.445,.46,.42,-6.28,1.655,.42,,
ADY,1414.08,50.681,558.307,.032,-,-,-.44,-,-,-,-,,Admiralty Res,,.044,-,.044,.047,.046,.044,+.10,.071,.043,,
AVD,1500.00,7.486,152.987,.002,-,-,-.73,-,-,-,-,,Advance Energy,,.005,+.1,-,-,.006,.005,+25.10,.012,.003,,
AVDOA,-,-,66.695,-,-,-,-,-,-,-,-,,  opt aug12,,.001,-,-,-,.001,.001,+.10,.003,.001,,
ADX,4197.29,95.496,184.549,.033,-,-,-1.93,-,-,-,-,,ADX Energy,,.076,-1,.076,.077,.086,.074,-11.53,.11,.062,,
AFR,4487.76,119.452,307.651,.062,-,-,-1.92,-,-,-,-,,African Energy Res,,.19,-1.5,.19,.195,.205,.18,-7.22,.65,.16,,
AAE,196.000,76.915,323.502,.005,-,-,-.23,-,-,-,-,,Agri Energy,,.007,+.1,-,-,.007,.007,+16.77,.01,.004,,
AGR,70.000,14.842,15.404,.017,-,-,-9.22,-,-,-,-,,Aguia Res,,.20,-1,.165,.22,.21,.20,-4.66,.80,.20,,
AQG,2266.69,77.303,35.682,.597,-,-,28.59,22.6,-,-,-,,Alacer Gold,,6.47,-5,6.40,6.50,6.79,6.34,-.67,12.30,4.95,,
AUQ,251.510,36.715,62.636,.063,-,-,-2.59,-,-,-,-,,Alara Res,,.30,-1,.30,.305,.315,.30,-3.12,.42,.23,,
ALY,157.444,20.458,34.371,.014,-,-,-1.68,-,-,-,-,,Alchemy Resources,,.092,-.3,.092,.094,.094,.092,-3.06,.258,.089,,
AYN,11525.2,658.932,3208.48,.054,-,-,-.52,-,-,-,-,,Alcyone Res,,.039,-.1,.039,.04,.041,.039,-2.40,.125,.037,,
ALK,6823.40,123.587,214.841,.355,-,-,-1.00,-,-,-,-,,Alkane Res,,.955,+4.5,.905,.955,.955,.85,+5.05,2.448,.85,,
AHQ,570.200,3.383,-,.005,-,-,-,-,-,-,-,,Allegiance Coal,,.11,-1,.11,.115,.12,.10,-8.23,.19,.10,,
AHQO,25.000,.400,-,-,-,-,-,-,-,-,-,,  opt mar14,,.02,-.5,-,-,.025,.02,-19.90,.025,.019,,
AGS,1078.82,178.272,46.603,.070,-,-,-1.77,-,-,-,-,,Alliance Res,,.205,-2.5,.205,.21,.24,.205,-10.77,.615,.115,,
