ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, October 16, 2015,,,,,,,,,,,,,,,,,,,,
"XAO 5303.7 at 2015-10-16T16:39:35. Report at Friday, October 16, 2015. Processed Saturday at 2015-10-17T23:15:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
1PG,2962.50,122.116,703.897,.383,.08,61.75,-15.05,-,-,-,-,,1-Page,,4.94,+19,4.82,4.98,5.15,4.80,+4.10,5.69,.35,,
TDO,831.044,28.910,9.456,.014,-,-,.97,6.2,-,-,-,,3D Oil,,.06,+1,.061,.063,.06,.05,+20.10,.096,.044,,
DDD,170.000,24.104,14.600,-,-,-,-.20,-,-,-,-,,3D Res,,.003,-,.003,.004,.003,.003,+.10,.009,.003,,
88E,52076.7,2216.73,237.922,.030,-,-,-8.45,-,-,-,-,,88 Energy,,.013,+.1,.013,.014,.014,.012,+8.44,.019,.006,,
88EO,7159.72,386.486,-,.002,-,-,-,-,-,-,-,,  opt mar18,,.006,-,.005,.006,.006,.005,+.10,.006,.002,,
ARH,-,6.666,12.529,.002,-,-,-3.90,-,-,-,-,,A'asian Resources,,.005,-,-,-,.005,.005,+.10,.021,.004,,
AYC,1040.00,32.864,1.443,.019,-,-,-5.90,-,-,-,-,,A1 Gold,,.042,+.6,.038,.041,.042,.036,+16.77,.054,.025,,
AYCO,-,8.183,-,.004,-,-,-,-,-,-,-,,  opt nov19,,.018,-,.018,.022,.018,.018,+.10,.03,.004,,
ABL,-,5.853,93.657,.009,-,-,-4.89,-,-,-,-,,Abilene Oil & Gas,†,.024,-,.005,.021,.024,.024,+.10,.04,.001,,
ABU,2630.21,77.839,477.943,.089,-,-,-3.81,-,-,-,-,,ABM Res,,.26,+3,.26,.265,.27,.23,+13.15,.384,.195,,
AJC,1100.03,184.078,109.185,.002,-,-,-.02,-,-,-,-,,Acacia Coal,,.002,-,.002,.003,.003,.002,+.10,.005,.001,,
ACB,716.421,19.519,23.139,.012,-,-,-.78,-,-,-,-,,A-Cap Res,,.025,+.2,.022,.025,.025,.021,+8.80,.065,.016,,
ACS,-,.681,1.152,.024,-,-,-7.67,-,-,-,-,,Accent Resources,,.13,-,.13,.15,.13,.13,+.10,.36,.10,,
AIV,-,36.915,22.322,.016,-,-,-.15,-,-,-,-,,ActiveX,,.025,-,.007,.025,.025,.025,+.10,.035,.014,,
ADD,.192,.563,8.460,-,-,-,-3.69,-,-,-,-,,Adavale Resources,†,.013,-.4,.013,.04,.017,.013,-23.43,.06,.002,,
ADN,1947.11,26.223,47.627,.009,-,-,-.44,-,-,-,-,,Adelaide Resources,,.028,+.5,.026,.027,.028,.021,+21.84,.041,.02,,
ADNO,-,.791,-,-,-,-,-,-,-,-,-,,  opt sep16,,.006,-,.005,.006,.006,.006,+.10,.009,.004,,
ABY,1622.25,24.738,29.788,.074,.91,.26,-70.11,-,-,-,-,,Aditya Birla,,.235,+6,.24,.245,.26,.165,+34.39,.26,.145,,
ADY,158.570,76.361,94.796,.022,-,-,-.48,-,-,-,-,,Admiralty Res,,.022,+.3,.022,.024,.022,.022,+15.89,.037,.014,,
ADX,4942.79,86.111,51.280,.004,-,-,.01,60.0,-,-,-,,ADX Energy,,.006,+.1,.006,.007,.006,.005,+20.10,.011,.003,,
AQR,725.000,14.499,23.918,.014,-,-,-3.09,-,-,-,-,,AEON Metals,,.04,-1,.041,.047,.045,.04,-19.90,.14,.04,,
AFR,445.079,47.424,44.259,.035,-,-,-1.17,-,-,-,-,,African Energy Res,,.056,+.1,.056,.06,.058,.055,+1.92,.101,.045,,
AMN,-,15.426,17.783,.021,-,-,-1.41,-,-,-,-,,Agrimin,,.23,-,.22,.23,.23,.23,+.10,.25,.10,,
AMNOA,-,2.063,1.123,.002,-,-,-,-,-,-,-,,  opt dec15,,.125,-,.125,.18,.125,.125,+.10,.15,.06,,
AGR,962.734,95.761,28.466,.062,-,-,-4.32,-,-,-,-,,Aguia Res,,.17,-,.16,.165,.17,.155,+.10,.225,.025,,
AQG,1995.66,53.474,123.177,.230,-,-,34.18,9.7,-,-,-,,Alacer Gold,,3.33,+23,3.26,3.34,3.39,3.07,+7.52,3.39,1.815,,
AUQ,15199.5,516.424,111.378,.003,-,-,-.67,-,-,-,-,,Alara Res,,.012,-.4,.011,.012,.018,.012,-24.90,.042,.005,,
ALY,60.000,51.835,29.042,.004,-,-,-2.41,-,-,-,-,,Alchemy Resources,,.019,-.1,.019,.023,.019,.019,-4.90,.051,.013,,
AWD,70908.7,1651.13,1139.07,.020,-,-,-24.57,-,-,-,-,,Aleator Energy,†,.029,-.6,.028,.029,.038,.028,-17.04,.048,.002,,
AQI,-,4.568,3.419,.003,-,-,-5.00,-,-,-,-,,Alicanto Min,,.045,-,.031,-,.045,.045,+.10,.13,.04,,
ALK,2920.47,68.722,108.884,.104,-,-,-1.00,-,-,-,-,,Alkane Res,,.25,+1,.245,.25,.26,.225,+4.27,.405,.20,,
AHQ,400.000,7.157,3.703,-,-,-,-.34,-,-,-,-,,Allegiance Coal,,.004,-.1,.004,.005,.005,.004,-19.90,.025,.004,,
AGS,14860.3,149.627,71.791,.013,-,-,-.87,-,-,-,-,,Alliance Res,†,.031,+.1,.031,.032,.038,.029,+3.44,.039,.012,,
AGE,189.572,40.332,33.966,.012,-,-,-.29,-,-,-,-,,Alligator Energy,,.035,-.7,.035,.04,.042,.035,-16.56,.048,.021,,
AYR,3736.49,32.957,203.922,.003,-,-,-.60,-,-,-,-,,Alloy Res,,.006,+.1,.006,.007,.006,.005,+20.10,.01,.005,,
ATC,7366.77,53.828,20.911,.013,-,-,-1.20,-,-,-,-,,Altech Chemicals,,.096,-.4,.096,.10,.10,.088,-3.90,.15,.045,,
ATCOA,-,.212,-,-,-,-,-,-,-,-,-,,  opt dec15,,.012,-,-,.025,.012,.012,+.10,.015,.01,,
AOH,2096.64,153.238,123.178,.047,-,-,5.88,1.5,-,-,-,,Altona Mining,,.088,+.6,.088,.092,.09,.085,+7.42,.21,.08,,
AJM,141828,922.404,51.381,.049,-,-,-6.09,-,-,-,-,,Altura Mining,,.059,+1.4,.058,.059,.073,.048,+31.22,.104,.009,,
AJMO,37887.8,154.373,-,.007,-,-,-,-,-,-,-,,  opt jun16,,.037,+1.2,.037,.039,.044,.026,+48.10,.044,.003,,
AWC,71805.0,3088.36,2681.78,3.542,.95,1.29,3.13,39.3,8.46,.37,6.88,f,Alumina,,1.23,-4.5,1.22,1.235,1.30,1.20,-3.43,2.10,1.077,,
AXZ,50.000,.854,.578,.046,-,-,-21.11,-,-,-,-,,Amex Resources,,.48,+3,.30,.48,.48,.45,+6.77,.93,.35,,
AEK,2113.57,57.043,34.750,.018,-,-,-.67,-,-,-,-,,Anatolia Energy,,.058,-.2,.057,.058,.065,.056,-3.23,.088,.052,,
AEKO,-,-,-,-,-,-,-,-,-,-,-,,  opt jun17,,.006,-,-,-,.006,.006,+.10,.006,.006,,
AHR,-,.117,-,.001,-,-,-2.06,-,-,-,-,,Anchor Res,,.025,-,.005,.19,.025,.025,+.10,.19,.025,,
ATM,-,.004,.005,.002,-,-,564.55,.2,-,-,-,,Aneka Tambang,,1.25,-,-,-,1.25,1.25,+.10,1.25,.95,,
AAR,124.000,11.053,16.100,-,-,-,-4.11,-,-,-,-,,Anglo Aust Res,,.005,-.2,.005,.008,.005,.005,-28.47,.016,.005,,
AGG,2.815,.664,.708,.225,7.44,.34,-546.47,-,-,-,-,,Anglogold Ashanti,,2.52,+14,2.52,3.50,2.55,2.38,+5.99,3.39,1.50,,
AWV,817.960,40.102,38.416,.018,-,-,-1.40,-,-,-,-,,Anova Metals,,.054,+.3,.054,.055,.056,.052,+5.99,.06,.026,,
AVD,117.500,9.041,55.553,.002,-,-,3.38,1.2,-,-,-,,Antilles Oil & Gas,,.042,+.5,.042,.05,.042,.037,+13.62,.20,.02,,
AVDOB,-,.100,-,-,-,-,-,-,-,-,-,,  opt jan17,,.025,-,.002,.019,.025,.025,+.10,.025,.025,,
