ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, February 11, 2011,,,,,,,,,,,,,,,,,,,,
"XAO 4970.6 at 2011-02-11T16:36:29. Report at Friday, February 11, 2011. Processed Saturday at 2011-02-12T23:15:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
TDO,290.220,2.157,6.328,.050,-,-,-.42,-,-,-,-,,3D Oil,,.25,-1,.25,.26,.275,.245,-4.08,.31,.14,,
DDD,489.742,2.690,2.034,.008,-,-,-1.15,-,-,-,-,,3D Res,,.043,-,.042,.045,.046,.043,-.24,.049,.018,,
AAO,519.655,4.612,.764,.045,-,-,-.37,-,-,-,-,,A'asia Consolidated,,.24,+1.5,.225,.24,.24,.225,+6.43,.295,.044,,
AAOO,476.762,1.687,-,.014,-,-,-,-,-,-,-,,  opt apr13,,.11,+.5,.105,.11,.11,.105,+4.52,.16,.011,,
ARH,636.679,4.334,4.426,.201,-,-,-.09,-,-,-,-,,A'asian Resources,,.455,-3,.45,.455,.49,.435,-6.42,.63,.20,,
AAM,2676.16,25.965,17.982,.014,-,-,-3.50,-,-,-,-,,A1 Minerals,,.07,-.1,.071,.073,.073,.069,-1.65,.35,.063,,
ABU,123507,329.810,89.163,.075,-,-,-2.62,-,-,-,-,,ABM Res,,.034,+.7,.033,.034,.035,.027,+25.69,.043,.016,,
AII,1.000,.480,.314,.037,-,-,-1.98,-,-,-,-,,Abra Min,,.265,+1.5,.23,.255,.265,.265,+5.76,.32,.086,,
ACB,2856.55,30.371,9.245,.137,-,-,-1.05,-,-,-,-,,A-Cap Res,,.685,-1.5,.685,.69,.74,.655,-2.38,.76,.28,,
ACS,730.125,3.263,5.307,.055,-,-,-1.06,-,-,-,-,,Accent Res,,.32,+.5,.31,.32,.34,.31,+1.35,.46,.13,,
AEX,10057.3,65.275,96.807,.019,-,-,-.21,-,-,-,-,,Acclaim Explore,,.013,-.2,.013,.014,.016,.013,-13.57,.029,.004,,
AEXCD,-,-,-,-,-,-,-,-,-,-,-,,  ctg,,.003,-,.004,.025,.003,.003,-.24,.003,.003,,
