ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, June 14, 2013,,,,,,,,,,,,,,,,,,,,
"XAO 4775.5 at 2013-06-14T16:53:36. Report at Friday, June 14, 2013. Processed Saturday at 2013-06-15T23:15:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
TDO,3000.00,11.530,7.420,.025,-,-,-3.61,-,-,-,-,,3D Oil,,.105,+.5,.081,.105,.105,.10,+4.02,.14,.06,,
DDD,-,6.099,9.780,.006,-,-,-.10,-,-,-,-,,3D Res,,.024,-,.015,.024,.024,.024,-.98,.045,.014,,
ARH,319.408,6.768,8.816,.020,-,-,-2.33,-,-,-,-,,A'asian Resources,,.04,+1.1,.033,.04,.04,.03,+36.96,.16,.025,,
AYC,-,1.520,-,.012,-,-,-.47,-,-,-,-,,A1 Gold,,.20,-,.125,.18,.20,.20,-.98,.30,.17,,
ABU,15117.2,671.534,972.281,.082,-,-,-.43,-,-,-,-,,ABM Res,,.025,-.1,.025,.026,.027,.025,-4.82,.065,.023,,
AJC,1602.86,72.210,168.394,.009,-,-,-.42,-,-,-,-,,Acacia Coal,,.01,-.1,.01,.011,.011,.01,-10.07,.032,.009,,
ACB,594.896,19.415,34.449,.012,-,-,-1.08,-,-,-,-,,A-Cap Res,,.045,-,.045,.047,.048,.045,-.98,.175,.045,,
ACS,-,.759,90.286,.036,-,-,-.86,-,-,-,-,,Accent Res,,.20,-,.185,.22,.20,.20,-.98,.335,.15,,
AIV,14881.2,113.902,11.473,.005,-,-,-.48,-,-,-,-,,ActiveX,,.015,-,.015,.016,.015,.015,-.98,.022,.010,,
ADD,250.798,7.353,21.893,.001,-,-,-1.58,-,-,-,-,,Adavale Resources,,.004,-,.004,.005,.004,.004,-.98,.021,.004,,
ADN,1584.36,242.421,62.113,.021,-,-,-3.84,-,-,-,-,,Adelaide Res,,.10,-1,.10,.11,.12,.10,-10.07,.25,.035,,
