ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, September 4, 2015,,,,,,,,,,,,,,,,,,,,
"XAO 5060.6 at 2015-09-04T15:48:05. Report at Friday, September 4, 2015. Processed Saturday at 2015-09-05T23:15:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
1PG,6292.81,107.656,618.012,.350,.03,150.67,-8.67,-,-,-,-,,1-Page,†,4.52,+22,4.51,4.69,5.69,4.20,+9.18,5.69,.013,,
TDO,1030.00,26.866,8.968,.011,-,-,.90,5.3,-,-,-,,3D Oil,,.048,-.8,.045,.049,.056,.044,-10.23,.096,.044,,
DDD,600.000,22.132,6.231,.001,-,-,.28,1.4,-,-,-,,3D Res,,.004,-,.004,.005,.004,.004,+4.06,.012,.004,,
88E,206003,1479.11,208.133,.028,-,-,-10.79,-,-,-,-,,88 Energy,,.012,+.1,.011,.012,.012,.01,+13.15,.038,.006,,
88EO,14917.7,283.697,-,.002,-,-,-,-,-,-,-,,  opt mar18,,.004,-,.004,.005,.005,.004,+4.06,.006,.002,,
ARH,201.266,6.495,12.179,.003,-,-,-3.90,-,-,-,-,,A'asian Resources,,.006,-,.006,.008,.006,.006,+4.06,.024,.004,,
AYC,356.573,30.209,1.382,.019,-,-,-6.91,-,-,-,-,,A1 Gold,,.043,-.4,.036,.043,.047,.041,-4.45,.054,.025,,
AYCO,45.000,7.820,-,.006,-,-,-,-,-,-,-,,  opt nov19,,.025,+.4,.025,.028,.025,.022,+23.11,.03,.004,,
ABL,30.000,5.853,89.918,.009,-,-,-6.27,-,-,-,-,,Abilene Oil & Gas,†,.024,-,.015,.023,.024,.024,+4.06,.04,.001,,
ABU,1944.65,66.939,473.243,.069,-,-,-3.81,-,-,-,-,,ABM Res,,.20,-1,.20,.21,.22,.20,-.70,.389,.195,,
AJC,1100.00,70.319,90.662,.002,-,-,-.02,-,-,-,-,,Acacia Coal,,.002,-,.002,.003,.002,.002,+4.06,.007,.001,,
ACB,318.183,16.691,20.696,.010,-,-,-.72,-,-,-,-,,A-Cap Res,,.02,-.1,.016,.023,.021,.02,-.70,.069,.019,,
ACS,-,.602,1.048,.018,-,-,-7.57,-,-,-,-,,Accent Resources,,.10,-,.10,-,.10,.10,+4.06,.36,.10,,
AIV,-,36.875,19.824,.017,-,-,-.16,-,-,-,-,,ActiveX,,.028,-,.017,.027,.028,.028,+4.06,.035,.014,,
ADD,-,.525,8.460,-,-,-,-5.05,-,-,-,-,,Adavale Resources,†,.018,-,.017,.05,.018,.018,+4.06,.06,.002,,
ADN,901.520,22.214,44.953,.009,-,-,-3.07,-,-,-,-,,Adelaide Resources,,.028,-.2,.028,.031,.033,.028,-2.61,.041,.021,,
ADNO,-,.613,-,-,-,-,-,-,-,-,-,,  opt sep16,,.009,-,.006,.009,.009,.009,+4.06,.009,.004,,
ABY,361.582,22.299,27.292,.056,.91,.20,-70.11,-,-,-,-,,Aditya Birla,,.18,-,.165,.185,.195,.165,+4.06,.275,.145,,
ADY,306.447,74.549,88.894,.018,-,-,-.42,-,-,-,-,,Admiralty Res,,.018,-.2,.018,.02,.02,.018,-5.94,.037,.014,,
ADX,1588.08,70.974,37.784,.002,-,-,.11,2.7,-,-,-,,ADX Energy,,.003,-,.003,.004,.003,.003,+4.06,.012,.003,,
AQR,356.404,12.880,20.312,.017,-,-,-2.18,-,-,-,-,,AEON Metals,,.05,-,.05,.055,.05,.046,+4.06,.195,.046,,
AFR,395.429,42.847,30.001,.029,-,-,-1.34,-,-,-,-,,African Energy Res,,.046,-.3,.046,.059,.049,.046,-2.06,.101,.045,,
