ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, November 30, 2012,,,,,,,,,,,,,,,,,,,,
"XAO 4518.0 at 2012-11-30T16:48:37. Report at Friday, November 30, 2012. Processed Saturday at 2012-12-01T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
TDO,174.008,33.480,17.744,.020,-,-,-3.38,-,-,-,-,,3D Oil,,.095,+.5,.095,.10,.095,.09,+3.60,.14,.06,,
DDD,671.098,18.076,21.217,.007,-,-,-.34,-,-,-,-,,3D Res,,.03,-.1,.03,.033,.036,.028,-5.18,.047,.023,,
ARH,65.429,17.070,24.146,.033,-,-,-1.26,-,-,-,-,,A'asian Resources,,.068,-,.068,.07,.076,.076,-1.95,.225,.066,,
AYC,53.450,3.689,-,.016,-,-,-,-,-,-,-,,A1 Gold,,.28,+1,.27,.285,.28,.27,+1.75,.30,.20,,
ABU,19660.1,2096.94,3124.65,.154,-,-,-.41,-,-,-,-,,ABM Res,,.047,-,.047,.048,.05,.047,-1.95,.081,.035,,
AJC,1056.61,250.624,1403.19,.015,-,-,-.29,-,-,-,-,,Acacia Coal,,.017,-.1,.017,.018,.019,.017,-7.51,.06,.015,,
ACB,346.106,57.358,164.640,.025,-,-,-2.00,-,-,-,-,,A-Cap Res,,.11,-,.105,.11,.11,.10,-1.95,.325,.10,,
ACS,10.000,91.269,36.320,.043,-,-,-.91,-,-,-,-,,Accent Res,,.24,+3.5,.24,.26,.24,.24,+15.12,.34,.20,,
ACN,764.585,361.208,123.945,.132,-,-,-.90,-,-,-,-,,Acer Energy,,.285,-,.285,.29,.285,.285,-1.95,.295,.105,,
AIV,1352.31,32.037,145.512,.004,-,-,-.59,-,-,-,-,,ActiveX,,.016,-,.016,.018,.017,.016,-1.95,.03,.013,,
ADD,348.000,27.245,172.456,.005,-,-,-.58,-,-,-,-,,Adavale Resources,,.015,+.2,.012,.015,.015,.012,+13.43,.02,.01,,
