ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, October 3, 2014,,,,,,,,,,,,,,,,,,,,
"XAO 5315.4 at 2014-10-03T16:38:36. Report at Friday, October 3, 2014. Processed Saturday at 2014-10-04T23:15:03+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
TDO,83.317,9.319,21.404,.019,-,-,-.56,-,-,-,-,,3D Oil,,.079,-,.073,.085,.079,.075,+.02,.135,.064,,
DDD,394.882,7.750,8.005,.003,-,-,.25,4.4,-,-,-,,3D Res,,.011,-.1,.011,.012,.012,.011,-8.31,.029,.01,,
ARH,40.536,12.529,14.788,.010,-,-,-4.20,-,-,-,-,,A'asian Resources,,.021,-,-,-,.021,.021,+.02,.075,.018,,
AYC,39.600,1.443,2.168,.009,-,-,-.82,-,-,-,-,,A1 Gold,,.05,-,.012,.10,.05,.05,+.02,.186,.05,,
ABU,1342.79,476.643,1254.35,.098,-,-,-53.55,-,-,-,-,,ABM Res,†,.36,+3,.36,.375,.38,.32,+9.11,.48,.24,,
AJC,1984.00,105.300,124.269,.004,-,-,-.19,-,-,-,-,,Acacia Coal,,.004,-,.004,.005,.004,.004,+.02,.015,.004,,
ACB,127.000,21.561,30.455,.021,-,-,-.79,-,-,-,-,,A-Cap Res,,.057,-.1,.058,.06,.059,.057,-1.70,.08,.042,,
ACS,30.000,1.131,.955,.027,-,-,-1.47,-,-,-,-,,Accent Res,,.15,-1,.15,.18,.16,.15,-6.23,.23,.14,,
AIV,367.508,22.290,143.460,.015,-,-,-.21,-,-,-,-,,ActiveX,,.025,-,.025,.027,.025,.025,+.02,.025,.011,,
ADD,-,8.460,10.322,-,-,-,-.26,-,-,-,-,,Adavale Resources,,.003,-,.003,.004,.003,.003,+.02,.007,.001,,
ADN,876.785,46.343,267.611,.007,-,-,-2.96,-,-,-,-,,Adelaide Res,,.03,-.3,.029,.03,.033,.029,-9.98,.073,.029,,
ABY,802.325,29.113,66.384,.074,1.64,.14,-.07,-,-,-,-,,Aditya Birla,,.235,-2,.235,.26,.255,.235,-7.82,.38,.15,,
ADY,1353.75,94.139,39.010,.019,-,-,-2.92,-,-,-,-,,Admiralty Res,,.025,+.1,-,-,.029,.024,+4.19,.032,.011,,
ADX,6806.90,48.905,112.531,.006,-,-,-.60,-,-,-,-,,ADX Energy,,.011,+.3,.01,.012,.012,.008,+37.52,.02,.008,,
AQR,604.138,22.378,20.273,.047,-,-,-.80,-,-,-,-,,AEON Metals,,.155,+1.5,.145,.155,.155,.13,+10.74,.24,.105,,
ACJ,4509.34,261.601,148.224,.007,-,-,-.14,-,-,-,-,,African Chrome Flds,,.005,-.1,.005,.006,.006,.004,-16.64,.009,.001,,
AFR,6242.05,42.648,58.365,.028,-,-,-1.65,-,-,-,-,,African Energy Res,,.058,-.3,.058,.062,.064,.055,-4.89,.175,.055,,
AGR,734.034,28.266,55.666,.009,-,-,-1.76,-,-,-,-,,Aguia Res,,.04,-,.04,.044,.045,.04,+.02,.081,.038,,
AQG,1938.53,120.716,162.236,.204,-,-,-5.88,-,2.20,-,.99,,Alacer Gold,,2.22,-7,2.10,2.23,2.26,2.11,-3.03,3.63,1.925,,
AUQ,2634.43,107.471,88.078,.008,-,-,.30,10.3,-,-,-,,Alara Res,,.031,-.5,.031,.035,.04,.031,-13.87,.14,.031,,
ALY,784.255,28.848,19.144,.003,-,-,-1.00,-,-,-,-,,Alchemy Resources,,.015,-.6,.014,.018,.021,.015,-28.55,.12,.015,,
AWD,-,1138.57,744.510,.002,-,-,-.15,-,-,-,-,,Aleator Energy,,.001,-,-,.001,.001,.001,+.02,.009,.001,,
AWDO,-,.250,261.819,.001,-,-,-,-,-,-,-,,  opt jan15,,.001,-,-,.001,.001,.001,+.02,.002,.001,,
AQI,100.000,3.399,2.236,.007,-,-,-6.70,-,-,-,-,,Alicanto Min,,.145,-.5,.095,.15,.15,.145,-3.31,.33,.145,,
ALK,4479.68,103.379,104.299,.089,-,-,-1.70,-,-,-,-,,Alkane Res,,.215,+.5,.185,.215,.215,.17,+2.40,.47,.17,,
AHQ,267.692,3.420,4.226,.004,-,-,-.95,-,-,-,-,,Allegiance Coal,,.025,-.2,.023,.028,.027,.023,-7.38,.033,.007,,
AGS,626.201,70.757,47.673,.068,-,-,-2.11,-,-,-,-,,Alliance Res,,.20,-2,.20,.21,.225,.19,-9.07,.27,.11,,
AGE,250.000,32.989,35.866,.014,-,-,-.47,-,-,-,-,,Alligator Energy,,.045,-.2,.042,.045,.047,.045,-4.23,.082,.031,,
AYR,1010.00,202.346,240.277,.004,-,-,-.12,-,-,-,-,,Alloy Res,,.009,+.1,.008,.009,.009,.008,+12.52,.013,.005,,
AOH,9934.93,119.225,111.205,.125,-,-,2.40,9.8,-,-,-,,Altona Min,,.235,+2,.235,.24,.24,.215,+9.33,.24,.13,,
AJM,1428.05,50.887,26.727,.050,-,-,-1.54,-,-,-,-,,Altura Min,,.11,-,.105,.115,.115,.105,+.02,.245,.10,,
AWC,79930.9,2516.83,2537.36,4.588,1.00,1.64,-1.68,-,-,-,-,,Alumina,,1.635,-11,1.61,1.635,1.775,1.60,-6.28,1.775,.935,,
AQO,-,103.186,55.193,.039,-,-,-1.02,-,-,-,-,,Ambassador Oil & Gas,,.275,-,-,-,.275,.275,+.02,.38,.135,,
AXZ,20.000,.573,2.513,.075,-,-,-17.05,-,-,-,-,,Amex Res,,.90,-,.50,.90,.90,.90,+.02,1.35,.85,,
AEK,429.919,33.607,26.850,.020,-,-,-.58,-,-,-,-,,Anatolia Energy,,.07,-.1,.07,.073,.073,.07,-1.39,.105,.06,,
AEKO,-,-,-,-,-,-,-,-,-,-,-,,  opt jun17,,.006,-,.004,-,.006,.006,+.02,.006,.002,,
AHR,-,-,.023,.010,-,-,-2.05,-,-,-,-,,Anchor Res,,.19,-,.03,.19,.19,.19,+.02,.19,.19,,
ATM,-,.005,.002,.001,-,-,-3998.73,-,.38,-,.35,,Aneka Tambang,,1.10,-,-,-,1.10,1.10,+.02,1.10,1.075,,
AAR,607.000,13.713,130.219,-,-,-,-1.52,-,-,-,-,,Anglo Aust Res,†,.01,-.1,.011,.013,.011,.01,-9.07,.05,.004,,
AGG,2.500,.644,9.003,.241,8.89,.30,-401.41,-,-,-,-,,Anglogold Ashanti,,2.70,-12,2.63,2.70,2.82,2.70,-4.23,4.31,2.49,,
AWV,1025.32,37.713,43.322,.009,-,-,-.81,-,-,-,-,,Anova Metals,,.043,+.3,.041,.042,.043,.042,+7.52,.05,.019,,
AZZ,2077.01,105.604,113.938,.126,-,-,1.00,49.5,-,-,-,,Antares Energy,,.495,-3,.495,.54,.54,.495,-5.69,.68,.36,,
AVD,40.505,55.056,201.221,.004,-,-,-1120.00,-,-,-,-,,Antilles Oil & Gas,†,.13,-3,.14,.17,.16,.13,-18.73,.21,.001,,
