ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, September 23, 2011,,,,,,,,,,,,,,,,,,,,
"XAO 3978.5 at 2011-09-23T17:07:24. Report at Friday, September 23, 2011. Processed Saturday at 2011-09-24T23:15:07+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
TDO,54.166,12.593,25.041,.025,-,-,-.44,-,-,-,-,,3D Oil,,.125,-,.11,.135,.125,.115,+5.94,.285,.105,,
DDD,52.000,16.767,23.668,.009,-,-,-.93,-,-,-,-,,3D Res,,.044,-.5,.044,.05,.055,.05,-3.15,.062,.03,,
ARH,586.261,19.318,18.633,.071,-,-,.57,27.2,-,-,-,,A'asian Resources,,.155,-3.5,.165,.19,.20,.155,-12.48,.63,.15,,
AAM,481.106,101.595,181.516,.005,-,-,-2.95,-,-,-,-,,A1 Minerals,,.024,-.2,.023,.024,.027,.025,-1.46,.155,.022,,
ABU,30055.6,2542.18,1525.38,.144,-,-,-.41,-,-,-,-,,ABM Res,,.054,-.2,.054,.055,.063,.057,+2.72,.068,.024,,
ACB,1742.33,142.295,42.424,.047,-,-,-2.10,-,-,-,-,,A-Cap Res,,.235,-1.5,.235,.24,.25,.21,-.44,.76,.165,,
ACS,1491.53,25.527,28.616,.056,-,-,-.69,-,-,-,-,,Accent Res,,.325,-2.5,.32,.34,.405,.35,-.72,.46,.205,,
AEX,27620.4,1029.74,1810.43,.004,-,-,-.21,-,-,-,-,,Acclaim Explore,,.002,-,.001,.002,.002,.002,+5.94,.027,.002,,
AEXCD,-,1.000,-,-,-,-,-,-,-,-,-,,  ctg,,.004,-,-,-,.004,.004,+5.94,.004,.003,,
ACN,2126.57,118.648,122.149,.050,-,-,-2.20,-,-,-,-,,Acer Energy Ltd,,.11,-1,.115,.13,.14,.105,-2.06,.245,.088,,
AIV,1474.43,134.484,22.124,.005,-,-,-.95,-,-,-,-,,ActiveX,,.029,-.6,.03,.034,.038,.032,-9.85,.124,.025,,
AIVO,79.013,4.760,-,-,-,-,-,-,-,-,-,,  opt jul12,,.003,-.3,-,-,.004,.003,-44.06,.014,.002,,
ADU,10457.0,205.111,135.049,.311,-,-,-12.33,-,-,-,-,,Adamus Res,,.69,-1,.68,.72,.80,.74,+4.63,.895,.525,,
ADD,247.856,169.568,25.554,.008,.01,2.6,-.47,-,-,-,-,,Adavale Resources,,.026,-.3,.026,.031,.031,.028,-3.73,.042,.015,,
AAO,11.300,19.147,10.017,.028,-,-,-1.22,-,-,-,-,,Adept Solutions,†,.45,-5,.30,.45,.50,.45,-4.06,.80,.075,,
AAOO,-,4.089,.301,-,-,-,-,-,-,-,-,,  opt apr13,†,-,-,-,-,.066,.066,+5.94,.16,.02,,
ADE,3033.12,190.672,53.768,.051,-,-,.37,33.8,-,-,-,,Adelaide Energy,,.125,-.5,.12,.13,.145,.125,+2.24,.185,.06,,
ADN,692.051,30.126,38.628,.011,-,-,-.58,-,-,-,-,,Adelaide Res,,.078,-.6,.07,.078,.087,.082,-.88,.27,.082,,
ABY,1847.57,109.051,134.704,.273,1.69,.5,18.32,4.7,9.00,2.04,10.34,f,Aditya Birla,,.87,-22.5,.865,.895,1.14,.92,-13.62,1.95,.92,,
ADY,4491.01,639.608,2487.91,.030,-,-,2.84,1.8,-,-,-,,Admiralty Res,†,.05,-.2,.047,.05,.053,.049,+2.10,.097,.023,,
AVD,100.000,168.677,13.209,.002,-.03,-,-4.44,-,-,-,-,,Advance Energy,,.007,-,-,-,.007,.007,+5.94,.035,.007,,
AVDOA,610.000,78.933,-,-,-,-,-,-,-,-,-,,  opt aug12,,.001,-,-,-,.001,.001,+5.94,.01,.001,,
ADX,5102.24,270.861,333.497,.031,-,-,-.76,-,-,-,-,,ADX Energy,,.077,-2,.073,.079,.088,.068,-16.78,.13,.068,,
AFR,7197.24,465.135,55.332,.122,-,-,-1.58,-,-,-,-,,African Energy Res,,.375,-2.5,.375,.38,.415,.375,-.15,1.045,.135,,
AKI,3864.40,323.385,4.795,.086,-,-,1.05,21.4,-,-,-,,African Iron,†,.225,-2.5,.215,.225,.29,.23,-3.32,.45,.10,,
AKIOA,257.166,17.180,1.738,.002,-,-,-,-,-,-,-,,  opt dec13,†,.08,-1.5,.07,.094,.105,.09,-8.34,.25,.025,,
AAE,6199.99,460.353,111.182,.003,-,-,-.17,-,-,-,-,,Agri Energy,,.005,-.1,.005,.006,.007,.006,-8.34,.033,.005,,
AGR,189.050,21.446,11.370,.044,-,-,-5.47,-,-,-,-,,Aguia Res,,.55,-7,.575,.60,.65,.58,-4.83,1.56,.405,,
AQG,2592.68,82.172,-,.873,-,-,-,-,-,-,-,,Alacer Gold,,10.80,-,10.62,10.90,11.68,10.65,+5.94,11.68,7.60,,
AUQ,1129.04,91.130,8.412,.059,-,-,-3.44,-,-,-,-,,Alara Res,,.28,-,.255,.28,.30,.285,+5.94,.51,.155,,
ALB,-,88.961,-,.026,-,-,18.52,.4,-,-,-,,Albidon,,.075,-,-,-,.075,.075,+5.94,.30,.039,,
ALY,753.887,64.778,83.021,.013,-,-,-2.22,-,-,-,-,,Alchemy Resources,,.13,-1.5,.13,.14,.15,.14,-3.73,.815,.125,,
AYN,24619.4,3993.06,445.304,.122,-,-,-.20,-,-,-,-,,Alcyone Res,,.093,-.8,.093,.094,.105,.097,-1.68,.145,.030,,
AYNOB,-,.117,-,-,-,-,-,-,-,-,-,,  opt sep11,,.024,-,-,-,.024,.024,+5.94,.039,.021,,
ALK,16312.3,323.592,101.009,.315,-,-,-1.22,-,-,-,-,,Alkane Res,,1.17,-60.5,1.17,1.18,1.80,1.15,-27.58,2.73,.65,,
AGS,1202.87,81.258,69.057,.053,-,-,-1.90,-,-,-,-,,Alliance Res,,.155,-.5,.155,.16,.165,.155,+2.82,.54,.135,,
ALD,1445.23,173.069,128.692,.263,-,-,-.64,-,-,-,-,,Allied Gold,†,3.08,-48,3.06,3.15,3.42,3.22,-6.93,4.00,.425,,
AGE,592.775,80.303,-,.014,-,-,-,-,-,-,-,,Alligator Energy,,.11,-1.5,.10,.105,.115,.105,-6.56,.245,.076,,
AYR,313.644,283.104,31.033,.004,-,-,-.31,-,-,-,-,,Alloy Res,,.028,-.1,.028,.03,.03,.027,+2.37,.076,.025,,
AYM,9561.26,9.561,-,.017,-,-,-,-,-,-,-,,Altuis Mining,,.085,-,.085,.089,.15,.085,-,.15,.085,,
AOH,6237.15,299.382,121.992,.112,-,-,.57,37.7,-,-,-,,Altona Min,,.215,-5,.21,.225,.27,.205,-12.93,.452,.193,,
AJM,1729.99,102.482,28.520,.074,-,-,-.59,-,-,-,-,,Altura Min,,.165,-1.5,.16,.165,.175,.165,-2.39,.225,.13,,
AWC,93132.4,3053.64,3603.04,3.380,1.14,1.2,1.88,73.7,6.83,.28,4.93,f,Alumina,,1.385,-14,1.38,1.385,1.535,1.38,-3.15,2.72,1.38,,
AMU,8497.74,152.367,98.603,.060,.27,.8,-2.23,-,-,-,-,,Amadeus Energy,,.21,-,.205,.215,.23,.215,+5.94,.315,.19,,
AXZ,106.395,10.781,2.419,.084,-,-,-3.29,-,-,-,-,,Amex Res,,1.32,-2,1.26,1.32,1.36,1.20,+4.43,1.50,.13,,
AMX,2873.72,80.526,122.973,.390,-,-,-12.25,-,-,-,-,,Ampella Min,,1.905,+5.5,1.905,1.955,1.99,1.835,+8.92,3.42,1.66,,
AHR,-,13.250,8.850,.015,-,-,-1.46,-,-,-,-,,Anchor Res,,.28,-,-,-,.28,.28,+5.94,.34,.14,,
ATM,-,-,.015,2.385,.11,11.4,1.91,65.4,3.28,.58,2.62,,Aneka Tambang,,1.25,-,-,-,1.217,1.217,+5.94,1.365,1.20,,
AAR,2845.30,144.115,298.583,.006,-,-,-.15,-,-,-,-,,Anglo Aust Res,,.011,-.1,.01,.012,.013,.012,-1.75,.046,.011,,
AGG,10.161,3.188,2.796,.801,2.60,3.5,55.83,16.1,4.65,12.01,.52,,Anglogold Ashanti,,8.98,+60,8.97,9.44,9.44,9.00,+12.73,10.25,6.50,,
AZZ,926.331,205.617,274.986,.101,-,-,26.90,1.4,-,-,-,,Antares Energy,,.385,-2.5,.385,.395,.41,.385,-.15,.605,.34,,
AZY,1442.87,39.976,-,.009,-,-,-,-,-,-,-,,Antipa Min Ltd,,.17,-2.5,.17,.18,.23,.185,-5.42,.31,.12,,
AZYO,410.000,8.999,-,.002,-,-,-,-,-,-,-,,  opt mar13,,.07,-1,.065,.09,.085,.075,-5.82,.13,.04,,
AVM,97.584,3.866,4.597,.063,-,-,-23.97,-,-,-,-,,Anvil Min,,5.78,-29,5.55,6.01,6.30,6.01,+1.34,7.30,3.40,,
AAL,-,3.677,2.515,.002,-,-,-.19,-,-,-,-,,APAC Coal,,.01,-,-,-,.01,.01,+5.94,.04,.009,,
AXM,47570.1,3063.53,2213.28,.056,-,-,-.87,-,-,-,-,,Apex Minerals,,.01,-,.01,.011,.012,.01,+5.94,.026,.006,,
AXMO,1096.00,171.235,292.120,.001,-,-,-,-,-,-,-,,  opt nov12,,.002,-,.002,.003,.003,.003,+5.94,.008,.001,,
AQQ,631.610,57.450,13.482,.012,-,-,-.32,-,-,-,-,,Aphrodite Gold,,.099,-1.1,.096,.105,.11,.098,-4.06,.16,.086,,
AQQO,982.500,13.971,6.175,.002,-,-,-,-,-,-,-,,  opt dec13,,.027,-.2,.027,.028,.03,.026,-.95,.042,.021,,
