ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, October 25, 2013,,,,,,,,,,,,,,,,,,,,
"XAO 5385.7 at 2013-10-25T16:46:06. Report at Friday, October 25, 2013. Processed Saturday at 2013-10-26T23:15:02+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
TDO,417.495,22.545,31.674,.023,-,-,-.92,-,-,-,-,,3D Oil,,.095,-,.095,.105,.10,.095,-1.22,.14,.078,,
DDD,-,8.150,16.158,.005,-,-,-.12,-,-,-,-,,3D Res,,.02,-,.017,.02,.021,.021,-1.22,.042,.014,,
ARH,190.069,15.597,16.098,.031,-,-,-4.70,-,-,-,-,,A'asian Resources,,.064,-.6,.059,.07,.075,.059,-9.79,.16,.021,,
AYC,-,2.155,2.923,.015,-,-,-.89,-,-,-,-,,A1 Gold,,.185,-,.185,.19,.185,.185,-1.22,.29,.125,,
ABU,16528.0,1341.76,1915.85,.089,-,-,-.46,-,-,-,-,,ABM Res,,.027,-,.027,.028,.028,.026,-1.22,.052,.021,,
AJC,1532.91,126.088,234.708,.010,-,-,-.08,-,-,-,-,,Acacia Coal,,.011,-.2,.011,.012,.012,.011,-16.60,.023,.007,,
ACB,309.655,31.333,52.236,.013,-,-,-.93,-,-,-,-,,A-Cap Res,,.05,-.3,.05,.055,.057,.05,-6.88,.155,.045,,
ACS,2.800,.996,91.228,.037,-,-,-.40,-,-,-,-,,Accent Res,,.205,-1.5,.205,.25,.22,.205,-8.03,.24,.15,,
AIV,205.000,141.367,28.140,.005,-,-,-1.33,-,-,-,-,,ActiveX,,.012,-.1,.013,.016,.012,.012,-8.91,.022,.010,,
ADD,-,10.322,26.078,-,-,-,-1.38,-,-,-,-,,Adavale Resources,,.003,-,.003,.006,.003,.003,-1.22,.021,.002,,
ADN,856.068,269.882,71.852,.013,-,-,-3.63,-,-,-,-,,Adelaide Res,,.059,-,.059,.064,.069,.059,-1.22,.25,.036,,
ABY,478.808,67.444,128.489,.108,1.63,.21,-2.66,-,-,-,-,,Aditya Birla,,.345,-,.345,.355,.35,.335,-1.22,.60,.335,,
ADY,1179.82,40.629,74.735,.013,-,-,-2.90,-,-,-,-,,Admiralty Res,,.018,-,.017,.019,.018,.017,-1.22,.045,.017,,
AVD,-,201.741,117.579,.001,-,-,-.13,-,-,-,-,,Advance Energy,,.001,-,-,.001,.001,.001,-1.22,.003,.001,,
ADX,2043.63,115.363,211.711,.010,-,-,-3.21,-,-,-,-,,ADX Energy,,.018,+.1,.018,.019,.02,.017,+4.67,.04,.012,,
AQR,122.556,20.531,10.275,.029,-,-,-.04,-,-,-,-,,AEON Metals,,.16,-.5,.16,.185,.19,.15,-4.25,.335,.06,,
AFR,2144.28,61.753,237.772,.049,-,-,-3.86,-,-,-,-,,African Energy Res,,.115,+2.6,.11,.115,.115,.084,+28.00,.19,.063,,
AGR,1473.32,58.221,19.545,.013,-,-,-2.01,-,-,-,-,,Aguia Res,,.073,-.3,.068,.074,.077,.07,-5.16,.215,.045,,
AQG,1469.42,168.837,143.454,.320,-,-,-318.93,-,-,-,-,,Alacer Gold,,3.08,+15,3.05,3.10,3.18,2.77,+3.90,5.049,1.94,,
AUQ,1204.79,90.758,55.584,.014,-,-,-2.84,-,-,-,-,,Alara Res,,.056,+.2,.058,.061,.062,.055,+2.49,.27,.035,,
ALY,331.590,21.108,26.748,.006,-,-,-1.36,-,-,-,-,,Alchemy Resources,,.039,-.6,.04,.049,.05,.043,-13.46,.16,.028,,
AYN,150148,1898.94,1128.23,.016,-,-,-.68,-,-,-,-,,Alcyone Res,,.003,-,.002,.003,.004,.003,-1.22,.031,.002,,
AYNO,700.000,66.117,21.789,-,-,-,-,-,-,-,-,,  opt may15,,.001,-,-,.001,.001,.001,-1.22,.023,.001,,
AYNOA,12060.2,380.567,-,.001,-,-,-,-,-,-,-,,  opt jul15,,.001,-,.001,.002,.001,.001,-1.22,.002,.001,,
AWD,18266.7,811.503,876.271,.013,-,-,-.19,-,-,-,-,,Aleator Energy,,.008,-,.008,.009,.008,.007,-1.22,.013,.004,,
AWDO,10505.0,299.624,646.326,.003,-,-,-,-,-,-,-,,  opt jan15,,.002,+.1,.002,.003,.002,.002,+98.78,.004,.001,,
AQI,25.000,2.389,.970,.004,-,-,-4.80,-,-,-,-,,Alicanto Min,,.22,+2,.20,.25,.22,.22,+8.78,.26,.145,,
ALK,1166.31,105.218,182.194,.142,-,-,19.00,2.0,-,-,-,,Alkane Res,,.38,+1,.38,.395,.42,.39,+1.35,.895,.245,,
AHQ,40.000,4.066,6.205,-,-,-,-.88,-,-,-,-,,Allegiance Coal,,.014,-.6,.013,.02,.014,.014,-31.22,.075,.012,,
AHQO,-,.566,.918,-,-,-,-,-,-,-,-,,  opt mar14,,-,-,-,.001,.001,.001,-1.22,.01,.001,,
AGS,449.443,48.849,205.631,.049,-,-,-2.14,-,-,-,-,,Alliance Res,,.145,+1,.14,.145,.15,.135,+6.19,.28,.093,,
