ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Thursday, April 21, 2011,,,,,,,,,,,,,,,,,,,,
"XAO 4995.7 at 2011-04-21T16:37:13. Report at Thursday, April 21, 2011. Processed Saturday at 2011-04-23T23:15:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
TDO,313.929,4.495,13.645,.043,-,-,-.44,-,-,-,-,,3D Oil,,.215,+1.5,.215,.22,.215,.20,+6.36,.285,.14,,
DDD,161.287,10.545,5.155,.010,-,-,-.93,-,-,-,-,,3D Res,,.053,-,.053,.055,.056,.053,-1.14,.062,.019,,
AAO,723.760,10.821,3.794,.037,-,-,-1.22,-,-,-,-,,A'asia Consolidated,,.195,-.5,.185,.195,.20,.19,-3.64,.295,.044,,
AAOO,60.000,3.117,.049,.013,-,-,-,-,-,-,-,,  opt apr13,,.10,+.5,.095,.11,.11,.095,+4.12,.16,.011,,
ARH,46.979,8.725,8.331,.142,-,-,.57,56.1,-,-,-,,A'asian Resources,,.32,-,.32,.355,.35,.31,-1.14,.63,.20,,
AAM,1751.05,68.885,53.604,.010,-,-,-2.95,-,-,-,-,,A1 Minerals,,.048,-.1,.049,.05,.054,.047,-3.18,.27,.039,,
ABU,85059.4,1239.48,280.978,.100,-,-,.82,5.5,-,-,-,,ABM Res,,.045,+.1,.045,.046,.049,.041,+1.13,.049,.016,,
AII,49.650,2.177,.613,.054,-,-,-1.98,-,-,-,-,,Abra Min,,.38,+.5,.375,.385,.38,.375,+.19,.39,.086,,
ACB,878.754,73.395,24.576,.070,-,-,-2.10,-,-,-,-,,A-Cap Res,,.35,-,.35,.365,.38,.34,-1.14,.76,.28,,
ACS,1211.69,7.664,16.431,.050,-,-,-.69,-,-,-,-,,Accent Res,,.295,+5,.285,.295,.32,.245,+19.27,.46,.13,,
AEX,6679.11,413.341,1448.52,.007,-,-,-.21,-,-,-,-,,Acclaim Explore,,.005,-,.004,.005,.005,.004,-1.14,.027,.004,,
AEXCD,-,1.000,-,-,-,-,-,-,-,-,-,,  ctg,,.004,-,-,.005,.004,.004,-1.14,.004,.003,,
AIV,5190.77,75.528,11.678,.007,-,-,-1.06,-,-,-,-,,Activex,,.06,+.5,.059,.065,.065,.052,+7.95,.13,.048,,
ADU,876.036,75.021,42.838,.315,-,-,-38.53,-,-,-,-,,Adamus Res,,.70,+1,.69,.70,.705,.655,+.31,.895,.387,,
ADD,650.999,60.362,11.229,.009,.02,1.5,-.61,-,-,-,-,,Adavale Resources,,.029,-.1,.029,.03,.032,.029,-4.48,.046,.015,,
ADE,4272.94,79.492,27.918,.053,-,-,.37,37.8,-,-,-,,Adelaide Energy,,.14,-1.5,.14,.145,.155,.14,-10.82,.185,.06,,
ADN,571.145,14.494,23.391,.022,-,-,-.58,-,-,-,-,,Adelaide Res,,.15,-.5,.15,.155,.16,.15,-4.37,.27,.125,,
ABY,1782.39,42.693,55.626,.520,1.61,1.0,18.71,8.9,-,-,-,,Aditya Birla,,1.66,+2,1.64,1.70,1.675,1.525,+.08,1.835,.62,,
