ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, February 3, 2012,,,,,,,,,,,,,,,,,,,,
"XAO 4320.1 at 2012-02-03T16:37:28. Report at Friday, February 3, 2012. Processed Saturday at 2012-02-04T23:15:07+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
TDO,170.000,1.463,1.812,.016,-,-,-.49,-,-,-,-,,3D Oil,,.08,-.5,.076,.08,.085,.08,-5.23,.275,.076,,
DDD,2044.25,3.829,2.201,.008,-,-,-.33,-,-,-,-,,3D Res,,.035,-1,.034,.037,.044,.035,-21.57,.062,.035,,
ARH,67.483,.838,3.693,.087,-,-,-.07,-,-,-,-,,A'asian Resources,,.19,+.5,.19,.195,.195,.185,+3.36,.49,.15,,
ABU,53935.4,192.890,197.487,.152,-,-,-.41,-,-,-,-,,ABM Res,,.057,-.6,.056,.057,.06,.056,-8.87,.082,.027,,
AJC,6271.11,27.807,83.739,.041,-,-,-.02,-,-,-,-,,Acacia Coal Ltd,,.045,-.3,.043,.045,.049,.04,-5.60,.185,.038,,
ACB,1062.93,8.298,26.869,.053,-,-,-2.30,-,-,-,-,,A-Cap Res,,.265,-2.5,.265,.27,.29,.26,-7.97,.755,.165,,
ACS,23907.3,35.890,2.302,.057,-,-,-.54,-,-,-,-,,Accent Res,,.33,-.5,.33,.335,.335,.33,-.84,.405,.205,,
ACN,3717.64,5.895,34.439,.060,-,-,-5.10,-,-,-,-,,Acer Energy Ltd,,.13,+.5,.125,.13,.135,.125,+4.65,.245,.105,,
AIV,408.181,2.479,8.275,.004,-,-,-.95,-,-,-,-,,ActiveX,,.025,-.2,.024,.025,.027,.025,-6.75,.124,.02,,
AIVO,1159.90,1.424,-,-,-,-,-,-,-,-,-,,  opt jul12,,.001,-,-,-,.001,.001,+.65,.014,.001,,
