ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, August 30, 2013,,,,,,,,,,,,,,,,,,,,
"XAO 5125.3 at 2013-08-30T16:52:05. Report at Friday, August 30, 2013. Processed Saturday at 2013-08-31T23:15:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
TDO,-,17.549,19.428,.024,-,-,-3.61,-,-,-,-,,3D Oil,,.10,-,.091,.135,.10,.10,-.20,.14,.065,,
DDD,156.330,7.031,14.337,.006,-,-,-.10,-,-,-,-,,3D Res,,.027,-,.017,.022,.027,.023,-.20,.043,.014,,
ARH,44.054,10.256,13.691,.017,-,-,-2.33,-,-,-,-,,A'asian Resources,,.034,+.4,.034,.039,.034,.03,+13.14,.105,.021,,
AYC,.533,1.871,2.481,.010,-,-,-.47,-,-,-,-,,A1 Gold,,.17,+1,.155,.17,.17,.16,+6.05,.29,.125,,
ABU,115805,1053.39,1340.17,.121,-,-,-.46,-,-,-,-,,ABM Res,,.037,+.3,.036,.037,.038,.033,+8.63,.065,.021,,
AJC,4371.16,112.550,211.969,.010,-,-,-.42,-,-,-,-,,Acacia Coal,,.011,-.3,.01,.011,.013,.01,-23.27,.023,.007,,
ACB,431.138,28.384,43.858,.017,-,-,-1.08,-,-,-,-,,A-Cap Res,,.065,-.1,.065,.067,.069,.065,-1.71,.155,.045,,
ACS,41.299,.924,91.035,.033,-,-,-.86,-,-,-,-,,Accent Res,,.18,-1,.18,.19,.19,.18,-5.46,.275,.15,,
AIV,-,140.344,19.563,.008,-,-,-1.33,-,-,-,-,,ActiveX,,.022,-,.013,.019,.022,.022,-.20,.022,.010,,
ADD,445.895,10.001,24.984,.001,-,-,-1.58,-,-,-,-,,Adavale Resources,,.004,-.1,.003,.009,.005,.004,-20.20,.021,.002,,
ADN,917.963,263.818,67.819,.016,-,-,-3.84,-,-,-,-,,Adelaide Res,,.07,-.1,.07,.072,.075,.069,-1.61,.25,.035,,
ABY,1062.66,63.808,69.826,.118,1.63,.23,-2.66,-,5.00,-,13.33,,Aditya Birla,,.375,-.5,.37,.375,.39,.365,-1.51,.60,.335,,
ADY,157.115,33.640,65.518,.014,-,-,-2.52,-,-,-,-,,Admiralty Res,,.019,-,.019,.021,.02,.019,-.20,.045,.018,,
AVD,-,200.211,25.314,.001,-,-,-.30,-,-,-,-,,Advance Energy,,.001,-,-,.001,.001,.001,-.20,.007,.001,,
ADX,2717.09,101.261,182.092,.009,-,-,-3.10,-,-,-,-,,ADX Energy,,.018,+.2,.017,.019,.019,.016,+12.30,.04,.012,,
AQR,167.280,19.581,8.574,.029,-,-,-.13,-,-,-,-,,AEON Metals,,.16,-3,.15,.16,.19,.16,-15.99,.335,.06,,
AFR,379.813,54.730,206.813,.034,-,-,-3.36,-,-,-,-,,African Energy Res,,.08,+.3,.076,.08,.08,.076,+3.70,.19,.063,,
AGR,564.567,46.345,18.381,.012,-,-,-11.68,-,-,-,-,,Aguia Res,,.066,-.9,.059,.066,.068,.059,-13.43,.215,.045,,
AQG,6483.85,143.322,115.707,.362,-,-,-318.93,-,-,-,-,,Alacer Gold,,3.58,+12,3.39,3.63,3.78,3.33,+3.27,6.860,1.94,,
AUQ,1029.29,75.532,45.675,.015,-,-,-2.58,-,-,-,-,,Alara Res,,.06,-.6,.06,.068,.069,.055,-9.72,.30,.038,,
ALY,181.414,17.667,23.730,.008,-,-,-.39,-,-,-,-,,Alchemy Resources,,.05,-1.2,.052,.067,.062,.05,-19.55,.16,.028,,
AYN,96618.7,905.172,932.496,.014,-,-,-.13,-,-,-,-,,Alcyone Res,,.004,-,.003,.004,.005,.003,-.20,.038,.003,,
AYNO,3227.25,55.645,17.390,-,-,-,-,-,-,-,-,,  opt may15,,.002,+.1,.001,.002,.002,.001,+99.80,.03,.001,,
AYNOA,19907.0,217.477,-,-,-,-,-,-,-,-,-,,  opt jul15,,.001,-,-,.001,.001,.001,-.20,.001,.001,,
AWD,18895.4,601.880,864.866,.010,-,-,-.32,-,-,-,-,,Aleator Energy,,.006,-,.006,.007,.008,.006,-.20,.015,.004,,
AWDO,800.000,164.390,596.191,.001,-,-,-,-,-,-,-,,  opt jan15,,.001,-,.001,.002,.002,.002,-.20,.004,.001,,
AQI,-,2.220,-,.002,-,-,-1.50,-,-,-,-,,Alicanto Min,,.15,-,.16,-,.15,.15,-.20,.26,.145,,
ALK,1189.83,92.183,164.898,.130,-,-,19.00,1.8,-,-,-,,Alkane Res,,.35,-,.35,.365,.37,.34,-.20,1.05,.245,,
AHQ,-,4.026,5.889,.001,-,-,-.29,-,-,-,-,,Allegiance Coal,,.02,-,.019,.022,.02,.02,-.20,.075,.012,,
AHQO,-,.566,.721,-,-,-,-,-,-,-,-,,  opt mar14,,-,-,-,.001,.001,.001,-.20,.015,.001,,
AGS,459.058,39.810,192.987,.049,-,-,-1.25,-,-,-,-,,Alliance Res,,.145,-1,.145,.15,.155,.14,-6.65,.355,.093,,
AGE,130.000,18.978,32.587,.005,-,-,-.64,-,-,-,-,,Alligator Energy,,.034,-,.03,.033,.034,.034,-.20,.125,.025,,
AYR,5551.54,219.941,38.360,.003,-,-,-.34,-,-,-,-,,Alloy Res,,.009,+.1,.009,.01,.01,.008,+12.30,.022,.003,,
AYM,-,.918,30.606,.004,.04,-,-1.04,-,-,-,-,,Altuis Mining,,-,-,.008,.014,.008,.008,-.20,.025,.005,,
AOH,734.786,88.595,152.873,.080,-,-,.90,16.7,-,-,-,,Altona Min,,.15,-.5,.14,.15,.155,.145,-3.42,.31,.115,,
AJM,158.996,22.421,78.713,.055,-,-,-.72,-,-,-,-,,Altura Min,,.12,-1,.12,.125,.125,.12,-7.89,.21,.076,,
AWC,80725.5,2237.88,3166.62,2.834,1.01,1.00,-1.92,-,-,-,-,,Alumina,,1.01,-.5,1.005,1.015,1.055,.99,-.70,1.405,.705,,
AQO,485.919,53.308,60.511,.013,-,-,-4.44,-,-,-,-,,Ambassador Oil & Gas,,.155,-,.145,.165,.155,.15,-.20,.275,.082,,
AQOO,-,8.361,3.119,-,-,-,-,-,-,-,-,,  opt oct13,,.004,-,.002,.004,.004,.004,-.20,.05,.004,,
AXZ,5.000,2.236,2.299,.077,-,-,-4.51,-,-,-,-,,Amex Res,,.97,+2,.75,.94,.97,.97,+1.91,1.73,.83,,
AMX,2753.22,126.171,208.720,.040,-,-,-16.08,-,-,-,-,,Ampella Min,,.16,-,.16,.165,.185,.155,-.20,.79,.105,,
AEK,663.370,24.654,3.398,.015,-,-,-1.15,-,-,-,-,,Anatolia Energy,,.085,-.5,.087,.09,.086,.08,-5.75,.09,.032,,
AEKO,-,-,-,-,-,-,-,-,-,-,-,,  opt jun17,,-,-,.001,-,.002,.002,-.20,.002,.002,,
