ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, December 13, 2013,,,,,,,,,,,,,,,,,,,,
"XAO 5101.5 at 2013-12-13T17:02:36. Report at Friday, December 13, 2013. Processed Saturday at 2013-12-14T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
TDO,612.703,24.818,34.426,.025,-,-,-.92,-,-,-,-,,3D Oil,,.105,+.5,.105,.11,.12,.09,+6.63,.14,.075,,
DDD,27.000,11.578,18.711,.004,-,-,-.12,-,-,-,-,,3D Res,,.018,+.2,.018,.021,.021,.021,+12.16,.042,.012,,
ARH,4.760,16.350,17.580,.027,-,-,-4.70,-,-,-,-,,A'asian Resources,,.056,-,.056,.065,.056,.056,+1.63,.16,.021,,
AYC,-,2.191,3.726,.013,-,-,-.89,-,-,-,-,,A1 Gold,,.16,-,.10,.125,.16,.16,+1.63,.274,.122,,
ABU,39751.8,1509.48,2130.85,.079,-,-,-.46,-,-,-,-,,ABM Res,,.024,-.2,.023,.024,.024,.021,-6.70,.047,.021,,
AJC,4327.29,157.897,258.723,.012,-,-,-.08,-,-,-,-,,Acacia Coal,,.013,+.2,.011,.012,.013,.011,+19.81,.023,.007,,
ACB,1097.87,34.861,58.196,.012,-,-,-.93,-,-,-,-,,A-Cap Res,,.046,-.5,.046,.05,.052,.045,-8.17,.13,.042,,
ACS,12.000,1.269,91.322,.033,-,-,-.40,-,-,-,-,,Accent Res,,.185,-1.5,.185,.22,.20,.185,-5.87,.24,.15,,
AIV,73.568,142.088,33.241,.005,-,-,-1.33,-,-,-,-,,ActiveX,,.014,-.3,.014,.015,.015,.015,-15.04,.022,.010,,
ADD,16.672,12.167,27.525,.001,-,-,-1.38,-,-,-,-,,Adavale Resources,,.004,-.2,.003,.01,.006,.004,-31.70,.021,.002,,
ADN,223.364,273.514,80.906,.013,-,-,-3.63,-,-,-,-,,Adelaide Res,,.055,-,.055,.058,.055,.054,+1.63,.25,.036,,
ABY,716.094,71.585,147.765,.103,1.59,.21,-.21,-,-,-,-,,Aditya Birla,,.33,-2,.33,.335,.34,.315,-4.25,.60,.315,,
ADY,2326.28,48.273,83.761,.011,-,-,-2.90,-,-,-,-,,Admiralty Res,,.015,-.2,.015,.016,.017,.015,-10.13,.045,.015,,
AVD,-,202.741,245.754,.001,-,-,-.13,-,-,-,-,,Advance Energy,,.001,-,-,.001,.001,.001,+1.63,.002,.001,,
ADX,153.167,123.216,236.035,.009,-,-,-3.21,-,-,-,-,,ADX Energy,,.016,-.1,.016,.018,.016,.015,-4.25,.04,.012,,
AQR,47.756,20.898,11.423,.021,-,-,-.04,-,-,-,-,,AEON Metals,,.115,-2.5,.115,.14,.14,.115,-16.23,.335,.06,,
AFR,231.732,73.740,245.770,.054,-,-,-3.86,-,-,-,-,,African Energy Res,,.125,-,.105,.125,.125,.115,+1.63,.19,.063,,
AGR,355.196,64.039,21.713,.009,-,-,-2.01,-,-,-,-,,Aguia Res,,.049,-.2,.048,.051,.05,.048,-2.37,.19,.045,,
AQG,3188.02,201.572,169.967,.237,-,-,-318.93,-,-,-,-,,Alacer Gold,,2.36,+20,2.15,2.42,2.44,2.10,+10.89,4.730,1.94,,
AUQ,699.627,117.117,71.813,.020,-,-,-2.84,-,-,-,-,,Alara Res,,.081,-,.075,.087,.085,.08,+1.63,.205,.035,,
ALY,347.000,23.112,29.049,.005,-,-,-1.36,-,-,-,-,,Alchemy Resources,,.034,-.5,.032,.035,.038,.031,-11.53,.16,.028,,
AYN,249582,3216.31,1196.44,.012,-,-,-.68,-,-,-,-,,Alcyone Res,,.002,-,.002,.003,.002,.001,+1.63,.030,.001,,
AYNO,-,66.331,25.689,-,-,-,-,-,-,-,-,,  opt may15,,.001,-,-,.001,.001,.001,+1.63,.02,.001,,
AYNOA,-,419.732,-,.001,-,-,-,-,-,-,-,,  opt jul15,,.001,-,-,.001,.001,.001,+1.63,.002,.001,,
AQI,86.147,3.294,1.386,.005,-,-,-4.80,-,-,-,-,,Alicanto Min,,.22,-1,.20,.21,.22,.205,-2.72,.25,.145,,
