ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,
XAO 4651.4 at 16:47 11/12/2009  Report at 19:07 Friday 11/12/2009. Processed 19:08 Sunday 13/12/2009.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low
TDO,1235.28,66.557,121.914,0.054,-,-,-0.46,-,-,-,-,,3D Oil Ltd,,0.27,1,0.255,0.27,0.275,0.24,5.33,0.325,0.07
DDD,500,14.124,8.056,0.002,-,-,-4.66,-,-,-,-,,3D Res Ltd,,0.02,0.1,0.019,0.021,0.02,0.019,6.74,0.026,0.007
AAO,466.703,18.499,6.267,0.009,-,-,-5.03,-,-,-,-,,A'asia Gold,,0.093,,0.084,0.093,0.094,0.093,1.48,0.12,0.018
ARH,254.761,22.863,44.825,0.199,-,-,-2.85,-,-,-,-,,A'asian Resour,,0.45,-2.5,0.45,0.46,0.485,0.45,-3.78,0.70,0.29
AAM,3050.31,105.783,39.439,0.061,-,-,-3.99,-,-,-,-,,A1 Min Ltd,,0.36,-2.5,0.355,0.365,0.40,0.345,-5.01,0.42,0.068
ABU,51061.3,404.82,83.389,0.034,-,-,-0.65,-,-,-,-,,ABM Res NL,,0.045,0.8,0.045,0.046,0.048,0.037,23.10,0.07,0.006
AII,11.75,2.945,18.895,0.025,-,-,-1.39,-,-,-,-,,Abra Min Ltd,,0.18,-5,0.18,0.22,0.23,0.18,-20.26,0.25,0.13
ACB,1207.87,84.095,64.331,0.065,-,-,-2.93,-,-,-,-,,A-Cap Res,,0.40,-1,0.39,0.40,0.415,0.37,-0.96,0.60,0.084
ACS,228.85,37.151,68.448,0.018,-,-,-1.37,-,-,-,-,,Accent Res NL,,0.14,-0.5,0.145,0.15,0.15,0.14,-1.97,0.27,0.055
AEX,2240.22,612.833,508.223,0.004,-,-,-1.52,-,-,-,-,,Acclaim Explore,,0.005,-0.1,0.005,0.006,0.006,0.005,-15.19,0.008,0.003
AEXCD,-,-,0.726,-,-,-,-,-,-,-,-,,  ctg,,0.003,,0.001,0.02,0.003,0.003,1.48,0.003,0.003
AIV,310.367,18.636,7.639,0.006,-,-,-1.66,-,-,-,-,,Activex Ltd,,0.085,-0.5,0.085,0.098,0.09,0.085,-4.08,0.12,0.032
AIVO,70,1.057,-,-,-,-,-,-,-,-,-,,  opt jul10,,0.026,-1.9,0.026,0.038,0.045,0.026,-40.74,0.06,0.001
ADU,2318.97,64.153,23.848,0.122,-,-,-10.25,-,-,-,-,,Adamus Res,,0.43,-4.5,0.435,0.45,0.52,0.42,-7.99,0.53,0.16
ADD,239.997,51.458,45.666,0.008,0.03,1.5,-0.3,-,-,-,-,,Adavale Resource,,0.044,,0.044,0.046,0.047,0.044,1.48,0.065,0.014
ADE,1049.17,51.728,45.039,0.023,-,-,1.39,9.0,-,-,-,,Adelaide Energy,,0.125,-0.5,0.12,0.13,0.13,0.12,-2.37,0.16,0.037
ADN,17570,117.74,42.988,0.036,-,-,4.86,6.7,-,-,-,,Adelaide Res,,0.325,4,0.32,0.325,0.395,0.27,15.51,0.395,0.042
ADI,603.27,75.567,32.077,0.018,-,-,-5.87,-,-,-,-,,Adelphi Energy,,0.125,,0.125,0.13,0.135,0.125,1.48,0.185,0.045
ABY,3041.67,374.899,368.816,0.389,1.42,0.9,-17.34,-,-,-,-,,Aditya Birla,,1.24,-10,1.235,1.245,1.355,1.215,-5.98,1.65,0.096
ADY,43307.2,6802.45,4077.8,0.034,-,-,-2.73,-,-,-,-,,Admiralty Res,,0.016,,0.015,0.016,0.017,0.015,1.48,0.054,0.009
AVD,290,21.175,8.526,0.012,0.04,1.9,-1.06,-,-,-,-,,Advance Energy,,0.075,0.5,0.062,0.075,0.075,0.065,8.62,0.125,0.025
AED,4096.41,123.719,263.064,0.098,-,-,-66.9,-,-,-,-,,AED Oil Ltd,,0.595,4.5,0.595,0.605,0.61,0.52,9.66,1.305,0.50
AFR,3953.98,126.385,23.815,0.038,-,-,-1.5,-,-,-,-,,African Energy Res cdi,,0.135,-1.5,0.135,0.14,0.15,0.13,-8.52,0.24,0.01
ALG,27.7,0.743,0.619,0.004,-,-,-1.12,-,-,-,-,,Alamar Res Ltd,,0.19,-0.5,0.19,0.20,0.195,0.19,-1.09,0.23,0.14
AUQ,533.295,22.11,16.925,0.019,-,-,-11.01,-,-,-,-,,Alara Res Ltd,,0.23,3.5,0.20,0.23,0.23,0.18,19.43,0.25,0.03
ALY,2839.55,180.168,10.959,0.044,-,-,-3.27,-,-,-,-,,Alchemy Resource,,0.67,-7,0.67,0.70,0.755,0.65,-7.98,1.27,0.035
ALYO,262.364,27.802,1.57,0.009,-,-,-,-,-,-,-,,  opt aug10,,0.43,-8,0.43,0.48,0.51,0.43,-14.21,0.96,0.001
AYN,9208.86,265.992,115.334,0.027,-,-,-8.29,-,-,-,-,,Alcyone Res Ltd,,0.043,-0.2,0.042,0.043,0.046,0.04,-2.97,0.06,0.04
AYNOB,-,-,0.294,-,-,-,-,-,-,-,-,,  opt sep11,,-,,-,-,0.021,0.021,1.48,0.021,0.021
ALK,1073.26,72.281,74.982,0.095,-,-,-0.25,-,-,-,-,,Alkane Res Ltd,,0.38,-2,0.37,0.38,0.41,0.365,-3.52,0.49,0.12
AGS,7335.12,191.095,103.183,0.213,-,-,-8.3,-,-,-,-,,Alliance Res,,0.625,9.5,0.615,0.635,0.65,0.525,19.40,0.98,0.333
ALD,1777.9,89.484,84.135,0.197,0.29,1.2,-1.92,-,-,-,-,,Allied Gold Ltd,,0.34,-7,0.33,0.34,0.41,0.31,-15.59,0.57,0.25
AYR,935.6,19.425,12.011,0.002,-,-,-0.82,-,-,-,-,,Alloy Res,,0.029,0.1,0.027,0.035,0.029,0.025,5.05,0.045,0.011
AJM,502.429,31.71,28.031,0.044,-,-,-4.6,-,-,-,-,,Altura Min Ltd,,0.225,-1.5,0.225,0.23,0.25,0.22,-4.77,0.37,0.065
AJMO,-,3.02,7.218,0.001,-,-,-,-,-,-,-,,  opt may10,,-,,0.02,0.06,0.065,0.065,1.48,0.08,0.01
AWC,63495,3721.99,1908.04,3.819,1.30,1.2,9.42,16.6,12,0.79,7.67,,Alumina Ltd,,1.565,-2,1.56,1.565,1.61,1.535,0.22,2.00,0.683
AMU,6818.11,116.835,47.457,0.074,0.48,0.5,3.5,7.0,-,-,-,,Amadeus Energy,,0.245,-0.5,0.245,0.25,0.265,0.22,-0.52,0.43,0.205
AXZ,65,4.422,4.664,0.008,-,-,-5.32,-,-,-,-,,Amex Res,,0.17,-3,0.17,0.20,0.20,0.17,-13.52,0.25,0.08
AMX,2127.55,66.816,21.635,0.084,-,-,-6.37,-,-,-,-,,Ampella Min,,0.57,-2,0.53,0.575,0.61,0.55,-1.91,0.69,0.068
AMXO,16.095,3.331,-,0.007,-,-,-,-,-,-,-,,  opt jul10,,0.41,1,0.35,0.45,0.46,0.40,3.98,0.50,0.03
AHR,317.666,6.137,2.246,0.005,-,-,-1.57,-,-,-,-,,Anchor Res,,0.155,-0.5,0.155,0.175,0.18,0.155,-1.65,0.193,0.032
AHRO,-,1.581,0.66,-,-,-,-,-,-,-,-,,  opt mar10,,0.002,,0.005,0.025,0.002,0.002,1.48,0.03,0.001
AND,3706.62,140.043,70.911,1.188,-,-,-1.8,-,-,-,-,,Andean Res Ltd,,2.54,-11,2.50,2.54,2.56,2.38,-2.67,2.72,0.62
ATM,-,0.014,0.023,2.022,-,-,0.36,294.4,2.94,0.12,2.77,,Aneka Tambang cdi 1:5,,1.06,,1.09,-,1.06,1.06,1.48,2.50,0.97
AAR,4232.34,196.57,344.385,0.014,-,-,-0.16,-,-,-,-,,Anglo Aust,,0.027,-0.6,0.028,0.03,0.033,0.027,-16.70,0.044,0.02
AGP,-,0.003,0.006,0.283,-,-,45.18,5.9,15.87,2.85,5.99,,Anglo Pacific Grp,,2.65,6.9,2.71,3.55,2.581,2.581,4.13,3.50,2.581
AGG,4.926,6.425,5.573,0.83,-,-,-71.44,-,3.33,-,0.36,,Anglogold Ashanti cdi 5:1,,9.30,-51,7.00,9.50,9.79,9.20,-3.72,11.50,6.80
AZZ,2639.85,151.547,121.037,0.097,-,-,0.26,153.8,-,-,-,,Antares Energy,,0.40,-2.5,0.40,0.41,0.44,0.395,-4.40,0.485,0.035
AVM,25.06,11.597,2.214,0.032,-,-,-370.7,-,-,-,-,,Anvil Min cdi,,3.30,-14,3.25,3.30,3.43,3.30,-2.59,3.62,0.95
AAL,-,3.588,4.178,0.007,-,-,-0.75,-,-,-,-,,Apac Coal,,0.065,,0.045,0.066,0.065,0.065,1.48,0.115,0.03
AXM,66972.8,1855.18,224.946,0.123,-,-,-31.41,-,-,-,-,,Apex Min NL,,0.037,-0.4,0.037,0.039,0.042,0.037,-8.28,0.414,0.037
AXMO,13061.8,328.656,-,0.008,-,-,-,-,-,-,-,,  opt nov12,,0.012,-0.1,0.012,0.013,0.014,0.012,-6.21,0.025,0.01
AON,658.616,21.157,21.736,0.027,-,-,-8.92,-,-,-,-,,Apollo Min Ltd,,0.245,1.5,0.245,0.25,0.245,0.21,8.00,0.40,0.125
AQP,5765.08,294.835,139.686,2.871,-,-,-16.39,-,12.08,-,1.95,,Aquarius Platinum,,6.21,-36,6.18,6.21,6.56,6.01,-4.00,7.05,2.926
AQA,2771.03,137.567,71.961,2.675,-,-,-10.5,-,-,-,-,,Aquila Res,,9.13,-32,9.10,9.13,9.45,8.61,-1.91,10.455,1.727
AQABN,-,-,-,-,-,-,-,-,-,-,-,,  bns def,,-,,-,-,-,-,-,-,-
ARU,1137.88,150.258,78.174,0.198,-,-,-7.7,-,-,-,-,,Arafura Resource,,0.765,-4,0.76,0.77,0.79,0.75,-3.49,1.285,0.245
AAG,472,5.717,5.51,0.016,-,-,-3.81,-,-,-,-,,Aragon Res,,0.20,,0.19,0.21,0.24,0.20,1.48,0.27,0.055
AAGO,24,1.976,2.016,-,-,-,-,-,-,-,-,,  opt sep10,,0.03,,0.03,0.055,0.03,0.03,1.48,0.05,0.002
ARX,8579.89,62.886,596.057,0.012,-,-,16.13,0.2,-,-,-,,ARC Explore Ltd,,0.035,,0.034,0.035,0.037,0.033,1.48,0.044,0.007
ARXO,85.169,6.042,16.962,-,-,-,-,-,-,-,-,,  opt jun12,,0.005,-0.1,0.005,0.007,0.006,0.005,-15.19,0.01,0.001
ARXOA,1506.06,4.237,-,0.001,-,-,-,-,-,-,-,,  opt jan11,,0.013,-0.1,0.013,0.015,0.015,0.013,-5.66,0.015,0.01
AXE,103.705,7.246,13.13,0.01,-,-,-1.8,-,-,-,-,,Archer Explore,,0.15,0.5,0.15,0.155,0.155,0.145,4.93,0.17,0.038
AXEO,20,1.951,1.864,-,-,-,-,-,-,-,-,,  opt feb10,,0.003,0.1,0.003,0.01,0.003,0.003,51.48,0.025,0.002
ARD,144,11.488,18.124,0.006,-,-,-3.8,-,-,-,-,,Argent Min,,0.15,-1.5,0.155,0.17,0.16,0.14,-7.61,0.20,0.04
ARDO,110,8.273,5.859,0.002,-,-,-,-,-,-,-,,  opt jun11,,0.04,1.5,0.03,0.04,0.04,0.025,61.48,0.06,0.01
AXT,417.709,14.982,17.087,0.005,-,-,-0.42,-,-,-,-,,Argo Explore,,0.06,-0.1,0.06,0.063,0.063,0.06,-0.16,0.08,0.025
ARE,1166.54,73.729,63.93,0.011,-,-,-0.79,-,-,-,-,,Argonaut Res,,0.066,0.4,0.066,0.069,0.069,0.064,7.93,0.105,0.042
AGY,103.497,7.979,8.61,0.005,-,-,-1.41,-,-,-,-,,Argosy Min cdi,,0.055,0.5,0.05,0.055,0.055,0.05,11.48,0.13,0.025
AOE,9530.19,924.799,916.706,2.849,0.82,4.7,52,7.5,-,-,-,,Arrow Energy,,3.89,-20,3.88,3.91,4.16,3.82,-3.41,4.73,1.95
ARV,4343.35,68.729,10.549,0.011,-,-,-8.47,-,-,-,-,,Artemis Res,,0.065,-0.1,0.062,0.071,0.075,0.065,-0.04,0.199,0.026
ARVOB,324.039,2.539,-,0.002,-,-,-,-,-,-,-,,  opt jun11,,0.036,-0.4,0.036,0.039,0.04,0.036,-8.52,0.04,0.019
ATN,4698.24,615.561,56.685,0.011,-,-,-0.78,-,-,-,-,,Ashburton Min,,0.024,-0.2,0.024,0.025,0.028,0.024,-6.21,0.099,0.004
ATNO,25,46.299,-,-,-,-,-,-,-,-,-,,  opt dec09,,0.012,-0.3,0.01,0.012,0.015,0.012,-18.52,0.07,0.001
ATNOA,18906.7,94.282,25.362,-,-,-,-,-,-,-,-,,  opt feb10,,0.001,-0.1,0.001,0.002,0.002,0.001,-48.52,0.025,0.001
ARO,32825.4,613.411,215.158,0.011,-,-,-0.24,-,-,-,-,,Astro Res NL,,0.011,-0.2,0.01,0.011,0.013,0.01,-13.91,0.016,0.002
AROOA,-,-,-,-,-,-,-,-,-,-,-,,  opt dec09,,0.005,,-,0.05,0.005,0.005,1.48,0.005,0.005
