ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, November 21, 2014,,,,,,,,,,,,,,,,,,,,
"XAO 5292.1 at 2014-11-21T16:38:06. Report at Friday, November 21, 2014. Processed Saturday at 2014-11-22T23:15:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
1PG,7092.59,725.897,5.056,.047,-,-,-.20,-,-,-,-,,1-Page,†,.68,+26,.68,.695,.68,.39,+64.51,.68,.003,,
TDO,789.384,11.864,23.877,.018,-,-,-.54,-,-,-,-,,3D Oil,,.075,-.6,.075,.084,.083,.075,-4.80,.135,.064,,
DDD,80.000,15.638,9.140,.002,-,-,.25,2.8,-,-,-,,3D Res,,.007,-,.007,.008,.007,.007,+2.61,.029,.007,,
ARH,1422.81,15.028,16.074,.006,-,-,-1.30,-,-,-,-,,A'asian Resources,,.012,-.4,.012,.015,.015,.012,-22.39,.07,.012,,
AYC,-,4.089,2.192,.008,-,-,-.61,-,-,-,-,,A1 Gold,,.03,-,.023,.031,.03,.03,+2.61,.13,.026,,
AYCO,2220.00,2.756,-,-,-,-,-,-,-,-,-,,  opt nov19,,.004,-.4,.005,.01,.007,.004,-47.39,.01,.004,,
ABU,305.772,481.632,1417.78,.079,-,-,-53.55,-,-,-,-,,ABM Res,†,.29,+1.5,.27,.29,.30,.275,+8.06,.48,.24,,
AJC,474.499,116.278,151.664,.004,-,-,-.68,-,-,-,-,,Acacia Coal,,.004,+.1,.003,.004,.004,.003,+35.94,.014,.003,,
ACB,2842.02,30.946,32.155,.022,-,-,-.79,-,-,-,-,,A-Cap Res,,.059,-.1,.058,.062,.064,.058,+.94,.08,.041,,
ACS,-,1.171,1.167,.025,-,-,-1.47,-,-,-,-,,Accent Res,,.14,-,.14,.20,.14,.14,+2.61,.23,.14,,
AIV,-,22.482,144.686,.012,-,-,-.21,-,-,-,-,,ActiveX,,.02,-,.014,.02,.02,.02,+2.61,.025,.011,,
ADD,935.500,9.796,10.796,-,-,-,-.33,-,-,-,-,,Adavale Resources,,.002,-.1,.002,.003,.002,.002,-30.73,.007,.001,,
ADN,420.578,51.358,271.698,.007,-,-,-2.96,-,-,-,-,,Adelaide Res,,.025,-.2,.025,.027,.028,.023,-4.80,.073,.023,,
ADNO,63.069,.063,-,-,-,-,-,-,-,-,-,,  opt sep16,,.007,-,.005,.008,.007,.007,-,.007,.007,,
ABY,829.603,32.643,69.854,.060,1.64,.12,-.07,-,-,-,-,,Aditya Birla,,.19,-1,.19,.20,.205,.19,-2.39,.38,.15,,
ADY,5850.31,114.715,42.142,.024,-,-,-.43,-,-,-,-,,Admiralty Res,,.032,-.1,.031,.033,.033,.031,-.42,.034,.011,,
ADX,8405.71,73.088,119.073,.006,-,-,-.60,-,-,-,-,,ADX Energy,,.009,-,.008,.009,.01,.009,+2.61,.018,.008,,
AQR,306.400,25.812,20.690,.035,-,-,-2.09,-,-,-,-,,AEON Metals,,.115,+1.5,.10,.12,.12,.105,+17.61,.24,.10,,
ACJ,2537.62,277.083,172.468,.007,-,-,-.12,-,-,-,-,,African Chrome Flds,,.005,+.1,.004,.005,.005,.004,+27.61,.009,.001,,
AFR,494.802,49.810,72.489,.034,-,-,-1.65,-,-,-,-,,African Energy Res,,.063,-.4,.063,.067,.07,.063,-3.36,.130,.053,,
AGR,277.976,30.842,62.755,.010,-,-,-7.57,-,-,-,-,,Aguia Res,,.04,+.3,.038,.04,.04,.037,+10.72,.075,.035,,
AQG,3460.43,138.092,188.457,.209,-,-,-5.88,-,2.20,-,.98,,Alacer Gold,,2.25,+17,2.25,2.30,2.34,2.14,+10.78,3.63,1.815,,
AUQ,3323.58,119.566,113.509,.005,-,-,.30,6.7,-,-,-,,Alara Res,,.02,-.4,.02,.029,.027,.019,-14.06,.14,.019,,
