ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, December 19, 2014,,,,,,,,,,,,,,,,,,,,
"XAO 5312.7 at 2014-12-19T16:38:36. Report at Friday, December 19, 2014. Processed Saturday at 2014-12-20T23:15:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
1PG,3698.64,743.068,5.223,.072,-,-,-.20,-,-,-,-,,1-Page,†,1.05,+16,1.05,1.06,1.10,.845,+15.75,1.10,.003,,
TDO,96.122,16.132,25.368,.011,-,-,-.54,-,-,-,-,,3D Oil,,.047,-.3,.051,.07,.05,.047,-8.23,.135,.047,,
DDD,4424.00,20.850,11.826,.002,-,-,.25,3.2,-,-,-,,3D Res,,.008,+.1,.006,.007,.008,.005,+12.06,.029,.005,,
ARH,41.000,15.327,16.410,.005,-,-,-1.30,-,-,-,-,,A'asian Resources,,.011,-,.01,.013,.011,.011,-2.23,.055,.011,,
AYC,-,4.984,2.456,.009,-,-,-.61,-,-,-,-,,A1 Gold,§,.035,-,.025,.045,.034,.034,-2.23,.102,.025,,
AYCO,-,3.406,-,-,-,-,-,-,-,-,-,,  opt nov19,,.009,-,.001,.01,.009,.009,-2.23,.01,.004,,
ABL,-,98.243,117.189,-,-,-,-5.60,-,-,-,-,,Abilene Oil & Gas,†,-,-,.01,.085,.06,.06,-2.23,.126,.003,,
ABU,635.780,484.703,1518.76,.072,-,-,-53.55,-,-,-,-,,ABM Res,†,.265,-,.265,.27,.285,.25,-2.23,.48,.21,,
AJC,5210.00,124.638,163.113,.002,-,-,-.68,-,-,-,-,,Acacia Coal,,.002,-.1,.002,.003,.003,.002,-35.56,.012,.002,,
ACB,570.000,33.300,35.577,.017,-,-,-.79,-,-,-,-,,A-Cap Res,,.046,+.5,.043,.048,.046,.041,+9.97,.08,.041,,
ACS,-,1.175,1.294,.025,-,-,-1.47,-,-,-,-,,Accent Res,,.14,-,.14,.19,.14,.14,-2.23,.23,.14,,
AIV,198.845,27.898,145.527,.011,-,-,-.21,-,-,-,-,,ActiveX,,.019,-.3,.019,.02,.022,.019,-15.87,.025,.011,,
ADD,2.778,9.867,12.412,-,-,-,-6.60,-,-,-,-,,Adavale Resources,†,.027,-.5,.027,.04,.032,.027,-17.85,.14,.002,,
ADN,601.291,53.405,275.786,.006,-,-,-2.96,-,-,-,-,,Adelaide Res,,.023,-.3,.023,.026,.027,.023,-13.77,.073,.023,,
ADNO,11.262,.522,-,-,-,-,-,-,-,-,-,,  opt sep16,,.005,-.1,.005,.009,.006,.005,-18.90,.009,.005,,
ABY,479.005,34.070,72.007,.064,1.07,.19,-53.74,-,-,-,-,,Aditya Birla,,.205,+.5,.205,.215,.21,.19,+.27,.38,.15,,
ADY,2275.76,121.993,48.401,.020,-,-,-.43,-,-,-,-,,Admiralty Res,,.027,+.3,.025,.03,.027,.025,+10.27,.034,.011,,
ADX,1154.97,88.470,123.248,.004,-,-,-.60,-,-,-,-,,ADX Energy,,.006,-,.006,.007,.007,.006,-2.23,.018,.006,,
AQR,273.477,26.725,20.948,.030,-,-,-2.09,-,-,-,-,,AEON Metals,,.10,-,.095,.165,.10,.09,-2.23,.24,.09,,
ACJ,-,280.797,184.606,.004,-,-,-.12,-,-,-,-,,African Chrome Flds,,.003,-,.003,.004,.003,.003,-2.23,.009,.001,,
AFR,4517.81,64.337,74.404,.036,-,-,-1.65,-,-,-,-,,African Energy Res,,.058,+.3,.058,.064,.065,.055,+3.23,.115,.051,,
AMN,87.500,19.583,4.077,.012,-,-,-.73,-,-,-,-,,Agrimin,,.14,+1.5,.10,.13,.14,.11,+9.77,.20,.04,,
AMNOA,-,1.573,-,.001,-,-,-,-,-,-,-,,  opt dec15,,-,-,.06,.08,.08,.08,-2.23,.095,.03,,
AGR,212.371,34.020,65.411,.009,-,-,-7.57,-,-,-,-,,Aguia Res,,.036,+.1,.035,.039,.036,.035,+.63,.075,.031,,
AQG,2680.25,154.015,203.602,.209,-,-,-5.88,-,2.20,-,.91,,Alacer Gold,,2.43,-26,2.41,2.45,2.74,2.29,-11.89,3.63,1.815,,
AUQ,15414.8,174.632,117.613,.006,-,-,.30,7.7,-,-,-,,Alara Res,,.023,+.9,.023,.028,.029,.011,+62.06,.14,.007,,
ALY,30.000,30.064,24.148,.003,-,-,-1.00,-,-,-,-,,Alchemy Resources,,.017,-,.016,.022,.017,.017,-2.23,.038,.015,,
AWD,244.259,1144.79,930.882,-,-,-,-1.65,-,-,-,-,,Aleator Energy,†,.004,-,.004,.005,.005,.004,-2.23,.09,.004,,
AWDO,-,.250,360.507,-,-,-,-,-,-,-,-,,  opt jan15,†,-,-,-,.001,.001,.001,-2.23,.002,.001,,
AQI,-,3.624,3.294,.003,-,-,-6.70,-,-,-,-,,Alicanto Min,,.07,-,.021,.14,.07,.07,-2.23,.33,.07,,
ALK,1522.18,120.357,117.629,.087,-,-,-1.70,-,-,-,-,,Alkane Res,,.21,-,.20,.22,.22,.20,-2.23,.47,.17,,
AHQ,126.100,3.859,6.200,.004,-,-,-.86,-,-,-,-,,Allegiance Coal,,.023,-,.023,.028,.023,.023,-2.23,.028,.007,,
AGS,996.647,86.219,56.041,.026,-,-,-4.98,-,-,-,-,,Alliance Res,,.075,+.1,.075,.079,.076,.073,-.88,.27,.072,,
AGE,4877.07,61.602,46.913,.007,-,-,-.47,-,-,-,-,,Alligator Energy,,.024,+.1,.02,.024,.024,.022,+2.12,.06,.022,,
AYR,1289.99,225.366,361.529,.004,-,-,-.12,-,-,-,-,,Alloy Res,,.008,-.1,.008,.009,.009,.008,-13.34,.011,.005,,
ATC,340.273,24.849,35.241,.009,-,-,-3.40,-,-,-,-,,Altech Chemicals,,.085,-,.075,.085,.085,.07,-2.23,.11,.07,,
ATCO,-,2.662,-,-,-,-,-,-,-,-,-,,  opt may15,,.003,-,-,.005,.003,.003,-2.23,.02,.002,,
AOH,1252.12,144.158,156.887,.120,-,-,2.40,9.4,-,-,-,,Altona Min,,.225,-1,.225,.23,.235,.22,-6.48,.245,.14,,
AJM,297.896,59.464,41.404,.024,-,-,-1.54,-,-,-,-,,Altura Min,,.051,-.7,.051,.058,.059,.05,-14.30,.245,.05,,
AWC,107366,3280.33,3055.54,5.107,1.00,1.82,-1.68,-,-,-,-,,Alumina,,1.82,+18,1.805,1.825,1.83,1.60,+8.75,1.83,1.025,,
AXZ,2.189,.731,2.684,.072,-,-,-17.05,-,-,-,-,,Amex Res,,.78,+5,.78,.79,.78,.73,+4.62,1.35,.70,,
AEK,353.336,46.047,34.212,.018,-,-,-1.00,-,-,-,-,,Anatolia Energy,,.059,-.4,.059,.062,.063,.055,-8.58,.105,.055,,
AEKO,-,-,.250,-,-,-,-,-,-,-,-,,  opt jun17,,.006,-,.002,-,.006,.006,-2.23,.006,.002,,
AHR,-,-,.023,.010,-,-,-2.05,-,-,-,-,,Anchor Res,,.19,-,.01,.19,.19,.19,-2.23,.19,.19,,
ATM,-,.005,.002,.001,-,-,-3998.73,-,.38,-,.35,,Aneka Tambang,,1.10,-,-,-,1.10,1.10,-2.23,1.10,1.075,,
AAR,431.173,19.774,152.371,.001,-,-,-.67,-,-,-,-,,Anglo Aust Res,,.009,+.1,.009,.014,.009,.007,+10.27,.038,.007,,
AGG,13.286,.782,9.278,.183,8.89,.23,-401.41,-,-,-,-,,Anglogold Ashanti,,2.05,-7,2.00,2.26,2.14,1.88,-5.53,4.31,1.88,,
AWV,1004.50,45.356,47.573,.007,-,-,-1.61,-,-,-,-,,Anova Metals,,.028,-.4,.028,.035,.032,.028,-14.73,.05,.019,,
AZZ,3860.46,157.574,124.444,.050,-,-,1.00,20.5,-,-,-,,Antares Energy,,.205,-4.5,.205,.235,.255,.185,-20.23,.68,.185,,
AVD,102.980,56.224,203.241,.003,-,-,-1120.00,-,-,-,-,,Antilles Oil & Gas,†,.12,-2.5,.10,.12,.14,.12,-19.47,.21,.001,,
AZY,2810.41,54.290,229.114,.002,-,-,-.73,-,-,-,-,,Antipa Min,,.005,-.1,.004,.005,.006,.005,-18.90,.025,.004,,
AZYO,-,21.707,-,-,-,-,-,-,-,-,-,,  opt may16,,.004,-,.001,.004,.004,.004,-2.23,.004,.002,,
AZYOA,-,7.278,55.090,-,-,-,-,-,-,-,-,,  opt dec14,,.003,-,-,.001,.003,.003,-2.23,.006,.001,,
AAL,-,4.533,.686,-,-,-,-.32,-,-,-,-,,APAC Coal,,.003,-,.002,.003,.003,.003,-2.23,.007,.002,,
AQQ,2512.00,32.394,241.462,.002,-,-,-.12,-,-,-,-,,Aphrodite Gold,,.008,-.5,.008,.011,.009,.007,-40.69,.027,.007,,
