ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, January 3, 2014,,,,,,,,,,,,,,,,,,,,
"XAO 5351.8 at 2014-01-03T17:18:05. Report at Friday, January 3, 2014. Processed Saturday at 2014-01-04T23:15:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
TDO,586.005,.538,-,.027,-,-,-.92,-,-,-,-,,3D Oil,,.115,-1.5,.11,.12,.13,.115,-12.06,.14,.075,,
DDD,150.000,.110,-,.006,-,-,-.12,-,-,-,-,,3D Res,,.024,-.1,.024,.029,.029,.024,-4.53,.042,.012,,
ARH,12.912,.001,.054,.024,-,-,-4.70,-,-,-,-,,A'asian Resources,,.05,-,.05,.06,.055,.05,-.53,.16,.021,,
AYC,2.096,-,.004,.012,-,-,-.89,-,-,-,-,,A1 Gold,,.13,-,.125,.14,.13,.13,-.53,.274,.12,,
ABU,14080.2,5.507,6.780,.072,-,-,-.46,-,-,-,-,,ABM Res,,.022,+.1,.021,.022,.023,.021,+4.24,.047,.021,,
AJC,1000.00,.830,7.484,.011,-,-,-.08,-,-,-,-,,Acacia Coal,,.012,+.2,.011,.012,.012,.011,+19.47,.023,.007,,
ACB,56.497,.046,.052,.012,-,-,-.93,-,-,-,-,,A-Cap Res,,.045,-,.045,.047,.048,.045,-.53,.13,.042,,
ACS,-,-,-,.033,-,-,-.40,-,-,-,-,,Accent Res,,.185,-,.18,.22,.185,.185,-.53,.24,.15,,
AIV,750.000,.750,.155,.006,-,-,-1.33,-,-,-,-,,ActiveX,,.015,+.1,.014,.015,.015,.014,+6.62,.022,.010,,
ADD,-,-,-,.001,-,-,-1.38,-,-,-,-,,Adavale Resources,,.004,-,.003,.01,.004,.004,-.53,.021,.002,,
ADN,209.273,.109,.526,.014,-,-,-3.63,-,-,-,-,,Adelaide Res,,.062,+.5,.061,.062,.064,.057,+8.25,.25,.036,,
ABY,75.671,.042,.812,.108,1.59,.22,-.21,-,-,-,-,,Aditya Birla,,.345,+1.5,.345,.35,.345,.325,+4.02,.60,.315,,
ADY,584.000,.475,.377,.012,-,-,-2.90,-,-,-,-,,Admiralty Res,,.016,+.2,.016,.017,.016,.014,+13.76,.045,.014,,
AVD,-,-,.250,.001,-,-,-.13,-,-,-,-,,Advance Energy,,.001,-,-,.001,.001,.001,-.53,.002,.001,,
ADX,845.000,.600,1.587,.008,-,-,-3.21,-,-,-,-,,ADX Energy,,.015,-.1,.014,.016,.015,.014,-6.78,.04,.012,,
AQR,26.000,-,.130,.024,-,-,-.04,-,-,-,-,,AEON Metals,,.13,+.5,.13,.17,.13,.13,+3.47,.335,.10,,
AFR,107.921,.052,.158,.048,-,-,-3.86,-,-,-,-,,African Energy Res,,.11,+1.3,.11,.115,.115,.10,+12.88,.19,.063,,
AGR,240.116,.215,.135,.011,-,-,-2.01,-,-,-,-,,Aguia Res,,.06,+.5,.052,.06,.06,.055,+8.56,.19,.045,,
AQG,1883.04,1.541,1.252,.253,-,-,-318.93,-,-,-,-,,Alacer Gold,,2.52,+25,2.50,2.60,2.59,2.18,+10.49,4.532,1.94,,
AUQ,2336.23,.999,.004,.015,-,-,-2.84,-,-,-,-,,Alara Res,,.06,-1.5,.06,.07,.075,.06,-20.53,.205,.035,,
ALY,7.585,.008,.100,.004,-,-,-1.36,-,-,-,-,,Alchemy Resources,,.027,+.1,.027,.031,.027,.026,+3.32,.146,.023,,
AYN,47448.1,17.677,3.576,.014,-,-,-.68,-,-,-,-,,Alcyone Res,,.002,-,.001,.002,.002,.001,-.53,.030,.001,,
AYNO,-,-,.021,-,-,-,-,-,-,-,-,,  opt may15,,.001,-,-,.001,.001,.001,-.53,.02,.001,,
AYNOA,-,-,-,.001,-,-,-,-,-,-,-,,  opt jul15,,.001,-,-,.001,.001,.001,-.53,.002,.001,,
AQI,-,-,.024,.005,-,-,-4.80,-,-,-,-,,Alicanto Min,,.22,-,.17,.21,.22,.22,-.53,.25,.145,,
ALK,2037.72,.652,.697,.127,-,-,19.00,1.8,-,-,-,,Alkane Res,,.34,-1,.34,.345,.372,.34,-3.38,.825,.245,,
AHQ,12.500,.003,.050,-,-,-,-.88,-,-,-,-,,Allegiance Coal,,.015,+.1,.015,.03,.015,.014,+6.62,.06,.012,,
AHQO,-,-,-,-,-,-,-,-,-,-,-,,  opt mar14,,-,-,-,.001,.001,.001,-.53,.01,.001,,
AGS,1669.63,1.208,.529,.046,-,-,-2.14,-,-,-,-,,Alliance Res,,.135,-,.135,.145,.16,.13,-.53,.22,.093,,
AGE,-,-,.140,.010,-,-,-.93,-,-,-,-,,Alligator Energy,,.05,-,.051,.053,.05,.05,-.53,.085,.023,,
AYR,1450.00,1.390,.400,.003,-,-,-.42,-,-,-,-,,Alloy Res,,.006,+.1,.006,.007,.007,.005,+19.47,.018,.003,,
AYM,-,-,-,.005,-,-,-.52,-,-,-,-,,Altuis Mining,,.009,-,.005,.018,.009,.009,-.53,.019,.005,,
AOH,680.872,.118,1.004,.088,-,-,2.40,6.9,-,-,-,,Altona Min,,.165,+1.5,.16,.17,.165,.15,+9.47,.31,.115,,
AJM,334.714,.210,.013,.064,-,-,-.22,-,-,-,-,,Altura Min,,.14,+.5,.135,.145,.145,.135,+3.18,.19,.076,,
AWC,25803.6,12.708,21.367,3.101,1.01,1.09,-1.92,-,-,-,-,,Alumina,,1.105,+5,1.105,1.12,1.13,1.065,+4.21,1.405,.89,,
AQO,700.000,.040,.345,.020,-,-,-3.78,-,-,-,-,,Ambassador Oil & Gas,,.14,-,.14,.145,.15,.135,-.53,.275,.13,,
