ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,
XAO 4439.4 at 16:38 25/6/2010  Report at 19:06 Friday 25/6/2010. Processed 21:03 Sunday 27/6/2010.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low
ATM,-,0.012,0.011,2.289,0.10,12.0,0.7,171.4,1.37,0.51,1.14,,Aneka Tambang cdi,,1.20,,-,-,1.20,1.20,2.94,1.30,1.00
AAR,119420,198.999,93.721,0.022,-,-,-0.14,-,-,-,-,,Anglo Aust,,0.043,0.9,-,-,0.066,0.031,29.42,0.066,0.018
AGG,19.586,1.803,3.961,0.905,8.69,1.2,-99.23,-,3.87,-,0.38,,Anglogold Ashanti,,10.15,-6,10.15,10.21,10.21,9.52,2.36,10.50,7.65
AZZ,2194.34,166.519,49.328,0.19,-,-,-1.6,-,-,-,-,,Antares Energy,,0.64,-0.5,0.63,0.64,0.67,0.62,2.17,0.885,0.21
AVM,89.859,3.223,3.168,0.032,-,-,-23.97,-,-,-,-,,Anvil Min cdi,,3.45,-23,3.46,3.70,3.72,3.45,-3.31,4.56,1.50
AAL,140,2.033,1.149,0.004,-,-,1.53,2.3,-,-,-,,Apac Coal,,0.035,-0.6,-,-,0.041,0.035,-11.69,0.08,0.035
AXM,67472.9,1702.27,396.597,0.066,-,-,-26.39,-,-,-,-,,Apex Min NL,,0.02,-0.1,0.02,0.021,0.024,0.02,-1.82,0.15,0.014
AXMO,8538.87,228.527,-,0.004,-,-,-,-,-,-,-,,  opt nov12,,0.006,0.1,-,-,0.007,0.006,22.94,0.025,0.005
AZO,358.157,28.882,-,0.048,-,-,-,-,-,-,-,,Apollo Gas Ltd,,0.58,-2,0.60,0.63,0.67,0.58,-0.39,0.87,0.35
AON,712,12.901,4.729,0.016,-,-,-6.59,-,-,-,-,,Apollo Min Ltd,,0.135,-0.5,-,-,0.14,0.14,-0.63,0.40,0.10
AONO,-,0.515,-,-,-,-,-,-,-,-,-,,  opt nov11,,0.02,,-,-,0.02,0.02,2.94,0.025,0.012
AQP,4377.38,186.018,103.657,2.922,-,-,20.79,30.4,2.26,9.20,0.36,,Aquarius Platinum,,6.31,-29,6.22,6.51,6.82,6.29,-1.45,7.95,3.74
AQA,3710.02,95.217,46.811,2.755,-,-,-14.8,-,-,-,-,,Aquila Res,,8.55,-52,8.51,8.55,9.58,8.39,-2.79,11.38,4.727
ARU,1259.03,64.636,54.205,0.128,-,-,-5.1,-,-,-,-,,Arafura Resource,,0.44,-5,0.435,0.44,0.505,0.43,-7.26,1.285,0.38
AAG,1050.28,52.927,1.16,0.036,-,-,-3.87,-,-,-,-,,Aragon Res,,0.18,-4,-,-,0.22,0.175,-15.24,0.27,0.072
AAGO,120,2.669,0.633,-,-,-,-,-,-,-,-,,  opt sep10,,0.015,-1,-,-,0.025,0.015,-37.06,0.05,0.003
ARX,2270.02,124.241,13.813,0.007,-,-,8.42,0.2,-,-,-,,ARC Explore Ltd,,0.021,-0.3,-,-,0.023,0.02,-9.56,0.065,0.014
ARXO,0.5,4.086,0.246,-,-,-,-,-,-,-,-,,  opt jun12,,0.002,,-,-,0.002,0.002,2.94,0.016,0.001
ARXOA,1138.88,44.059,-,-,-,-,-,-,-,-,-,,  opt jan11,,0.003,-0.1,-,-,0.005,0.003,-22.06,0.026,0.003
AXE,-,5.083,2.674,0.006,-,-,-1.93,-,-,-,-,,Archer Explore,,0.10,,0.07,0.10,0.10,0.10,2.94,0.21,0.065
ARD,711.993,12.728,6.571,0.006,-,-,-3.42,-,-,-,-,,Argent Min,,0.15,-0.5,-,-,0.155,0.15,-0.28,0.23,0.10
ARDO,-,4.826,2.136,0.001,-,-,-,-,-,-,-,,  opt jun11,,0.03,,0.02,0.039,0.03,0.03,2.94,0.06,0.015
AXT,1612.25,35.377,7.012,0.003,-,-,0.76,4.9,-,-,-,,Argo Explore,,0.037,-0.4,-,-,0.039,0.035,-6.81,0.115,0.03
ARE,1006.15,23.342,31.597,0.01,-,-,0.61,9.8,-,-,-,,Argonaut Res,,0.06,-0.2,0.057,0.062,0.061,0.057,-0.28,0.105,0.048
AGY,50.2,3.4,1.742,0.002,-,-,-0.53,-,-,-,-,,Argosy Min cdi,,0.019,0.1,-,-,0.019,0.018,8.50,0.13,0.018
AOE,8018.15,783.422,497.618,3.553,2.13,2.3,15.38,31.5,-,-,-,,Arrow Energy,,4.85,-7,4.82,4.87,4.92,4.82,1.52,5.31,3.04
ARV,-,38.157,2.555,0.008,-,-,0.31,13.9,-,-,-,,Artemis Res,,0.043,,-,-,0.043,0.043,2.94,0.199,0.039
ARVOB,-,5.558,-,-,-,-,-,-,-,-,-,,  opt jun11,,0.013,,-,-,0.013,0.013,2.94,0.058,0.01
ATN,2625.51,72.156,37.724,0.009,-,-,-0.83,-,-,-,-,,Ashburton Min,,0.017,-0.2,0.017,0.018,0.02,0.017,-7.58,0.099,0.01
AKM,3492.49,113.645,10.343,0.025,-,-,-7.45,-,-,-,-,,Aspire Min Ltd,,0.089,-1.6,0.088,0.09,0.097,0.086,-12.29,0.18,0.017
ARO,33585.1,1978.25,33.722,0.007,-,-,-0.2,-,-,-,-,,Astro Res NL,,0.005,,0.004,0.006,0.006,0.004,2.94,0.016,0.004
AROOB,-,163.148,15.884,-,-,-,-,-,-,-,-,,  opt nov12,,0.002,,-,-,0.002,0.002,2.94,0.007,0.002
AHN,25,4.473,2.322,0.005,-,-,-0.62,-,-,-,-,,Athena Res,,0.07,,-,-,0.07,0.069,2.94,0.12,0.035
AHNOA,-,1.051,-,0.001,-,-,-,-,-,-,-,,  opt apr12,,0.031,,-,-,0.031,0.031,2.94,0.031,0.017
ATV,4707.85,41.846,39.635,0.015,-,-,-0.25,-,-,-,-,,Atlantic Gold NL,,0.039,0.1,0.038,0.04,0.039,0.034,5.58,0.10,0.034
ATVCD,-,0.132,-,-,-,-,-,-,-,-,-,,  ctg,,0.012,,-,-,0.012,0.012,2.94,0.03,0.011
ATVOA,150,2.695,11.462,-,-,-,-,-,-,-,-,,  opt jan11,,0.008,,-,-,0.008,0.008,2.94,0.045,0.008
AGO,19206.7,536.683,238.63,1.033,-,-,-15.5,-,-,-,-,,Atlas Iron Ltd,,2.18,3,2.17,2.18,2.30,2.14,4.34,3.05,1.475
ATQ,1438.25,29.357,3.083,0.018,-,-,-6.9,-,-,-,-,,Atomic Res,,0.175,1,0.175,0.18,0.185,0.16,9.01,0.185,0.092
ATQO,-,1.87,0.348,-,-,-,-,-,-,-,-,,  opt aug11,,0.02,,-,-,0.02,0.02,2.94,0.04,0.01
ACZ,-,0.998,0.884,0.005,-,-,-0.49,-,-,-,-,,Atticus Resource,,0.18,,-,-,0.18,0.18,2.94,0.26,0.12
ACZO,-,0.472,0.332,-,-,-,-,-,-,-,-,,  opt sep12,,0.03,,-,-,0.03,0.03,2.94,0.09,0.03
AUK,1524.66,18.355,5.4,0.024,-,-,-0.82,-,-,-,-,,Augur Res Ltd,,0.23,5,0.225,0.24,0.23,0.185,30.72,0.25,0.016
AUJ,617.473,15.203,2.014,0.014,-,-,-0.66,-,-,-,-,,Augustus Min,,0.345,11.5,0.32,0.345,0.345,0.245,52.94,0.47,0.10
AUJO,5932.49,11.144,-,0.003,-,-,-,-,-,-,-,,  opt jul10,,0.065,5,0.058,0.065,0.07,0.018,336.30,0.215,0.015
AEE,556,43.192,4.131,0.012,-,-,-3.57,-,-,-,-,,Aura Energy,,0.145,-1,-,-,0.155,0.145,-3.51,0.33,0.105
AGU,4089,75.534,12.059,0.006,-,-,-4.35,-,-,-,-,,Aurium Res,,0.02,,0.016,0.02,0.021,0.016,2.94,0.075,0.016
AGUOA,2500,18.29,-,-,-,-,-,-,-,-,-,,  opt sep12,,0.008,0.1,0.006,0.008,0.008,0.007,17.23,0.025,0.007
ARM,5070.5,65.769,4.106,0.049,-,-,-5.78,-,-,-,-,,Aurora Min Ltd,,0.47,7,0.45,0.475,0.51,0.40,20.44,1.26,0.17
AUT,4229.14,68.928,7.37,0.205,-,-,-1.8,-,-,-,-,,Aurora Oil & Gas,,0.81,-1,0.81,0.82,0.85,0.79,1.72,0.88,0.11
AXO,1177.54,198.56,30.859,0.139,-,-,-7.57,-,-,-,-,,Aurox Res,,0.71,2,0.71,0.73,0.745,0.69,5.84,0.985,0.235
AIW,2784.62,30.792,14.41,0.005,-,-,3.36,0.9,-,-,-,,Ausamerican Min,,0.031,-0.2,0.031,0.033,0.036,0.03,-3.12,0.155,0.03
AUC,307.22,17.429,-,0.007,-,-,-0.39,-,-,-,-,,Ausgold Ltd,,0.12,-1,-,-,0.13,0.12,-4.75,0.248,0.12
AUCO,-,9.659,-,0.003,-,-,-,-,-,-,-,,  opt mar13,,0.045,,-,-,0.045,0.045,2.94,0.07,0.035
AOA,20,2.557,0.926,0.007,-,-,0.86,23.3,-,-,-,,Ausmon Resources,,0.20,-2,-,-,0.22,0.22,-6.15,0.34,0.18
AQD,228.832,21.585,27.35,0.035,-,-,-2.98,-,-,-,-,,Ausquest Ltd,,0.155,1.5,-,-,0.15,0.145,13.66,0.20,0.105
AQR,645.821,156.755,3.14,0.04,-,-,-0.74,-,-,-,-,,Aussie Q Res,,0.31,-3.5,0.31,0.32,0.38,0.31,-7.20,0.79,0.038
ABZ,79,12.171,-,0.01,-,-,-,-,-,-,-,,Aust Bauxite Ltd,,0.33,-2,-,-,0.35,0.325,-2.77,0.49,0.25
AGV,1561.37,6.191,1.999,0.001,-,-,-2.62,-,-,-,-,,Aust Gold Invest,,0.02,-0.6,0.02,0.021,0.022,0.015,-20.13,0.05,0.015
AKA,192.393,13.922,-,0.006,-,-,-,-,-,-,-,,Aust Min Min,,0.14,-0.5,-,-,0.145,0.14,-0.50,0.235,0.14
AKAO,-,0.851,-,-,-,-,-,-,-,-,-,,  opt oct11,,0.018,,-,-,0.018,0.018,2.94,0.04,0.015
AUZ,109690,4189.89,-,0.007,-,-,0.05,2.0,-,-,-,,Aust Mines Ltd,,0.001,,0.001,0.002,0.002,0.001,2.94,0.02,0.001
AUZO,-,0.5,-,0.001,-,-,-,-,-,-,-,,  opt jun13,,0.001,,-,-,0.001,0.001,2.94,0.001,0.001
AOC,88,3.072,3.179,0.005,-,-,-3.81,-,-,-,-,,Aust Oil Co,,0.089,0.9,0.089,0.13,0.089,0.085,14.19,0.16,0.07
AOCOA,-,2.029,-,-,-,-,-,-,-,-,-,,  opt dec11,,0.01,,-,-,0.01,0.01,2.94,0.03,0.01
AOM,2202.31,32.976,13.035,0.009,-,-,-0.07,-,-,-,-,,Aust Oriental,,0.004,0.1,-,-,0.004,0.003,36.28,0.009,0.002
ARW,6708.51,111.121,84.399,0.007,0.01,1.1,-1.56,-,-,-,-,,Aust Renewable,,0.011,0.1,-,-,0.013,0.01,12.94,0.033,0.01
AOK,1561.12,98.814,18.157,0.025,-,-,-2.29,-,-,-,-,,Austex Oil Ltd,,0.125,-1.5,0.125,0.135,0.14,0.125,-7.77,0.216,0.098
AOKO,-,9.037,-,-,-,-,-,-,-,-,-,,  opt dec11,,0.04,,-,-,0.04,0.04,2.94,0.04,0.023
AKK,6395.45,289.725,10.011,0.009,-,-,-2.49,-,-,-,-,,Austin Explore,,0.03,-0.6,0.03,0.033,0.036,0.03,-13.72,0.096,0.026
AKKO,1720,66.227,-,0.001,-,-,-,-,-,-,-,,  opt nov11,,0.008,0.1,-,-,0.008,0.007,17.23,0.031,0.007
APG,1469.54,127.635,56.602,0.03,-,-,-0.29,-,-,-,-,,Austpac Res NL,,0.035,-0.1,0.035,0.036,0.037,0.035,0.17,0.07,0.029
AAF,15418,434.947,210.453,0.004,-,-,-0.14,-,-,-,-,,Austral Africa Res,,0.001,-0.1,0.001,0.002,0.002,0.001,-47.06,0.007,0.001
AGD,-,1.846,0.228,0.037,-,-,6.17,3.6,-,-,-,,Austral Gold,,0.22,,-,-,0.22,0.22,2.94,0.25,0.065
AZX,65.695,1.772,0.717,0.006,-,-,-3.35,-,-,-,-,,Auzex Res,,0.12,2,-,-,0.14,0.10,22.94,0.26,0.10
AZXO,-,0.02,0.237,-,-,-,-,-,-,-,-,,  opt sep10,,0.009,,-,-,0.009,0.009,2.94,0.015,0.006
AVI,231.985,14.755,7.868,0.022,-,-,-0.68,-,-,-,-,,Avalon Min,,0.17,2,-,-,0.17,0.15,16.28,0.297,0.109
AVB,7387.06,315.985,15.727,0.008,-,-,1.23,1.3,-,-,-,,Avanco Res Ltd,,0.016,0.1,0.015,0.016,0.017,0.015,9.61,0.044,0.012
AVBOB,216.3,107.453,10.141,0.002,-,-,-,-,-,-,-,,  opt apr12,,0.008,,0.007,0.009,0.008,0.008,2.94,0.027,0.005
AVA,711.398,19.628,37.668,0.008,-,-,-10.74,-,-,-,-,,Aviva Corp,,0.067,-0.1,-,-,0.069,0.065,1.47,0.17,0.056
AVO,4425.14,168.111,120.792,0.76,0.79,3.3,12.49,21.0,-,-,-,,Avoca Res,,2.62,6,2.56,2.62,2.64,2.52,5.29,2.64,1.48
AVZ,80,5.727,5.617,0.005,-,-,-4.1,-,-,-,-,,Avonlea Min,,0.078,-0.7,-,-,0.085,0.072,-5.29,0.17,0.07
AWE,24026.6,372.158,251.525,0.942,1.74,1.0,1.43,126.2,-,-,-,,AWE Ltd,,1.805,-23.5,1.805,1.835,2.09,1.795,-8.58,3.17,1.795
AXC,30,5.581,8.507,0.002,-,-,-1.39,-,-,-,-,,AXG Min Ltd,,0.016,-0.3,-,-,0.019,0.016,-12.85,0.039,0.016
AXCO,-,2.51,2.021,-,-,-,-,-,-,-,-,,  opt aug10,,0.001,,-,-,0.001,0.001,2.94,0.005,0.001
AVQ,2654.64,109.414,-,0.018,-,-,0.29,7.9,-,-,-,,Axiom Min Ltd cdi,,0.023,-0.1,-,-,0.024,0.022,-1.22,0.045,0.011
AZM,3902.55,215.495,17.722,0.095,-,-,-2.5,-,-,-,-,,Azumah Res,,0.445,-1.5,0.44,0.45,0.48,0.44,-0.32,0.53,0.10
AZS,3680.96,251.734,24.37,0.016,-,-,-0.78,-,-,-,-,,Azure Min,,0.048,-0.2,0.046,0.048,0.05,0.046,-1.06,0.111,0.033
BND,91.253,14.473,6.134,0.084,-,-,-0.73,-,-,-,-,,Bandanna Energy,,0.66,5,-,-,0.65,0.61,11.14,0.97,0.35
BMN,4083.05,138.025,100.005,0.054,-,-,-7.84,-,-,-,-,,Bannerman Res,,0.27,-4.5,0.265,0.27,0.32,0.255,-11.34,1.43,0.255
BKP,5954.93,480.803,-,0.005,-,-,-0.03,-,-,-,-,,Baraka Pet,,0.003,,-,-,0.004,0.003,2.94,0.03,0.003
BAR,2547.69,48.646,32.949,0.017,-,-,-1.89,-,-,-,-,,Barra Res,,0.054,-0.3,0.053,0.054,0.058,0.054,-2.32,0.22,0.054
BARO,338.543,1.267,4.645,-,-,-,-,-,-,-,-,,  opt dec10,,0.002,0.1,-,-,0.002,0.001,102.90,0.029,0.001
BSE,320,18.376,3.218,0.003,-,-,-2.4,-,-,-,-,,Base Iron Ltd,,0.092,0.2,-,-,0.095,0.09,5.17,0.16,0.06
BSM,1566.56,56.412,29.443,0.031,-,-,13.32,1.4,-,-,-,,Bass Metals Ltd,,0.18,-1,0.18,0.185,0.195,0.18,-2.32,0.349,0.155
BAS,1614.33,77.123,9.5,0.008,-,-,-0.62,-,-,-,-,,Bass Strait Oil Co,,0.028,0.1,0.028,0.03,0.028,0.026,6.65,0.068,0.021
BSR,1387.66,32.083,11.685,0.04,-,-,-1.33,-,-,-,-,,Bassari Res,,0.225,-3,0.205,0.225,0.26,0.21,-8.82,0.44,0.076
BTV,1386.82,48.773,22.41,0.031,-,-,0.3,66.7,-,-,-,,Batavia Min,,0.20,1.5,0.19,0.20,0.20,0.18,11.05,0.375,0.093
BTVO,158.692,11.29,2.394,0.007,-,-,-,-,-,-,-,,  opt jun12,,0.10,1.7,0.076,0.10,0.10,0.083,23.43,0.21,0.03
BTU,9360.01,85.776,3.868,0.039,-,-,-16.7,-,-,-,-,,Bathurst Res,,0.175,1.5,0.175,0.18,0.205,0.165,12.32,0.205,0.046
BTUO,3.333,1.669,-,-,-,-,-,-,-,-,-,,  opt dec10,,0.03,,-,-,0.03,0.03,2.94,0.05,0.007
BAU,4736.59,84.341,43.343,0.048,-,-,-7.59,-,-,-,-,,Bauxite Resource,,0.205,-3.5,0.205,0.21,0.25,0.19,-11.64,1.345,0.19
BCI,886.177,49.672,22.569,0.141,-,-,-2.65,-,-,-,-,,BC Iron Ltd,,1.68,8,1.65,1.68,1.75,1.63,7.94,2.23,0.93
BCD,1497.63,85.241,44.48,0.051,0.09,1.4,3.05,4.1,-,-,-,,BCD Res NL,,0.125,-0.5,0.12,0.125,0.13,0.12,-0.90,0.18,0.085
BPT,14251.3,678.704,868.318,0.803,1.27,0.6,16.05,4.6,1.75,9.17,2.38,p,Beach Energy Ltd,,0.735,-2.5,0.735,0.74,0.77,0.735,-0.35,1.04,0.655
BCN,8903.41,1477.64,609.173,0.013,-,-,1.96,0.9,-,-,-,,Beacon Min,,0.017,-0.2,0.017,0.018,0.019,0.017,-7.58,0.035,0.011
BCNO,-,13.509,16.699,-,-,-,-,-,-,-,-,,  opt aug10,,0.001,,-,-,0.001,0.001,2.94,0.006,0.001
BCNOA,912.5,296.868,374.237,0.002,-,-,-,-,-,-,-,,  opt aug10,,0.007,-0.1,-,-,0.008,0.007,-9.56,0.022,0.004
BDR,5956.37,141.498,7.938,0.1,-,-,-2.78,-,-,-,-,,Beadell Resource,,0.16,0.5,-,-,0.165,0.155,6.17,0.40,0.07
BDG,3066.14,102.6,122.779,0.104,0.15,1.4,3.2,6.4,0.5,6.40,2.44,,Bendigo Min Ltd,,0.205,-0.5,0.20,0.205,0.215,0.195,0.56,0.295,0.195
BKY,405.771,34.739,33.691,0.157,-,-,-8.92,-,-,-,-,,Berkeley Res,,1.15,-5,1.13,1.15,1.215,1.12,-1.22,1.595,0.905
BKYO,90,4.071,0.026,0.005,-,-,-,-,-,-,-,,  opt may13,,0.40,-2.5,-,-,0.425,0.40,-2.94,0.85,0.40
BHP,98879.1,1937.92,1964.12,130.216,8.76,4.4,185.29,20.9,95.15,1.95,2.45,f,BHP Billiton Ltd,,38.80,-33,38.79,38.84,40.13,38.67,2.10,44.93,31.33
BFE,614.758,36.357,2.375,0.009,-,-,-1.1,-,-,-,-,,Black Fire Min,,0.085,-1,0.083,0.09,0.098,0.085,-7.58,0.215,0.045
BLR,3691.28,137.809,393.344,0.017,-,-,-0.2,-,-,-,-,,Black Range Min,,0.027,-0.3,0.027,0.028,0.032,0.026,-7.06,0.10,0.026
BLRO,90,6.508,31.674,-,-,-,-,-,-,-,-,,  opt feb11,,0.007,-0.1,0.003,0.02,0.008,0.007,-9.56,0.063,0.007
BRD,3575,409.754,5.385,0.003,-,-,-0.26,-,-,-,-,,Black Ridge Min,,0.007,-0.2,0.007,0.008,0.009,0.007,-19.28,0.035,0.006
BRDOA,3000,42.916,-,-,-,-,-,-,-,-,-,,  opt nov10,,0.001,,-,-,0.001,0.001,2.94,0.007,0.001
