ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,
XAO 4646.9 at 16:47 30/10/2009  Report at 19:06 Friday 30/10/2009. Processed 19:03 Sunday 1/11/2009.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low
TDO,1195.52,60.952,111.278,0.053,-,-,-0.46,-,-,-,-,,3D Oil Ltd,,0.265,-3.5,0.265,0.27,0.305,0.26,-7.29,0.325,0.048
DDD,40,11.31,7.756,0.003,-,-,-4.66,-,-,-,-,,3D Res Ltd,,0.023,-0.1,0.022,0.024,0.024,0.023,0.21,0.026,0.007
AAO,1211.2,16.409,5.758,0.012,-,-,-5.03,-,-,-,-,,A'asia Gold,,0.115,2,0.10,0.115,0.12,0.09,25.43,0.12,0.014
ARH,599.771,19.783,41.641,0.215,-,-,-2.85,-,-,-,-,,A'asian Resour,,0.485,-2,0.46,0.485,0.515,0.43,0.42,0.70,0.29
AAM,3268.95,67.211,37.546,0.036,-,-,-3.99,-,-,-,-,,A1 Min Ltd,,0.225,-1.5,0.225,0.23,0.245,0.195,-1.87,0.245,0.06
ABU,4874.83,301.776,79.362,0.028,-,-,-0.65,-,-,-,-,,ABM Res NL,,0.037,,0.034,0.037,0.038,0.035,4.38,0.07,0.006
AII,150.42,2.791,18.563,0.03,-,-,-1.39,-,-,-,-,,Abra Min Ltd,,0.215,-3.5,0.215,0.25,0.25,0.215,-9.62,0.33,0.13
ACB,2076.02,73.442,61.276,0.064,-,-,-2.93,-,-,-,-,,A-Cap Res,,0.395,-3,0.39,0.395,0.425,0.36,-2.68,0.60,0.08
ACS,1931.7,33.544,67.029,0.019,-,-,-1.37,-,-,-,-,,Accent Res NL,,0.155,-0.5,0.155,0.16,0.18,0.155,1.25,0.27,0.055
AEX,43825.1,557.329,484.028,0.005,-,-,-1.52,-,-,-,-,,Acclaim Explore,,0.006,-0.1,0.005,0.007,0.008,0.006,-9.91,0.008,0.003
AEXCD,-,-,0.726,-,-,-,-,-,-,-,-,,  ctg,,0.003,,0.001,-,0.003,0.003,4.38,0.003,0.003
AIV,1722.53,16.803,6.181,0.006,-,-,-1.66,-,-,-,-,,Activex Ltd,,0.095,-0.5,0.091,0.095,0.12,0.09,-0.62,0.12,0.028
AIVO,40,0.922,-,-,-,-,-,-,-,-,-,,  opt jul10,,0.055,-0.5,0.045,0.06,0.055,0.055,-3.95,0.06,0.001
ADU,2104.13,45.387,22.108,0.12,-,-,-10.25,-,-,-,-,,Adamus Res,,0.42,-2,0.40,0.42,0.445,0.37,-0.17,0.53,0.10
ADD,2131.96,46.957,41.871,0.009,0.03,1.6,-0.3,-,-,-,-,,Adavale Resource,,0.048,-0.4,0.048,0.05,0.057,0.046,-3.31,0.065,0.01
ADE,881.322,45.222,42.565,0.017,-,-,1.39,9.0,-,-,-,,Adelaide Energy,,0.125,,0.115,0.125,0.125,0.12,4.38,0.16,0.035
ADN,1594,65.555,40.225,0.021,-,-,4.86,4.4,-,-,-,,Adelaide Res,,0.215,-1,0.205,0.215,0.22,0.195,-0.07,0.37,0.04
ADI,2333.31,68.691,27.154,0.021,-,-,-5.87,-,-,-,-,,Adelphi Energy,,0.14,-2,0.13,0.14,0.16,0.12,-8.12,0.365,0.045
ABY,13185.9,345.982,318.657,0.406,1.31,1.0,-24.26,-,-,-,-,,Aditya Birla,,1.295,-9,1.29,1.295,1.32,1.015,-2.12,1.65,0.096
ADY,39845.5,6508.84,3580.42,0.03,-,-,-2.73,-,-,-,-,,Admiralty Res,,0.018,-0.1,0.017,0.018,0.019,0.017,-0.88,0.054,0.008
