ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,
XAO 4905.2 at 16:37 26/3/2010  Report at 19:08 Friday 26/3/2010. Processed 18:58 Sunday 28/3/2010.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low
TDO,112.499,10.837,8.51,0.048,-,-,-0.27,-,-,-,-,,3D Oil Ltd,,0.24,-1,0.24,0.25,0.25,0.24,-4.31,0.39,0.07
DDD,34.465,4.074,0.33,0.003,-,-,-1.9,-,-,-,-,,3D Res Ltd,,0.019,-0.1,0.02,0.023,0.02,0.019,-5.31,0.026,0.007
AAO,186.824,2.428,2.695,0.007,-,-,-1.28,-,-,-,-,,A'asia Gold,,0.065,,0.065,0.08,0.065,0.065,-0.31,0.109,0.023
ARH,223.127,7.142,2.531,0.195,-,-,-1.4,-,-,-,-,,A'asian Resour,,0.44,-1.5,0.45,0.465,0.465,0.44,-3.61,0.70,0.295
AAM,3815.1,40.504,11.132,0.048,-,-,-3.56,-,-,-,-,,A1 Min Ltd,,0.245,-3.5,0.245,0.25,0.275,0.24,-12.81,0.42,0.11
ABU,18680.9,199.892,12.927,0.026,-,-,-4.09,-,-,-,-,,ABM Res NL,,0.024,-0.2,0.024,0.025,0.026,0.024,-8.00,0.07,0.006
AII,37,0.527,0.549,0.023,-,-,-1.94,-,-,-,-,,Abra Min Ltd,,0.165,,0.125,0.165,0.165,0.165,-0.31,0.25,0.15
ACB,2224.55,19.169,7.904,0.065,0.14,2.9,-0.91,-,-,-,-,,A-Cap Res,,0.40,-5.5,0.40,0.41,0.47,0.40,-12.40,0.60,0.17
ACS,1302.38,13.848,2.207,0.031,-,-,-1.53,-,-,-,-,,Accent Res NL,,0.215,0.5,0.205,0.215,0.215,0.20,2.07,0.27,0.075
AEX,29610.6,1373.79,28.078,0.02,-,-,-0.38,-,-,-,-,,Acclaim Explore,,0.02,,0.019,0.021,0.023,0.019,-0.31,0.029,0.004
