ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,
XAO 5007.3 at 16:34 16/4/2010  Report at 19:07 Friday 16/4/2010. Processed 19:51 Friday 16/4/2010.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low
TDO,478.5,13.476,9.531,0.038,-,-,-0.27,-,-,-,-,,3D Oil Ltd,,0.19,-0.5,0.19,0.195,0.20,0.185,-3.26,0.39,0.072
DDD,205.465,4.734,1.465,0.003,-,-,-1.9,-,-,-,-,,3D Res Ltd,,0.021,,0.02,0.021,0.021,0.02,-0.69,0.026,0.007
AAO,281.926,3.571,2.898,0.007,-,-,-1.28,-,-,-,-,,A'asia Gold,,0.07,-0.5,0.07,0.075,0.08,0.07,-7.36,0.109,0.023
AAON,-,-,-,-,-,-,-,-,-,-,-,,  def,,-,,-,-,-,-,-,-,-
AAOO,-,-,-,-,-,-,-,-,-,-,-,,  optapr13d,,-,,0.011,-,-,-,-,-,-
ARH,625.814,8.091,4.339,0.215,-,-,-1.4,-,-,-,-,,A'asian Resour,,0.485,2,0.475,0.485,0.50,0.47,3.61,0.70,0.375
AAM,6295.65,51.98,12.549,0.046,-,-,-3.56,-,-,-,-,,A1 Min Ltd,,0.235,-1.5,0.23,0.235,0.255,0.215,-6.69,0.42,0.11
ABU,24413.2,270.776,26.806,0.04,-,-,-4.09,-,-,-,-,,ABM Res NL,,0.026,,0.025,0.026,0.027,0.025,-0.69,0.07,0.006
AII,31.032,0.613,0.672,0.026,-,-,-1.94,-,-,-,-,,Abra Min Ltd,,0.185,-1.5,0.13,0.20,0.20,0.185,-8.19,0.25,0.14
ACB,1207.22,23.293,9.559,0.065,0.14,2.9,-0.91,-,-,-,-,,A-Cap Res,,0.40,-2.5,0.395,0.405,0.42,0.395,-6.57,0.60,0.22
ACS,784.692,16.115,2.526,0.03,-,-,-1.53,-,-,-,-,,Accent Res NL,,0.205,-1,0.205,0.21,0.23,0.205,-5.34,0.27,0.086
AEX,16420.4,1441.41,42.952,0.018,-,-,-0.38,-,-,-,-,,Acclaim Explore,,0.018,-0.2,0.018,0.019,0.02,0.017,-10.69,0.029,0.004
AEXCD,-,-,-,-,-,-,-,-,-,-,-,,  ctg,,0.003,,0.001,0.025,0.003,0.003,-0.69,0.003,0.003
AEXO,-,-,-,-,-,-,-,-,-,-,-,,  opt jun10,,-,,-,-,-,-,-,-,-
AIV,1673.09,11.564,2.02,0.011,-,-,-1.49,-,-,-,-,,Activex Ltd,,0.135,1.5,0.135,0.14,0.14,0.11,11.81,0.14,0.05
AIVO,500.34,2.253,-,-,-,-,-,-,-,-,-,,  opt jul10,,0.05,1,0.044,0.05,0.05,0.038,24.31,0.06,0.001
ADU,4372.53,39.844,6.41,0.137,-,-,-12.87,-,-,-,-,,Adamus Res,,0.42,-4,0.42,0.45,0.46,0.42,-9.39,0.517,0.303
ADUN,-,-,-,-,-,-,-,-,-,-,-,,  def,,-,,-,0.45,-,-,-,-,-
ADD,1671.09,10.853,9.057,0.006,0.02,1.8,-0.96,-,-,-,-,,Adavale Resource,,0.035,0.2,0.035,0.039,0.044,0.035,5.37,0.065,0.018
ADE,2628.3,27.292,10.199,0.032,-,-,0.97,16.5,-,-,-,,Adelaide Energy,,0.16,-1,0.155,0.16,0.18,0.14,-6.57,0.215,0.09
ADN,748.483,22.828,16.393,0.023,-,-,-0.56,-,-,-,-,,Adelaide Res,,0.205,0.5,0.205,0.21,0.22,0.195,1.81,0.395,0.064
ADI,813.888,20.944,4.863,0.041,-,-,-4.27,-,-,-,-,,Adelphi Energy,,0.28,-2,0.28,0.285,0.29,0.275,-7.36,0.385,0.045
ABY,3074.92,51.869,113.655,0.351,1.42,0.8,-17.34,-,-,-,-,,Aditya Birla,,1.12,-7.5,1.11,1.135,1.25,1.105,-6.97,1.65,0.26
ADY,337224,1528.87,2946.88,0.025,-,-,0.09,12.2,-,-,-,,Admiralty Res,,0.011,0.1,0.011,0.012,0.014,0.01,9.31,0.037,0.009
AVD,24,0.78,2.966,0.007,-,-,-3.1,-,-,-,-,,Advance Energy,,0.042,-0.8,0.043,0.049,0.05,0.042,-16.69,0.125,0.036
