ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,
XAO 4722.6 at 16:47 13/11/2009  Report at 19:05 Friday 13/11/2009. Processed 13:29 Sunday 15/11/2009.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low
AED,1664.58,112.207,256.567,0.094,-,-,-66.9,-,-,-,-,,AED Oil Ltd,,0.57,-0.5,0.57,0.585,0.60,0.565,-3.44,1.305,0.50
AFR,16981.3,109.011,15.173,0.054,-,-,-1.5,-,-,-,-,,African Energy Res cdi,,0.21,4,0.205,0.215,0.24,0.17,20.96,0.24,0.01
ALG,39.864,0.597,0.609,0.005,-,-,-1.12,-,-,-,-,,Alamar Res Ltd,,0.23,7,0.19,0.24,0.23,0.16,41.18,0.23,0.14
AUQ,949.988,20.017,15.618,0.014,-,-,-11.01,-,-,-,-,,Alara Res Ltd,,0.18,-1,0.18,0.19,0.20,0.18,-7.83,0.245,0.026
ALY,11118.2,154.922,10.579,0.051,-,-,-3.27,-,-,-,-,,Alchemy Resource,,1.03,11.5,1.03,1.04,1.03,0.85,10.00,1.27,0.035
ALYO,889.39,25.591,1.57,0.014,-,-,-,-,-,-,-,,  opt aug10,,0.72,8,0.71,0.73,0.72,0.60,9.93,0.96,0.001
ALK,1320.63,66.113,72.926,0.098,-,-,-0.25,-,-,-,-,,Alkane Res Ltd,,0.395,0.5,0.395,0.41,0.425,0.38,-1.29,0.49,0.10
AGS,7617.32,169.727,96.515,0.208,-,-,-8.3,-,-,-,-,,Alliance Res,,0.61,,0.605,0.615,0.655,0.58,-2.57,0.98,0.333
ALD,2173.95,80.278,79.959,0.216,0.29,1.4,-1.92,-,-,-,-,,Allied Gold Ltd,,0.41,-3,0.405,0.41,0.48,0.40,-9.39,0.57,0.21
AYR,235,15.641,12.011,0.002,-,-,-0.82,-,-,-,-,,Alloy Res,,0.027,0.1,0.026,0.029,0.027,0.027,1.28,0.045,0.011
AWC,62966,3311.74,1729.08,3.99,1.30,1.3,9.42,17.4,12,0.79,7.34,,Alumina Ltd,,1.635,3.5,1.63,1.635,1.715,1.585,-0.38,2.00,0.683
AMU,1440.72,101.454,44.478,0.082,0.48,0.6,3.5,7.7,-,-,-,,Amadeus Energy,,0.27,,0.27,0.275,0.28,0.265,-2.57,0.43,0.205
AXZ,28.333,4.047,4.454,0.008,-,-,-5.32,-,-,-,-,,Amex Res,,0.175,-0.5,0.175,0.18,0.18,0.175,-5.35,0.25,0.08
AMX,661.639,58.768,21.106,0.077,-,-,-6.37,-,-,-,-,,Ampella Min,,0.60,2.5,0.59,0.605,0.61,0.575,1.78,0.66,0.043
AMXO,-,3.085,-,0.007,-,-,-,-,-,-,-,,  opt jul10,,0.43,,0.355,0.43,0.43,0.43,-2.57,0.435,0.03
AHR,589.62,5.499,2.161,0.006,-,-,-1.57,-,-,-,-,,Anchor Res,,0.20,2,0.195,0.20,0.20,0.175,8.54,0.20,0.033
AHRO,90,0.868,0.66,-,-,-,-,-,-,-,-,,  opt mar10,,0.02,,0.001,0.02,0.02,0.02,-2.57,0.03,0.01
AND,3289.13,124.393,65.561,1.122,-,-,-1.8,-,-,-,-,,Andean Res Ltd,,2.40,16,2.34,2.40,2.40,2.18,4.57,2.54,0.43
ATM,-,0.013,0.023,2.118,-,-,0.36,308.3,2.94,0.12,2.65,,Aneka Tambang cdi 1:5,,1.11,,1.11,-,1.11,1.11,-2.57,2.50,0.97
AAR,4464.71,180.111,317.117,0.019,-,-,-0.16,-,-,-,-,,Anglo Aust,,0.037,-0.2,0.037,0.039,0.042,0.037,-7.70,0.044,0.011
AGP,-,0.003,0.006,0.283,-,-,45.18,5.9,15.87,2.85,5.99,,Anglo Pacific Grp,,2.65,,2.65,3.55,2.581,2.581,-2.57,3.50,2.581
AGG,40.017,6.327,5.432,0.824,-,-,-71.44,-,3.33,-,0.36,,Anglogold Ashanti cdi 5:1,,9.24,64,9.15,9.45,9.24,8.81,4.87,11.50,4.25
AZZ,6485.54,132.433,118.429,0.093,-,-,0.26,148.1,-,-,-,,Antares Energy,,0.385,4,0.38,0.385,0.385,0.35,9.03,0.43,0.035
AVM,231.03,11.269,1.307,0.032,-,-,-370.7,-,-,-,-,,Anvil Min cdi,,3.31,10,3.23,3.47,3.62,3.18,0.55,3.62,0.80
AAL,28,3.479,3.968,0.006,-,-,-0.75,-,-,-,-,,Apac Coal,,0.06,-0.5,0.035,0.06,0.065,0.06,-10.26,0.115,0.03
AXM,234477,1443.55,206.668,0.139,-,-,-31.41,-,-,-,-,,Apex Min NL,,0.042,-1,0.041,0.042,0.061,0.041,-21.80,0.414,0.039
AXMO,202892,203.042,-,0.008,-,-,-,-,-,-,-,,  opt nov12,,0.012,-1.3,0.012,0.013,0.025,0.01,-54.57,0.025,0.01
AON,540.477,19.176,21.18,0.018,-,-,-8.92,-,-,-,-,,Apollo Min Ltd,,0.27,3,0.24,0.27,0.27,0.24,9.93,0.40,0.125
AQP,7029.54,249.344,124.772,2.444,-,-,-16.39,-,12.08,-,2.28,,Aquarius Platinum,,5.29,26,5.20,5.32,5.34,5.05,2.60,6.39,2.183
AQA,2122.37,125.011,66.396,2.022,-,-,-10.5,-,-,-,-,,Aquila Res,,8.12,34,8.12,8.15,8.38,7.71,1.80,8.40,1.90
ARU,1111.6,141.924,73.801,0.219,-,-,-7.7,-,-,-,-,,Arafura Resource,,0.845,2,0.825,0.85,0.89,0.815,-0.14,1.285,0.245
AAG,153.821,3.971,5.492,0.01,-,-,-3.81,-,-,-,-,,Aragon Res,,0.15,-5,0.13,0.15,0.20,0.15,-27.57,0.27,0.055
AAGO,-,1.371,2.016,-,-,-,-,-,-,-,-,,  opt sep10,,0.03,,0.01,0.03,0.03,0.03,-2.57,0.042,0.002
ARX,748.539,37.397,595.332,0.005,-,-,16.13,0.2,-,-,-,,ARC Explore Ltd,,0.03,0.4,0.025,0.03,0.03,0.026,12.82,0.044,0.007
ARXO,200,5.68,16.962,-,-,-,-,-,-,-,-,,  opt jun12,,0.004,-0.6,0.004,0.008,0.01,0.004,-62.57,0.01,0.001
AXE,175,6.832,12.494,0.008,-,-,-1.8,-,-,-,-,,Archer Explore,,0.13,1,0.12,0.13,0.13,0.12,5.77,0.17,0.037
AXEO,145,1.881,1.864,-,-,-,-,-,-,-,-,,  opt feb10,,0.006,-0.1,0.002,0.007,0.007,0.006,-16.85,0.025,0.002
ARD,422.112,10.541,17.662,0.008,-,-,-3.8,-,-,-,-,,Argent Min,,0.185,1.5,0.185,0.19,0.20,0.18,6.26,0.20,0.04
ARDO,677.65,4.132,5.739,0.002,-,-,-,-,-,-,-,,  opt jun11,,0.055,-0.5,0.05,0.06,0.06,0.05,-10.90,0.06,0.01
AXT,468.5,13.4,16.152,0.005,-,-,-0.42,-,-,-,-,,Argo Explore,,0.059,0.2,0.056,0.058,0.059,0.052,0.94,0.06,0.025
ARE,847.4,68.259,60.755,0.01,-,-,-0.79,-,-,-,-,,Argonaut Res,,0.062,-0.2,0.06,0.062,0.064,0.06,-5.69,0.105,0.035
AGY,255.288,4.5,8.512,0.009,-,-,-1.41,-,-,-,-,,Argosy Min cdi,,0.089,-0.6,0.051,0.085,0.10,0.089,-8.88,0.13,0.025
AOE,10639.8,872.444,845.063,2.842,0.82,4.7,52,7.5,-,-,-,,Arrow Energy,,3.88,-6,3.88,3.89,4.17,3.86,-4.09,4.73,1.845
ARV,8910.19,55.591,10.242,0.011,-,-,-8.47,-,-,-,-,,Artemis Res,,0.064,1.3,0.062,0.065,0.068,0.048,22.92,0.199,0.026
ARVOB,-,0.5,-,-,-,-,-,-,-,-,-,,  opt jun11,,0.027,,0.025,-,0.027,0.027,-2.57,0.027,0.027
ATN,95291.3,575.843,48.213,0.014,-,-,-0.78,-,-,-,-,,Ashburton Min,,0.032,0.5,0.032,0.033,0.041,0.025,15.95,0.099,0.004
ATNO,1666.25,45.999,-,0.002,-,-,-,-,-,-,-,,  opt dec09,,0.02,0.1,0.019,0.022,0.029,0.017,2.69,0.07,0.001
ATNOA,8166,62.652,25.362,-,-,-,-,-,-,-,-,,  opt feb10,,0.006,0.4,0.004,0.007,0.009,0.003,197.40,0.025,0.001
ARO,92974,437.084,212.048,0.011,-,-,-0.24,-,-,-,-,,Astro Res NL,,0.011,-0.3,0.011,0.012,0.016,0.011,-24.00,0.016,0.002
AROOA,-,-,-,-,-,-,-,-,-,-,-,,  opt dec09,,0.005,,-,0.05,0.005,0.005,-2.57,0.005,0.005
AROOB,6192,47.931,144.96,-,-,-,-,-,-,-,-,,  opt nov12,,0.002,-0.2,0.002,0.004,0.004,0.002,-52.57,0.004,0.001
AHN,50,4.877,2.815,0.003,-,-,-4.08,-,-,-,-,,Athena Res,,0.045,0.5,0.04,0.047,0.045,0.045,9.93,0.056,0.017
AHNO,-,3.46,2.337,-,-,-,-,-,-,-,-,,  opt nov09,,0.002,,-,0.001,0.002,0.002,-2.57,0.01,0.001
ATV,3208.76,170.307,23.077,0.022,-,-,-0.74,-,-,-,-,,Atlantic Gold NL,,0.065,0.5,0.063,0.065,0.065,0.059,5.77,0.105,0.04
ATVCD,30,0.03,0.02,-,-,-,-,-,-,-,-,,  ctg,,0.023,1.2,0.023,-,0.023,0.023,106.50,0.07,0.011
ATVOA,80,16.614,-,-,-,-,-,-,-,-,-,,  opt jan11,,0.027,,0.025,0.028,0.027,0.027,-2.57,0.045,0.016
AGO,9553.85,475.418,335.555,0.725,-,-,-21.3,-,-,-,-,,Atlas Iron Ltd,,1.815,6.5,1.805,1.825,1.89,1.76,1.15,2.10,0.405
AXY,1294.68,107.827,17.569,0.018,-,-,-3.02,-,-,-,-,,Atom Energy Ltd,,0.098,-0.2,0.095,0.098,0.105,0.095,-4.57,0.125,0.017
AXYO,-,7.152,19.661,-,-,-,-,-,-,-,-,,  opt oct10,,0.008,,0.004,0.007,0.008,0.008,-2.57,0.009,0.001
ATQ,646.557,12.458,19.89,0.01,-,-,-4.7,-,-,-,-,,Atomic Res,,0.105,-0.5,0.10,0.105,0.11,0.10,-7.11,0.17,0.066
ATQO,48.5,1.95,2.158,0.001,-,-,-,-,-,-,-,,  opt aug11,,0.035,0.1,0.023,0.035,0.035,0.03,0.37,0.035,0.001
ACZ,96,1.73,5.076,0.006,-,-,-0.71,-,-,-,-,,Atticus Resource,,0.19,1,0.19,0.20,0.19,0.18,2.99,0.26,0.125
ACZO,79.95,1.189,4.356,0.001,-,-,-,-,-,-,-,,  opt sep12,,0.043,0.3,0.043,0.10,0.06,0.04,4.93,0.09,0.02
ADX,2880.97,179.837,107.452,0.029,-,-,-1.6,-,-,-,-,,Audax Res,,0.099,-0.6,0.099,0.10,0.10,0.095,-8.28,0.175,0.017
AUK,898.585,22.499,10.736,0.009,-,-,-1.34,-,-,-,-,,Augur Res Ltd,,0.085,1.4,0.083,0.085,0.087,0.075,17.15,0.087,0.007
AUKO,-,0.309,0.463,-,-,-,-,-,-,-,-,,  opt jun10,,0.012,,0.003,-,0.012,0.012,-2.57,0.012,0.009
AUJ,132.1,4.561,11.377,0.008,-,-,0.26,76.9,-,-,-,,Augustus Min,,0.20,2,0.19,0.20,0.20,0.18,8.54,0.22,0.09
AEE,1406.22,23.972,9.131,0.013,-,-,-4.46,-,-,-,-,,Aura Energy,,0.17,,0.165,0.17,0.185,0.165,-2.57,0.26,0.08
AGU,1320.33,76.665,8.052,0.007,-,-,-4.41,-,-,-,-,,Aurium Res,,0.033,-0.3,0.031,0.033,0.037,0.03,-10.90,0.075,0.011
AGUO,300,17.733,4.986,-,-,-,-,-,-,-,-,,  opt may10,,0.003,-0.2,0.003,0.005,0.005,0.003,-42.57,0.024,0.001
ARM,3620.79,38.016,8.958,0.044,-,-,-5,-,-,-,-,,Aurora Min Ltd,,0.55,12,0.535,0.55,0.575,0.43,25.34,0.575,0.05
AUT,220.801,19.503,42.347,0.061,-,-,-8.9,-,-,-,-,,Aurora Oil & Gas,,0.30,1,0.26,0.30,0.30,0.28,0.88,0.305,0.10
AXO,2175.37,50.764,73.833,0.052,-,-,-19.38,-,-,-,-,,Aurox Res,,0.27,-2,0.265,0.28,0.295,0.27,-9.46,0.49,0.07
AOA,32.7,1.635,-,0.006,-,-,-,-,-,-,-,,Ausmon Resources,,0.26,2.5,0.26,0.27,0.26,0.235,8.07,0.29,0.18
AOAO,-,-,-,-,-,-,-,-,-,-,-,,  opt jun14,,-,,-,-,-,-,-,-,-
AQD,359.992,40.675,50.841,0.038,-,-,-1.92,-,-,-,-,,Ausquest Ltd,,0.165,,0.165,0.175,0.185,0.165,-2.57,0.195,0.08
AQDOA,937.996,12.879,31.457,-,-,-,-,-,-,-,-,,  opt nov09,,0.002,-0.2,0.002,0.003,0.003,0.002,-52.57,0.045,0.002
AQR,-,13.511,18.288,0.009,-,-,-0.9,-,-,-,-,,Aussie Q Res,,0.075,,0.065,0.08,0.075,0.075,-2.57,0.10,0.03
AGV,229.276,4.588,4.987,0.002,-,-,-2.4,-,-,-,-,,Aust Gold Invest,,0.05,1,0.048,0.05,0.05,0.04,22.43,0.115,0.03
AUZ,67794.6,2259.64,449.809,0.012,-,-,-0.75,-,-,-,-,,Aust Mines Ltd,,0.002,,0.001,0.002,0.002,0.001,-2.57,0.02,0.001
AUZO,2500,32.808,-,0.001,-,-,-,-,-,-,-,,  opt jun13,,0.001,,-,0.001,0.001,0.001,-2.57,0.001,0.001
AOC,34.546,8.316,9.88,0.005,-,-,-4.1,-,-,-,-,,Aust Oil Co,,0.10,,0.096,0.11,0.11,0.10,-2.57,0.135,0.036
AOCO,1620,7.363,8.48,-,-,-,-,-,-,-,-,,  opt dec09,,0.006,0.2,0.005,0.006,0.007,0.003,47.43,0.01,0.002
AOM,139.578,43.388,99.611,0.017,-,-,-0.16,-,-,-,-,,Aust Oriental,,0.008,0.1,0.006,0.008,0.008,0.006,11.72,0.009,0.003
ARW,12531.3,722.627,236.888,0.011,0.01,1.9,-2.65,-,-,-,-,,Aust Renewable,,0.019,-0.2,0.017,0.019,0.021,0.016,-12.09,0.033,0.004
AWE,16191.7,596.212,577.52,1.433,1.80,1.5,17.36,15.8,-,-,-,,Aust Worldwide Ex,,2.75,8,2.74,2.75,2.81,2.66,0.43,3.06,1.87
AOK,838.596,56.2,58.032,0.018,-,-,-4.05,-,-,-,-,,Austex Oil Ltd,,0.135,1,0.145,0.135,0.135,0.125,5.43,0.195,0.05
AKK,11023.1,85.386,143.112,0.008,-,-,-3.44,-,-,-,-,,Austin Explore,,0.056,0.6,0.056,0.057,0.057,0.05,9.43,0.096,0.02
APG,20424.4,177.247,183.041,0.038,-,-,-0.28,-,-,-,-,,Austpac Res NL,,0.048,1.1,0.047,0.048,0.058,0.037,27.16,0.074,0.028
AAF,17618.9,610.102,384.583,0.007,-,-,-0.6,-,-,-,-,,Austral Africa Res,,0.004,,0.004,0.005,0.004,0.003,-2.57,0.006,0.001
AGD,420,2.89,0.943,0.025,-,-,-2.53,-,-,-,-,,Austral Gold,,0.15,1.5,0.135,0.15,0.15,0.15,8.54,0.23,0.065
AZX,43.226,1.805,2.637,0.007,-,-,-15.3,-,-,-,-,,Auzex Res,,0.17,,0.15,0.22,0.17,0.17,-2.57,0.30,0.11
AZXO,15.277,0.677,0.827,-,-,-,-,-,-,-,-,,  opt sep10,,0.015,,0.015,0.064,0.015,0.015,-2.57,0.07,0.006
AVI,2660.97,30.938,13.133,0.025,-,-,-5.87,-,-,-,-,,Avalon Min,,0.25,2,0.255,0.26,0.30,0.23,6.13,0.30,0.053
AVB,30392,563.889,3.693,0.01,-,-,-1.45,-,-,-,-,,Avanco Res Ltd,,0.038,-0.2,0.037,0.039,0.041,0.038,-7.57,0.044,0.006
AVBO,-,5.577,1.956,-,-,-,-,-,-,-,-,,  opt jun10,,0.002,,0.001,0.004,0.002,0.002,-2.57,0.15,0.001
AVBOB,4779.72,112.037,-,0.003,-,-,-,-,-,-,-,,  opt apr12,,0.021,-0.1,0.021,0.022,0.025,0.021,-7.11,0.025,0.004
AVA,1157.48,88.848,54.448,0.009,-,-,-2.78,-,-,-,-,,Aviva Corp,,0.072,0.2,0.072,0.075,0.075,0.07,0.29,0.215,0.07
AVO,8653.72,241.259,159.565,0.511,0.61,3.1,-6.97,-,-,-,-,,Avoca Res,,1.875,12.5,1.855,1.875,1.91,1.76,4.57,1.995,1.085
AVZ,1170.9,18.535,4.257,0.007,-,-,-5.2,-,-,-,-,,Avonlea Min,,0.14,0.5,0.14,0.15,0.155,0.135,1.14,0.17,0.026
AXC,148,12.167,23.311,0.002,-,-,-1.4,-,-,-,-,,AXG Min Ltd,,0.025,0.2,0.021,0.025,0.025,0.023,6.13,0.04,0.015
AXCO,-,4.669,19.288,-,-,-,-,-,-,-,-,,  opt aug10,,0.002,,0.001,0.004,0.002,0.002,-2.57,0.006,0.001
AZM,6264.59,110.994,39.516,0.042,-,-,-2.8,-,-,-,-,,Azumah Res,,0.275,0.5,0.27,0.275,0.29,0.27,-0.72,0.31,0.04
AZS,1565.8,74.234,75.102,0.013,-,-,-1.9,-,-,-,-,,Azure Min,,0.059,0.2,0.056,0.058,0.059,0.056,0.94,0.113,0.036
BND,153.993,11.43,1.228,0.061,-,-,-0.22,-,-,-,-,,Bandanna Energy,,0.48,-3,0.48,0.49,0.50,0.47,-8.45,0.66,0.165
BMN,2612.93,176.229,158.236,0.222,-,-,-6.22,-,-,-,-,,Bannerman Res,,1.10,7,1.085,1.10,1.15,1.03,4.23,1.485,0.36
BKP,27743.9,1184.52,53.083,0.009,-,-,-0.15,-,-,-,-,,Baraka Pet,,0.005,-0.1,0.005,0.006,0.006,0.005,-19.23,0.03,0.003
BAR,2326.6,98.77,81.006,0.033,-,-,-1.78,-,-,-,-,,Barra Res,,0.105,-1,0.10,0.105,0.12,0.095,-11.26,0.22,0.041
BARO,-,10.363,8.467,-,-,-,-,-,-,-,-,,  opt dec10,,0.02,,0.01,0.019,0.02,0.02,-2.57,0.04,0.002
BSE,50,8.149,2.003,0.003,-,-,-3.53,-,-,-,-,,Base Iron Ltd,,0.095,-0.5,0.095,0.105,0.10,0.095,-7.57,0.11,0.045
BSM,668.417,65.32,31.581,0.03,-,-,18.46,1.6,-,-,-,,Bass Metals Ltd,,0.29,-1,0.29,0.30,0.315,0.29,-5.90,0.36,0.09
BSMOA,17.433,0.714,0.337,-,-,-,-,-,-,-,-,,  opt apr10,,0.06,-0.5,0.05,0.065,0.065,0.06,-10.26,0.08,0.02
BAS,7595.04,62.609,66.725,0.01,-,-,-0.7,-,-,-,-,,Bass Strait Oil Co,,0.033,,0.032,0.033,0.035,0.032,-2.57,0.068,0.013
BSR,1507.1,44.183,18.478,0.034,-,-,-0.9,-,-,-,-,,Bassari Res,,0.36,-3.5,0.35,0.36,0.42,0.36,-11.43,0.42,0.03
BTV,800.666,33.408,64.561,0.016,-,-,4.8,2.5,-,-,-,,Batavia Min,,0.12,0.5,0.115,0.12,0.12,0.115,1.78,0.14,0.068
BTVO,314.06,3.622,-,0.002,-,-,-,-,-,-,-,,  opt jun12,,0.034,-0.9,0.034,0.045,0.036,0.03,-23.50,0.05,0.008
BAU,2383.03,114.097,37.028,0.229,-,-,-4.4,-,-,-,-,,Bauxite Resource,,1.075,8,1.07,1.075,1.085,0.98,5.47,1.345,0.165
BCI,1517.95,56.909,22.489,0.093,-,-,-2.2,-,-,-,-,,BC Iron Ltd,,1.15,-2.5,1.14,1.15,1.275,1.135,-4.70,1.476,0.17
BPT,41038.3,1493.5,1353.58,0.864,-,-,25.21,3.2,1.75,14.41,2.16,p,Beach Pet,,0.81,3,0.805,0.81,0.84,0.775,1.28,0.956,0.678
BPTO,747.797,61.749,40.747,0.002,-,-,-,-,-,-,-,,  opt jun10,,0.016,0.1,0.016,0.017,0.02,0.015,4.10,0.052,0.012
BCN,9553.89,1517.64,13.222,0.011,-,-,-3.44,-,-,-,-,,Beacon Min,,0.021,-0.1,0.021,0.023,0.023,0.021,-7.11,0.034,0.003
BCNO,-,39.037,3.902,-,-,-,-,-,-,-,-,,  opt aug10,,0.002,,0.001,0.003,0.002,0.002,-2.57,0.015,0.001
BCNOA,5743.5,767.702,-,0.003,-,-,-,-,-,-,-,,  opt aug10,,0.012,,0.011,0.013,0.013,0.011,-2.57,0.02,0.001
BCD,1623.51,84.737,82.223,0.047,0.09,1.3,2.29,5.0,-,-,-,,Beaconsfield Gold,,0.115,,0.11,0.115,0.115,0.105,-2.57,0.21,0.09
BDR,182,23.032,32.658,0.008,-,-,-4,-,-,-,-,,Beadell Resource,,0.081,-1.3,0.081,0.083,0.09,0.081,-16.40,0.16,0.041
BDG,3763.54,284.077,225.439,0.122,0.15,1.6,1.7,14.1,0.5,3.40,2.08,,Bendigo Min Ltd,,0.24,1,0.235,0.24,0.25,0.23,1.78,0.32,0.10
BKY,912.197,81.494,51.381,0.125,-,-,-9.47,-,-,-,-,,Berkeley Res,,1.015,-2.5,1.015,1.035,1.05,1.01,-4.97,1.50,0.156
BKYO,0.5,1.132,-,0.005,-,-,-,-,-,-,-,,  opt may13,,0.42,-8,0.42,0.49,0.50,0.42,-18.57,0.76,0.40
BHP,80625.7,3425.7,3401.13,130.921,8.84,4.4,130.15,30.0,113.63,1.15,2.91,f,BHP Billiton Ltd,,39.01,161,39.00,39.01,39.70,37.21,1.74,40.28,20.00
BFE,11056.2,26.502,17.42,0.017,-,-,-3.48,-,-,-,-,,Black Fire Min,,0.165,4,0.16,0.165,0.17,0.115,29.43,0.17,0.025
BFEO,2754,6.711,9.407,0.001,-,-,-,-,-,-,-,,  opt jun10,,0.035,2.4,0.031,0.035,0.035,0.012,215.60,0.035,0.002
BLR,3405.91,611.325,509.258,0.033,-,-,-0.48,-,-,-,-,,Black Range Min,,0.051,-0.2,0.051,0.054,0.055,0.05,-6.34,0.105,0.011
BLRO,481.723,39.377,21.564,0.003,-,-,-,-,-,-,-,,  opt feb11,,0.028,-0.1,0.028,0.032,0.032,0.028,-6.02,0.07,0.004
BLK,105.323,11.705,23.014,0.008,-,-,-1.4,-,-,-,-,,Blackham Res,,0.23,,0.23,0.28,0.265,0.23,-2.57,0.357,0.061
BTR,267.335,40.121,-,0.044,-,-,-67.49,-,-,-,-,,Blackthorn Res,,0.41,-0.5,0.41,0.44,0.44,0.41,-3.77,0.475,0.055
BDI,5967.01,49.201,23.274,0.003,-,-,-11.3,-,-,-,-,,Blina Diamonds NL,,0.018,0.5,0.016,0.018,0.02,0.014,35.89,0.04,0.009
BUL,8314.52,359.755,211.577,0.142,-,-,-1.48,-,-,-,-,,Blue Energy Ltd,,0.22,,0.215,0.22,0.23,0.215,-2.57,0.335,0.09
BOM,277.05,32.601,3.551,0.013,-,-,-3.22,-,-,-,-,,Bondi Min Ltd,,0.15,2.5,0.13,0.145,0.15,0.125,17.43,0.175,0.023
BOE,219.617,4.522,21.391,0.004,-,-,-11.82,-,-,-,-,,Boss Energy Ltd,,0.05,,0.035,0.05,0.05,0.05,-2.57,0.08,0.04
