ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, July 12, 2013,,,,,,,,,,,,,,,,,,,,
"XAO 4957.5 at 2013-07-12T16:44:36. Report at Friday, July 12, 2013. Processed Saturday at 2013-07-13T23:15:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
TDO,170.523,13.388,10.089,.021,-,-,-3.61,-,-,-,-,,3D Oil,,.088,-.2,.07,.088,.09,.088,-4.94,.14,.06,,
DDD,-,6.464,11.380,.007,-,-,-.10,-,-,-,-,,3D Res,,-,-,.017,.029,.03,.03,-2.72,.045,.014,,
ARH,191.100,9.282,11.133,.019,-,-,-2.33,-,-,-,-,,A'asian Resources,,.039,+.7,.036,.04,.039,.032,+19.16,.14,.021,,
AYC,-,1.659,2.166,.008,-,-,-.47,-,-,-,-,,A1 Gold,,-,-,.15,.16,.14,.14,-2.72,.30,.125,,
ABU,14965.0,746.373,1078.92,.095,-,-,-.43,-,-,-,-,,ABM Res,,.029,+.1,.029,.03,.03,.025,+.86,.065,.021,,
AJC,967.751,81.800,187.596,.009,-,-,-.42,-,-,-,-,,Acacia Coal,,.01,+.1,.009,.01,.009,.009,+9.78,.027,.007,,
ACB,385.491,21.900,39.130,.012,-,-,-1.08,-,-,-,-,,A-Cap Res,,.046,+.1,.046,.05,.05,.045,-.49,.175,.045,,
ACS,7.500,.840,90.747,.036,-,-,-.86,-,-,-,-,,Accent Res,,.20,-,.19,.25,.20,.20,-2.72,.335,.15,,
AIV,1962.00,138.272,15.342,.008,-,-,-.48,-,-,-,-,,ActiveX,,.022,+.5,.018,.022,.022,.018,+26.70,.022,.010,,
ADD,-,8.718,23.202,-,-,-,-1.58,-,-,-,-,,Adavale Resources,,-,-,.002,.004,.002,.002,-2.72,.021,.002,,
ADN,830.660,248.727,65.744,.020,-,-,-3.84,-,-,-,-,,Adelaide Res,,.098,-.1,.095,.098,.099,.087,-3.73,.25,.035,,
ABY,713.744,58.405,51.112,.124,1.63,.24,-2.66,-,5.00,-,12.66,,Aditya Birla,,.395,+1,.385,.395,.395,.38,-.12,.60,.335,,
ADY,280.235,31.697,59.324,.015,-,-,-2.52,-,-,-,-,,Admiralty Res,,.021,+.2,.021,.027,.021,.019,+7.81,.05,.018,,
AVD,500.000,199.171,7.728,.001,-,-,-.30,-,-,-,-,,Advance Energy,,.001,-,-,.001,.001,.001,-2.72,.007,.001,,
