ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, February 13, 2015,,,,,,,,,,,,,,,,,,,,
"XAO 5835.5 at 2015-02-13T16:41:06. Report at Friday, February 13, 2015. Processed Saturday at 2015-02-14T23:15:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
1PG,2663.70,15.596,35.904,.075,-,-,-.20,-,-,-,-,,1-Page,†,1.10,+11,1.09,1.115,1.105,.925,+10.06,1.30,.004,,
TDO,636.050,7.344,2.839,.012,-,-,-.54,-,-,-,-,,3D Oil,,.049,+.1,.048,.053,.054,.049,+1.03,.12,.044,,
DDD,-,.747,2.329,.001,-,-,.25,2.0,-,-,-,,3D Res,,.005,-,.004,.007,.005,.005,-1.05,.028,.004,,
ARH,6.451,.817,.802,.005,-,-,-1.30,-,-,-,-,,A'asian Resources,,.011,+.1,.013,.025,.011,.011,+8.95,.036,.01,,
AYC,190.159,.321,.097,.010,-,-,-.61,-,-,-,-,,A1 Gold,,.036,-.2,.035,.038,.038,.035,-6.32,.098,.025,,
AYCO,16.667,.526,-,.002,-,-,-,-,-,-,-,,  opt nov19,,.011,-.1,.011,.014,.012,.011,-9.39,.013,.004,,
ABL,-,.013,27.927,-,-,-,-5.60,-,-,-,-,,Abilene Oil & Gas,†,.012,-,.03,.072,.012,.012,-1.05,.126,.003,,
ABU,958.359,11.778,161.961,.078,-,-,-53.55,-,-,-,-,,ABM Res,†,.28,-1,.27,.28,.29,.27,-4.50,.48,.21,,
AJC,3656.06,37.419,7.241,.004,-,-,-.68,-,-,-,-,,Acacia Coal,,.004,+.1,.002,.003,.004,.002,+32.28,.011,.002,,
ACB,101.194,2.522,1.992,.019,-,-,-.79,-,-,-,-,,A-Cap Res,,.05,+.4,.047,.05,.05,.046,+7.64,.08,.04,,
ACS,-,-,.304,.026,-,-,-1.47,-,-,-,-,,Accent Resources,,.145,-,.14,-,.145,.145,-1.05,.22,.14,,
AIV,1430.90,4.233,1.578,.012,-,-,-.21,-,-,-,-,,ActiveX,,.019,+.4,.019,.022,.02,.018,+25.61,.025,.011,,
ADD,3.692,.220,.375,-,-,-,-6.60,-,-,-,-,,Adavale Resources,†,.023,-,.023,.035,.023,.023,-1.05,.14,.002,,
