ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, August 15, 2014,,,,,,,,,,,,,,,,,,,,
"XAO 5559.6 at 2014-08-15T16:41:06. Report at Friday, August 15, 2014. Processed Saturday at 2014-08-16T23:15:03+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
TDO,338.758,7.698,17.430,.018,-,-,-.56,-,-,-,-,,3D Oil,,.075,+.7,.075,.085,.075,.068,+7.90,.135,.064,,
DDD,-,5.889,6.684,.003,-,-,-.24,-,-,-,-,,3D Res,,.012,-,.012,.014,.012,.012,-2.39,.029,.012,,
ARH,422.288,9.784,9.709,.012,-,-,-4.20,-,-,-,-,,A'asian Resources,,.024,-,.022,.028,.024,.021,-2.39,.16,.018,,
AYC,10.000,1.191,1.859,.011,-,-,-.82,-,-,-,-,,A1 Gold,,.063,+.3,.054,.079,.063,.06,+2.61,.186,.05,,
ABU,986.877,469.370,881.825,.109,-,-,-3.30,-,-,-,-,,ABM Res,†,.40,-2.5,.40,.41,.43,.40,-8.28,.57,.24,,
AJC,1812.99,78.555,104.875,.005,-,-,-.19,-,-,-,-,,Acacia Coal,,.005,-,.005,.006,.005,.004,-2.39,.016,.004,,
ACB,659.666,19.516,27.472,.021,-,-,-1.33,-,-,-,-,,A-Cap Res,,.058,+.5,.058,.06,.058,.045,+7.04,.08,.042,,
ACS,17.000,1.002,.883,.038,-,-,-1.44,-,-,-,-,,Accent Res,,.21,-,.19,.21,.21,.21,-2.39,.23,.14,,
AIV,122.285,18.817,142.132,.008,-,-,-1.23,-,-,-,-,,ActiveX,,.015,-,.015,.02,.016,.015,-2.39,.022,.011,,
ADD,16.667,8.175,9.555,-,-,-,-.26,-,-,-,-,,Adavale Resources,,.003,-,.003,.004,.003,.003,-2.39,.007,.001,,
ADN,536.507,43.145,260.419,.011,-,-,-.49,-,-,-,-,,Adelaide Res,,.048,-,.045,.048,.052,.045,-2.39,.077,.038,,
ABY,398.378,24.559,62.377,.083,1.64,.16,-.07,-,-,-,-,,Aditya Birla,,.265,-.5,.26,.27,.28,.26,-4.25,.39,.15,,
ADY,16996.7,66.649,33.317,.017,-,-,-2.92,-,-,-,-,,Admiralty Res,,.023,+.1,.023,.028,.032,.023,+2.15,.032,.011,,
ADX,311.667,30.957,97.360,.007,-,-,-1.33,-,-,-,-,,ADX Energy,,.012,-,.012,.013,.012,.012,-2.39,.022,.01,,
