ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,
XAO 4606.1 at 16:47 2/10/2009  Report at 19:06 Friday 2/10/2009. Processed 21:03 Sunday 4/10/2009.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low
TDO,1202.49,52.524,51.189,0.046,-,-,-10.32,-,-,-,-,,3D Oil Ltd,,0.23,-2.5,0.23,0.25,0.27,0.21,-7.50,0.28,0.048
DDD,392.173,9.413,7.531,0.002,-,-,-7.59,-,-,-,-,,3D Res Ltd,,0.02,-0.1,0.021,0.023,0.023,0.02,-2.46,0.038,0.007
AAO,251.963,13.21,5.749,0.009,-,-,-4.86,-,-,-,-,,A'asia Gold,,0.085,0.1,0.082,0.085,0.088,0.081,3.50,0.09,0.014
ARH,327.728,17.381,37.658,0.241,-,-,-5.55,-,-,-,-,,A'asian Resour,,0.545,-2.5,0.53,0.545,0.58,0.505,-2.08,0.78,0.26
AAM,1675.53,54.713,35.223,0.028,-,-,-3.99,-,-,-,-,,A1 Min Ltd,,0.185,-1,0.175,0.19,0.20,0.17,-2.82,0.235,0.06
ABU,6272.77,284.649,31.09,0.029,-,-,-0.65,-,-,-,-,,ABM Res NL,,0.038,-0.5,0.038,0.04,0.043,0.035,-9.32,0.07,0.006
AII,80,2.469,17.983,0.03,-,-,-1.39,-,-,-,-,,Abra Min Ltd,,0.21,,0.215,0.23,0.21,0.21,2.31,0.38,0.13
ACB,4693.73,65.259,59.596,0.066,0.14,2.9,-2.68,-,-,-,-,,A-Cap Res,,0.41,-8.5,0.41,0.46,0.535,0.405,-14.87,0.60,0.08
ACS,579.421,30.236,64.939,0.017,-,-,-0.76,-,-,-,-,,Accent Res NL,,0.15,-2,0.15,0.165,0.18,0.15,-9.46,0.27,0.055
ACSN,-,-,-,-,-,-,-,-,-,-,-,, def x opt,,-,,-,-,-,-,-,-,-
AEX,28468.7,447.002,464.08,0.004,-,-,-1.26,-,-,-,-,,Acclaim Explore,,0.005,-0.2,0.005,0.006,0.006,0.005,-26.27,0.008,0.003
AEXCD,-,-,0.726,-,-,-,-,-,-,-,-,, ctg,,0.003,,0.001,-,0.003,0.003,2.31,0.003,0.003
AIV,355.5,11.075,5.353,0.005,-,-,-1.64,-,-,-,-,,Activex Ltd,,0.076,-2.4,0.078,0.08,0.096,0.076,-21.69,0.105,0.028
AIVO,-,0.84,-,-,-,-,-,-,-,-,-,, opt jul10,,0.03,,0.03,0.05,0.03,0.03,2.31,0.03,0.001
ADU,2372.43,34.684,21.548,0.12,-,-,-13.88,-,-,-,-,,Adamus Res,,0.42,-7,0.415,0.44,0.495,0.42,-11.98,0.53,0.10
ADD,2060.54,38.248,37.73,0.009,0.03,1.7,-0.3,-,-,-,-,,Adavale Resource,,0.051,-0.9,0.046,0.053,0.06,0.049,-12.69,0.065,0.01
ADE,933.842,40.694,40.189,0.017,-,-,1.39,9.0,-,-,-,,Adelaide Energy,,0.125,,0.12,0.13,0.14,0.12,2.31,0.16,0.035
ADN,2465.21,56.567,34.712,0.018,-,-,4.86,4.4,-,-,-,,Adelaide Res,,0.215,-1.5,0.215,0.22,0.24,0.21,-4.22,0.37,0.04
ADI,2261.61,54.692,24.35,0.013,-,-,-5.05,-,-,-,-,,Adelphi Energy,,0.088,1,0.088,0.09,0.093,0.077,15.13,0.365,0.045
ABY,3690.62,319.691,298.199,0.4,1.31,1.0,-24.26,-,-,-,-,,Aditya Birla,,1.275,3,1.27,1.285,1.335,1.205,4.72,1.335,0.096
ADY,29257.7,6005.07,3265.3,0.033,-,-,-3.87,-,-,-,-,,Admiralty Res,,0.02,,-,-,0.02,0.019,2.31,0.063,0.008
AVD,3677.16,15.837,8.021,0.017,0.04,2.8,-1.06,-,-,-,-,,Advance Energy,,0.11,3.5,0.10,0.11,0.12,0.073,48.97,0.12,0.025
AED,5589.18,98.246,247.092,0.106,1.53,0.4,136.91,0.5,-,-,-,f,AED Oil Ltd,,0.64,1.5,0.63,0.645,0.73,0.60,4.71,1.57,0.555
AFR,22421,60.524,9.899,0.025,-,-,-1.5,-,-,-,-,,African Energy Res cdi,,0.10,,0.10,0.11,0.15,0.095,2.31,0.15,0.01
ALG,-,0.376,0.344,0.004,-,-,-1.12,-,-,-,-,,Alamar Res Ltd,,0.175,,0.165,0.185,0.175,0.175,2.31,0.195,0.14
AUQ,1073.88,11.655,12.99,0.007,-,-,-11.34,-,-,-,-,,Alara Res Ltd,,0.09,-0.5,0.08,0.10,0.12,0.09,-2.96,0.12,0.026
ALY,8730.15,87.517,9.936,0.035,-,-,-2.71,-,-,-,-,,Alchemy Resource,,0.745,1.5,0.74,0.745,0.85,0.73,4.36,0.85,0.03
ALYO,1984.17,15.433,1.29,0.011,-,-,-,-,-,-,-,, opt aug10,,0.50,2,0.475,0.495,0.57,0.49,6.47,0.57,0.001
ALK,2286.51,55.357,67.868,0.105,-,-,-0.25,-,-,-,-,,Alkane Res Ltd,,0.425,-3,0.425,0.435,0.46,0.42,-4.29,0.49,0.10
AGS,7825.93,144.292,83.739,0.235,-,-,-8.07,-,-,-,-,,Alliance Res,,0.69,-5.5,0.69,0.70,0.75,0.685,-5.08,0.98,0.279
ALD,373.189,68.885,74.785,0.222,0.29,1.6,-1.92,-,-,-,-,,Allied Gold Ltd,,0.47,-1.5,0.45,0.47,0.49,0.45,-0.79,0.57,0.185
AYR,200,7.839,11.95,0.003,-,-,-2.9,-,-,-,-,,Alloy Res,,0.042,0.6,0.037,0.042,0.045,0.042,18.97,0.045,0.011
AWC,49469.6,2919.49,1513.73,4.258,1.30,1.3,9.42,18.5,12,0.79,6.88,,Alumina Ltd,,1.745,-12.5,1.74,1.745,1.87,1.735,-4.38,2.689,0.683
AMU,3944.33,65.287,34.518,0.072,0.48,0.5,3.5,7.0,-,-,-,,Amadeus Energy,,0.245,-1.5,0.24,0.245,0.265,0.235,-3.46,0.49,0.205
AXZ,495.343,3.242,4.098,0.01,-,-,-5.32,-,-,-,-,,Amex Res,,0.22,2,0.22,0.24,0.25,0.20,12.31,0.25,0.08
